NEWID,TAX_UNIT,AGE_TP,AGE_SP,TAXYR_CY,TAXYR_PY,DEPCNT,FICAR_CY,FICAR_PY,FILESTAT,FRATE_CY,FRATE_PY,SOI_ST,SOI_ST_,SRATE_CY,SRATE_PY,WAGE_HD,WAGE_HD_,WAGE_SP,WAGE_SP_,OTHTXINC,OTHT_INC,TAXPENS,TAXPENS_,SOSSECB,SOSSECB_,NONTXINC,NONT_INC,RNTPAID,RNTPAID_,PROPTXPD,PROP_XPD,AMTDEDCT,AMTD_DCT,CHLDCARE,CHLD_ARE,DEPUND13,DEPU_D13,DEPUND17,DEPU_D17,DEPUND18,DEPU_D18,OTHDEDCT,OTHD_DCT,FTAXOWE,STAXOWE,FTAXO_PY,FTAXO_CY,STAXO_PY,STAXO_CY,FICA_PY,FICA_CY,FDAGI_PY,FDAGI_CY,STAGI_PY,STAGI_CY,CHDTX_PY,CHDTX_CY,ADDTX_PY,ADDTX_CY,DPCAR_PY,DPCAR_CY,EITCR_PY,EITCR_CY,AMTIN_PY,AMTIN_CY,AMTOW_PY,AMTOW_CY,FRGTX_PY,FRGTX_CY,FTXBC_PY,FTXBC_CY,SSTDD_PY,SSTDD_CY,SITDD_PY,SITDD_CY,SPRCR_PY,SPRCR_CY,SDCAR_PY,SDCAR_CY,SEITC_PY,SEITC_CY,DIVINC
05090784,1,65,0,2023,2022,0,.00000,.00000,1,.00000,.00000,24,D,-.0390,.00000,0,D,0,D,0,D,9552,D,13259,D,0,D,0,D,8000,D,17046,D,0,D,0,D,0,D,0,D,560,D,0,-3192,0,0,-3136,-3358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9802,9802,0,0,0,0,0,0,20654,20673,0,0,3136,3136,0,0,0
05090824,1,75,77,2023,2022,2,.00000,.00000,2,.00000,.00000,36,D,.00000,.00000,0,D,0,D,0,D,27600,D,8339,D,0,D,0,D,1900,D,5526,D,0,D,0,D,0,D,0,D,5340,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27600,27600,0,0,0,0,9600,9600,0,0,18000,16175,0,0,0,0,0
05090834,1,31,0,2023,2022,2,.00000,.00000,1,.21060,.21060,06,D,.02610,.05610,25751,D,0,D,0,D,0,D,0,D,0,D,14628,D,0,D,0,D,0,D,2,D,2,D,2,D,0,D,-8214,-2454,-7980,-8917,-2113,-3478,635,495,1970,1970,14628,14628,0,0,635,495,3000,3200,0,0,4980,5717,25751,25751,6351,4951,0,0,0,0,0,0,6351,4624,0,0,0,0,0
05090844,1,67,68,2023,2022,2,.00000,.00000,2,.00000,.00000,14,D,.00000,.00000,0,D,0,D,0,D,0,D,47674,D,0,D,0,D,6100,D,357,D,0,D,0,D,0,D,0,D,3000,D,0,-611,0,0,-600,-642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,143,0,0,0,0,11700,11059,0,0,0,0,0,0,0,0,0
05090854,1,87,0,2023,2022,0,.00000,.00000,1,.00000,.00000,0,T,.00000,.00000,0,D,0,D,0,D,0,D,15407,D,0,D,1452,D,0,D,50,D,0,D,0,D,0,D,0,D,840,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05090904,1,53,53,2023,2022,0,.00000,.00000,2,.12000,.12000,36,D,.03060,.03060,7000,D,89157,D,0,D,0,D,0,D,0,D,9900,D,0,D,2609,D,0,D,0,D,0,D,0,D,524,D,7006,2030,7060,6844,2042,1995,7060,6844,7356,7356,9900,9900,0,0,0,0,0,0,0,0,0,0,88162,88162,62262,60462,0,0,3800,3800,0,0,84362,78533,0,0,0,0,0
05090914,1,56,55,2023,2022,3,.00000,.00000,2,.22000,.22000,24,D,.07000,.07000,135000,D,0,D,0,D,0,D,0,D,0,D,0,D,2500,D,0,D,0,D,0,D,1,D,2,D,5900,D,12137,5711,12236,11840,5777,5516,15236,14840,10328,10328,0,0,0,0,3000,3000,0,0,0,0,0,0,135000,135000,109100,107300,0,0,13200,13200,28098,28366,93702,84508,0,0,0,0,0
05091034,1,32,0,2023,2022,0,.00000,.00000,1,.12000,.12000,33,D,.05850,.05850,50000,D,0,D,0,D,0,D,0,D,0,D,20700,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,4244,2246,4271,4163,2258,2210,4271,4163,3825,3825,20700,20700,0,0,0,0,0,0,0,0,0,0,50250,50250,37300,36400,0,0,0,0,8000,8000,42250,38928,0,0,0,0,0
05091064,1,37,30,2023,2022,3,.00000,.00000,2,.12000,.12000,01,D,.04510,.04400,50000,D,50000,D,0,D,0,D,0,D,0,D,0,D,2800,D,0,D,0,D,2,D,3,D,3,D,8880,D,2427,4022,2481,2265,4017,4038,8481,8265,7650,7650,0,0,0,0,6000,6000,0,0,0,0,0,0,100000,100000,74100,72300,0,0,3900,3198,5000,5000,81939,77017,0,0,0,0,0
05091094,1,56,0,2023,2022,0,.00000,.00000,1,.12000,.12000,22,D,.04300,.04300,43988,D,0,D,0,D,0,D,0,D,0,D,9600,D,0,D,90,D,0,D,0,D,0,D,0,D,0,D,3492,1480,3519,3411,1487,1458,3519,3411,3365,3365,9600,9600,0,0,0,0,0,0,0,0,0,0,43988,43988,31038,30138,0,0,4400,4400,0,0,32588,29680,0,0,0,0,0
05091114,1,65,0,2023,2022,2,.00000,.00000,1,.22000,.22000,36,D,.03230,.03230,17000,D,0,D,0,D,68580,D,1488,D,0,D,0,D,3100,D,77,D,0,D,1,D,2,D,2,D,9552,D,4495,1731,4572,4264,1755,1658,8572,8264,1301,1301,0,0,0,0,4000,4000,0,0,0,0,0,0,86854,86854,65704,64304,0,0,5700,6450,0,0,79889,73480,0,0,0,0,0
05091114,2,39,0,2023,2022,0,.00000,.00000,1,.10000,.10000,36,D,.00000,.00000,18320,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,515,0,537,447,0,0,537,447,1401,1401,0,0,0,0,0,0,0,0,0,0,0,0,18320,18320,5370,4470,0,0,2400,2400,0,0,15920,14709,0,0,0,0,0
05091124,1,42,64,2023,2022,2,.00000,.00000,2,.10000,.10000,10,D,.00000,.00000,43800,D,0,D,0,D,0,D,0,D,0,D,21000,D,0,D,12,D,0,D,0,D,0,D,0,D,0,D,745,0,790,610,0,0,1790,1610,3351,3351,21000,21000,0,0,1000,1000,0,0,0,0,0,0,43800,43800,17900,16100,0,0,0,0,0,0,0,0,0,0,0,0,0
05091174,1,65,65,2023,2022,0,.00000,.00000,2,.22000,.22000,0,T,.00000,.00000,56000,D,81000,D,0,D,0,D,0,D,0,D,0,D,4300,D,5913,D,0,D,0,D,0,D,0,D,5860,D,11682,0,11781,11385,0,0,11781,11385,10481,10481,0,0,0,0,0,0,0,0,0,0,0,0,122095,122095,93395,91595,0,0,0,0,0,0,0,0,0,0,0,0,0
05091214,1,77,0,2023,2022,0,.00000,.00000,1,.22200,.22200,24,D,.11660,.11650,825,D,0,D,0,D,25000,D,30203,D,0,D,0,D,2600,D,90,D,0,D,0,D,0,D,0,D,2060,D,4058,-62,4085,3977,-24,-175,4085,3977,63,63,0,0,0,0,0,0,0,0,0,0,0,0,50458,50458,35758,34858,0,0,0,0,19434,19534,18210,14225,998,925,0,0,0
05091294,1,46,52,2023,2022,5,.00000,.00000,2,.12000,.12000,44,D,.00000,.00000,71000,D,24000,D,0,D,0,D,0,D,0,D,0,D,3700,D,268,D,0,D,1,D,2,D,3,D,0,D,2183,0,2237,2021,0,0,7737,7521,7268,7268,0,0,0,0,5500,5500,0,0,0,0,0,0,93800,93800,67900,66100,0,0,0,0,0,0,0,0,0,0,0,0,0
05091304,1,73,73,2023,2022,0,.00000,.00000,2,.22000,.22000,12,D,.07600,.07600,35001,D,0,D,0,D,0,D,60431,D,0,D,0,D,2300,D,241,D,0,D,0,D,0,D,0,D,9784,D,11094,3215,11193,10797,3249,3113,11193,10797,2678,2678,0,0,0,0,0,0,0,0,0,0,0,0,119422,119422,90722,88922,0,0,4576,4576,4400,4400,59080,54580,0,0,0,0,0
05091324,1,38,37,2023,2022,3,.00000,.00000,2,.22000,.22000,23,D,.04250,.04250,75000,D,85000,D,0,D,0,D,0,D,0,D,0,D,4500,D,41,D,0,D,2,D,2,D,2,D,2400,D,16137,5719,16236,15840,5738,5662,20736,20340,12240,12240,0,0,0,0,4500,4500,0,0,0,0,0,0,160000,160000,134100,132300,0,0,25000,25000,0,0,135000,124421,0,0,0,0,0
05091364,1,48,51,2023,2022,0,.00000,.00000,2,.10000,.10000,10,D,.00000,.00000,11880,D,33969,D,0,D,0,D,0,D,0,D,0,D,180,D,20,D,0,D,0,D,0,D,0,D,1596,D,1950,0,1995,1815,0,0,1995,1815,3507,3507,0,0,0,0,0,0,0,0,0,0,0,0,45849,45849,19949,18149,0,0,0,0,0,0,0,0,0,0,0,0,0
05091404,1,87,0,2023,2022,0,.00000,.00000,1,.24000,.24000,05,D,.09300,.09300,0,D,0,D,0,D,151894,D,22003,D,0,D,0,D,3700,D,2,D,0,D,0,D,0,D,0,D,0,D,31209,10048,31263,31047,10119,9835,31263,31047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170647,170647,155947,155047,0,0,0,0,5202,5202,146742,136696,0,0,0,0,0
05091454,1,57,0,2023,2022,0,.00000,.00000,1,-.0765,-.0765,10,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,16560,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,0,0,16560,16560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05091464,1,53,52,2023,2022,3,.00000,.00000,2,.12000,.12000,05,D,.06000,.06000,85242,D,12102,D,0,D,0,D,0,D,0,D,0,D,5500,D,275,D,0,D,0,D,1,D,1,D,8196,D,5072,658,5126,4910,733,432,8126,7910,7447,7447,0,0,0,0,3000,3000,0,0,0,0,0,0,97044,97044,71144,69344,0,0,0,0,10404,10404,83073,77580,0,0,0,0,0
05091464,2,23,0,2023,2022,0,.00000,.00000,8,.12000,.12000,05,D,.04000,.04000,26075,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1343,453,1370,1262,463,422,1370,1262,1995,1995,0,0,0,0,0,0,0,0,0,0,0,0,26075,26075,13125,12225,0,0,0,0,0,0,26075,24351,0,0,0,0,0
05091484,1,70,73,2023,2022,2,.00000,.00000,2,.00000,.00000,01,D,.00000,.00000,0,D,0,D,0,D,0,D,45958,D,0,D,0,D,2200,D,200,D,0,D,0,D,0,D,0,D,1312,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5001,5001,8500,8500,0,0,0,0,0,0,0
05091504,1,46,42,2023,2022,2,.00000,.00000,2,.33060,.33060,0,T,.00000,.00000,40000,D,13000,D,0,D,0,D,0,D,0,D,0,D,2900,D,389,D,0,D,0,D,1,D,2,D,4180,D,-453,0,-192,-1235,0,0,2841,2625,4055,4055,0,0,0,0,2500,2500,0,0,0,0,533,1360,53000,53000,27100,25300,0,0,0,0,0,0,0,0,0,0,0,0,0
05091544,1,77,0,2023,2022,0,.00000,.00000,1,.22200,.22200,37,D,.04750,.04750,0,D,0,D,0,D,34100,D,30779,D,0,D,0,D,2200,D,359,D,0,D,0,D,0,D,0,D,888,D,4234,593,4261,4153,611,539,4261,4153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51920,51920,37220,36320,0,0,1000,1000,6350,6350,16833,14573,0,0,0,0,0
05091544,2,35,0,2023,2022,0,.00000,.00000,1,.22000,.22000,37,D,.04750,.04750,77194,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,9701,3120,9751,9553,3129,3091,9751,9553,5905,5905,0,0,0,0,0,0,0,0,0,0,0,0,77194,77194,64244,63344,0,0,1000,1000,6350,6350,69844,64740,0,0,0,0,0
05091544,3,40,0,2023,2022,0,.00000,.00000,1,.12000,.12000,37,D,.04750,.04750,44524,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,3556,1568,3583,3475,1577,1539,3583,3475,3406,3406,0,0,0,0,0,0,0,0,0,0,0,0,44524,44524,31574,30674,0,0,1000,1000,6350,6350,37174,34230,0,0,0,0,0
05091584,1,57,0,2023,2022,0,.00000,.00000,1,.22000,.22000,33,D,.05850,.06250,80000,D,0,D,0,D,0,D,0,D,0,D,20160,D,0,D,1950,D,0,D,0,D,0,D,0,D,0,D,12365,4532,12414,12216,4545,4494,12414,12216,6120,6120,20160,20160,0,0,0,0,0,0,0,0,0,0,89300,89300,76350,75450,0,0,0,0,8000,8000,81300,75396,0,0,0,0,0
05091584,2,23,0,2023,2022,0,.00000,.00000,1,.22000,.22000,33,D,.05850,.05850,58757,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,5645,2744,5695,5497,2756,2707,5695,5497,4495,4495,0,0,0,0,0,0,0,0,0,0,0,0,58757,58757,45807,44907,0,0,0,0,8000,8000,50757,46872,0,0,0,0,0
05091624,1,43,0,2023,2022,0,.00000,.00000,1,.35000,.35000,11,D,.05750,.05750,292471,D,0,D,0,D,0,D,0,D,0,D,0,D,3300,D,0,D,0,D,0,D,0,D,0,D,7368,D,70241,15946,70241,70241,15962,15899,70241,70241,13355,13764,0,0,0,0,0,0,0,0,0,0,0,0,285680,285680,275680,275680,0,0,2700,2700,5400,5400,284948,265573,0,0,0,0,0
05091624,2,45,0,2023,2022,0,.00000,.00000,1,.22000,.22000,11,D,.05750,.05750,101424,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,15032,4928,15081,14883,4944,4881,15081,14883,7759,7759,0,0,0,0,0,0,0,0,0,0,0,0,101424,101424,88474,87574,0,0,2700,2700,5400,5400,93324,86618,0,0,0,0,0
05091654,1,72,0,2023,2022,0,.00000,.00000,1,.00000,.00000,03,D,.00000,.00000,0,D,0,D,0,D,1900,D,27179,D,0,D,0,D,2500,D,0,D,0,D,0,D,0,D,0,D,2352,D,0,-25,0,0,-25,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,1900,0,0,0,0,2100,2100,12950,12950,0,0,0,0,0,0,0
05091684,1,51,51,2023,2022,2,.00000,.00000,2,.22000,.22000,12,D,.08250,.08250,65000,D,85000,D,0,D,0,D,0,D,0,D,0,D,4900,D,240,D,0,D,0,D,2,D,2,D,28560,D,11751,6985,11751,11751,7023,6870,15751,15751,11475,11475,0,0,0,0,4000,4000,0,0,0,0,0,0,121440,121440,111440,111440,0,0,4576,4576,4400,4400,106864,99496,0,0,0,0,0
05091734,1,61,0,2023,2022,0,.00000,.00000,1,.35000,.35000,06,D,.04400,.04400,292471,D,0,D,1800,D,0,D,0,D,0,D,0,D,3000,D,180,D,0,D,0,D,0,D,0,D,20264,D,67972,11155,67972,67972,11172,11103,67905,67905,13355,13764,0,0,0,0,0,0,0,0,0,0,0,0,279007,279007,269007,269007,0,0,0,0,0,0,276007,257758,0,0,0,0,0
05091734,2,59,0,2023,2022,0,.00000,.00000,1,.22000,.22000,06,D,.04630,.04630,88000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,12079,2961,12128,11930,2980,2903,12128,11930,6732,6732,0,0,0,0,0,0,0,0,0,0,0,0,88000,88000,75050,74150,0,0,0,0,0,0,75050,69247,0,0,0,0,0
05091764,1,87,0,2023,2022,0,.00000,.00000,1,.15000,.15000,48,D,.00000,.00000,0,D,0,D,0,D,0,D,17579,D,0,D,0,D,18729,D,85,D,0,D,0,D,0,D,0,D,100,D,697,0,719,629,0,0,719,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21895,21895,7195,6295,0,0,0,0,0,0,0,0,0,0,0,0,0
05091784,1,60,61,2023,2022,0,.00000,.00000,2,.22000,.22000,47,D,.05750,.05750,89000,D,45000,D,0,D,0,D,0,D,0,D,0,D,8000,D,7785,D,0,D,0,D,0,D,0,D,11024,D,14917,6136,15016,14620,6163,6054,15016,14620,10251,10251,0,0,0,0,0,0,0,0,0,0,0,0,134000,134000,108100,106300,0,0,1860,1860,16000,16000,116140,107280,0,0,0,0,0
05091784,2,32,0,2023,2022,0,.00000,.00000,1,.12000,.12000,47,D,.05750,.05750,40000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,3014,1515,3041,2933,1529,1474,3041,2933,3060,3060,0,0,0,0,0,0,0,0,0,0,0,0,40000,40000,27050,26150,0,0,930,930,8000,8000,31070,28425,0,0,0,0,0
05091784,3,28,0,2023,2022,0,.00000,.00000,1,.12000,.12000,47,D,.05750,.05750,30000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1814,940,1841,1733,954,899,1841,1733,2295,2295,0,0,0,0,0,0,0,0,0,0,0,0,30000,30000,17050,16150,0,0,930,930,8000,8000,21070,19087,0,0,0,0,0
05091784,4,22,0,2023,2022,0,.00000,.00000,1,.12000,.12000,47,D,.05750,.05750,50000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,4214,2090,4241,4133,2104,2049,4241,4133,3825,3825,0,0,0,0,0,0,0,0,0,0,0,0,50000,50000,37050,36150,0,0,930,930,8000,8000,41070,37764,0,0,0,0,0
05091814,1,27,0,2023,2022,0,.00000,.00000,1,.12000,.12000,05,D,.04000,.04000,40000,D,0,D,0,D,0,D,0,D,0,D,13344,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,3014,594,3041,2933,612,542,3041,2933,3060,3060,13344,13344,0,0,0,0,0,0,0,0,0,0,40000,40000,27050,26150,0,0,0,0,5202,5202,34798,32153,0,0,0,0,0
05091844,1,61,56,2023,2022,0,.00000,.00000,2,.22000,.22000,03,D,.02980,.02980,70784,D,0,D,0,D,20424,D,18000,D,0,D,0,D,4900,D,49,D,0,D,0,D,0,D,0,D,13776,D,12530,2178,12629,12233,2196,2124,12629,12233,5415,5415,0,0,0,0,0,0,0,0,0,0,0,0,123150,123150,97250,95450,0,0,0,0,25900,25900,81950,74819,0,0,0,0,0
05091844,2,21,0,2023,2022,0,.00000,.00000,8,.10000,.10000,03,D,.02550,.02550,16402,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,323,82,345,255,88,65,345,255,1255,1255,0,0,0,0,0,0,0,0,0,0,0,0,16402,16402,3452,2552,0,0,0,0,12950,12950,3452,2368,0,0,0,0,0
05091874,1,44,47,2023,2022,2,.00000,.00000,2,.22000,.22000,41,D,.05800,.05800,36250,D,115088,D,14400,D,0,D,0,D,0,D,0,D,4800,D,5864,D,0,D,2,D,2,D,2,D,16804,D,16430,6010,16479,16282,6066,5843,20479,20282,11577,11577,0,0,0,0,4000,4000,0,0,0,0,0,0,142934,159738,132934,132038,0,0,8860,8860,0,0,119644,110018,0,0,0,0,0
05091894,1,45,45,2023,2022,3,.00000,.00000,2,.12000,.12000,45,D,.06150,.06150,72243,D,22845,D,0,D,0,D,0,D,0,D,16836,D,0,D,500,D,0,D,0,D,1,D,2,D,3000,D,4550,3377,4604,4388,3417,3257,7604,7388,7274,7274,16836,16836,0,0,3000,3000,0,0,0,0,0,0,92688,92688,66788,64988,0,0,5406,5406,0,0,92688,86560,0,0,0,0,0
05091894,2,18,0,2023,2022,0,.00000,.00000,8,.10000,.10000,45,D,.06150,.06150,15000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,183,132,205,115,146,92,205,115,1148,1148,0,0,0,0,0,0,0,0,0,0,0,0,15000,15000,2050,1150,0,0,0,0,0,0,15000,14008,0,0,0,0,0
05091894,3,17,0,2023,2022,0,.00000,.00000,8,.00000,.00000,45,D,.00000,.00000,5000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,383,383,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,0,0,0,0,0,0,5000,4669,0,0,0,0,0
05091924,1,47,0,2023,2022,0,.00000,.00000,1,.22000,.22000,28,D,.06840,.06840,70000,D,0,D,0,D,0,D,0,D,0,D,24000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,12607,4557,12656,12458,4583,4480,12656,12458,5355,5355,24000,24000,0,0,0,0,0,0,0,0,0,0,90400,90400,77450,76550,0,0,0,0,7350,7350,83050,77073,0,0,0,0,0
05091954,1,56,53,2023,2022,1,.00000,.00000,2,.25980,.25980,22,D,.08070,.08090,21000,D,18000,D,0,D,0,D,0,D,0,D,9708,D,0,D,0,D,0,D,0,D,0,D,1,D,0,D,-1072,512,-887,-1629,560,367,1310,1130,2984,2984,9708,9708,0,0,500,500,0,0,0,0,1697,2259,39000,39000,13100,11300,0,0,9800,9800,0,0,20233,17654,0,0,0,0,0
05091964,1,55,0,2023,2022,0,.00000,.00000,1,.12000,.22000,36,D,.03230,.03230,55000,D,0,D,0,D,0,D,0,D,0,D,7500,D,0,D,331,D,0,D,0,D,0,D,0,D,0,D,4842,1123,4877,4738,1134,1089,4877,4738,4208,4208,7500,7500,0,0,0,0,0,0,0,0,0,0,55042,55042,42092,41192,0,0,2150,2150,0,0,52892,49253,0,0,0,0,0
05091974,1,87,0,2023,2022,0,.00000,.00000,1,.00000,.00000,42,D,.00000,.00000,0,D,0,D,0,D,0,D,12516,D,0,D,8292,D,0,D,195,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,0,0,8292,8292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05092144,1,68,75,2023,2022,0,.00000,.00000,2,.12000,.22000,45,D,.06150,.06150,40000,D,70000,D,1,D,0,D,4095,D,0,D,0,D,1200,D,9671,D,0,D,0,D,0,D,0,D,0,D,9801,4818,9886,9547,4852,4715,9886,9547,8415,8415,0,0,0,0,0,0,0,0,0,0,0,0,113482,113482,84782,82982,0,0,0,0,0,0,113482,105979,0,0,0,0,0
