NEWID,TAX_UNIT,AGE_TP,AGE_SP,TAXYR_CY,TAXYR_PY,DEPCNT,FICAR_CY,FICAR_PY,FILESTAT,FRATE_CY,FRATE_PY,SOI_ST,SOI_ST_,SRATE_CY,SRATE_PY,WAGE_HD,WAGE_HD_,WAGE_SP,WAGE_SP_,OTHTXINC,OTHT_INC,TAXPENS,TAXPENS_,SOSSECB,SOSSECB_,NONTXINC,NONT_INC,RNTPAID,RNTPAID_,PROPTXPD,PROP_XPD,AMTDEDCT,AMTD_DCT,CHLDCARE,CHLD_ARE,DEPUND13,DEPU_D13,DEPUND17,DEPU_D17,DEPUND18,DEPU_D18,OTHDEDCT,OTHD_DCT,FTAXOWE,STAXOWE,FTAXO_PY,FTAXO_CY,STAXO_PY,STAXO_CY,FICA_PY,FICA_CY,FDAGI_PY,FDAGI_CY,STAGI_PY,STAGI_CY,CHDTX_PY,CHDTX_CY,ADDTX_PY,ADDTX_CY,DPCAR_PY,DPCAR_CY,EITCR_PY,EITCR_CY,AMTIN_PY,AMTIN_CY,AMTOW_PY,AMTOW_CY,FRGTX_PY,FRGTX_CY,FTXBC_PY,FTXBC_CY,SSTDD_PY,SSTDD_CY,SITDD_PY,SITDD_CY,SPRCR_PY,SPRCR_CY,SDCAR_PY,SDCAR_CY,SEITC_PY,SEITC_CY,DIVINC
05251984,2,37,0,2023,2022,0,.00000,.00000,8,.12000,.12000,05,D,.06000,.06000,42503,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,3260,1143,3341,3233,1214,1119,3341,3233,3251,3251,0,0,0,0,0,0,0,0,0,0,0,0,42503,42503,29553,28653,0,0,0,0,0,0,42503,39693,0,0,0,0,0
05252034,1,50,0,2023,2022,1,.00000,.00000,1,.25980,.25980,02,D,.00000,.00000,20000,D,0,D,0,D,0,D,0,D,0,D,0,D,4900,D,400,D,0,D,1,D,1,D,1,D,8624,D,-3600,0,-3126,-3758,0,0,1048,908,1530,1530,0,0,0,0,1048,908,952,1092,0,0,2175,2667,29882,29882,10482,9082,0,0,0,0,0,0,0,0,0,0,0,0,0
05252034,2,45,0,2023,2022,0,.00000,.00000,1,.24000,.24000,02,D,.00000,.00000,120000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,16198,0,16360,16144,0,0,16360,16144,9180,9180,0,0,0,0,0,0,0,0,0,0,0,0,106800,106800,93850,92950,0,0,0,0,0,0,0,0,0,0,0,0,0
05252074,1,67,73,2023,2022,2,.00000,.00000,2,.00000,.00000,0,T,.00000,.00000,0,D,0,D,0,D,648,D,34716,D,0,D,0,D,1200,D,2514,D,0,D,0,D,0,D,0,D,1424,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05252104,1,43,0,2023,2022,1,.00000,.00000,1,.27980,.27980,10,D,.00000,.00000,41129,D,0,D,0,D,0,D,0,D,0,D,13200,D,0,D,250,D,0,D,0,D,1,D,1,D,0,D,-558,0,-63,-723,0,0,2314,2146,3146,3146,13200,13200,0,0,2000,2000,0,0,0,0,377,869,41129,41129,21729,20329,0,0,0,0,0,0,0,0,0,0,0,0,0
05252114,1,30,0,2023,2022,0,.00000,.00000,1,.12000,.12000,50,D,.03960,.05210,25000,D,0,D,0,D,0,D,0,D,0,D,10800,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1160,192,1241,1133,226,181,1241,1133,1913,1913,10800,10800,0,0,0,0,0,0,0,0,0,0,25000,25000,12050,11150,0,0,700,700,10829,11027,13471,11620,0,0,0,0,0
05252114,2,31,0,2023,2022,0,.00000,.00000,1,.12000,.12000,50,D,.03960,.05210,25000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1160,452,1241,1133,485,440,1241,1133,1913,1913,0,0,0,0,0,0,0,0,0,0,0,0,25000,25000,12050,11150,0,0,700,700,10829,11027,13471,11620,0,0,0,0,0
05252124,1,69,0,2023,2022,0,.00000,.00000,1,.24000,.24000,31,D,.06370,.06370,165000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,29746,8139,29908,29692,8259,8099,29908,29692,11507,11916,0,0,0,0,0,0,0,0,0,0,0,0,165000,165000,150300,149400,0,0,2000,2000,0,0,163000,152091,0,0,0,0,0
05252184,1,29,28,2023,2022,1,.00000,.00000,2,.22000,.22000,34,D,.04990,.04990,50000,D,123026,D,0,D,0,D,0,D,0,D,0,D,0,D,3319,D,0,D,1,D,1,D,1,D,0,D,21305,7294,21602,21206,7362,7271,23602,23206,13236,13236,0,0,0,0,2000,2000,0,0,0,0,0,0,173026,173026,147126,145326,0,0,0,0,25500,25500,147526,136086,0,0,0,0,0
05252234,1,36,33,2023,2022,3,.00000,.00000,2,.06060,.21060,03,D,.00000,.00000,32640,D,0,D,0,D,0,D,0,D,0,D,0,D,1200,D,0,D,0,D,3,D,3,D,3,D,7752,D,-10769,0,-10091,-10995,0,0,674,494,2497,2497,0,0,0,0,674,494,4500,4521,0,0,5591,6474,32640,32640,6740,4940,0,0,0,0,25900,25900,6740,4582,0,0,0,0,0
05252254,1,39,41,2023,2022,0,.00000,.00000,2,.12000,.12000,18,D,.00190,.00200,0,D,62529,D,0,D,0,D,0,D,0,D,0,D,1300,D,0,D,0,D,0,D,0,D,0,D,0,D,3822,2981,3984,3768,2988,2978,3984,3768,4783,4783,0,0,0,0,0,0,0,0,0,0,0,0,62529,62529,36629,34829,0,0,0,0,2770,2770,59759,55625,0,0,0,0,0
05252314,1,73,70,2023,2022,2,.00000,.00000,2,.00000,.00000,02,D,.00000,.00000,0,D,0,D,0,D,0,D,42970,D,0,D,0,D,3200,D,50,D,0,D,0,D,0,D,0,D,3544,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05252334,1,27,0,2023,2022,0,.00000,.00000,1,.22000,.22000,07,D,.06100,.06100,80000,D,0,D,0,D,0,D,0,D,0,D,13500,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,9516,3854,9664,9466,3896,3840,9664,9466,6120,6120,13500,13500,0,0,0,0,0,0,0,0,0,0,76800,76800,63850,62950,0,0,0,0,0,0,76800,71722,0,0,0,0,0
05252364,1,55,0,2023,2022,5,.00000,.00000,1,.06060,.06060,44,D,.00000,.00000,22000,D,0,D,0,D,0,D,0,D,0,D,0,D,280,D,0,D,0,D,2,D,4,D,4,D,0,D,-10060,0,-9466,-10257,0,0,260,120,1683,1683,0,0,0,0,260,120,2925,2925,0,0,6541,7332,22000,22000,2600,1200,0,0,0,0,0,0,0,0,0,0,0,0,0
05252394,1,53,53,2023,2022,1,.00000,.00000,2,.24000,.24000,31,D,.06370,.06370,308789,D,0,D,0,D,0,D,0,D,0,D,52580,D,5000,D,225,D,0,D,0,D,0,D,1,D,1200,D,57140,14260,57464,57032,14487,14185,57964,57532,13591,14001,52580,52580,0,0,500,500,0,0,0,0,0,0,318789,318789,292889,291089,0,0,3500,3500,0,0,290825,271365,0,0,0,0,0
05252444,1,41,38,2023,2022,1,.00000,.00000,2,.22000,.22000,19,D,.04250,.04250,34000,D,87000,D,0,D,0,D,0,D,0,D,0,D,3900,D,30,D,0,D,1,D,1,D,1,D,5252,D,13877,4519,14174,13778,4590,4496,16174,15778,9257,9257,0,0,0,0,2000,2000,0,0,0,0,0,0,139264,139264,113364,111564,0,0,9000,9000,0,0,130264,121056,0,0,0,0,0
05252504,1,68,0,2023,2022,0,.00000,.00000,1,.00000,.00000,50,D,.00000,.00000,0,D,0,D,0,D,0,D,29937,D,0,D,0,D,3000,D,682,D,0,D,0,D,0,D,0,D,16120,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,950,950,11790,11790,0,0,0,0,0,0,0
05252564,1,33,0,2023,2022,1,.00000,.00000,1,.27980,.12000,02,D,.00000,.00000,41000,D,0,D,0,D,0,D,0,D,0,D,12000,D,0,D,317,D,0,D,1,D,1,D,1,D,0,D,657,0,875,584,0,0,2875,2707,3137,3137,12000,12000,0,0,2000,2000,0,0,0,0,0,123,45800,45800,26400,25000,0,0,0,0,0,0,0,0,0,0,0,0,0
05252564,2,40,0,2023,2022,0,.00000,.00000,1,.22000,.22000,02,D,.00000,.00000,71000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,8240,0,8388,8190,0,0,8388,8190,5432,5432,0,0,0,0,0,0,0,0,0,0,0,0,71000,71000,58050,57150,0,0,0,0,0,0,0,0,0,0,0,0,0
05252604,1,58,52,2023,2022,1,.00000,.00000,2,.24000,.24000,21,D,.05500,.05500,25209,D,308789,D,0,D,0,D,0,D,0,D,0,D,10000,D,0,D,0,D,0,D,1,D,1,D,14196,D,57023,14808,57023,57023,14858,14791,59023,59023,15520,15929,0,0,0,0,2000,2000,0,0,0,0,0,0,307302,307302,297302,297302,0,0,0,0,4850,4850,296102,277107,0,0,0,0,0
05252624,1,72,0,2023,2022,1,.00000,.00000,1,.00000,.00000,10,D,.00000,.00000,0,D,0,D,0,D,0,D,20459,D,0,D,4932,D,0,D,115,D,0,D,0,D,0,D,0,D,300,D,0,0,0,0,0,0,0,0,0,0,4932,4932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05252634,1,69,0,2023,2022,0,.00000,.00000,1,.18500,.22200,14,D,.04950,.04950,0,D,0,D,0,D,0,D,41579,D,0,D,0,D,4000,D,43,D,0,D,0,D,0,D,0,D,4472,D,1052,131,1133,1026,152,124,1133,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25855,25855,11155,10255,0,0,3425,3265,0,0,14188,13184,200,187,0,0,0
05252654,1,78,77,2023,2022,2,.00000,.00000,2,.00000,.00000,03,D,.00000,.00000,0,D,0,D,0,D,3338,D,25894,D,0,D,0,D,4700,D,32,D,0,D,0,D,0,D,0,D,13668,D,0,-105,0,0,-100,-107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5003,5003,0,0,0,0,4200,4200,25900,25900,0,0,0,0,0,0,0
05252664,1,75,75,2023,2022,2,.00000,.00000,2,.00000,.00000,23,D,.00000,.00000,0,D,0,D,2991,D,16112,D,18477,D,0,D,0,D,5000,D,60,D,0,D,0,D,0,D,0,D,2620,D,0,-1685,0,0,-1600,-1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25900,25900,0,0,0,0,20000,20000,40000,40000,0,0,1600,1600,0,0,0
05252724,1,46,43,2023,2022,0,.00000,.00000,2,.22000,.22000,01,D,.03820,.03900,61826,D,57075,D,0,D,0,D,0,D,0,D,14400,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,11397,4840,11694,11298,4880,4826,11694,11298,9096,9096,14400,14400,0,0,0,0,0,0,0,0,0,0,118901,118901,93001,91201,0,0,3000,3000,5000,5000,99207,91741,0,0,0,0,0
05252744,1,59,59,2023,2022,1,.00000,.00000,2,.00000,.00000,37,D,.00000,.00000,0,D,20000,D,0,D,0,D,18923,D,0,D,0,D,1820,D,230,D,0,D,1,D,1,D,1,D,600,D,-5506,-323,-5233,-5597,-307,-328,0,0,1530,1530,0,0,0,0,0,0,1500,1600,0,0,3733,3997,20000,20000,0,0,0,0,3000,3000,12700,12700,4300,2978,0,0,75,75,0
05252744,2,38,0,2023,2022,0,.00000,.00000,1,.12000,.12000,37,D,.04750,.04750,40000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2960,1334,3041,2933,1362,1324,3041,2933,3060,3060,0,0,0,0,0,0,0,0,0,0,0,0,40000,40000,27050,26150,0,0,1000,1000,6350,6350,32650,30005,0,0,0,0,0
05252744,3,27,0,2023,2022,0,.00000,.00000,1,.12000,.12000,37,D,.04750,.04750,32064,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2007,957,2088,1980,985,947,2088,1980,2453,2453,0,0,0,0,0,0,0,0,0,0,0,0,32064,32064,19114,18214,0,0,1000,1000,6350,6350,24714,22594,0,0,0,0,0
05252764,1,66,0,2023,2022,0,.00000,.00000,1,.00000,.00000,29,D,.00000,.00000,0,D,0,D,0,D,0,D,32435,D,0,D,0,D,1900,D,0,D,0,D,0,D,0,D,0,D,960,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6016,6016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05252784,1,27,0,2023,2022,2,.00000,.00000,1,.00000,.10000,44,D,.00000,.00000,30000,D,0,D,0,D,0,D,0,D,0,D,0,D,4500,D,0,D,0,D,0,D,0,D,0,D,0,D,15,0,60,0,0,0,1060,920,2295,2295,0,0,0,0,1000,920,0,0,0,0,0,0,30000,30000,10600,9200,0,0,0,0,0,0,0,0,0,0,0,0,0
05252794,1,46,0,2023,2022,3,.00000,.00000,1,-.4000,-.4000,26,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,8400,D,0,D,0,D,0,D,2,D,2,D,2,D,31,D,0,0,0,0,0,0,0,0,0,0,8400,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,1400,19400,19425,0,0,0,0,0,0,0
05252804,1,47,41,2023,2022,3,.00000,.00000,2,.22000,.22000,06,D,.04590,.04590,100000,D,0,D,18000,D,0,D,0,D,0,D,0,D,4500,D,200,D,0,D,3,D,3,D,3,D,1440,D,4099,2811,4396,4000,2930,2772,10396,10000,7650,7650,0,0,0,0,6000,6000,0,0,0,0,0,0,113000,113000,87100,85300,0,0,0,0,0,0,87100,79660,0,0,0,0,0
05252814,1,72,0,2023,2022,0,.00000,.00000,1,.22200,.22200,34,D,.04990,.04990,26526,D,0,D,0,D,0,D,25979,D,0,D,0,D,2600,D,3242,D,0,D,0,D,0,D,0,D,140,D,2235,654,2316,2208,687,642,2316,2208,2029,2029,0,0,0,0,0,0,0,0,0,0,0,0,35714,35714,21014,20114,0,0,0,0,12750,12750,13776,12022,0,0,0,0,0
05252824,1,66,72,2023,2022,2,.00000,.00000,2,.00000,.00000,47,D,.00000,.00000,0,D,24000,D,0,D,3868,D,4592,D,0,D,0,D,6000,D,3446,D,0,D,0,D,0,D,0,D,6576,D,0,0,0,0,0,0,0,0,1836,1836,0,0,0,0,0,0,0,0,0,0,0,0,20869,20869,0,0,0,0,5320,5320,16000,16000,0,0,0,0,0,0,0
05252884,1,44,49,2023,2022,2,.00000,.00000,2,.31060,.31060,0,T,.00000,.00000,0,D,39000,D,0,D,0,D,0,D,0,D,14400,D,0,D,0,D,0,D,0,D,1,D,2,D,0,D,-5427,0,-4671,-5679,0,0,1310,1130,2984,2984,0,0,0,0,1310,1130,1190,1370,0,0,3481,4309,39000,39000,13100,11300,0,0,0,0,0,0,0,0,0,0,0,0,0
05252904,1,68,72,2023,2022,0,.00000,.00000,2,.22000,.20950,21,D,.04750,.04750,138888,D,0,D,0,D,0,D,21179,D,0,D,0,D,2300,D,54,D,0,D,0,D,0,D,0,D,20240,D,17013,3328,17852,16734,2825,3495,17852,16734,10625,10625,0,0,0,0,0,0,0,0,0,0,0,0,126168,146408,120990,115908,0,0,8400,8400,4850,4850,97412,106666,0,0,0,0,0
05252954,1,87,0,2023,2022,0,.00000,.00000,1,.00000,.00000,44,D,.00000,.00000,0,D,0,D,0,D,0,D,16379,D,0,D,0,D,0,D,19,D,0,D,0,D,0,D,0,D,120,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05253014,1,62,0,2023,2022,0,.00000,.00000,1,.12000,.12000,06,D,.04400,.04400,27104,D,0,D,0,D,0,D,0,D,0,D,14400,D,0,D,14,D,0,D,0,D,0,D,0,D,0,D,1412,271,1493,1385,317,256,1493,1385,2073,2073,14400,14400,0,0,0,0,0,0,0,0,0,0,27104,27104,14154,13254,0,0,0,0,0,0,14154,12378,0,0,0,0,0
05253014,2,49,0,2023,2022,0,.00000,.00000,1,-.0765,-.0765,06,D,-.0153,-.0153,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,-322,0,0,-306,-328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05253024,1,75,0,2023,2022,0,.00000,.00000,1,.00000,.00000,24,D,-.0031,-.0044,0,D,0,D,0,D,4000,D,0,D,0,D,0,D,3300,D,40,D,0,D,0,D,0,D,0,D,2400,D,0,-2577,0,0,-2583,-2575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11184,11184,0,0,0,0,0,0,20612,20635,0,0,2583,2405,0,0,0
05253054,1,21,0,2023,2022,1,.00000,.00000,1,.12000,.12000,42,D,.00000,.00000,53000,D,0,D,0,D,0,D,0,D,0,D,10800,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,3113,0,3239,3071,0,0,3739,3571,4055,4055,10800,10800,0,0,500,500,0,0,0,0,0,0,53000,53000,33600,32200,0,0,0,0,0,0,0,0,0,0,0,0,0
05253084,1,52,0,2023,2022,0,.00000,.00000,1,.11890,.11890,05,D,.04000,.04000,53000,D,0,D,0,D,0,D,2736,D,0,D,0,D,5000,D,56,D,0,D,0,D,0,D,0,D,12564,D,3341,360,3343,3340,398,347,3343,3340,4055,4055,0,0,0,0,0,0,0,0,0,0,0,0,35342,35342,29570,29550,0,0,0,0,5202,5202,27960,26111,0,0,0,0,0
05253134,1,36,0,2023,2022,0,.00000,.00000,1,.12000,.12000,10,D,.00000,.00000,57545,D,0,D,0,D,0,D,0,D,0,D,0,D,3900,D,0,D,0,D,0,D,0,D,0,D,2664,D,4345,0,4426,4318,0,0,4426,4318,4402,4402,0,0,0,0,0,0,0,0,0,0,0,0,51545,51545,38595,37695,0,0,0,0,0,0,0,0,0,0,0,0,0
05253134,2,64,0,2023,2022,0,.00000,.00000,1,.12000,.22000,10,D,.00000,.00000,55346,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,4817,0,4944,4774,0,0,4944,4774,4234,4234,0,0,0,0,0,0,0,0,0,0,0,0,55346,55346,42396,41496,0,0,0,0,0,0,0,0,0,0,0,0,0
05253144,1,79,0,2023,2022,2,.00000,.00000,1,.12000,.12000,36,D,.02770,.02770,0,D,0,D,0,D,48000,D,19259,D,0,D,0,D,1200,D,0,D,0,D,0,D,0,D,0,D,7200,D,3768,497,3894,3726,539,483,4894,4726,0,0,0,0,0,0,1000,1000,0,0,0,0,0,0,64371,64371,43221,41821,0,0,6450,6450,0,0,41551,38377,0,0,0,0,0
05253144,2,23,0,2023,2022,0,.00000,.00000,8,.12000,.12000,36,D,.00000,.00000,25533,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1223,0,1304,1196,0,0,1304,1196,1953,1953,0,0,0,0,0,0,0,0,0,0,0,0,25533,25533,12583,11683,0,0,0,0,0,0,25533,23845,0,0,0,0,0
05253174,1,71,69,2023,2022,1,.00000,.00000,2,.22000,.22000,47,D,.11500,.11500,7000,D,65000,D,0,D,0,D,41158,D,0,D,0,D,2480,D,180,D,0,D,0,D,0,D,0,D,6600,D,10570,2301,10867,10471,2679,2175,11367,10971,5508,5508,0,0,0,0,500,500,0,0,0,0,0,0,120214,120214,91514,89714,0,0,4390,4390,16000,16000,51070,39800,0,0,0,0,0
05253184,1,42,0,2023,2022,0,.00000,.00000,1,.12000,.12000,11,D,.05750,.05750,39799,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,45,D,0,D,0,D,0,D,0,D,0,D,2935,1353,3016,2908,1400,1337,3016,2908,3045,3045,0,0,0,0,0,0,0,0,0,0,0,0,39799,39799,26849,25949,0,0,2700,2700,5400,5400,31699,29068,0,0,0,0,0
05253204,1,28,0,2023,2022,0,.00000,.00000,1,.12000,.12000,26,D,.05080,.05170,53000,D,0,D,0,D,0,D,0,D,0,D,0,D,2300,D,43,D,0,D,0,D,0,D,0,D,3736,D,4203,1677,4284,4176,1722,1663,4284,4176,4055,4055,0,0,0,0,0,0,0,0,0,0,0,0,50366,50366,37416,36516,0,0,0,0,12950,12934,35923,32737,0,0,0,0,0
05253204,2,26,0,2023,2022,0,.00000,.00000,1,.24000,.24000,26,D,.05540,.05610,125000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,19006,5266,19168,18952,5335,5243,19168,18952,9563,9563,0,0,0,0,0,0,0,0,0,0,0,0,118500,118500,105550,104650,0,0,0,0,12950,12934,104093,95831,0,0,0,0,0
05253224,1,47,0,2023,2022,0,.00000,.00000,1,-.0765,-.0765,26,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,10320,D,0,D,0,D,0,D,0,D,0,D,0,D,69,D,0,0,0,0,0,0,0,0,0,0,10320,10320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12950,12934,0,0,0,0,0,0,0
05253274,1,75,0,2023,2022,0,.00000,.00000,1,.00000,.00000,10,D,.00000,.00000,0,D,0,D,0,D,0,D,10979,D,0,D,0,D,900,D,120,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05253284,1,66,0,2023,2022,0,.00000,.00000,1,.00000,.00000,10,D,.00000,.00000,0,D,0,D,0,D,0,D,17880,D,0,D,0,D,30,D,15,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
