NEWID,TAX_UNIT,AGE_TP,AGE_SP,TAXYR_CY,TAXYR_PY,DEPCNT,FICAR_CY,FICAR_PY,FILESTAT,FRATE_CY,FRATE_PY,SOI_ST,SOI_ST_,SRATE_CY,SRATE_PY,WAGE_HD,WAGE_HD_,WAGE_SP,WAGE_SP_,OTHTXINC,OTHT_INC,TAXPENS,TAXPENS_,SOSSECB,SOSSECB_,NONTXINC,NONT_INC,RNTPAID,RNTPAID_,PROPTXPD,PROP_XPD,AMTDEDCT,AMTD_DCT,CHLDCARE,CHLD_ARE,DEPUND13,DEPU_D13,DEPUND17,DEPU_D17,DEPUND18,DEPU_D18,OTHDEDCT,OTHD_DCT,FTAXOWE,STAXOWE,FTAXO_PY,FTAXO_CY,STAXO_PY,STAXO_CY,FICA_PY,FICA_CY,FDAGI_PY,FDAGI_CY,STAGI_PY,STAGI_CY,CHDTX_PY,CHDTX_CY,ADDTX_PY,ADDTX_CY,DPCAR_PY,DPCAR_CY,EITCR_PY,EITCR_CY,AMTIN_PY,AMTIN_CY,AMTOW_PY,AMTOW_CY,FRGTX_PY,FRGTX_CY,FTXBC_PY,FTXBC_CY,SSTDD_PY,SSTDD_CY,SITDD_PY,SITDD_CY,SPRCR_PY,SPRCR_CY,SDCAR_PY,SDCAR_CY,SEITC_PY,SEITC_CY,DIVINC
05286734,1,63,63,2023,2022,0,.00000,.00000,2,.12000,.12000,28,D,.03510,.05010,60000,D,1800,D,0,D,0,D,0,D,0,D,0,D,18097,D,330,D,0,D,0,D,0,D,0,D,0,D,3657,1278,3657,3441,1278,1177,3657,3441,4728,4728,0,0,0,0,0,0,0,0,0,0,0,0,59800,59800,33900,32100,0,0,0,0,14700,14700,45100,41146,0,0,0,0,0
05286774,1,42,41,2023,2022,9,.00000,.00000,2,-.4500,-.4500,33,D,-.1688,-.1688,560,D,0,D,0,D,0,D,0,D,0,D,0,D,6800,D,56,D,0,D,5,D,6,D,7,D,16564,D,-252,-170,-252,-252,-170,-175,0,0,43,43,0,0,0,0,0,0,0,0,0,0,252,252,560,560,0,0,0,0,9000,9000,16050,16050,0,0,75,75,0,0,0
05286784,1,26,0,2023,2022,0,.00000,.00000,1,.22000,.22000,0,T,.00000,.00000,60000,D,0,D,0,D,0,D,0,D,0,D,12800,D,0,D,284,D,0,D,0,D,0,D,0,D,400,D,5158,0,5158,4960,0,0,5158,4960,4590,4590,0,0,0,0,0,0,0,0,0,0,0,0,56320,56320,43370,42470,0,0,0,0,0,0,0,0,0,0,0,0,0
05286794,1,52,46,2023,2022,1,.00000,.00000,2,.35000,.35000,38,D,.09900,.09900,308789,D,150000,D,20000,D,0,D,0,D,0,D,0,D,7300,D,850,D,0,D,0,D,1,D,1,D,8660,D,101861,42131,101861,101231,42131,41856,101117,100487,24880,25476,0,0,0,0,0,0,0,0,0,0,0,0,464789,464789,438889,437089,0,0,0,0,4854,4854,459935,429204,0,0,0,0,0
05286814,1,23,0,2023,2022,0,.00000,.00000,1,.12000,.12000,49,D,.06000,.06000,57000,D,0,D,0,D,0,D,0,D,0,D,11760,D,0,D,325,D,0,D,0,D,0,D,0,D,0,D,4721,2295,4721,4613,2295,2237,4721,4613,4361,4361,11760,11760,0,0,0,0,0,0,0,0,0,0,54000,54000,41050,40150,0,0,2000,1868,0,0,52000,48562,0,0,0,0,0
05286894,1,47,41,2023,2022,3,.00000,.00000,2,.22000,.22000,50,D,.05300,.05300,144201,D,30000,D,0,D,0,D,0,D,0,D,0,D,2300,D,526,D,0,D,2,D,3,D,3,D,1800,D,17860,7787,17860,17464,7787,7710,23860,23464,13326,13326,0,0,0,0,6000,6000,0,0,0,0,0,0,174201,174201,148301,146501,0,0,3500,3500,0,0,170701,159183,0,0,0,0,0
05286894,2,19,0,2023,2022,0,.00000,.00000,1,.10000,.10000,50,D,.03960,.03960,20000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,705,279,705,615,279,242,705,615,1530,1530,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,7050,6150,0,0,700,700,11429,11587,7871,6390,0,0,0,0,0
05286894,3,16,0,2023,2022,0,.00000,.00000,8,.00000,.00000,50,D,.00000,.00000,8000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,612,612,0,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,0,0,0,0,0,8350,7821,0,0,0,0,0,0,0
05286904,1,70,70,2023,2022,2,.00000,.00000,2,.00000,.00000,34,D,.00000,.00000,0,D,0,D,0,D,22800,D,39988,D,0,D,0,D,1800,D,93,D,0,D,0,D,0,D,0,D,2880,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28197,28197,0,0,0,0,0,0,25500,25500,0,0,0,0,0,0,0
05286974,1,78,78,2023,2022,0,.00000,.00000,2,.22000,.22000,07,D,.06300,.05500,118525,D,0,D,0,D,18647,D,61814,D,0,D,0,D,4200,D,1120,D,0,D,0,D,0,D,0,D,0,D,26657,7894,26657,26261,7894,7791,26657,26261,9067,9067,0,0,0,0,0,0,0,0,0,0,0,0,189714,189714,161014,159214,0,0,0,0,0,0,152626,142534,0,0,0,0,0
05286984,1,74,0,2023,2022,0,.00000,.00000,1,.22000,.22000,47,D,.11500,.11500,50735,D,0,D,0,D,0,D,23696,D,0,D,14820,D,0,D,398,D,0,D,0,D,0,D,0,D,1480,D,9175,2080,9175,8977,2080,1769,9175,8977,3881,3881,14820,14820,0,0,0,0,0,0,0,0,0,0,76329,76329,61629,60729,0,0,1730,1730,8000,8000,40644,33214,0,0,0,0,0
05286994,1,34,0,2023,2022,0,.00000,.00000,1,.12000,.12000,05,D,.02930,.04000,30000,D,0,D,0,D,0,D,0,D,0,D,0,D,1500,D,0,D,0,D,0,D,0,D,0,D,0,D,1841,272,1841,1733,272,211,1841,1733,2295,2295,0,0,0,0,0,0,0,0,0,0,0,0,30000,30000,17050,16150,0,0,0,0,5202,5202,24798,22815,0,0,0,0,0
05287004,1,76,60,2023,2022,2,.00000,.00000,2,-.0765,-.0765,10,D,.00000,.00000,0,D,0,D,0,D,0,D,38440,D,0,D,0,D,680,D,183,D,0,D,0,D,0,D,0,D,160,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05287024,1,77,50,2023,2022,0,.00000,.00000,2,.22200,.22200,05,D,.00000,.00000,6000,D,30000,D,0,D,0,D,25208,D,0,D,0,D,250,D,0,D,0,D,0,D,0,D,0,D,1200,D,2711,0,2711,2495,0,0,2711,2495,2754,2754,0,0,0,0,0,0,0,0,0,0,0,0,53313,53313,26013,24213,0,0,0,0,10404,10404,29596,26951,0,0,0,0,0
05287044,1,76,74,2023,2022,1,.00000,.00000,2,.22000,.22000,19,D,.03500,.03500,0,D,0,D,0,D,64792,D,55773,D,0,D,0,D,2100,D,1100,D,0,D,0,D,0,D,0,D,0,D,9866,1390,9866,9470,1390,1319,10366,9970,0,0,0,0,0,0,500,500,0,0,0,0,0,0,115663,115663,86963,85163,0,0,9000,9000,0,0,47256,42743,0,0,0,0,0
05287054,1,24,24,2023,2022,0,.00000,.00000,2,.22000,.22000,0,T,.00000,.00000,59000,D,59000,D,0,D,0,D,0,D,0,D,0,D,2200,D,250,D,0,D,0,D,0,D,0,D,1700,D,12686,0,12686,12290,0,0,12686,12290,9027,9027,0,0,0,0,0,0,0,0,0,0,0,0,123408,123408,97508,95708,0,0,0,0,0,0,0,0,0,0,0,0,0
05287094,1,36,0,2023,2022,2,.00000,.00000,1,.12000,.12000,36,D,.03230,.03230,67300,D,0,D,0,D,0,D,0,D,0,D,14400,D,0,D,60,D,0,D,0,D,2,D,2,D,480,D,2391,1643,2391,2223,1643,1587,6391,6223,5148,5148,14400,14400,0,0,4000,4000,0,0,0,0,0,0,75100,75100,55700,54300,0,0,6450,6450,0,0,68650,63685,0,0,0,0,0
05287094,2,34,0,2023,2022,0,.00000,.00000,1,.22000,.22000,36,D,.03230,.03230,65000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,7068,1455,7068,6870,1455,1410,7068,6870,4973,4973,0,0,0,0,0,0,0,0,0,0,0,0,65000,65000,52050,51150,0,0,2150,2150,0,0,62850,58552,0,0,0,0,0
05287114,1,37,34,2023,2022,2,.00000,.00000,2,.12000,.12000,14,D,.04950,.04950,77927,D,16656,D,0,D,0,D,0,D,0,D,0,D,7500,D,135,D,4800,D,2,D,2,D,2,D,5344,D,2871,3227,2871,2655,3227,3184,7831,7615,7236,7236,0,0,0,0,4000,4000,0,0,960,960,0,0,94583,94583,68683,66883,0,0,9700,9059,0,0,84883,79271,375,350,0,0,0
05287124,1,62,0,2023,2022,5,.00000,.00000,1,-.4500,-.4500,28,D,-.0450,-.0450,0,D,0,D,0,D,0,D,2087,D,0,D,0,D,150,D,10,D,0,D,3,D,4,D,4,D,1708,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,7000,0,0,0,0,0,0,10750,10750,0,0,0,0,0,0,0
05287144,1,72,0,2023,2022,0,.00000,.00000,1,.00000,.00000,05,D,-.0647,-.0647,0,D,0,D,0,D,0,D,16904,D,0,D,17028,D,0,D,1690,D,0,D,0,D,0,D,0,D,4486,D,0,0,0,0,0,0,0,0,0,0,17028,17028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5202,5202,0,0,0,0,0,0,0
05287144,2,52,0,2023,2022,0,.00000,.00000,8,.00000,.00000,05,D,.02000,.02000,12856,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,156,0,0,156,149,0,0,983,983,0,0,0,0,0,0,0,0,0,0,0,0,12856,12856,0,0,0,0,0,0,0,0,12856,12006,0,0,0,0,0
05287144,3,23,0,2023,2022,0,.00000,.00000,8,.00000,.00000,05,D,.02000,.02000,11361,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,126,0,0,126,119,0,0,869,869,0,0,0,0,0,0,0,0,0,0,0,0,11361,11361,0,0,0,0,0,0,0,0,11361,10610,0,0,0,0,0
05287174,1,20,0,2023,2022,0,.00000,.00000,1,.10000,.10000,07,D,.00000,.00200,15000,D,0,D,0,D,0,D,0,D,0,D,8696,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,255,0,255,165,0,0,255,165,1148,1148,8696,8696,0,0,0,0,0,0,0,0,0,0,15500,15500,2550,1650,0,0,15000,15000,0,0,500,0,0,0,0,0,0
05287204,1,31,31,2023,2022,1,.00000,.00000,2,.32000,.32000,22,D,.04300,.04300,308789,D,62448,D,0,D,0,D,0,D,0,D,0,D,6700,D,25,D,0,D,1,D,1,D,1,D,12204,D,68975,15210,68975,68399,15210,15157,70975,70399,18369,18778,0,0,0,0,2000,2000,0,0,0,0,0,0,371249,371249,345349,343549,0,0,9800,9800,0,0,353449,328903,0,0,0,0,0
05287224,1,52,0,2023,2022,0,.00000,.00000,1,.12000,.12000,34,D,.04990,.04990,41207,D,0,D,0,D,0,D,0,D,0,D,15600,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,3185,1420,3185,3077,1420,1375,3185,3077,3152,3152,15600,15600,0,0,0,0,0,0,0,0,0,0,41207,41207,28257,27357,0,0,0,0,12750,12750,28457,25733,0,0,0,0,0
05287294,1,70,0,2023,2022,0,.00000,.00000,1,.00000,.00000,10,D,.00000,.00000,0,D,0,D,0,D,7567,D,30853,D,0,D,0,D,4000,D,487,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7714,7714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05287314,1,26,27,2023,2022,0,.00000,.00000,2,.12000,.12000,39,D,.03070,.03070,52000,D,50000,D,0,D,0,D,0,D,0,D,0,D,3600,D,550,D,0,D,0,D,0,D,0,D,10352,D,8730,3131,8730,8514,3131,3131,8730,8514,7803,7803,0,0,0,0,0,0,0,0,0,0,0,0,102075,102075,76175,74375,0,0,0,0,0,0,102000,95256,0,0,0,0,0
05287354,1,59,0,2023,2022,0,.00000,.00000,1,.27800,.27800,50,D,.05300,.05300,99636,D,0,D,147704,D,0,D,0,D,0,D,0,D,18097,D,0,D,0,D,0,D,0,D,0,D,124576,D,23660,6419,23660,23660,6419,6374,21730,21730,7622,7622,0,0,0,0,0,0,0,0,0,0,0,0,126227,126227,116227,116227,0,0,700,700,0,0,250103,233521,0,0,0,0,0
05287364,1,37,0,2023,2022,0,.00000,.00000,1,.22000,.22000,34,D,.04990,.04990,57061,D,0,D,0,D,0,D,0,D,0,D,0,D,3900,D,0,D,0,D,0,D,0,D,0,D,1468,D,5321,2211,5321,5123,2211,2166,5321,5123,4365,4365,0,0,0,0,0,0,0,0,0,0,0,0,57061,57061,44111,43211,0,0,0,0,12750,12750,44311,40538,0,0,0,0,0
05287414,1,68,0,2023,2022,0,.00000,.00000,1,.22200,.22200,26,D,.06790,.09670,0,D,0,D,0,D,27600,D,19232,D,0,D,0,D,700,D,200,D,0,D,0,D,0,D,0,D,0,D,2211,-390,2211,2103,-390,-532,2211,2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34834,34834,20134,19234,0,0,10634,11980,14700,14569,8726,5295,671,626,0,0,0
05287424,1,81,87,2023,2022,2,.00000,.00000,2,.12000,.12000,06,D,.04590,.04590,0,D,0,D,0,D,60000,D,6896,D,0,D,0,D,1900,D,400,D,0,D,0,D,0,D,0,D,0,D,7248,140,7248,7032,140,-168,8248,8032,0,0,0,0,0,0,1000,1000,0,0,0,0,0,0,100862,100862,72162,70362,0,0,0,0,0,0,24162,17710,0,0,0,0,0
05287524,1,52,52,2023,2022,1,.00000,.00000,2,.12000,.12000,05,D,.04000,.04000,39000,D,61898,D,0,D,0,D,0,D,0,D,0,D,6500,D,15,D,0,D,1,D,1,D,1,D,17856,D,5521,832,5521,5305,832,699,7521,7305,7719,7719,0,0,0,0,2000,2000,0,0,0,0,0,0,91998,91998,66098,64298,0,0,0,0,10404,10404,67627,63156,0,0,0,0,0
05287554,1,76,73,2023,2022,2,.00000,.00000,2,.00000,.00000,48,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,4000,D,1122,D,0,D,0,D,0,D,0,D,7080,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23849,23849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05287574,1,30,0,2023,2022,0,.00000,.00000,1,.07650,.07650,44,D,.00000,.00000,12000,D,0,D,0,D,0,D,0,D,0,D,0,D,5000,D,0,D,0,D,0,D,0,D,0,D,6972,D,-343,0,-343,-432,0,0,0,0,918,918,0,0,0,0,0,0,0,0,0,0,343,432,6603,6603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05287614,1,75,0,2023,2022,0,.00000,.00000,1,.00000,.00000,0,T,.00000,.00000,0,D,0,D,0,D,0,D,34880,D,0,D,0,D,3000,D,15,D,0,D,0,D,0,D,0,D,400,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05287614,3,74,0,2023,2022,0,.00000,.00000,1,.00000,.00000,0,T,.00000,.00000,0,D,0,D,0,D,0,D,11696,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05287664,1,23,0,2023,2022,0,.00000,.00000,1,.00000,.00000,48,D,.00000,.00000,1400,D,0,D,0,D,0,D,0,D,0,D,8400,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,107,107,8400,8400,0,0,0,0,0,0,0,0,0,0,1400,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05287684,1,39,41,2023,2022,4,.00000,.00000,2,-.6000,-.6000,36,D,.00000,.00000,0,D,15000,D,0,D,0,D,0,D,0,D,11900,D,0,D,0,D,0,D,1,D,4,D,4,D,0,D,-8625,0,-8625,-8625,0,0,0,0,1148,1148,11900,11900,0,0,0,0,1875,1875,0,0,6750,6750,15000,15000,0,0,0,0,14400,14400,0,0,600,0,0,0,0,0,0
05287714,1,54,57,2023,2022,0,.00000,.00000,2,.22000,.22000,22,D,.04300,.04300,69500,D,92000,D,0,D,0,D,0,D,0,D,0,D,5600,D,2091,D,0,D,0,D,0,D,0,D,4240,D,18981,5984,18981,18585,5984,5945,18981,18585,12355,12355,0,0,0,0,0,0,0,0,0,0,0,0,152022,152022,126122,124322,0,0,8800,8800,0,0,135222,125171,0,0,0,0,0
05287714,2,23,0,2023,2022,0,.00000,.00000,1,.12000,.12000,22,D,.04300,.04300,37178,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2702,1323,2702,2594,1323,1304,2702,2594,2844,2844,0,0,0,0,0,0,0,0,0,0,0,0,37178,37178,24228,23328,0,0,4400,4400,0,0,28778,26320,0,0,0,0,0
05287714,3,20,0,2023,2022,0,.00000,.00000,8,.00000,.00000,22,D,.00000,.00000,4800,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,367,367,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,0,0,0,0,4400,4400,0,0,-334,-367,0,0,0,0,0
05287754,1,36,0,2023,2022,0,.00000,.00000,1,.12000,.12000,19,D,.03500,.03500,48009,D,0,D,0,D,0,D,0,D,0,D,0,D,890,D,0,D,0,D,0,D,0,D,0,D,0,D,4002,1391,4002,3894,1391,1370,4002,3894,3673,3673,0,0,0,0,0,0,0,0,0,0,0,0,48009,48009,35059,34159,0,0,4500,4500,0,0,43509,40335,0,0,0,0,0
05287754,2,35,0,2023,2022,0,.00000,.00000,1,.12000,.12000,19,D,.03500,.04250,50413,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,4290,1478,4290,4182,1478,1454,4290,4182,3857,3857,0,0,0,0,0,0,0,0,0,0,0,0,50413,50413,37463,36563,0,0,4500,4500,0,0,45913,42580,0,0,0,0,0
05287774,1,76,70,2023,2022,0,.00000,.00000,2,.18500,.22200,14,D,.00000,.00000,0,D,2400,D,0,D,30000,D,51592,D,0,D,0,D,11000,D,340,D,0,D,0,D,0,D,0,D,6000,D,2239,-400,2239,2028,-400,-428,2239,2028,184,184,0,0,0,0,0,0,0,0,0,0,0,0,50783,50783,22083,20283,0,0,6850,6529,0,0,0,0,0,0,0,0,0
05287784,1,27,27,2023,2022,2,.00000,.00000,2,.12000,.12000,10,D,.00000,.00000,44697,D,29181,D,0,D,0,D,0,D,0,D,15600,D,0,D,109,D,0,D,1,D,1,D,1,D,0,D,2846,0,2846,2630,0,0,5346,5130,5652,5652,15600,15600,0,0,2500,2500,0,0,0,0,0,0,73878,73878,47978,46178,0,0,0,0,0,0,0,0,0,0,0,0,0
05287804,1,21,0,2023,2022,1,.00000,.00000,1,.10000,.12000,0,T,.00000,.00000,35017,D,0,D,0,D,0,D,0,D,0,D,0,D,3600,D,0,D,0,D,0,D,0,D,0,D,0,D,1081,0,1081,922,0,0,1581,1422,2679,2679,0,0,0,0,500,500,0,0,0,0,0,0,35017,35017,15617,14217,0,0,0,0,0,0,0,0,0,0,0,0,0
05287804,3,23,0,2023,2022,0,.00000,.00000,1,.12000,.12000,0,T,.00000,.00000,25842,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1342,0,1342,1234,0,0,1342,1234,1977,1977,0,0,0,0,0,0,0,0,0,0,0,0,25842,25842,12892,11992,0,0,0,0,0,0,0,0,0,0,0,0,0
05287834,1,44,44,2023,2022,0,.00000,.00000,2,.32000,.32000,17,D,.05700,.05700,80000,D,308789,D,0,D,0,D,0,D,0,D,0,D,6100,D,7504,D,0,D,0,D,0,D,0,D,26252,D,73275,18718,73275,73275,18718,18653,73275,73275,19711,20121,0,0,0,0,0,0,0,0,0,0,0,0,362537,362537,352537,352537,0,0,4500,4202,8000,8000,344433,321660,0,0,0,0,0
