ALCNO,FSA,FSA_,HHIANYPD,HHIA_YPD,HHIBCBS,HHIBCBS_,HHICOVQ,HHICOVQ_,HHIGROUP,HHIG_OUP,HHIIRGXB,HHII_GXB,HHILSTTM,HHIL_TTM,HHIPDLIB,HHIPRDED,HHIPROUT,HHIPRYOU,HHIP_DED,HHIP_LIB,HHIP_OUT,HHIP_YOU,HHIRPMPD,HHIRPMXB,HHIR_MPD,HHIR_MXB,HHISTILL,HHISUBPD,HHIS_BPD,HHIS_ILL,HSAHRA,HSAHRA_,MEDIGAP,MEDIGAP_,NEWID,PLNMGD,PLNMGD_,PORTAL,PORTAL_,PORTPLAN,PORT_LAN,PREMSUBS,PREM_UBS,QHHP3MX,QHHP3MX_,RECTYPE,REC_ORIG,REC_STAT,SEQNO,SSTYPE,SSTYPE_,QYEAR
0,,A,1,D,,A,2,D,1,D,,A,1,D,1,2,,1,D,D,A,D,09,3316,D,D,1,,A,D,,A,,A,05090604,,A,,A,,A,,A,829,D,HHP,5,1,10,2,D,20232
0,2,D,,A,1,D,1,D,2,D,,A,,A,2,,1,2,A,D,D,D,,,A,A,1,,A,D,2,D,1,D,05090604,2,D,,A,,A,,A,,A,HHP,5,1,11,,A,20232
0,2,D,1,D,,A,1,D,1,D,,A,1,D,3,2,,1,D,D,A,D,04,125,D,D,1,,A,D,2,D,1,D,05090604,1,D,1,D,,C,2,D,375,D,HHP,5,1,12,,A,20232
0,2,D,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,45,D,D,1,,A,D,2,D,,A,05090634,2,D,,A,,A,,A,293,D,HHP,5,1,4,,A,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,02,15,D,D,1,,A,D,,A,,A,05090634,,A,,A,,A,,A,98,D,HHP,5,1,5,1,D,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,3,1,,1,D,D,A,D,02,13,D,D,1,,A,D,,A,,A,05090634,,A,,A,,A,,A,85,D,HHP,5,1,6,4,D,20232
0,1,D,1,D,1,D,2,D,1,D,,A,1,D,1,1,,1,D,D,A,D,03,400,D,D,1,,A,D,,A,,A,05090664,1,D,2,D,,A,,A,2400,D,HHP,5,1,8,,A,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,7,D,D,1,,A,D,,A,,A,05090694,,A,,A,,A,,A,46,D,HHP,5,1,8,1,D,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,02,3,D,D,1,,A,D,,A,,A,05090694,,A,,A,,A,,A,20,D,HHP,5,1,9,4,D,20232
0,,A,1,D,,A,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,1,D,D,1,,A,D,,A,,A,05090704,,A,,A,,A,,A,7,D,HHP,5,1,4,1,D,20232
0,,A,1,D,,A,2,D,2,D,,A,1,D,2,1,,1,D,D,A,D,02,1,D,D,1,,A,D,,A,,A,05090704,,A,,A,,A,,A,7,D,HHP,5,1,5,4,D,20232
0,2,D,1,D,1,D,2,D,2,D,,A,1,D,3,1,,1,D,D,A,D,02,100,D,D,1,,A,D,2,D,,A,05090704,2,D,,A,,A,,A,650,D,HHP,5,1,6,,A,20232
0,2,D,,A,1,D,1,D,1,D,,A,,A,1,,2,2,A,D,D,D,,,A,A,,,A,A,,A,,A,05090724,1,D,2,D,,A,,A,,A,HHP,1,1,5,,A,20232
0,2,D,,A,1,D,2,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,05090764,2,D,,A,,A,,A,,A,HHP,5,1,10,,A,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,,D,C,1,,A,D,,A,,A,05090824,,A,,A,,A,,A,138,F,HHP,5,1,8,1,D,20232
0,,A,1,D,,A,2,D,2,D,,A,1,D,2,1,,1,D,D,A,D,04,,D,C,1,,A,D,,A,,A,05090824,,A,,A,,A,,A,78,F,HHP,5,1,9,4,D,20232
0,2,D,1,D,,A,1,D,2,D,,A,1,D,3,1,,1,D,D,A,D,04,139,D,D,1,,A,D,2,D,,A,05090824,2,D,,A,,A,,A,417,D,HHP,5,1,10,,A,20232
0,2,D,1,D,1,D,1,D,2,D,,A,1,D,1,2,,1,D,D,A,D,04,185,D,D,1,,A,D,,A,1,D,05090844,1,D,,A,,A,,A,555,D,HHP,5,1,11,,A,20232
0,2,D,1,D,1,D,1,D,2,D,,A,1,D,2,2,,1,D,D,A,D,04,213,D,D,1,,A,D,,A,1,D,05090844,1,D,,A,,A,,A,639,D,HHP,5,1,12,,A,20232
0,2,D,1,D,,A,1,D,1,D,,A,1,D,1,2,,1,D,D,A,D,04,257,D,D,1,,A,D,2,D,,A,05090854,2,D,2,D,,A,,A,771,D,HHP,5,1,7,,A,20232
0,,A,,A,,A,2,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,1,,A,D,,A,,A,05090904,,A,,A,,A,,A,,A,HHP,5,1,11,1,D,20232
0,,A,1,D,,A,2,D,2,D,,A,1,D,2,1,,1,D,D,A,D,02,3,D,D,1,,A,D,,A,,A,05090904,,A,,A,,A,,A,20,D,HHP,5,1,12,4,D,20232
0,2,D,1,D,,A,1,D,2,D,,A,1,D,4,2,,1,D,D,A,D,02,25,D,D,1,,A,D,2,D,,A,05090904,2,D,,A,,A,,A,163,D,HHP,5,1,14,,A,20232
0,,A,,A,,A,5,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,1,,A,D,,A,,A,05090914,,A,,A,,A,,A,,A,HHP,5,1,9,1,D,20232
0,2,D,,A,,A,5,D,2,D,,A,,A,2,,1,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,05090914,2,D,,A,,A,,A,,A,HHP,5,1,10,,A,20232
0,2,D,,A,,A,1,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,05091034,2,D,,A,,A,,A,,A,HHP,5,1,4,,A,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,30,D,D,1,,A,D,,A,,A,05091064,,A,,A,,A,,A,195,D,HHP,5,1,6,1,D,20232
0,,A,1,D,1,D,4,D,1,D,,A,1,D,2,1,,1,D,D,A,D,02,30,D,D,1,,A,D,,A,,A,05091064,,A,,A,,A,,A,195,D,HHP,5,1,7,1,D,20232
0,2,D,,A,1,D,4,D,2,D,,A,,A,3,,1,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,05091064,2,D,,A,,A,,A,,A,HHP,5,1,8,,A,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,41,D,D,1,,A,D,,A,,A,05091114,,A,,A,,A,,A,123,D,HHP,5,1,7,1,D,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,04,53,D,D,1,,A,D,,A,,A,05091114,,A,,A,,A,,A,159,D,HHP,5,1,8,2,D,20232
0,2,D,1,D,1,D,1,D,2,D,,A,1,D,3,1,,1,D,D,A,D,04,174,D,D,1,,A,D,2,D,,A,05091114,2,D,,A,,A,,A,522,D,HHP,5,1,9,,A,20232
0,2,D,,A,,A,1,D,1,D,,A,,A,2,,2,2,A,D,D,D,,,A,A,2,1,D,D,,A,,A,05091124,1,D,1,D,,C,1,D,,A,HHP,5,1,10,,A,20232
0,2,D,,A,,A,1,D,1,D,,A,,A,3,,2,2,A,D,D,D,,,A,A,,1,D,A,,A,,A,05091124,1,D,1,D,5,D,1,D,,A,HHP,1,1,11,,A,20232
0,1,D,1,D,,A,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,140,D,D,1,,A,D,1,D,,A,05091174,2,D,,A,,A,,A,910,D,HHP,5,1,5,,A,20232
0,,A,1,D,,A,1,D,1,D,,A,1,D,1,2,,1,D,D,A,D,04,25,D,D,1,,A,D,,A,,A,05091214,,A,,A,,A,,A,75,D,HHP,5,1,10,1,D,20232
0,,A,1,D,,A,7,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,15,D,D,1,,A,D,,A,,A,05091294,,A,,A,,A,,A,98,D,HHP,5,1,7,4,D,20232
0,,A,1,D,,A,7,D,2,D,,A,1,D,2,1,,1,D,D,A,D,02,30,D,D,1,,A,D,,A,,A,05091294,,A,,A,,A,,A,195,D,HHP,5,1,8,1,D,20232
0,2,D,1,D,1,D,7,D,2,D,,A,1,D,3,1,,1,D,D,A,D,02,332,D,D,1,,A,D,2,D,,A,05091294,2,D,,A,,A,,A,2158,D,HHP,5,1,9,,A,20232
0,,A,1,D,,A,2,D,1,D,,A,1,D,1,2,,1,D,D,A,D,04,250,D,D,1,,A,D,,A,,A,05091304,,A,,A,,A,,A,750,D,HHP,5,1,6,2,D,20232
0,,A,,A,,A,1,D,2,D,,A,,A,2,,1,2,A,D,D,D,,,A,A,1,,A,D,,A,,A,05091304,,A,,A,,A,,A,,A,HHP,5,1,7,4,D,20232
0,2,D,,A,1,D,2,D,1,D,,A,,A,3,,1,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,05091304,2,D,2,D,,A,,A,,A,HHP,5,1,8,,A,20232
0,2,D,2,D,,A,1,D,2,D,,A,,A,1,2,,,D,D,A,C,,,C,A,1,,A,D,,A,,A,05091404,1,D,,A,,A,,A,,A,HHP,5,1,6,,A,20232
0,2,D,1,D,,A,1,D,3,D,,A,1,D,1,2,,1,D,D,A,D,04,14,D,D,1,2,D,D,,A,,A,05091454,1,D,1,D,,C,1,D,42,D,HHP,5,1,5,,A,20232
0,,A,1,D,1,D,4,D,2,D,,A,1,D,1,1,,1,D,D,A,D,01,125,D,D,1,,A,D,,A,,A,05091464,,A,,A,,A,,A,1625,D,HHP,5,1,5,1,D,20232
0,1,D,1,D,1,D,4,D,2,D,,A,1,D,2,1,,1,D,D,A,D,01,125,D,D,1,,A,D,,A,,A,05091464,1,D,,A,,A,,A,1625,D,HHP,5,1,6,,A,20232
0,2,D,1,D,1,D,4,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,154,D,D,1,,A,D,2,D,,A,05091504,2,D,,A,,A,,A,1001,D,HHP,5,1,6,,A,20232
0,1,D,,A,1,D,1,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,05091544,2,D,,A,,A,,A,,A,HHP,5,1,10,,A,20232
0,2,D,,A,,A,1,D,1,D,,A,,A,1,,,2,A,D,C,D,,,A,A,1,,C,D,2,D,,A,05091584,1,D,1,D,,C,1,D,,A,HHP,5,1,7,,A,20232
0,1,D,,A,1,D,1,D,2,D,,A,,A,2,,2,2,A,D,D,D,,,A,A,2,,A,D,1,D,,A,05091584,2,D,,A,,A,,A,,A,HHP,5,1,8,,A,20232
0,1,D,,A,,A,1,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,,,A,A,,A,,A,05091624,1,D,,A,,A,,A,,A,HHP,1,1,7,,A,20232
0,2,D,,A,,A,1,D,2,D,,A,,A,2,1,,1,D,D,A,D,02,127,D,D,,,A,A,,A,,A,05091624,1,D,,A,,A,,A,826,D,HHP,1,1,8,,A,20232
0,2,D,1,D,1,D,4,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,240,D,D,1,,A,D,2,D,,A,05091684,2,D,,A,,A,,A,720,D,HHP,5,1,4,,A,20232
0,2,D,,A,,A,1,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,2,,A,D,2,D,,A,05091734,2,D,,A,,A,,A,,A,HHP,5,1,9,,A,20232
0,2,D,,A,,A,1,D,2,D,,A,,A,2,,1,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,05091734,2,D,,A,,A,,A,,A,HHP,5,1,10,,A,20232
0,2,D,,A,,A,1,D,1,D,,A,,A,3,2,,1,D,D,A,D,04,1320,D,D,,,A,A,2,D,,A,05091734,2,D,2,D,,A,,A,3960,D,HHP,1,1,11,,A,20232
0,2,D,,A,1,D,1,D,1,D,,A,,A,2,,1,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,05091764,2,D,2,D,,A,,A,,A,HHP,5,1,6,,A,20232
0,2,D,,A,,A,4,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,05091784,2,D,,A,,A,,A,,A,HHP,5,1,5,,A,20232
0,,A,1,D,,A,3,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,64,D,D,1,,A,D,,A,,A,05091844,,A,,A,,A,,A,416,D,HHP,5,1,13,1,D,20232
0,,A,1,D,,A,3,D,2,D,,A,1,D,2,1,,1,D,D,A,D,02,20,D,D,1,,A,D,,A,,A,05091844,,A,,A,,A,,A,130,D,HHP,5,1,14,4,D,20232
0,2,D,1,D,,A,5,D,2,D,,A,1,D,2,1,,1,D,D,A,D,03,150,D,D,1,,A,D,1,D,,A,05091894,2,D,,A,,A,,A,900,D,HHP,5,1,7,,A,20232
0,2,D,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,150,D,D,1,,A,D,2,D,,A,05091924,2,D,,A,,A,,A,975,D,HHP,5,1,8,,A,20232
0,2,D,1,D,1,D,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,03,77,D,D,1,,A,D,2,D,,A,05091964,2,D,,A,,A,,A,462,D,HHP,5,1,6,,A,20232
0,,A,1,D,,A,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,20,D,D,1,,A,D,,A,,A,05092164,,A,,A,,A,,A,130,D,HHP,5,1,10,1,D,20232
0,,A,1,D,,A,2,D,2,D,,A,1,D,2,1,,1,D,D,A,D,02,10,D,D,1,,A,D,,A,,A,05092164,,A,,A,,A,,A,65,D,HHP,5,1,11,4,D,20232
0,1,D,1,D,1,D,1,D,2,D,,A,1,D,3,1,,1,D,D,A,D,02,220,D,D,1,,A,D,2,D,,A,05092164,2,D,,A,,A,,A,1430,D,HHP,5,1,12,,A,20232
0,,A,1,D,,A,4,D,2,D,,A,1,D,1,1,,1,D,D,A,D,03,55,D,D,1,,A,D,,A,,A,05092244,,A,,A,,A,,A,330,D,HHP,5,1,7,1,D,20232
0,,A,1,D,,A,4,D,2,D,,A,1,D,2,1,,1,D,D,A,D,03,7,D,D,1,,A,D,,A,,A,05092244,,A,,A,,A,,A,42,D,HHP,5,1,8,4,D,20232
0,1,D,1,D,,A,4,D,2,D,,A,1,D,3,1,,1,D,D,A,D,03,802,D,D,1,,A,D,2,D,,A,05092244,2,D,,A,,A,,A,4812,D,HHP,5,1,9,,A,20232
0,2,D,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,03,135,D,D,1,,A,D,1,D,,A,05092274,2,D,,A,,A,,A,810,D,HHP,5,1,6,,A,20232
0,,C,1,D,,A,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,03,135,D,D,1,,A,D,,C,,A,05092274,1,D,,A,,A,,A,810,D,HHP,5,1,7,,A,20232
0,,A,,A,,A,1,D,2,D,,A,,A,1,1,,1,D,D,A,D,02,,D,C,,,A,A,,A,,A,05092324,,A,,A,,A,,A,163,F,HHP,1,1,5,1,D,20232
0,1,D,,A,,A,1,D,2,D,,A,,A,2,1,,1,D,D,A,D,02,56,D,D,,,A,A,2,D,,A,05092324,2,D,,A,,A,,A,364,D,HHP,1,1,6,,A,20232
0,,A,,A,,A,1,D,2,D,,A,,A,3,1,,1,D,D,A,D,02,,D,C,,,A,A,,A,,A,05092324,,A,,A,,A,,A,48,F,HHP,1,1,565,4,D,20232
0,2,D,1,D,1,D,3,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,200,D,D,1,,A,D,1,D,,A,05092394,2,D,,A,,A,,A,1300,D,HHP,5,1,4,,A,20232
0,,A,1,D,,A,4,D,2,D,,A,2,D,1,1,,1,D,D,A,D,04,100,D,D,1,,A,D,,A,,A,05092404,,A,,A,,A,,A,300,D,HHP,5,1,14,1,D,20232
0,2,D,1,D,1,D,4,D,2,D,,A,1,D,3,1,,1,D,D,A,D,02,220,D,D,1,,A,D,1,D,,A,05092404,1,D,,A,,A,,A,1430,D,HHP,5,1,16,,A,20232
0,,A,1,D,,A,1,D,1,D,,A,1,D,1,2,,1,D,D,A,D,09,1087,D,T,1,,A,D,,A,,A,05092424,,A,,A,,A,,A,175,D,HHP,5,1,6,1,D,20232
0,2,D,1,D,1,D,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,58,D,D,1,,A,D,,A,,A,05092504,1,D,,A,,A,,A,174,D,HHP,5,1,4,,A,20232
0,,A,2,D,,A,1,D,2,D,,A,,A,1,1,,1,D,D,A,D,02,,D,A,2,,A,D,,A,,A,05092734,,A,,A,,A,,A,,A,HHP,5,1,5,1,D,20232
0,,A,2,D,,A,1,D,2,D,,A,,A,2,1,,1,D,D,A,D,02,,D,A,2,,A,D,,A,,A,05092734,,A,,A,,A,,A,,A,HHP,5,1,6,4,D,20232
0,2,D,1,D,,A,1,D,2,D,,A,1,D,3,1,,1,D,D,A,D,02,162,D,D,1,,A,D,,A,,A,05092734,1,D,,A,,A,,A,1053,D,HHP,5,1,7,,A,20232
0,2,D,,A,,A,1,D,2,D,,A,,A,1,,2,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,05092754,2,D,,A,,A,,A,,A,HHP,5,1,5,,A,20232
0,2,D,,A,,A,1,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,2,,A,D,,A,2,D,05092764,1,D,,A,,A,,A,,A,HHP,5,1,8,,A,20232
0,2,D,,A,,A,1,D,2,D,,A,,A,2,,1,2,A,D,D,D,,,A,A,2,,A,D,,A,,A,05092764,1,D,,A,,A,,A,,A,HHP,5,1,9,,A,20232
0,,A,1,D,,A,2,D,2,D,,A,1,D,1,2,,1,D,D,A,D,04,52,D,D,1,,A,D,,A,,A,05092784,,A,,A,,A,,A,156,D,HHP,5,1,6,1,D,20232
0,1,D,1,D,,A,4,D,1,D,,A,1,D,2,2,,1,D,D,A,D,04,2300,D,D,1,,A,D,2,D,,A,05092804,2,D,1,D,2,D,2,D,6900,D,HHP,5,1,7,,A,20232
0,,A,,C,1,D,4,D,2,D,,A,,A,1,1,,1,D,D,A,D,04,,D,A,1,,A,D,,A,,A,05092964,,A,,A,,A,,A,,A,HHP,5,1,20,1,D,20232
0,,A,,C,,A,4,D,2,D,,A,,A,2,1,,1,D,D,A,D,04,,D,A,1,,A,D,,A,,A,05092964,,A,,A,,A,,A,,A,HHP,5,1,21,4,D,20232
0,2,D,1,D,1,D,4,D,2,D,,A,1,D,3,1,,1,D,D,A,D,04,5,D,D,1,,A,D,1,D,,A,05092964,2,D,,A,,A,,A,15,D,HHP,5,1,22,,A,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,,D,D,A,C,02,,D,C,1,,A,D,,A,,A,05093004,,A,,A,,A,,A,33,F,HHP,5,1,7,1,D,20232
0,2,D,1,D,,A,2,D,2,D,,A,1,D,2,1,,1,D,D,A,D,02,,D,C,1,,A,D,2,D,,A,05093004,2,D,,A,,A,,A,1500,F,HHP,5,1,8,,A,20232
0,2,D,,A,,A,2,D,2,D,,A,,A,1,1,,1,D,D,A,D,03,300,D,D,,,A,A,1,D,,A,05093114,2,D,,A,,A,,A,1800,D,HHP,1,1,10,,A,20232
0,2,D,1,D,,A,5,D,2,D,,A,1,D,1,1,,1,D,D,A,D,03,300,D,D,1,,A,D,1,D,,A,05093204,2,D,,A,,A,,A,1800,D,HHP,5,1,16,,A,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,3,D,D,1,,A,D,,A,,A,05093224,,A,,A,,A,,A,20,D,HHP,5,1,6,1,D,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,02,3,D,D,1,,A,D,,A,,A,05093224,,A,,A,,A,,A,20,D,HHP,5,1,7,4,D,20232
0,2,D,1,D,,A,1,D,2,D,,A,1,D,3,1,,1,D,D,A,D,02,34,D,D,1,,A,D,1,D,,A,05093224,2,D,,A,,A,,A,221,D,HHP,5,1,8,,A,20232
0,2,D,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,90,D,D,1,,A,D,,A,,A,05093244,1,D,,A,,A,,A,270,D,HHP,5,1,6,,A,20232
0,2,D,2,D,,A,1,D,2,D,,A,,A,2,,,1,C,D,A,D,,,C,A,1,,A,D,,A,,A,05093244,1,D,,A,,A,,A,,A,HHP,5,1,7,,A,20232
0,,A,1,D,,A,1,D,1,D,,A,1,D,1,2,,1,D,D,A,D,04,29,D,D,1,,A,D,,A,,A,05093284,,A,,A,,A,,A,87,D,HHP,5,1,5,1,D,20232
0,1,D,1,D,,A,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,220,D,D,1,,A,D,,A,,A,05093354,1,D,,A,,A,,A,1430,D,HHP,5,1,4,,A,20232
0,,A,1,D,,A,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,8,D,D,1,,A,D,,A,,A,05093364,,A,,A,,A,,A,52,D,HHP,5,1,10,1,D,20232
0,2,D,1,D,1,D,2,D,2,D,,A,1,D,2,1,,1,D,D,A,D,02,100,D,D,1,,A,D,1,D,,A,05093364,2,D,,A,,A,,A,650,D,HHP,5,1,11,,A,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,01,15,D,D,1,,A,D,,A,,A,05093374,,A,,A,,A,,A,195,D,HHP,5,1,4,1,D,20232
0,2,D,1,D,,A,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,01,35,D,D,1,,A,D,,A,,A,05093374,1,D,,A,,A,,A,455,D,HHP,5,1,5,,A,20232
0,2,D,,A,,A,1,D,2,D,,A,,A,3,1,,1,D,D,A,D,01,35,D,D,,,A,A,,A,,A,05093374,1,D,,A,,A,,A,455,D,HHP,1,1,6,,A,20232
0,,A,1,D,,A,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,50,D,D,1,,A,D,,A,,A,05093414,,A,,A,,A,,A,150,D,HHP,5,1,9,1,D,20232
0,2,D,1,D,,A,2,D,2,D,,A,1,D,2,1,,1,D,D,A,D,04,200,D,D,1,,A,D,1,D,,A,05093414,2,D,,A,,A,,A,600,D,HHP,5,1,10,,A,20232
0,2,D,,A,,A,2,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,1,,A,D,,A,,A,05093494,1,D,,A,,A,,A,,A,HHP,5,1,4,,A,20232
0,,A,,A,,A,3,D,2,D,,A,,A,1,1,,1,D,D,A,D,04,25,D,D,,,A,A,,A,,A,05093534,,A,,A,,A,,A,75,D,HHP,1,1,8,1,D,20232
0,,A,,A,,A,3,D,2,D,,A,,A,2,1,,1,D,D,A,D,04,25,D,D,,,A,A,,A,,A,05093534,,A,,A,,A,,A,75,D,HHP,1,1,9,4,D,20232
0,2,D,,A,,A,3,D,2,D,,A,,A,3,1,,1,D,D,A,D,04,150,D,D,,,A,A,1,D,,A,05093534,2,D,,A,,A,,A,450,D,HHP,1,1,10,,A,20232
0,2,D,1,D,,A,1,D,2,D,,A,1,D,1,2,,1,D,D,A,D,04,729,D,D,1,,A,D,2,D,,A,05093664,2,D,,A,,A,,A,2187,D,HHP,5,1,9,,A,20232
0,2,D,1,D,,A,1,D,2,D,,A,1,D,2,2,,1,D,D,A,D,04,60,D,D,1,,A,D,2,D,,A,05093664,2,D,,A,,A,,A,180,D,HHP,5,1,10,,A,20232
0,,A,1,D,,A,3,D,2,D,,A,1,D,1,1,,1,D,D,A,D,01,25,D,D,1,,A,D,,A,,A,05093674,,A,,A,,A,,A,325,D,HHP,5,1,7,1,D,20232
0,2,D,2,D,,A,3,D,2,D,,A,,A,2,1,,1,D,D,A,D,01,,D,A,2,,A,D,,A,,A,05093674,1,D,,A,,A,,A,,A,HHP,5,1,8,,A,20232
0,1,D,,A,,A,3,D,2,D,,A,,A,3,1,,1,D,D,A,D,01,119,D,D,,,A,A,,A,,A,05093674,1,D,,A,,A,,A,1547,D,HHP,1,1,9,,A,20232
0,,A,1,D,,A,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,03,25,D,D,1,,A,D,,A,,A,05093704,,A,,A,,A,,A,150,D,HHP,5,1,6,1,D,20232
0,,A,1,D,,A,2,D,2,D,,A,1,D,2,1,,1,D,D,A,D,04,25,D,D,1,,A,D,,A,,A,05093704,,A,,A,,A,,A,75,D,HHP,5,1,7,4,D,20232
0,2,D,1,D,,A,2,D,2,D,,A,,A,3,1,,1,D,D,A,D,09,1,D,D,1,,A,D,,A,,A,05093704,1,D,,A,,A,,A,0,D,HHP,5,1,8,,A,20232
0,2,D,1,D,,A,1,D,1,D,,A,1,D,3,2,,1,D,D,A,D,04,297,D,D,1,,A,D,2,D,1,D,05093714,2,D,2,D,,A,,A,891,D,HHP,5,1,6,,A,20232
0,2,D,,A,,A,4,D,1,D,,A,,A,1,1,,1,D,D,A,D,03,,D,C,,,A,A,,A,,A,05093824,1,D,2,D,,A,,A,1218,F,HHP,1,1,4,,A,20232
0,,A,1,D,,A,4,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,40,D,D,1,,A,D,,A,,A,05093834,,A,,A,,A,,A,120,D,HHP,5,1,8,1,D,20232
0,,A,,A,,A,2,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,,,A,A,,A,,A,05093884,,A,,A,,A,,A,,A,HHP,1,1,21,1,D,20232
0,,A,,A,,A,2,D,2,D,,A,,A,2,,1,2,A,D,D,D,,,A,A,,,A,A,,A,,A,05093884,,A,,A,,A,,A,,A,HHP,1,1,22,4,D,20232
0,2,D,,A,1,D,1,D,2,D,,A,,A,3,,1,2,A,D,D,D,,,A,A,,,A,A,,A,,A,05093884,1,D,,A,,A,,A,,A,HHP,1,1,23,,A,20232
0,2,D,,A,,A,2,D,2,D,,A,,A,4,,1,2,A,D,D,D,,,A,A,,,A,A,,A,,A,05093884,1,D,,A,,A,,A,,A,HHP,1,1,24,,A,20232
0,,A,1,D,,A,5,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,,D,C,1,,A,D,,A,,A,05093904,,A,,A,,A,,A,2583,V,HHP,5,1,16,1,D,20232
0,,A,1,D,,A,5,D,2,D,,A,1,D,2,1,,1,D,D,A,D,02,,D,C,1,,A,D,,A,,A,05093904,,A,,A,,A,,A,65,F,HHP,5,1,17,4,D,20232
0,2,D,1,D,1,D,5,D,2,D,,A,1,D,3,1,,1,D,D,A,D,02,173,D,D,1,,A,D,,A,,A,05093904,1,D,,A,,A,,A,1125,D,HHP,5,1,18,,A,20232
0,,A,,A,,A,2,D,2,D,,A,,A,4,1,,1,D,D,A,D,02,,D,C,,,A,A,,A,,A,05093904,,A,,A,,A,,A,130,F,HHP,1,1,19,4,D,20232
0,,A,,A,1,D,3,D,2,D,,A,,A,2,1,,1,D,D,A,D,02,200,D,D,,,A,A,,A,,A,05093964,,A,,A,,A,,A,1300,D,HHP,1,1,9,1,D,20232
0,2,D,,A,1,D,3,D,2,D,,A,,A,3,1,,1,D,D,A,D,02,,D,C,,,A,A,2,D,,A,05093964,2,D,,A,,A,,A,1365,F,HHP,1,1,10,,A,20232
0,2,D,1,D,,A,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,34,D,D,2,,A,D,2,D,,A,05094064,2,D,,A,,A,,A,221,D,HHP,5,1,10,,A,20232
0,2,D,,A,,A,1,D,1,D,,A,,A,2,2,,1,D,D,A,D,04,185,D,D,,1,D,A,2,D,,A,05094064,2,D,1,D,4,D,1,D,555,D,HHP,1,1,11,,A,20232
