QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CRMCODEA,CRMC_DEA,ADVMATX,ADVMATX_,MATNSPCX,MATN_PCX,CRMCDA1,CRMCDA1_,CRMCDA2,CRMCDA2_,CRMCDA3,CRMCDA3_,CRMCDA4,CRMCDA4_,CRMCDA5,CRMCDA5_,CRMCDA6,CRMCDA6_,CRMCDA7,CRMCDA7_,CRMCDA8,CRMCDA8_,CRMCDA9,CRMCDA9_
20232,05092614,3,0,1,,A,,A,34,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05093794,4,0,1,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05094314,8,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05094374,3,0,1,140,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05095294,3,0,1,300,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05095564,13,0,1,130,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05096354,5,0,1,130,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05097134,4,0,1,300,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05098164,6,0,1,,A,,A,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05098694,2,0,1,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05099454,7,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05099474,2,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05100824,8,0,1,175,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05100994,6,0,1,175,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05101724,6,0,1,160,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05103354,4,0,1,,A,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05103954,3,0,1,175,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05105344,6,0,1,130,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05105654,2,0,1,300,D,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05107924,6,0,1,210,D,6800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05108674,6,0,1,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05108894,3,0,1,,A,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05109974,7,0,1,260,D,502,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05110734,6,0,1,130,D,2800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05115144,4,0,1,200,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05115754,8,0,1,160,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05115844,5,0,1,175,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05115894,10,0,1,300,D,692,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05117434,4,0,1,160,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05118884,3,0,1,140,D,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05119284,3,0,1,290,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05120214,13,0,1,210,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05120544,3,0,1,220,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05120634,6,0,1,300,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05120714,3,0,1,140,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05121724,2,0,1,140,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05122404,5,0,1,175,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05122424,2,0,1,175,D,47,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05123164,3,0,1,300,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05123804,9,0,1,175,D,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05201693,4,0,1,150,D,5000,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05201993,5,0,1,,A,,A,500,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05202443,4,0,1,200,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05202853,5,0,1,,A,,A,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05203763,4,0,1,,A,,A,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05203993,2,0,1,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05204243,6,0,1,160,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05204813,5,0,1,130,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05205733,3,0,1,200,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05207273,5,0,1,300,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05209143,3,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05209613,5,0,1,190,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05210513,3,0,1,220,D,7949,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05211923,2,0,1,300,D,4625,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05212663,8,0,1,300,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05213023,2,0,1,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05213873,6,0,1,175,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05214423,4,0,1,,A,,A,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05215913,2,0,1,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05218543,3,0,1,280,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05219453,4,0,1,300,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05219603,4,0,1,300,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05221523,6,0,1,,A,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05222073,5,0,1,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05222873,6,0,1,300,D,80,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05224643,40,0,1,,A,,A,244,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05225193,7,0,1,220,D,3300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05226723,4,0,1,175,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05226753,3,0,1,175,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05227453,3,0,1,,A,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05228103,3,0,1,,A,,A,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05228883,3,0,1,,A,,A,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05230223,6,0,1,290,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05230373,5,0,1,150,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05230723,10,0,1,140,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05231243,21,0,1,140,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05231503,17,0,1,235,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05234493,3,0,1,200,D,185,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05235933,4,0,1,,A,,A,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05252042,7,0,1,130,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05252312,5,0,1,175,D,25,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05252822,4,0,1,200,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05254972,4,0,1,130,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05255552,10,0,1,160,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05257662,3,0,1,200,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05259192,7,0,1,160,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05259252,5,0,1,200,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05259302,12,0,1,160,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05259443,4,0,1,300,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05259592,3,0,1,235,D,575,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05262052,4,0,1,300,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05263562,9,0,1,175,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05266502,6,0,1,300,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05266612,7,0,1,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05267382,3,0,1,130,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05267522,7,0,1,,A,,A,23,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05267542,16,0,1,130,D,2700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05267752,4,0,1,140,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05269622,5,0,1,300,D,150,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05269752,2,0,1,300,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05270392,9,0,1,280,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05271102,5,0,1,,A,,A,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05271992,6,0,1,300,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05272592,6,0,1,235,D,475,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05273442,4,0,1,220,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05274492,3,0,1,175,D,395,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05275982,8,0,1,175,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05277232,3,0,1,300,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05277552,5,0,1,175,D,275,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05277892,6,0,1,,A,,A,210,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05278122,5,0,1,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05278342,15,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05278452,5,0,1,235,D,4000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05278462,5,0,1,300,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05279352,5,0,1,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05279662,6,0,1,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280392,10,0,1,175,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280942,6,0,1,130,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282022,3,0,1,280,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283042,2,0,1,300,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283102,2,0,1,130,D,7000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283142,4,0,1,175,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283662,12,0,1,130,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284552,8,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284652,4,0,1,235,D,2700,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05286631,6,0,1,235,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05286731,2,0,1,310,D,,H,,A,150,D,235,D,,A,,A,,A,,A,,A,,A,,A
20232,05286731,2,1,1,150,D,320,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05286731,2,2,1,235,D,380,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05287051,4,0,1,140,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05287321,4,0,1,175,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05287361,2,0,1,300,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05287411,5,0,1,260,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05287801,3,0,1,160,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05288691,4,0,1,300,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05288801,5,0,1,175,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05289771,2,0,1,130,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05290141,2,0,1,200,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05290411,4,0,1,140,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05290531,6,0,1,310,D,,H,,A,150,D,290,D,140,D,,A,,A,,A,,A,,A,,A
20232,05290531,6,1,1,150,D,1293,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05290531,6,2,1,290,D,64,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05290531,6,3,1,140,D,143,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05290921,5,0,1,300,D,759,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05290991,4,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05291071,6,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05291091,10,0,1,200,D,469,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05291411,3,0,1,210,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05291531,2,0,1,260,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05292111,7,0,1,,A,,A,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05292721,3,0,1,175,D,25,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05293501,6,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05294441,4,0,1,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05295771,13,0,1,300,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05295971,5,0,1,300,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05296761,5,0,1,175,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05297541,3,0,1,300,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05297581,4,0,1,235,D,475,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05344021,6,0,1,150,D,6800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05344081,6,0,1,175,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05344161,6,0,1,140,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05344851,4,0,1,210,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05345301,8,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05345581,4,0,1,140,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05346941,6,0,1,175,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05348501,4,0,1,175,D,80,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05348561,5,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05350261,4,0,1,175,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05350291,2,0,1,,A,,A,19,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05350941,2,0,1,150,D,400,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05351891,7,0,1,150,D,9867,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05352491,6,0,1,300,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05352501,5,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05353424,5,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05353801,10,0,1,130,D,875,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05354531,11,0,1,130,D,400,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05354971,2,0,1,280,D,7500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05355111,3,0,1,210,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05355291,8,0,1,235,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05356091,4,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05356141,4,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05356831,3,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05357821,9,0,1,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05357951,6,0,1,160,D,245,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05359211,7,0,1,200,D,200,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05359474,3,0,1,210,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05359521,6,0,1,175,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05359991,2,0,1,200,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05361441,4,0,1,300,D,2800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05362142,5,0,1,200,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05363121,5,0,1,,A,,A,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05363171,6,0,1,300,D,730,D,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05364311,10,0,1,130,D,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05365071,8,0,1,300,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05365651,8,0,1,260,D,3100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05366251,5,0,1,130,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05366581,8,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05366691,8,0,1,,A,,A,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05204414,3,0,1,140,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05204994,2,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05206254,3,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05208364,2,0,1,220,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05209614,3,0,1,280,D,5500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05211154,9,0,1,,A,,A,405,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05211344,3,0,1,,A,,A,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05211834,5,0,1,130,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05212634,4,0,1,235,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05212724,9,0,1,300,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05214274,2,0,1,190,D,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05214894,8,0,1,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05215964,10,0,1,300,D,439,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05216794,3,0,1,200,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05217264,8,0,1,,A,,A,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05217564,6,0,1,175,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05218854,3,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05218964,2,0,1,130,D,320,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05219634,7,0,1,160,D,700,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05220924,5,0,1,140,D,423,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05221974,7,0,1,300,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05222414,8,0,1,300,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05224644,21,0,1,200,D,50,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05224894,3,0,1,160,D,2300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05225534,8,0,1,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05226724,7,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05227324,16,0,1,175,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05227564,2,0,1,150,D,7000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05228604,3,0,1,270,D,113,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05230444,4,0,1,140,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05231124,2,0,1,,A,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05232074,2,0,1,175,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05233064,3,0,1,175,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05233554,3,0,1,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05234294,6,0,1,220,D,6000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05234404,9,0,1,,A,,A,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05234734,5,0,1,300,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05235284,8,0,1,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05235544,7,0,1,220,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05235964,8,0,1,,A,,A,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05236374,3,0,1,235,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05236744,3,0,1,110,D,1548,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05251983,7,0,1,300,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05252313,3,0,1,310,D,,H,60,D,310,D,300,D,,A,,A,,A,,A,,A,,A,,A
20233,05252313,3,1,1,175,D,153,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05252313,3,2,1,260,D,255,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05252313,3,3,1,300,D,192,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05253203,6,0,1,175,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05254113,4,0,1,150,D,134,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05254413,3,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05254743,5,0,1,210,D,58,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05255633,6,0,1,,A,,A,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05256373,6,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05257193,5,0,1,160,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05258093,2,0,1,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05259253,4,0,1,175,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05259713,10,0,1,190,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05259793,7,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05260823,3,0,1,175,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05261563,9,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05262293,9,0,1,100,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05266403,2,0,1,,A,,A,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05267523,6,0,1,,A,,A,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05267543,7,0,1,130,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05269473,6,0,1,,A,,A,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05269703,4,0,1,300,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05271333,6,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05273783,5,0,1,140,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05273913,4,0,1,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05274523,4,0,1,,A,,A,138,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05274693,4,0,1,290,D,6192,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05274723,4,0,1,175,D,57,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
