QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CRMCODEA,CRMC_DEA,ADVMATX,ADVMATX_,MATNSPCX,MATN_PCX,CRMCDA1,CRMCDA1_,CRMCDA2,CRMCDA2_,CRMCDA3,CRMCDA3_,CRMCDA4,CRMCDA4_,CRMCDA5,CRMCDA5_,CRMCDA6,CRMCDA6_,CRMCDA7,CRMCDA7_,CRMCDA8,CRMCDA8_,CRMCDA9,CRMCDA9_
20241,05434173,7,0,1,140,D,868,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05434443,10,0,1,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05440303,4,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05441743,10,0,1,110,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05441993,9,0,1,175,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05442293,6,0,1,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05443793,7,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05444763,9,0,1,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05538942,6,0,1,300,D,8,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05539452,3,0,1,300,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05539642,6,0,1,,A,,A,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05539862,6,0,1,130,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05540242,8,0,1,300,D,444,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05541443,6,0,1,210,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05541742,4,0,1,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05542622,3,0,1,130,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05544262,6,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05544462,3,0,1,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05544492,6,0,1,210,D,500,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05544572,11,0,1,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05545542,15,0,1,300,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05546782,4,0,1,,A,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05547142,5,0,1,,A,,A,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05548842,2,0,1,120,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05548902,13,0,1,300,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05548982,19,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05549362,7,0,1,175,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05549822,9,0,1,210,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05549892,5,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05550402,8,0,1,220,D,177,D,29,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05553442,3,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05553762,11,0,1,130,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05554342,3,0,1,200,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05554732,7,0,1,175,D,100,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05554982,2,0,1,220,D,850,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05555242,3,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05555962,4,0,1,130,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05556082,14,0,1,,A,,A,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05556924,9,0,1,190,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05557542,8,0,1,210,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05557552,6,0,1,,A,,A,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05558502,6,0,1,130,D,435,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05558822,4,0,1,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05559582,5,0,1,300,D,275,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05560892,5,0,1,300,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05560952,10,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05561272,8,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05561662,4,0,1,175,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05562432,10,0,1,175,D,57,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05563752,4,0,1,110,D,16250,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05566722,3,0,1,175,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05569542,7,0,1,110,D,1100,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05569924,3,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05570132,11,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05570142,5,0,1,,A,,A,975,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05570282,2,0,1,,A,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05572722,8,0,1,130,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05573012,21,0,1,260,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05573244,9,0,1,140,D,700,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05574401,4,0,1,130,D,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05574541,7,0,1,140,D,300,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05576341,18,0,1,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05578041,3,0,1,,A,,A,504,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05578061,7,0,1,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05579091,4,0,1,175,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05579901,2,0,1,,A,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05582921,5,0,1,200,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05583181,6,0,1,130,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05583421,2,0,1,300,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05584372,4,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05586001,6,0,1,,A,,A,416,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05586411,9,0,1,130,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05586861,4,0,1,175,D,100,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05588311,8,0,1,,A,,A,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05588571,3,0,1,300,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05591171,3,0,1,,A,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05591421,2,0,1,130,D,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05592071,8,0,1,300,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05593301,9,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05593451,7,0,1,120,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05594221,3,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05596181,6,0,1,210,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05597511,7,0,1,235,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05597771,10,0,1,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05598641,10,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05598681,3,0,1,160,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05600451,7,0,1,200,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05600561,5,0,1,110,D,16250,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05601881,7,0,1,130,D,250,D,103,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05602141,12,0,1,175,D,395,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05602901,4,0,1,235,D,800,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05603041,24,0,1,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05605691,5,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05606401,8,0,1,190,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05606591,3,0,1,,A,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
