QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOH,PROP0NOH,OWNYH,OWNYH_,PAIDLOAN,PAID_OAN,PRIMPLUS,PRIM_LUS,JINTPDX,JINTPDX_,JLCPRINX,JLCP_INX,LOAN_NOH,LOAN0NOH,TOTOWED,TOTOWED_
20233,05280113,29,0,5,01,D,100,D,1,D,0.0993,D,323,D,427,D,01,D,13000,D
20233,05280263,48,0,5,01,D,100,D,1,D,0.0993,D,2160,D,-660,D,01,D,87000,D
20233,05280713,52,0,5,01,D,100,D,1,D,0.0993,D,4178,D,5388,D,01,D,168300,D
20233,05281703,18,0,5,01,D,100,D,1,D,0.0993,D,2656,D,-76,D,01,D,107000,D
20233,05281983,28,0,5,01,D,100,D,1,D,0.0993,D,142,F,308,F,01,D,5700,F
20233,05284083,28,0,5,01,D,100,D,1,D,0.0993,D,310,D,290,D,01,D,12500,D
20233,05284223,31,0,5,01,D,100,D,1,D,0.0993,D,223,F,677,F,01,D,9000,F
20233,05285493,40,0,5,01,D,100,D,1,D,0.0993,D,1936,D,464,D,01,D,78000,D
20233,05285543,21,0,5,01,D,100,D,1,D,0.0993,D,993,D,-294,D,01,D,40000,D
20233,05286632,36,0,5,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,0,D
20233,05287832,18,0,1,01,D,100,D,2,D,0.0993,D,221,F,8700,F,01,D,8921,F
20233,05288912,25,0,5,01,D,100,D,1,D,0.0993,D,7447,D,-10390,T,01,D,418390,T
20233,05289112,23,0,5,01,D,100,D,1,D,0.0993,D,2135,D,115,D,01,D,86000,D
20233,05289692,22,0,5,01,D,100,D,1,D,0.0993,D,2036,F,-392,F,01,D,82000,F
20233,05290422,20,0,5,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,100000,D
20233,05291002,23,0,5,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,15000,D
20233,05291742,28,0,5,01,D,100,D,1,D,0.0993,D,919,D,-49,D,01,D,37000,D
20233,05293012,21,0,1,01,D,100,D,1,D,0.0993,D,621,D,879,D,01,D,25000,D
20233,05293522,15,0,1,01,D,100,D,1,D,0.0993,D,2358,F,492,F,01,D,95000,F
20233,05294082,22,0,5,01,D,100,D,1,D,0.0993,D,546,F,1704,F,01,D,22000,F
20233,05294372,41,0,5,01,D,100,D,1,D,0.0993,D,2284,D,2216,D,01,D,92000,D
20233,05294372,42,0,5,04,D,200,D,2,D,0.0993,D,,A,,A,01,D,0,D
20233,05294442,37,0,5,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,4200,D
20233,05295622,23,0,5,01,D,100,D,1,D,0.0993,D,869,D,1131,D,01,D,35000,D
20233,05296892,40,0,5,01,D,100,D,1,D,0.0993,D,354,D,1146,D,01,D,14270,D
20233,05297602,17,0,5,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,105000,D
20233,05344792,25,0,5,01,D,100,D,2,D,0.0993,D,99,F,201,F,01,D,4000,F
20233,05344912,28,0,1,01,D,100,D,1,D,0.0993,D,2488,D,458,D,01,D,100210,D
20233,05345632,35,0,5,01,D,100,D,2,D,0.0993,D,348,F,252,F,01,D,14000,F
20233,05346402,41,0,5,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,0,D
20233,05346962,10,0,1,01,D,100,D,1,D,0.0993,D,621,F,354,F,01,D,25000,F
20233,05347922,33,0,5,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,0,D
20233,05348002,18,0,5,01,D,100,D,1,D,0.0993,D,670,D,1277,D,01,D,27000,D
20233,05348332,20,0,5,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,0,D
20233,05348542,41,0,5,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,194000,D
20233,05348972,29,0,5,01,D,100,D,1,D,0.0993,D,0,D,0,D,01,D,0,D
20233,05349562,26,0,5,01,D,100,D,1,D,0.0993,D,1117,D,933,D,01,D,45000,D
20233,05349782,32,0,5,01,D,100,D,1,D,0.0993,D,670,F,1277,F,01,D,27000,F
20233,05350292,21,0,5,01,D,100,D,1,D,0.0993,D,461,D,43,D,01,D,18575,D
20233,05350292,22,0,5,01,D,100,D,1,D,0.0993,D,863,D,985,D,02,D,34763,D
20233,05351592,17,0,5,01,D,100,D,,C,0.0993,D,0,F,0,F,01,D,0,F
20233,05351592,18,0,5,01,D,100,D,,C,0.0993,D,2358,F,-258,F,02,D,95000,F
20233,05353432,16,0,5,01,D,100,D,1,D,0.0993,D,248,D,22,D,01,D,10000,D
20233,05353662,36,0,5,01,D,100,D,1,D,0.0993,D,894,F,456,F,01,D,36000,F
20233,05353722,28,0,5,01,D,100,D,1,D,0.0993,D,372,D,533,D,01,D,15000,D
20233,05355022,15,0,5,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,0,D
20233,05357332,22,0,5,01,D,100,D,1,D,0.0993,D,720,D,105,D,01,D,29000,D
20233,05358132,37,0,5,01,D,100,D,1,D,0.0993,D,695,D,310,D,01,D,28000,D
20233,05358592,23,0,5,01,D,100,D,1,D,0.0993,D,981,D,519,D,01,D,39500,D
20233,05358662,41,0,5,01,D,100,D,1,D,0.0993,D,2284,F,2216,F,01,D,92000,F
20233,05358912,31,0,5,01,D,100,D,1,D,0.0993,D,3476,D,-1496,D,01,D,140000,D
20233,05359292,19,0,5,01,D,100,D,1,D,0.0993,D,993,F,-294,F,01,D,40000,F
20233,05359312,26,0,5,01,D,100,D,1,D,0.0993,D,621,D,354,D,01,D,25000,D
20233,05361042,62,0,5,01,D,100,D,1,D,0.0993,D,1887,D,2813,D,01,D,76000,D
20233,05363182,52,0,5,01,D,100,D,1,D,0.0993,D,1787,D,79417,T,01,D,72000,D
20233,05365892,35,0,5,01,D,100,D,1,D,0.0993,D,186,D,1914,D,01,D,7500,D
20233,05366192,31,0,5,01,D,100,D,1,D,0.0993,D,298,D,452,D,01,D,12000,D
20233,05366782,18,0,5,01,D,100,D,1,D,0.0993,D,10,D,390,D,01,D,400,D
20233,05413281,26,0,1,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,0,D
20233,05413311,16,0,1,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,2700,D
20233,05413451,34,0,1,01,D,100,D,1,D,0.0993,D,348,D,252,D,01,D,14000,D
20233,05413641,19,0,1,01,D,100,D,1,D,0.0993,D,645,D,-495,D,01,D,26000,D
20233,05413891,10,0,1,01,D,100,D,1,D,0.0993,D,422,D,295,D,01,D,17000,D
20233,05414521,32,0,1,03,D,400,D,1,D,0.0993,D,2532,D,,T,01,D,,T
20233,05414791,15,0,1,01,D,100,D,1,D,0.0993,D,1241,D,-341,D,01,D,50000,D
20233,05415031,26,0,1,01,D,100,D,1,D,0.0993,D,546,D,1704,D,01,D,22000,D
20233,05415701,24,0,1,01,D,100,D,1,D,0.0993,D,2631,D,-531,D,01,D,106000,D
20233,05416221,28,0,1,01,D,100,D,1,D,0.0993,D,794,D,-44,D,01,D,32000,D
20233,05417661,26,0,1,01,D,100,D,1,D,0.0993,D,47,F,1390,F,01,D,1900,F
20233,05420761,41,0,1,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,0,D
20233,05421321,27,0,1,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,0,D
20233,05421661,12,0,1,01,D,100,D,1,D,0.0993,D,97,D,803,D,01,D,3900,D
20233,05423911,37,0,1,01,D,100,D,1,D,0.0993,D,65,D,135,D,01,D,2600,D
20233,05424031,51,0,1,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,0,D
20233,05425401,26,0,1,01,D,100,D,1,D,0.0993,D,338,D,376,D,01,D,13606,D
20233,05425831,17,0,1,01,D,100,D,1,D,0.0993,D,670,D,-295,D,01,D,27000,D
20233,05426001,30,0,1,01,D,100,D,1,D,0.0993,D,3624,D,-1359,D,01,D,146000,D
20233,05426151,20,0,1,01,D,100,D,1,D,0.0993,D,1701,D,354,D,01,D,68500,D
20233,05427801,29,0,1,01,D,100,D,1,D,0.0993,D,94,D,296,D,01,D,3800,D
20233,05428651,19,0,1,01,D,100,D,1,D,0.0993,D,5660,D,-776,D,01,D,228000,D
20233,05428791,27,0,1,01,D,100,D,1,D,0.0993,D,25,D,575,D,01,D,1000,D
20233,05428801,29,0,1,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,0,D
20233,05428941,23,0,1,01,D,100,D,1,D,0.0993,D,3476,F,-1496,F,01,D,140000,F
20233,05430121,29,0,1,01,D,100,D,1,D,0.0993,D,50,D,150,D,01,D,2000,D
20233,05430611,26,0,1,01,D,100,D,1,D,0.0993,D,348,D,1950,D,01,D,14000,D
20233,05430701,36,0,1,01,D,100,D,1,D,0.0993,D,1986,D,2514,D,01,D,80000,D
20233,05432981,16,0,1,01,D,100,D,1,D,0.0993,D,102,D,498,D,01,D,4100,D
20233,05433371,26,0,1,01,D,100,D,,C,0.0993,D,1837,F,-1587,F,01,D,74000,F
20233,05433721,36,0,1,01,D,100,D,1,D,0.0993,D,1986,D,-36,D,01,D,80000,D
20233,05434471,19,0,1,01,D,100,D,1,D,0.0993,D,109,D,2891,D,01,D,4381,D
20233,05434741,37,0,1,01,D,100,D,1,D,0.0993,D,708,D,792,D,01,D,28517,D
20233,05435131,31,0,1,01,D,100,D,1,D,0.0993,D,2036,D,-392,D,01,D,82000,D
20233,05435581,40,0,1,01,D,100,D,1,D,0.0993,D,4891,D,368,D,01,D,197000,D
20233,05436061,15,0,1,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,0,D
20233,05436131,31,0,1,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,0,D
20233,05436231,19,0,1,01,D,100,D,1,D,0.0993,D,310,F,290,F,01,D,12500,F
20233,05439941,25,0,1,01,D,100,D,1,D,0.0993,D,2458,D,542,D,01,D,99000,D
20233,05442161,26,0,1,01,D,100,D,1,D,0.0993,D,571,D,1229,D,01,D,23000,D
20233,05442241,10,0,1,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,13000,D
20233,05444071,24,0,1,01,D,100,D,1,D,0.0993,D,993,D,27,D,01,D,40000,D
20233,05445531,15,0,1,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,0,D
20233,05446011,16,0,1,01,D,100,D,1,D,0.0993,D,2532,F,1068,F,01,D,102000,F
20234,05251784,23,0,5,01,D,100,D,2,D,0.1000,D,,A,,A,01,D,0,D
20234,05254064,26,0,5,01,D,100,D,1,D,0.1000,D,751,D,2114,D,01,D,30023,D
20234,05254114,24,0,5,01,D,100,D,1,D,0.1000,D,153,D,327,D,01,D,6100,D
20234,05254204,28,0,5,01,D,100,D,2,D,0.1000,D,,A,,A,01,D,1434,D
20234,05255564,28,0,5,01,D,100,D,1,D,0.1000,D,675,D,825,D,01,D,27000,D
20234,05257354,24,0,5,01,D,100,D,1,D,0.1000,D,200,D,700,D,01,D,8000,D
20234,05258714,29,0,5,01,D,100,D,1,D,0.1000,D,633,D,33,D,01,D,25305,D
20234,05259234,29,0,5,01,D,100,D,1,D,0.1000,D,1925,F,475,F,01,D,77000,F
20234,05259714,21,0,5,01,D,100,D,2,D,0.1000,D,,A,,A,01,D,98000,D
20234,05262174,11,0,5,01,D,100,D,1,D,0.1000,D,175,F,-124,F,01,D,7000,F
20234,05263204,25,0,5,01,D,100,D,2,D,0.1000,D,,A,,A,01,D,0,D
20234,05265844,25,0,5,01,D,100,D,2,D,0.1000,D,,A,,A,01,D,0,D
20234,05266134,21,0,5,01,D,100,D,1,D,0.1000,D,230,D,370,D,01,D,9200,D
20234,05266194,60,0,5,01,D,100,D,1,D,0.1000,D,2375,D,-35,D,01,D,95000,D
20234,05268154,29,0,5,01,D,100,D,2,D,0.1000,D,,A,,A,01,D,0,D
20234,05268424,28,0,5,01,D,100,D,1,D,0.1000,D,1325,F,745,F,01,D,53000,F
20234,05269534,28,0,5,01,D,100,D,2,D,0.1000,D,,A,,A,01,D,0,D
20234,05270684,31,0,5,01,D,100,D,1,D,0.1000,D,3007,D,176,D,01,D,120294,D
20234,05270824,37,0,5,01,D,100,D,1,D,0.1000,D,0,D,0,D,02,D,0,D
20234,05270824,38,0,5,01,D,100,D,1,D,0.1000,D,23,D,82,D,01,D,925,D
20234,05271384,27,0,5,01,D,100,D,1,D,0.1000,D,918,F,-18,F,01,D,36700,F
20234,05271824,26,0,5,01,D,100,D,2,D,0.1000,D,,A,,A,01,D,0,D
20234,05271914,27,0,5,01,D,100,D,1,D,0.1000,D,950,D,925,D,01,D,38000,D
20234,05272074,35,0,5,01,D,100,D,1,D,0.1000,D,1300,D,-534,D,01,D,52000,D
20234,05272234,23,0,5,01,D,100,D,2,D,0.1000,D,858,F,990,F,01,D,34321,F
20234,05273314,34,0,5,01,D,100,D,1,D,0.1000,D,8247,D,-447,D,01,D,506721,T
20234,05273384,22,0,5,01,D,100,D,1,D,0.1000,D,7500,D,-4739,T,01,D,506721,T
20234,05275914,14,0,5,01,D,100,D,2,D,0.1000,D,,A,,A,01,D,141000,D
20234,05276714,16,0,5,01,D,100,D,2,D,0.1000,D,,A,,A,01,D,0,D
20234,05277234,38,0,5,01,D,100,D,2,D,0.1000,D,575,F,375,F,01,D,23000,F
20234,05277804,35,0,5,01,D,100,D,1,D,0.1000,D,3275,D,-623,D,01,D,131000,D
20234,05278164,22,0,5,01,D,100,D,1,D,0.1000,D,350,D,1062,D,01,D,14000,D
20234,05278314,16,0,5,01,D,100,D,2,D,0.1000,D,,A,,A,01,D,506721,T
20234,05278434,18,0,5,01,D,100,D,1,D,0.1000,D,1875,D,75,D,01,D,75000,D
20234,05279034,32,0,5,01,D,100,D,2,D,0.1000,D,,A,,A,01,D,0,D
20234,05279054,32,0,5,01,D,100,D,2,D,0.1000,D,,A,,A,01,D,0,D
20234,05279404,35,0,5,01,D,100,D,1,D,0.1000,D,1300,D,1100,D,01,D,52000,D
20234,05279914,25,0,5,01,D,100,D,1,D,0.1000,D,55,D,2145,D,01,D,2200,D
20234,05280114,36,0,5,01,D,100,D,1,D,0.1000,D,1600,F,37778,V,01,D,64000,F
20234,05280264,31,0,5,01,D,100,D,1,D,0.1000,D,2250,D,-1433,D,01,D,90000,D
20234,05280714,40,0,5,01,D,100,D,1,D,0.1000,D,4192,D,5472,D,01,D,167699,D
20234,05281704,16,0,5,01,D,100,D,2,D,0.1000,D,,A,,A,01,D,100000,D
20234,05281984,18,0,5,01,D,100,D,1,D,0.1000,D,390,D,210,D,01,D,15600,D
