QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,FCECODE,FCECODE_,FCESAV,FCESAV_,FCEMO,FCEMO_,FCESCHPD,FCES_HPD,FCESMTX,FCESMTX_,FCENUM2,FCEPURCH,JFCENMQV,FCENUM2_,JFCE_MQV
20233,05434691,4,0,1,303,D,,A,13,D,,A,,A,,,450,A,D
20233,05434724,5,0,1,303,D,,A,13,D,,A,,A,,,18000,A,D
20233,05434741,9,0,1,200,D,,A,05,D,,A,,A,,,1150,A,D
20233,05434741,10,0,1,200,D,,A,06,D,,A,,A,,,1692,A,D
20233,05434741,11,0,1,200,D,,A,07,D,,A,,A,,,1639,A,D
20233,05434811,17,0,1,302,D,,A,13,D,,A,,A,,,300,A,D
20233,05434821,7,0,1,301,D,,A,13,D,,A,,A,,,6000,A,D
20233,05434991,10,0,1,100,D,1,D,13,D,,A,,A,,,600,A,D
20233,05434991,11,0,1,321,D,,A,,A,5,D,40,D,,,40,A,D
20233,05434991,12,0,1,365,D,,A,05,D,,A,,A,,,100,A,D
20233,05435131,10,0,1,303,D,,A,13,D,,A,,A,,,2100,A,D
20233,05435131,11,0,1,365,D,,A,08,D,,A,,A,,,55,A,D
20233,05435321,5,0,1,100,D,1,D,13,D,,A,,A,,,501,A,D
20233,05435331,9,0,1,303,D,,A,13,D,,A,,A,,,12000,A,D
20233,05435721,7,0,1,302,D,,A,08,D,,A,,A,,,500,A,D
20233,05435731,15,0,1,100,D,2,D,13,D,,A,,A,,,1200,A,D
20233,05435731,16,0,1,301,D,,A,13,D,,A,,A,,,9750,A,D
20233,05435731,17,0,1,321,D,,A,,A,4,D,,A,3,,540,D,D
20233,05435731,18,0,1,365,D,,A,13,D,,A,,A,,,6,A,D
20233,05435731,19,0,1,345,D,,A,13,D,,A,,A,,,81,A,D
20233,05435761,11,0,1,365,D,,A,08,D,,A,,A,,,96,A,D
20233,05435931,6,0,1,365,D,,A,08,D,,A,,A,,,132,A,D
20233,05435931,7,0,1,365,D,,A,08,D,,A,,A,,,100,A,D
20233,05436021,3,0,1,301,D,,A,08,D,,A,,A,,,200,A,D
20233,05436061,5,0,1,301,D,,A,08,D,,A,,A,,,7000,A,D
20233,05436351,20,0,1,225,D,,A,13,D,,A,,A,,,900,A,D
20233,05436351,21,0,1,200,D,,A,13,D,,A,,A,,,1950,A,D
20233,05436741,11,0,1,303,D,,A,08,D,,A,,A,,,11500,A,D
20233,05436761,10,0,1,303,D,,A,06,D,,A,,A,,,100,A,D
20233,05436801,3,0,1,321,D,,A,,A,2,D,,A,,,,C,A
20233,05436831,4,0,1,100,D,2,D,13,D,,A,,A,,,450,A,D
20233,05436891,5,0,1,303,D,,A,07,D,,A,,A,,,536,A,D
20233,05437181,4,0,1,200,D,,A,13,D,,A,,A,,,1800,A,D
20233,05437311,3,0,1,301,D,,A,13,D,,A,,A,,,12600,A,D
20233,05437411,8,0,1,303,D,,A,07,D,,A,,A,,,900,A,D
20233,05437481,3,0,1,303,D,,A,08,D,,A,,A,,,5000,A,D
20233,05437481,4,0,1,310,D,,A,13,D,,A,,A,,,1500,A,D
20233,05437481,5,0,1,365,D,,A,08,D,,A,,A,,,200,A,D
20233,05437551,6,0,1,303,D,,A,07,D,,A,,A,,,57,A,D
20233,05437581,3,0,1,200,D,,A,13,D,,A,,A,,,3000,A,D
20233,05437833,4,0,1,200,D,,A,13,D,,A,,A,,,1020,A,D
20233,05437833,5,0,1,225,D,,A,13,D,,A,,A,,,240,A,D
20233,05437852,6,0,1,303,D,,A,08,D,,A,,A,,,10000,A,D
20233,05437852,7,0,1,365,D,,A,08,D,,A,,A,,,200,A,D
20233,05437941,5,0,1,301,D,,A,13,D,,A,,A,,,810,A,D
20233,05438001,11,0,1,303,D,,A,07,D,,A,,A,,,17600,A,D
20233,05438001,12,0,1,365,D,,A,08,D,,A,,A,,,90,A,D
20233,05438091,3,0,1,225,D,,A,13,D,,A,,A,,,4800,A,D
20233,05438091,4,0,1,345,D,,A,13,D,,A,,A,,,480,A,D
20233,05438391,3,0,1,303,D,,A,13,D,,A,,A,,,360,A,D
20233,05438541,12,0,1,200,D,,A,06,D,,A,,A,,,10000,A,D
20233,05438541,13,0,1,301,D,,A,06,D,,A,,A,,,15000,A,D
20233,05438571,4,0,1,303,D,,A,08,D,,A,,A,,2,150,A,D
20233,05439122,3,0,1,303,D,,A,08,D,,A,,A,,,6700,A,D
20233,05439241,9,0,1,225,D,,A,08,D,,A,,A,,,120,A,D
20233,05439241,10,0,1,225,D,,A,07,D,,A,,A,,,600,A,D
20233,05439241,11,0,1,321,D,,A,,A,5,D,6,D,,,6,A,D
20233,05439241,12,0,1,365,D,,A,08,D,,A,,A,,,25,A,D
20233,05439361,14,0,1,365,D,,A,07,D,,A,,A,,,250,A,D
20233,05439511,6,0,1,321,D,,A,,A,2,D,,A,2,,30,D,D
20233,05439511,7,0,1,321,D,,A,,A,2,D,,A,2,,30,D,D
20233,05439511,8,0,1,321,D,,A,,A,2,D,,A,2,,30,D,D
20233,05439511,9,0,1,321,D,,A,,A,2,D,,A,2,,30,D,D
20233,05439511,10,0,1,321,D,,A,,A,2,D,,A,2,,30,D,D
20233,05439941,12,0,1,100,D,2,D,06,D,,A,,A,,,1000,A,D
20233,05440171,8,0,1,301,D,,A,06,D,,A,,A,,,2500,A,D
20233,05440232,4,0,1,303,D,,A,08,D,,A,,A,,,3000,A,D
20233,05440232,5,0,1,365,D,,A,08,D,,A,,A,,,100,A,D
20233,05440551,5,0,1,303,D,,A,13,D,,A,,A,,,5400,A,D
20233,05440551,6,0,1,365,D,,A,06,D,,A,,A,,,500,A,D
20233,05440871,4,0,1,303,D,,A,06,D,,A,,A,,,800,A,D
20233,05440871,5,0,1,303,D,,A,08,D,,A,,A,,,2000,A,D
20233,05440871,6,0,1,365,D,,A,08,D,,A,,A,,,200,A,D
20233,05440891,18,0,1,301,D,,A,06,D,,A,,A,,,400,A,D
20233,05440891,19,0,1,321,D,,A,,A,4,D,,A,1,,60,D,D
20233,05441151,4,0,1,365,D,,A,08,D,,A,,A,,,100,A,D
20233,05441391,8,0,1,100,D,2,D,13,D,,A,,A,,,903,A,D
20233,05441461,3,0,1,365,D,,A,08,D,,A,,A,,,120,A,D
20233,05441471,11,0,1,365,D,,A,08,D,,A,,A,,,250,A,D
20233,05441471,12,0,1,345,D,,A,08,D,,A,,A,,,362,A,D
20233,05441604,6,0,1,365,D,,A,06,D,,A,,A,,,100,A,D
20233,05441641,4,0,1,365,D,,A,08,D,,A,,A,,,200,A,D
20233,05441681,6,0,1,303,D,,A,08,D,,A,,A,,,2100,A,D
20233,05441691,3,0,1,321,D,,A,,A,5,D,5800,D,,,5800,A,D
20233,05441971,7,0,1,303,D,,A,08,D,,A,,A,,,4000,A,D
20233,05442011,3,0,1,303,D,,A,13,D,,A,,A,,,3300,A,D
20233,05442281,15,0,1,100,D,2,D,13,D,,A,,A,,,1200,A,D
20233,05442521,7,0,1,200,D,,A,08,D,,A,,A,,,860,A,D
20233,05442981,4,0,1,100,D,1,D,13,D,,A,,A,,,600,A,D
20233,05442981,5,0,1,321,D,,A,,A,2,D,,A,2,,16,D,D
20233,05442991,8,0,1,100,D,2,D,13,D,,A,,A,,,1050,A,D
20233,05442991,9,0,1,301,D,,A,13,D,,A,,A,,,7500,A,D
20233,05443341,6,0,1,100,D,2,D,13,D,,A,,A,,,900,A,D
20233,05443341,7,0,1,200,D,,A,08,D,,A,,A,,,1500,A,D
20233,05443341,8,0,1,200,D,,A,08,D,,A,,A,,,100,A,D
20233,05443341,9,0,1,225,D,,A,13,D,,A,,A,,,450,A,D
20233,05443371,4,0,1,200,D,,A,13,D,,A,,A,,,2400,A,D
20233,05443391,3,0,1,301,D,,A,06,D,,A,,A,,,600,A,D
20233,05443801,5,0,1,100,D,2,D,13,D,,A,,A,,,7800,A,D
20233,05444041,15,0,1,303,D,,A,08,D,,A,,A,,,40000,A,D
20233,05444041,16,0,1,310,D,,A,08,D,,A,,A,,,13333,A,D
20233,05444041,17,0,1,321,D,,A,,A,5,D,6667,D,,,6667,A,D
20233,05444321,6,0,1,200,D,,A,13,D,,A,,A,,,3240,A,D
20233,05444321,7,0,1,301,D,,A,13,D,,A,,A,,,1500,A,D
20233,05444321,8,0,1,321,D,,A,,A,2,D,,A,1,,49,D,D
20233,05444681,6,0,1,303,D,,A,13,D,,A,,A,,,300,A,D
20233,05444761,10,0,1,303,D,,A,07,D,,A,,A,,1,5190,A,D
20233,05444761,11,0,1,303,D,,A,07,D,,A,,A,,1,250,A,D
20233,05444851,3,0,1,200,D,,A,06,D,,A,,A,,,1275,A,D
20233,05444951,7,0,1,365,D,,A,07,D,,A,,A,,,50,A,D
20233,05444951,8,0,1,321,D,,A,,A,5,D,100,D,,,100,A,D
20233,05445001,16,0,1,100,D,2,D,13,D,,A,,A,,,90,A,D
20233,05445001,17,0,1,301,D,,A,08,D,,A,,A,,,235,A,D
20233,05445001,18,0,1,335,D,,A,13,D,,A,,A,,,,A,H
20233,05445001,18,1,1,310,D,,A,13,D,,A,,A,,,831,A,E
20233,05445001,18,2,1,321,D,,A,13,D,,A,,A,,,65,A,E
20233,05445001,18,3,1,303,D,,A,13,D,,A,,A,,,898,A,E
20233,05445001,19,0,1,321,D,,A,,A,4,D,,A,2,,150,D,D
20233,05445231,9,0,1,310,D,,A,13,D,,A,,A,,,3600,A,D
20233,05445231,10,0,1,321,D,,A,,A,4,D,,A,1,,400,D,D
20233,05445231,11,0,1,345,D,,A,06,D,,A,,A,,,100,A,D
20233,05445541,9,0,1,303,D,,A,08,D,,A,,A,,,3500,A,D
20233,05445541,10,0,1,321,D,,A,,A,2,D,,A,2,,150,D,D
20233,05445571,12,0,1,100,D,2,D,13,D,,A,,A,,,975,A,D
20233,05445571,13,0,1,365,D,,A,08,D,,A,,A,,,75,A,D
20233,05445581,6,0,1,301,D,,A,07,D,,A,,A,,,420,A,D
20233,05445581,7,0,1,321,D,,A,,A,4,D,,A,1,,40,D,D
20233,05445593,9,0,1,200,D,,A,13,D,,A,,A,,,2100,A,D
20233,05445661,6,0,1,200,D,,A,13,D,,A,,A,,,720,A,D
20233,05445981,7,0,1,200,D,,A,13,D,,A,,A,,,1500,A,D
20233,05445981,8,0,1,303,D,,A,06,D,,A,,A,,,2100,A,D
20233,05446011,5,0,1,225,D,,A,13,D,,A,,A,,,3000,A,D
20233,05446181,3,0,1,365,D,,A,07,D,,A,,A,,,300,A,D
20233,05446361,6,0,1,302,D,,A,13,D,,A,,A,,2,1500,A,D
20233,05446361,7,0,1,303,D,,A,08,D,,A,,A,,2,200,A,D
20233,05446361,8,0,1,302,D,,A,13,D,,A,,A,,2,360,A,D
20233,05446361,9,0,1,302,D,,A,06,D,,A,,A,,2,300,A,D
20233,05446361,10,0,1,365,D,,A,07,D,,A,,A,,2,360,A,D
20233,05446501,6,0,1,400,D,,A,13,D,,A,,A,,,,A,H
20233,05446501,6,1,1,345,D,,A,13,D,,A,,A,,,596,A,E
20233,05446501,6,2,1,200,D,,A,13,D,,A,,A,,,2404,A,E
20234,05251764,9,0,1,225,D,,A,13,D,,A,,A,,,4740,A,D
20234,05251854,8,0,1,345,D,,A,08,D,,A,,A,,,65,A,D
20234,05252034,4,0,1,100,D,1,D,13,D,,A,,A,,,300,A,D
20234,05252034,5,0,1,301,D,,A,09,D,,A,,A,,,110,A,D
20234,05252104,3,0,1,200,D,,A,13,D,,A,,A,,,1680,A,D
20234,05252394,13,0,1,345,D,,A,13,D,,A,,A,,,2400,A,D
20234,05252604,21,0,1,303,D,,A,13,D,,A,,A,,,5100,A,D
20234,05252814,6,0,1,303,D,,A,09,D,,A,,A,,,250,A,D
20234,05253614,10,0,1,303,D,,A,09,D,,A,,A,,1,2500,A,D
20234,05253664,4,0,2,200,D,,A,07,D,,A,,A,,1,600,A,D
20234,05253754,5,0,1,365,D,,A,08,D,,A,,A,,3,100,A,D
20234,05253844,5,0,1,365,D,,A,08,D,,A,,A,,,60,A,D
20234,05253964,4,0,1,225,D,,A,13,D,,A,,A,,,600,A,D
20234,05254014,7,0,1,321,D,,A,,A,4,D,,A,1,,500,D,D
20234,05254014,8,0,1,365,D,,A,08,D,,A,,A,,,450,A,D
20234,05254274,5,0,1,303,D,,A,08,D,,A,,A,,,3678,A,D
20234,05254284,5,0,1,400,D,,A,08,D,,A,,A,,,,A,H
20234,05254284,5,1,1,365,D,,A,08,D,,A,,A,,,378,A,E
20234,05254284,5,2,1,301,D,,A,08,D,,A,,A,,,422,A,E
20234,05254524,4,0,1,301,D,,A,08,D,,A,,A,,,140,A,D
20234,05254524,5,0,1,321,D,,A,,A,4,D,,A,1,,50,D,D
20234,05254704,7,0,1,301,D,,A,07,D,,A,,A,,,3500,A,D
20234,05254704,8,0,1,301,D,,A,08,D,,A,,A,,,3500,A,D
20234,05254704,9,0,1,301,D,,A,09,D,,A,,A,,,5000,A,D
20234,05254704,10,0,1,365,D,,A,08,D,,A,,A,,,200,A,D
20234,05254884,5,0,1,200,D,,A,13,D,,A,,A,,,3000,A,D
20234,05254884,6,0,1,321,D,,A,,A,4,D,,A,2,,100,D,D
20234,05254884,7,0,1,365,D,,A,08,D,,A,,A,,,150,A,D
20234,05255124,13,0,1,225,D,,A,13,D,,A,,A,,,4500,A,D
20234,05255124,14,0,2,225,D,,A,07,D,,A,,A,,,800,A,D
20234,05255494,3,0,1,200,D,,A,07,D,,A,,A,,,300,A,D
20234,05255494,4,0,1,200,D,,A,08,D,,A,,A,,,140,A,D
20234,05255494,5,0,1,200,D,,A,09,D,,A,,A,,,140,A,D
20234,05255554,6,0,1,200,D,,A,07,D,,A,,A,,,1600,A,D
20234,05255554,7,0,1,200,D,,A,08,D,,A,,A,,,1000,A,D
20234,05255554,8,0,1,200,D,,A,09,D,,A,,A,,,720,A,D
20234,05255554,9,0,1,301,D,,A,08,D,,A,,A,,,150,A,D
20234,05255554,10,0,1,321,D,,A,,A,4,D,,A,1,,30,D,D
20234,05255554,11,0,1,365,D,,A,08,D,,A,,A,,,120,A,D
20234,05255574,6,0,1,365,D,,A,08,D,,A,,A,,,50,A,D
20234,05255634,6,0,1,345,D,,A,07,D,,A,,A,,,450,A,D
20234,05255884,5,0,1,100,D,1,D,09,D,,A,,A,,,9500,A,D
20234,05256024,4,0,2,303,D,,A,07,D,,A,,A,,,4500,A,D
20234,05256074,7,0,1,303,D,,A,07,D,,A,,A,,,990,A,D
20234,05256074,8,0,1,365,D,,A,07,D,,A,,A,,,30,A,D
20234,05256304,6,0,1,225,D,,A,13,D,,A,,A,,,300,A,D
20234,05256424,8,0,1,100,D,2,D,07,D,,A,,A,,,100,A,D
20234,05256424,9,0,1,100,D,2,D,09,D,,A,,A,,,2740,A,D
20234,05256424,10,0,1,225,D,,A,13,D,,A,,A,,,1500,A,D
20234,05256644,7,0,1,200,D,,A,13,D,,A,,A,,,3060,A,D
20234,05257054,7,0,1,200,D,,A,13,D,,A,,A,,,3600,A,D
20234,05257194,16,0,1,225,D,,A,13,D,,A,,A,,,540,A,D
20234,05258004,9,0,1,303,D,,A,07,D,,A,,A,,,12226,A,D
20234,05258004,10,0,1,310,D,,A,13,D,,A,,A,,,3690,A,D
20234,05258054,6,0,1,365,D,,A,08,D,,A,,A,,,50,A,D
20234,05258714,8,0,1,365,D,,A,08,D,,A,,A,,,150,A,D
20234,05259254,6,0,1,200,D,,A,13,D,,A,,A,,,1800,A,D
20234,05259304,9,0,1,365,D,,A,08,D,,A,,A,,,76,A,D
20234,05259424,8,0,1,303,D,,A,08,D,,A,,A,,,75,A,D
20234,05259744,6,0,1,225,D,,A,13,D,,A,,A,,,10500,A,D
20234,05259744,7,0,1,200,D,,A,07,D,,A,,A,,,1300,A,D
20234,05259744,8,0,1,200,D,,A,08,D,,A,,A,,,1300,A,D
20234,05259744,9,0,1,200,D,,A,09,D,,A,,A,,,460,A,D
20234,05259794,6,0,1,100,D,1,D,13,D,,A,,A,,,300,A,D
20234,05259794,7,0,1,200,D,,A,09,D,,A,,A,,,145,A,D
20234,05259794,8,0,1,225,D,,A,13,D,,A,,A,,,6000,A,D
20234,05259794,9,0,1,303,D,,A,07,D,,A,,A,,,3100,A,D
20234,05259794,10,0,2,345,D,,A,07,D,,A,,A,,,40,A,D
20234,05260114,8,0,1,303,D,,A,13,D,,A,,A,,,207,A,D
20234,05260114,9,0,2,303,D,,A,07,D,,A,,A,,,69,A,D
20234,05260904,5,0,1,200,D,,A,07,D,,A,,A,,,477,A,D
20234,05260934,5,0,1,303,D,,A,07,D,,A,,A,,,150,A,D
20234,05261454,7,0,1,365,D,,A,08,D,,A,,A,,,3000,A,D
20234,05261564,12,0,1,400,D,,A,07,D,,A,,A,,,,A,H
20234,05261564,12,1,1,365,D,,A,07,D,,A,,A,,,35,A,E
20234,05261564,12,2,1,345,D,,A,07,D,,A,,A,,,115,A,E
20234,05261684,9,0,1,365,D,,A,08,D,,A,,A,,,60,A,D
20234,05261854,9,0,1,301,D,,A,08,D,,A,,A,,,260,A,D
20234,05261854,10,0,1,303,D,,A,08,D,,A,,A,,,75,A,D
20234,05262364,8,0,1,310,D,,A,09,D,,A,,A,,,7200,A,D
20234,05262434,3,0,1,400,D,,A,13,D,,A,,A,,,,A,H
20234,05262434,3,1,1,365,D,,A,13,D,,A,,A,,,186,A,E
20234,05262434,3,2,1,303,D,,A,13,D,,A,,A,,,2064,A,E
20234,05263004,4,0,1,301,D,,A,08,D,,A,,A,,,1200,A,D
20234,05263014,8,0,1,400,D,,A,08,D,,A,,A,,,,A,H
20234,05263014,8,1,1,321,D,,A,08,D,,A,,A,,,292,A,E
20234,05263014,8,2,1,365,D,,A,08,D,,A,,A,,,287,A,E
20234,05263014,8,3,1,302,D,,A,08,D,,A,,A,,,2849,A,E
20234,05263014,8,4,1,303,D,,A,08,D,,A,,A,,,5072,A,E
20234,05263014,9,0,1,310,D,,A,13,D,,A,,A,,,2625,A,D
20234,05263204,5,0,1,321,D,,A,,A,4,D,,A,2,,200,D,D
20234,05263204,6,0,1,365,D,,A,08,D,,A,,A,,,100,A,D
20234,05263204,7,0,1,301,D,,A,08,D,,A,,A,,,110,A,D
20234,05263344,10,0,1,303,D,,A,08,D,,A,,A,,,275,A,D
20234,05263344,11,0,1,365,D,,A,09,D,,A,,A,,,500,A,D
20234,05263424,11,0,1,100,D,2,D,13,D,,A,,A,,,1200,A,D
20234,05263424,12,0,1,700,D,,A,08,D,,A,,A,,,486,A,D
20234,05263424,13,0,1,700,D,,A,09,D,,A,,A,,,416,A,D
20234,05263424,14,0,1,700,D,,A,10,D,,A,,A,,,399,A,D
20234,05263604,8,0,1,200,D,,A,13,D,,A,,A,,,990,A,D
20234,05263604,9,0,1,200,D,,A,13,D,,A,,A,,,450,A,D
20234,05263864,7,0,1,700,D,,A,13,D,,A,,A,,,1920,A,D
20234,05263934,6,0,1,303,D,,A,09,D,,A,,A,,,150,A,D
20234,05264024,7,0,1,225,D,,A,08,D,,A,,A,,,300,A,D
20234,05264084,13,0,2,301,D,,A,08,D,,A,,A,,,315,A,D
20234,05264084,14,0,2,301,D,,A,08,D,,A,,A,,,100,A,D
20234,05264084,15,0,2,365,D,,A,08,D,,A,,A,,,50,A,D
20234,05264164,9,0,1,301,D,,A,13,D,,A,,A,,,450,A,D
20234,05264164,10,0,1,365,D,,A,08,D,,A,,A,,,550,A,D
20234,05264164,11,0,1,100,D,1,D,10,D,,A,,A,,,800,A,D
20234,05264334,4,0,1,345,D,,A,08,D,,A,,A,,,200,A,D
20234,05264334,5,0,1,345,D,,A,09,D,,A,,A,,,200,A,D
20234,05264334,6,0,1,345,D,,A,10,D,,A,,A,,,200,A,D
20234,05264334,7,0,1,302,D,,A,10,D,,A,,A,,,475,A,D
20234,05264354,15,0,1,303,D,,A,08,D,,A,,A,,,400,A,D
20234,05264354,16,0,1,303,D,,A,09,D,,A,,A,,,3800,A,D
20234,05264354,17,0,1,303,D,,A,09,D,,A,,A,,,1500,A,D
20234,05264354,18,0,1,303,D,,A,10,D,,A,,A,,,400,A,D
20234,05264474,6,0,1,321,D,,A,,A,4,D,,A,1,,30,D,D
20234,05264474,7,0,1,365,D,,A,08,D,,A,,A,,,50,A,D
20234,05264644,4,0,1,365,D,,A,09,D,,A,,A,,,200,A,D
20234,05264654,5,0,1,200,D,,A,13,D,,A,,A,,,645,A,D
20234,05264854,11,0,1,303,D,,A,13,D,,A,,A,,,1320,A,D
20234,05264854,12,0,1,303,D,,A,09,D,,A,,A,,,500,A,D
20234,05264854,13,0,1,365,D,,A,08,D,,A,,A,,,250,A,D
20234,05264854,14,0,2,303,D,,A,08,D,,A,,A,,,400,A,D
20234,05264854,15,0,2,303,D,,A,08,D,,A,,A,,,400,A,D
20234,05265494,4,0,1,321,D,,A,,A,5,D,189,D,,,189,A,D
20234,05265494,5,0,1,365,D,,A,08,D,,A,,A,,,191,A,D
20234,05265844,4,0,1,301,D,,A,08,D,,A,,A,,,1300,A,D
20234,05266004,7,0,1,345,D,,A,09,D,,A,,A,,,4000,A,D
20234,05266004,8,0,2,303,D,,A,08,D,,A,,A,,,5330,A,D
20234,05266004,9,0,2,365,D,,A,08,D,,A,,A,,,450,A,D
20234,05266084,3,0,1,345,D,,A,10,D,,A,,A,,,100,A,D
20234,05266474,3,0,1,345,D,,A,10,D,,A,,A,,,280,A,D
20234,05266654,7,0,1,200,D,,A,13,D,,A,,A,,,1800,A,D
20234,05266654,8,0,1,301,D,,A,13,D,,A,,A,,,2100,A,D
20234,05266654,9,0,2,365,D,,A,08,D,,A,,A,,,400,A,D
20234,05266814,3,0,1,340,D,,A,13,D,,A,,A,,,480,A,D
20234,05266914,6,0,1,200,D,,A,13,D,,A,,A,,,450,A,D
20234,05266914,7,0,1,225,D,,A,13,D,,A,,A,,,150,A,D
20234,05267164,9,0,1,303,D,,A,13,D,,A,,A,,,450,A,D
20234,05267294,7,0,1,345,D,,A,13,D,,A,,A,,,1500,A,D
20234,05267524,10,0,1,100,D,2,D,13,D,,A,,A,,,750,A,D
20234,05267524,11,0,1,200,D,,A,08,D,,A,,A,,,700,A,D
20234,05267524,12,0,1,200,D,,A,13,D,,A,,A,,,4500,A,D
20234,05267524,13,0,1,321,D,,A,,A,4,D,,A,2,1,260,D,D
20234,05267854,5,0,1,303,D,,A,10,D,,A,,A,,,5000,A,D
20234,05267854,6,0,2,303,D,,A,08,D,,A,,A,,,5000,A,D
20234,05268034,4,0,1,301,D,,A,08,D,,A,,A,,,300,A,D
20234,05268154,8,0,1,200,D,,A,09,D,,A,,A,,,130,A,D
20234,05268154,9,0,1,200,D,,A,10,D,,A,,A,,,130,A,D
20234,05268174,8,0,1,321,D,,A,,A,5,D,10,D,,,10,A,D
20234,05268174,9,0,1,365,D,,A,10,D,,A,,A,,,10,A,D
20234,05268174,10,0,2,365,D,,A,08,D,,A,,A,,,50,A,D
20234,05268254,7,0,1,200,D,,A,13,D,,A,,A,,,900,A,D
20234,05268254,8,0,1,345,D,,A,13,D,,A,,A,,,1800,A,D
20234,05268564,10,0,1,100,D,2,D,13,D,,A,,A,,,1800,A,D
20234,05268564,11,0,1,100,D,1,D,10,D,,A,,A,,,10000,A,D
20234,05268564,12,0,1,200,D,,A,13,D,,A,,A,,,3873,A,D
20234,05268564,13,0,1,365,D,,A,08,D,,A,,A,,,600,A,D
20234,05268594,7,0,1,200,D,,A,13,D,,A,,A,,,2400,A,D
20234,05268864,7,0,1,303,D,,A,13,D,,A,,A,,,1800,A,D
20234,05269374,5,0,1,303,D,,A,08,D,,A,,A,,,365,A,D
20234,05269624,9,0,1,303,D,,A,10,D,,A,,A,,,1000,A,D
20234,05269664,14,0,1,303,D,,A,08,D,,A,,A,,,1017,A,D
20234,05269664,15,0,1,303,D,,A,10,D,,A,,A,,,1047,A,D
20234,05269664,16,0,2,303,D,,A,08,D,,A,,A,,,1070,A,D
20234,05269664,17,0,2,303,D,,A,08,D,,A,,A,,,30,A,D
20234,05269694,6,0,1,321,D,,A,,A,2,D,,A,12,,240,D,D
20234,05269794,3,0,1,301,D,,A,13,D,,A,,A,,,3300,A,D
20234,05270174,11,0,1,303,D,,A,13,D,,A,,A,,,12000,A,D
20234,05270174,12,0,1,303,D,,A,13,D,,A,,A,,,3600,A,D
20234,05270174,13,0,1,310,D,,A,13,D,,A,,A,,,6000,A,D
20234,05270224,5,0,1,225,D,,A,13,D,,A,,A,,,1200,A,D
20234,05270584,6,0,1,200,D,,A,13,D,,A,,A,,,2400,A,D
20234,05270584,7,0,1,200,D,,A,09,D,,A,,A,,,200,A,D
20234,05270584,8,0,1,200,D,,A,10,D,,A,,A,,,200,A,D
20234,05270824,7,0,1,321,D,,A,,A,4,D,,A,3,,300,D,D
20234,05270824,8,0,2,301,D,,A,08,D,,A,,A,,1,100,A,D
20234,05270824,9,0,2,365,D,,A,08,D,,A,,A,,2,80,A,D
20234,05271054,9,0,1,365,D,,A,09,D,,A,,A,,,100,A,D
20234,05271064,4,0,1,200,D,,A,13,D,,A,,A,,,900,A,D
20234,05271714,7,0,2,303,D,,A,08,D,,A,,A,,,3741,A,D
20234,05271914,5,0,1,200,D,,A,13,D,,A,,A,,,3000,A,D
20234,05272074,7,0,1,303,D,,A,08,D,,A,,A,,,6626,A,D
20234,05272074,8,0,1,303,D,,A,09,D,,A,,A,,,3293,A,D
20234,05272074,9,0,1,303,D,,A,10,D,,A,,A,,,3293,A,D
20234,05272214,5,0,1,200,D,,A,13,D,,A,,A,,2,1860,A,D
20234,05272344,10,0,1,200,D,,A,13,D,,A,,A,,,3900,A,D
20234,05272594,13,0,1,303,D,,A,08,D,,A,,A,,,4093,A,D
20234,05272774,6,0,1,303,D,,A,08,D,,A,,A,,,30000,A,D
20234,05272774,7,0,2,303,D,,A,08,D,,A,,A,,,50000,A,D
20234,05272914,7,0,1,303,D,,A,10,D,,A,,A,,,700,A,D
20234,05272914,8,0,1,365,D,,A,09,D,,A,,A,,,250,A,D
20234,05272914,9,0,1,345,D,,A,09,D,,A,,A,,,1000,A,D
20234,05272914,10,0,1,345,D,,A,10,D,,A,,A,,,1000,A,D
20234,05272964,9,0,1,303,D,,A,10,D,,A,,A,,,300,A,D
20234,05273044,5,0,1,345,D,,A,13,D,,A,,A,,,2400,A,D
20234,05273314,9,0,1,345,D,,A,09,D,,A,,A,,,345,A,D
20234,05273314,10,0,1,365,D,,A,10,D,,A,,A,,,15,A,D
20234,05273714,5,0,2,301,D,,A,08,D,,A,,A,,,200,A,D
20234,05273714,6,0,2,365,D,,A,08,D,,A,,A,,,120,A,D
20234,05273874,5,0,1,303,D,,A,09,D,,A,,A,,,1300,A,D
20234,05274004,3,0,2,365,D,,A,08,D,,A,,A,,,100,A,D
20234,05274014,4,0,1,303,D,,A,13,D,,A,,A,,,3300,A,D
20234,05274174,8,0,1,321,D,,A,,A,4,D,,A,3,,300,D,D
20234,05274174,9,0,1,365,D,,A,08,D,,A,,A,,,62,A,D
20234,05274194,6,0,1,301,D,,A,08,D,,A,,A,,,420,A,D
20234,05274194,7,0,1,321,D,,A,,A,2,D,,A,1,,50,D,D
20234,05274224,7,0,1,303,D,,A,08,D,,A,,A,,1,7000,A,D
20234,05274544,8,0,1,365,D,,A,13,D,,A,,A,,,300,A,D
20234,05274544,9,0,1,302,D,,A,09,D,,A,,A,,,900,A,D
20234,05274664,5,0,2,365,D,,A,08,D,,A,,A,,,100,A,D
20234,05274754,4,0,1,200,D,,A,13,D,,A,,A,,,1500,A,D
20234,05274754,5,0,1,301,D,,A,13,D,,A,,A,,,4200,A,D
20234,05274864,12,0,1,225,D,,A,13,D,,A,,A,,,165,A,D
20234,05274864,13,0,1,321,D,,A,,A,4,D,,A,3,,300,D,D
