QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,FCECODE,FCECODE_,FCESAV,FCESAV_,FCEMO,FCEMO_,FCESCHPD,FCES_HPD,FCESMTX,FCESMTX_,FCENUM2,FCEPURCH,JFCENMQV,FCENUM2_,JFCE_MQV
20232,05350231,4,0,1,310,D,,A,02,D,,A,,A,,,3000,A,D
20232,05350231,5,0,1,365,D,,A,02,D,,A,,A,,,150,A,D
20232,05350481,6,0,1,303,D,,A,04,D,,A,,A,,,1245,A,D
20232,05350581,15,0,1,301,D,,A,13,D,,A,,A,,,2400,A,D
20232,05350581,16,0,1,225,D,,A,13,D,,A,,A,,,480,A,D
20232,05350691,8,0,1,400,D,,A,02,D,,A,,A,,,,A,H
20232,05350691,8,1,1,365,D,,A,02,D,,A,,A,,,11,A,E
20232,05350691,8,2,1,303,D,,A,02,D,,A,,A,,,524,A,E
20232,05350691,9,0,1,321,D,,A,,A,4,D,,A,3,,300,D,D
20232,05350721,5,0,1,200,D,,A,13,D,,A,,A,,,2400,A,D
20232,05350721,6,0,1,301,D,,A,13,D,,A,,A,,,2100,A,D
20232,05350721,7,0,1,100,D,2,D,13,D,,A,,A,,,600,A,D
20232,05350721,8,0,1,345,D,,A,04,D,,A,,A,,,240,A,D
20232,05351011,4,0,1,200,D,,A,13,D,,A,,A,,,1020,A,D
20232,05351011,5,0,1,365,D,,A,04,D,,A,,A,,,280,A,D
20232,05351041,6,0,1,200,D,,A,13,D,,A,,A,,,45,A,D
20232,05351081,6,0,1,321,D,,A,,A,4,D,,A,1,,120,D,D
20232,05351101,9,0,1,303,D,,A,13,D,,A,,A,,,3300,A,D
20232,05351181,6,0,1,303,D,,A,04,D,,A,,A,,,9800,A,D
20232,05351181,7,0,1,365,D,,A,04,D,,A,,A,,,150,A,D
20232,05351181,8,0,1,321,D,,A,,A,4,D,,A,3,2,210,D,D
20232,05352121,5,0,1,100,D,2,D,13,D,,A,,A,,,150,A,D
20232,05352121,6,0,1,200,D,,A,13,D,,A,,A,,,1500,A,D
20232,05352131,4,0,1,303,D,,A,02,D,,A,,A,,,500,A,D
20232,05352131,5,0,1,303,D,,A,02,D,,A,,A,,,500,A,D
20232,05352221,5,0,1,302,D,,A,13,D,,A,,A,,,717,A,D
20232,05352443,6,0,1,365,D,,A,03,D,,A,,A,,,100,A,D
20232,05352481,3,0,1,345,D,,A,13,D,,A,,A,,,480,A,D
20232,05353051,5,0,1,200,D,,A,13,D,,A,,A,,,7200,A,D
20232,05353291,4,0,1,100,D,2,D,13,D,,A,,A,,,6000,A,D
20232,05353551,7,0,1,303,D,,A,03,D,,A,,A,,,6045,A,D
20232,05353691,4,0,1,310,D,,A,13,D,,A,,A,,,2622,A,D
20232,05353731,5,0,1,301,D,,A,13,D,,A,,A,,,2100,A,D
20232,05354011,4,0,1,200,D,,A,13,D,,A,,A,,,75,A,D
20232,05354221,3,0,1,303,D,,A,04,D,,A,,A,,,1000,A,D
20232,05354391,12,0,1,365,D,,A,02,D,,A,,A,,,8,A,D
20232,05354391,13,0,1,365,D,,A,02,D,,A,,A,,,8,A,D
20232,05354391,14,0,1,365,D,,A,02,D,,A,,A,,,8,A,D
20232,05354461,5,0,1,310,D,,A,13,D,,A,,A,,,3000,A,D
20232,05354461,6,0,1,365,D,,A,02,D,,A,,A,,,200,A,D
20232,05354491,7,0,1,700,D,,A,13,D,,A,,A,,,4500,A,D
20232,05355021,4,0,1,301,D,,A,02,D,,A,,A,,,475,A,D
20232,05355171,4,0,1,301,D,,A,04,D,,A,,A,,,1000,A,D
20232,05355321,8,0,1,200,D,,A,13,D,,A,,A,,1,3600,A,D
20232,05355321,9,0,1,345,D,,A,13,D,,A,,A,,,825,A,D
20232,05355321,10,0,1,321,D,,A,,A,4,D,,A,1,,50,D,D
20232,05355941,13,0,1,303,D,,A,05,D,,A,,A,,,2000,A,D
20232,05355941,14,0,1,365,D,,A,05,D,,A,,A,,,75,A,D
20232,05356091,7,0,1,321,D,,A,,A,2,D,,A,1,,25,D,D
20232,05356091,8,0,1,321,D,,A,,A,2,D,,A,2,,100,D,D
20232,05356161,4,0,1,200,D,,A,13,D,,A,,A,,,1200,A,D
20232,05356221,5,0,1,345,D,,A,13,D,,A,,A,,,975,A,D
20232,05356261,4,0,1,301,D,,A,13,D,,A,,A,,,1500,A,D
20232,05356301,3,0,1,301,D,,A,13,D,,A,,A,,,1440,A,D
20232,05356301,4,0,1,321,D,,A,,A,5,D,200,D,,2,200,A,D
20232,05356361,3,0,1,303,D,,A,03,D,,A,,A,,,1800,A,D
20232,05356361,4,0,1,365,D,,A,03,D,,A,,A,,,200,A,D
20232,05356511,4,0,1,321,D,,A,,A,5,D,50,D,,2,50,A,D
20232,05356631,6,0,1,310,D,,A,13,D,,A,,A,,,3300,A,D
20232,05356811,7,0,1,100,D,2,D,13,D,,A,,A,,,900,A,D
20232,05357031,10,0,1,301,D,,A,03,D,,A,,A,,,300,A,D
20232,05357031,11,0,1,200,D,,A,03,D,,A,,A,,,40,A,D
20232,05357111,8,0,1,200,D,,A,13,D,,A,,A,,1,4605,A,D
20232,05357181,8,0,1,303,D,,A,13,D,,A,,A,,,525,A,D
20232,05357461,5,0,1,303,D,,A,13,D,,A,,A,,,900,A,D
20232,05357461,6,0,1,310,D,,A,13,D,,A,,A,,,2100,A,D
20232,05357681,8,0,1,225,D,,A,13,D,,A,,A,,,1500,A,D
20232,05357711,11,0,1,200,D,,A,13,D,,A,,A,,1,3072,A,D
20232,05357781,8,0,1,345,D,,A,13,D,,A,,A,,,675,A,D
20232,05357781,9,0,1,345,D,,A,13,D,,A,,A,,,405,A,D
20232,05357941,6,0,1,200,D,,A,13,D,,A,,A,,,2520,A,D
20232,05358441,25,0,1,303,D,,A,05,D,,A,,A,,,5000,A,D
20232,05358591,6,0,1,700,D,,A,13,D,,A,,A,,,1200,A,D
20232,05358641,6,0,1,200,D,,A,13,D,,A,,A,,,6900,A,D
20232,05358641,7,0,1,225,D,,A,13,D,,A,,A,,,240,A,D
20232,05358891,4,0,1,303,D,,A,05,D,,A,,A,,,2000,A,D
20232,05359131,3,0,1,303,D,,A,04,D,,A,,A,,,5000,A,D
20232,05359474,6,0,1,303,D,,A,03,D,,A,,A,,,600,A,D
20232,05359631,3,0,1,303,D,,A,03,D,,A,,A,,1,55,A,D
20232,05359631,4,0,1,345,D,,A,03,D,,A,,A,,,200,A,D
20232,05359631,5,0,1,321,D,,A,,A,4,D,,A,3,,270,D,D
20232,05359731,7,0,1,200,D,,A,13,D,,A,,A,,,3600,A,D
20232,05359731,8,0,1,225,D,,A,13,D,,A,,A,,,900,A,D
20232,05359911,6,0,1,200,D,,A,13,D,,A,,A,,,900,A,D
20232,05360271,4,0,1,200,D,,A,05,D,,A,,A,,2,560,A,D
20232,05360311,8,0,1,200,D,,A,13,D,,A,,A,,,2250,A,D
20232,05360371,6,0,1,321,D,,A,,A,2,D,,A,1,,60,D,D
20232,05360501,6,0,1,100,D,1,D,13,D,,A,,A,,,300,A,D
20232,05360501,7,0,1,345,D,,A,13,D,,A,,A,,,360,A,D
20232,05360691,7,0,1,200,D,,A,13,D,,A,,A,,,2310,A,D
20232,05360691,8,0,1,100,D,2,D,13,D,,A,,A,,,702,A,D
20232,05360823,6,0,1,310,D,,A,03,D,,A,,A,,,2000,A,D
20232,05360831,6,0,1,303,D,,A,13,D,,A,,A,,,9900,A,D
20232,05360831,7,0,1,310,D,,A,13,D,,A,,A,,,10500,A,D
20232,05360831,8,0,1,330,D,,A,,A,5,D,1,D,,,,A,H
20232,05360831,8,1,1,310,D,,A,,A,,A,,A,,,1,A,E
20232,05360841,12,0,1,100,D,2,D,13,D,,A,,A,,,720,A,D
20232,05360841,13,0,1,303,D,,A,03,D,,A,,A,,,70,A,D
20232,05360901,4,0,1,225,D,,A,13,D,,A,,A,,,1248,A,D
20232,05360901,5,0,1,321,D,,A,,A,4,D,,A,1,,90,D,D
20232,05361511,5,0,1,303,D,,A,05,D,,A,,A,,,400,A,D
20232,05361941,3,0,1,321,D,,A,,A,5,D,80,D,,,80,A,D
20232,05362133,9,0,1,200,D,,A,13,D,,A,,A,,,1800,A,D
20232,05362211,16,0,1,303,D,,A,05,D,,A,,A,,,11000,A,D
20232,05362211,17,0,1,303,D,,A,05,D,,A,,A,,,3600,A,D
20232,05362211,18,0,1,310,D,,A,13,D,,A,,A,,,3600,A,D
20232,05362211,19,0,1,321,D,,A,,A,5,D,400,D,,,400,A,D
20232,05362211,20,0,1,365,D,,A,05,D,,A,,A,,,320,A,D
20232,05362211,21,0,1,345,D,,A,13,D,,A,,A,,,45,A,D
20232,05362761,6,0,1,303,D,,A,05,D,,A,,A,,,500,A,D
20232,05362833,10,0,1,225,D,,A,13,D,,A,,A,,,3600,A,D
20232,05362891,3,0,1,303,D,,A,13,D,,A,,A,,1,4500,A,D
20232,05362981,4,0,1,225,D,,A,13,D,,A,,A,,,900,A,D
20232,05362981,5,0,1,303,D,,A,05,D,,A,,A,,,750,A,D
20232,05363181,8,0,1,200,D,,A,13,D,,A,,A,,,840,A,D
20232,05363201,4,0,1,303,D,,A,03,D,,A,,A,,,5000,A,D
20232,05363381,4,0,1,303,D,,A,03,D,,A,,A,,,2200,A,D
20232,05363381,5,0,1,365,D,,A,03,D,,A,,A,,,200,A,D
20232,05363591,12,0,1,200,D,,A,13,D,,A,,A,,,2160,A,D
20232,05363591,13,0,1,225,D,,A,13,D,,A,,A,,,1500,A,D
20232,05363591,14,0,1,321,D,,A,,A,1,D,,A,13,,325,D,D
20232,05363701,7,0,1,700,D,,A,05,D,,A,,A,,,2700,A,D
20232,05363701,8,0,1,700,D,,A,05,D,,A,,A,,,600,A,D
20232,05364161,8,0,1,303,D,,A,05,D,,A,,A,,,1000,A,D
20232,05364211,4,0,1,200,D,,A,13,D,,A,,A,,,1200,A,D
20232,05364311,14,0,1,200,D,,A,13,D,,A,,A,,,3000,A,D
20232,05364531,7,0,1,303,D,,A,03,D,,A,,A,,,2300,A,D
20232,05364561,4,0,1,200,D,,A,13,D,,A,,A,,,2400,A,D
20232,05364561,5,0,1,100,D,2,D,13,D,,A,,A,,,600,A,D
20232,05364651,6,0,1,302,D,,A,05,D,,A,,A,,,310,A,D
20232,05364651,7,0,1,365,D,,A,13,D,,A,,A,,,150,A,D
20232,05364891,6,0,1,303,D,,A,13,D,,A,,A,,,1500,A,D
20232,05365021,4,0,1,200,D,,A,13,D,,A,,A,,,1500,A,D
20232,05365131,9,0,1,200,D,,A,13,D,,A,,A,,,2241,A,D
20232,05365321,4,0,1,303,D,,A,03,D,,A,,A,,1,8106,A,D
20232,05365321,5,0,1,400,D,,A,03,D,,A,,A,,,,A,H
20232,05365321,5,1,1,303,D,,A,03,D,,A,,A,,,269,A,E
20232,05365321,5,2,1,310,D,,A,03,D,,A,,A,,,482,A,E
20232,05365641,9,0,1,200,D,,A,05,D,,A,,A,,,1362,A,D
20232,05365641,10,0,1,100,D,1,D,13,D,,A,,A,,,780,A,D
20232,05365641,11,0,1,100,D,2,D,13,D,,A,,A,,,750,A,D
20232,05365641,12,0,1,365,D,,A,05,D,,A,,A,,,30,A,D
20232,05365851,6,0,1,365,D,,A,13,D,,A,,A,,,60,A,D
20232,05365861,6,0,1,200,D,,A,13,D,,A,,A,,,750,A,D
20232,05365901,6,0,1,100,D,2,D,13,D,,A,,A,,,900,A,D
20232,05365901,7,0,1,321,D,,A,,A,5,D,150,D,,,150,A,D
20232,05365971,5,0,1,345,D,,A,03,D,,A,,A,,,1000,A,D
20232,05365971,6,0,1,345,D,,A,04,D,,A,,A,,,1000,A,D
20232,05365971,7,0,1,345,D,,A,05,D,,A,,A,,,1000,A,D
20232,05366041,5,0,1,200,D,,A,13,D,,A,,A,,,2700,A,D
20232,05366251,8,0,1,100,D,2,D,13,D,,A,,A,,,180,A,D
20232,05366251,9,0,1,225,D,,A,03,D,,A,,A,,,80,A,D
20232,05366251,10,0,1,225,D,,A,04,D,,A,,A,,,80,A,D
20232,05366271,5,0,1,100,D,2,D,13,D,,A,,A,,,300,A,D
20232,05366334,4,0,1,100,D,1,D,04,D,,A,,A,,,750,A,D
20232,05366441,6,0,1,321,D,,A,,A,2,D,,A,12,,360,D,D
20232,05366611,5,0,1,200,D,,A,13,D,,A,,A,,,1440,A,D
20233,05201694,9,0,1,225,D,,A,06,D,,A,,A,,,100,A,D
20233,05201694,10,0,1,225,D,,A,13,D,,A,,A,,,5400,A,D
20233,05201874,9,0,1,100,D,2,D,13,D,,A,,A,,,300,A,D
20233,05201874,10,0,1,301,D,,A,13,D,,A,,A,,,2880,A,D
20233,05201934,5,0,1,100,D,1,D,13,D,,A,,A,,,750,A,D
20233,05202424,3,0,1,303,D,,A,05,D,,A,,A,,,200,A,D
20233,05202424,4,0,1,365,D,,A,05,D,,A,,A,,,50,A,D
20233,05202614,4,0,1,100,D,1,D,13,D,,A,,A,,,300,A,D
20233,05203054,4,0,1,303,D,,A,06,D,,A,,A,,,3000,A,D
20233,05203334,3,0,1,301,D,,A,13,D,,A,,A,,,4500,A,D
20233,05203344,4,0,1,200,D,,A,13,D,,A,,A,,,5400,A,D
20233,05203584,8,0,1,100,D,2,D,13,D,,A,,A,,,300,A,D
20233,05203664,11,0,1,303,D,,A,04,D,,A,,A,,,300,A,D
20233,05204244,10,0,1,200,D,,A,13,D,,A,,A,,3,525,A,D
20233,05204394,3,0,1,365,D,,A,06,D,,A,,A,,,130,A,D
20233,05204614,9,0,1,301,D,,A,05,D,,A,,A,,,700,A,D
20233,05204614,10,0,1,301,D,,A,06,D,,A,,A,,,500,A,D
20233,05205004,8,0,1,100,D,2,D,13,D,,A,,A,,,180,A,D
20233,05205064,4,0,1,200,D,,A,04,D,,A,,A,,,740,A,D
20233,05205064,5,0,1,200,D,,A,05,D,,A,,A,,,740,A,D
20233,05205064,6,0,1,200,D,,A,06,D,,A,,A,,,450,A,D
20233,05205514,11,0,1,100,D,2,D,13,D,,A,,A,,,2700,A,D
20233,05206144,5,0,1,303,D,,A,06,D,,A,,A,,,3000,A,D
20233,05206474,5,0,2,365,D,,A,04,D,,A,,A,,,1090,A,D
20233,05206894,5,0,1,400,D,,A,04,D,,A,,A,,,,A,H
20233,05206894,5,1,1,365,D,,A,04,D,,A,,A,,,64,A,E
20233,05206894,5,2,1,303,D,,A,04,D,,A,,A,,,636,A,E
20233,05207204,3,0,1,700,D,,A,13,D,,A,,A,,,12000,A,D
20233,05207544,3,0,1,200,D,,A,13,D,,A,,A,,,3000,A,D
20233,05207674,5,0,1,303,D,,A,05,D,,A,,A,,,550,A,D
20233,05207734,7,0,1,365,D,,A,06,D,,A,,A,,,60,A,D
20233,05207734,8,0,1,321,D,,A,,A,5,D,300,D,,,300,A,D
20233,05207764,7,0,1,301,D,,A,06,D,,A,,A,,,320,A,D
20233,05207764,8,0,1,301,D,,A,04,D,,A,,A,,,390,A,D
20233,05208554,9,0,1,321,D,,A,,A,4,D,,A,3,,120,D,D
20233,05208704,5,0,1,301,D,,A,05,D,,A,,A,,,25863,A,D
20233,05208704,6,0,1,345,D,,A,06,D,,A,,A,,,325,A,D
20233,05208704,7,0,1,225,D,,A,06,D,,A,,A,,,1352,A,D
20233,05208744,4,0,1,365,D,,A,06,D,,A,,A,,,200,A,D
20233,05209424,4,0,1,310,D,,A,13,D,,A,,A,,,4500,A,D
20233,05209424,5,0,1,321,D,,A,,A,4,D,,A,2,,200,D,D
20233,05209454,5,0,1,200,D,,A,13,D,,A,,A,,,4275,A,D
20233,05209734,7,0,1,200,D,,A,04,D,,A,,A,,,80,A,D
20233,05209734,8,0,1,200,D,,A,05,D,,A,,A,,,80,A,D
20233,05209734,9,0,1,200,D,,A,06,D,,A,,A,,,80,A,D
20233,05210314,5,0,1,303,D,,A,13,D,,A,,A,,,2400,A,D
20233,05210314,6,0,1,365,D,,A,06,D,,A,,A,,,200,A,D
20233,05210434,4,0,1,303,D,,A,04,D,,A,,A,,,300,A,D
20233,05210704,7,0,1,301,D,,A,06,D,,A,,A,,,66,A,D
20233,05210734,5,0,1,310,D,,A,13,D,,A,,A,,,1500,A,D
20233,05210734,6,0,1,365,D,,A,13,D,,A,,A,,1,150,A,D
20233,05210744,9,0,1,100,D,2,D,13,D,,A,,A,,,600,A,D
20233,05211344,5,0,1,321,D,,A,,A,4,D,,A,1,,45,D,D
20233,05211674,6,0,1,321,D,,A,,A,4,D,,A,2,,100,D,D
20233,05212154,3,0,1,100,D,2,D,13,D,,A,,A,,,150,A,D
20233,05212634,6,0,1,200,D,,A,04,D,,A,,A,,,150,A,D
20233,05212634,7,0,1,200,D,,A,05,D,,A,,A,,,120,A,D
20233,05212634,8,0,1,321,D,,A,,A,4,D,,A,1,,50,D,D
20233,05212664,16,0,1,400,D,,A,04,D,,A,,A,,,,A,H
20233,05212664,16,1,1,321,D,,A,04,D,,A,,A,,,375,A,E
20233,05212664,16,2,1,301,D,,A,04,D,,A,,A,,,1125,A,E
20233,05212664,17,0,1,400,D,,A,05,D,,A,,A,,,,A,H
20233,05212664,17,1,1,321,D,,A,05,D,,A,,A,,,375,A,E
20233,05212664,17,2,1,301,D,,A,05,D,,A,,A,,,1125,A,E
20233,05212664,18,0,1,303,D,,A,06,D,,A,,A,,,200,A,D
20233,05212664,19,0,1,345,D,,A,06,D,,A,,A,,,450,A,D
20233,05212664,20,0,1,345,D,,A,04,D,,A,,A,,,460,A,D
20233,05212664,21,0,1,345,D,,A,05,D,,A,,A,,,160,A,D
20233,05212724,14,0,1,200,D,,A,13,D,,A,,A,,,1200,A,D
20233,05212864,9,0,1,200,D,,A,04,D,,A,,A,,,700,A,D
20233,05212864,10,0,1,200,D,,A,05,D,,A,,A,,,700,A,D
20233,05213094,3,0,1,225,D,,A,13,D,,A,,A,,,1260,A,D
20233,05213424,13,0,1,100,D,1,D,13,D,,A,,A,,,660,A,D
20233,05213484,10,0,1,225,D,,A,13,D,,A,,A,,,3000,A,D
20233,05213614,9,0,1,225,D,,A,06,D,,A,,A,,,238,A,D
20233,05213704,7,0,1,200,D,,A,13,D,,A,,A,,,2370,A,D
20233,05213704,8,0,2,302,D,,A,05,D,,A,,A,,,5000,A,D
20233,05213714,3,0,1,365,D,,A,07,D,,A,,A,,,100,A,D
20233,05213874,9,0,1,345,D,,A,13,D,,A,,A,,,237,A,D
20233,05213934,3,0,1,303,D,,A,13,D,,A,,A,,,3459,A,D
20233,05214104,4,0,1,200,D,,A,13,D,,A,,A,,,3525,A,D
20233,05214104,5,0,2,303,D,,A,05,D,,A,,A,,,1662,A,D
20233,05214114,6,0,1,303,D,,A,05,D,,A,,A,,,2000,A,D
20233,05214214,5,0,1,310,D,,A,07,D,,A,,A,,,1200,A,D
20233,05214434,3,0,1,225,D,,A,07,D,,A,,A,,,100,A,D
20233,05214514,4,0,1,345,D,,A,13,D,,A,,A,,,360,A,D
20233,05214514,5,0,1,345,D,,A,07,D,,A,,A,,,70,A,D
20233,05214914,3,0,1,302,D,,A,06,D,,A,,A,,,200,A,D
20233,05214914,4,0,1,302,D,,A,06,D,,A,,A,,,245,A,D
20233,05215104,9,0,1,225,D,,A,05,D,,A,,A,,,800,A,D
20233,05215104,10,0,1,225,D,,A,06,D,,A,,A,,,400,A,D
20233,05215184,9,0,1,365,D,,A,07,D,,A,,A,,,37,A,D
20233,05215184,10,0,1,365,D,,A,05,D,,A,,A,,,49,A,D
20233,05215764,5,0,1,303,D,,A,13,D,,A,,A,,,750,A,D
20233,05215794,5,0,1,303,D,,A,06,D,,A,,A,,,230,A,D
20233,05215934,6,0,1,301,D,,A,06,D,,A,,A,,,500,A,D
20233,05215934,7,0,1,321,D,,A,,A,5,D,150,D,,,150,A,D
20233,05215964,15,0,1,310,D,,A,05,D,,A,,A,,,500,A,D
20233,05215964,16,0,1,321,D,,A,,A,4,D,,A,1,,250,D,D
20233,05216354,6,0,1,365,D,,A,07,D,,A,,A,,,15,A,D
20233,05216484,4,0,1,301,D,,A,13,D,,A,,A,,,4500,A,D
20233,05217044,4,0,1,302,D,,A,06,D,,A,,A,,,125,A,D
20233,05217044,5,0,1,302,D,,A,06,D,,A,,A,,,70,A,D
20233,05217234,4,0,1,303,D,,A,07,D,,A,,A,,,7000,A,D
20233,05217404,9,0,1,303,D,,A,06,D,,A,,A,,,1662,A,D
20233,05217634,8,0,1,303,D,,A,07,D,,A,,A,,,3000,A,D
20233,05217774,6,0,1,301,D,,A,13,D,,A,,A,,,450,A,D
20233,05217854,7,0,1,303,D,,A,13,D,,A,,A,,,3750,A,D
20233,05217854,8,0,1,365,D,,A,13,D,,A,,A,,,450,A,D
20233,05218184,3,0,1,365,D,,A,05,D,,A,,A,,,60,A,D
20233,05218554,4,0,1,303,D,,A,07,D,,A,,A,,,80,A,D
20233,05218674,7,0,1,200,D,,A,13,D,,A,,A,,,4416,A,D
20233,05218854,6,0,1,303,D,,A,05,D,,A,,A,,,980,A,D
20233,05218984,9,0,1,200,D,,A,05,D,,A,,A,,,150,A,D
20233,05218984,10,0,1,200,D,,A,06,D,,A,,A,,,1432,A,D
20233,05218984,11,0,1,200,D,,A,07,D,,A,,A,,,2100,A,D
20233,05219024,6,0,1,335,D,,A,06,D,,A,,A,,,,A,H
20233,05219024,6,1,1,310,D,,A,06,D,,A,,A,,,26204,A,T
20233,05219024,6,2,1,321,D,,A,06,D,,A,,A,,,5000,A,D
20233,05219024,6,3,1,303,D,,A,06,D,,A,,A,,,50000,A,D
20233,05219194,7,0,1,303,D,,A,13,D,,A,,A,,,720,A,D
20233,05219354,11,0,1,321,D,,A,,A,4,D,,A,1,,50,D,D
20233,05219354,12,0,1,365,D,,A,07,D,,A,,A,,,80,A,D
20233,05219364,6,0,1,225,D,,A,13,D,,A,,A,,,645,A,D
20233,05219374,9,0,1,365,D,,A,06,D,,A,,A,,,200,A,D
20233,05219634,10,0,1,365,D,,A,06,D,,A,,A,,,100,A,D
20233,05219824,3,0,1,700,D,,A,13,D,,A,,A,,,1500,A,D
20233,05219934,6,0,1,303,D,,A,13,D,,A,,A,,,6000,A,D
20233,05219934,7,0,1,100,D,1,D,13,D,,A,,A,,,435,A,D
20233,05219944,9,0,1,303,D,,A,05,D,,A,,A,,,915,A,D
20233,05219944,10,0,1,345,D,,A,05,D,,A,,A,,,160,A,D
20233,05219944,11,0,1,345,D,,A,06,D,,A,,A,,,280,A,D
20233,05219944,12,0,1,345,D,,A,07,D,,A,,A,,,360,A,D
20233,05219944,13,0,1,365,D,,A,13,D,,A,,A,,,30,A,D
20233,05219994,4,0,1,321,D,,A,,A,4,D,,A,1,1,400,D,D
20233,05220174,7,0,1,303,D,,A,05,D,,A,,A,,,400,A,D
20233,05220174,8,0,1,303,D,,A,06,D,,A,,A,,,400,A,D
20233,05220174,9,0,1,303,D,,A,07,D,,A,,A,,,1400,A,D
20233,05220174,10,0,1,365,D,,A,05,D,,A,,A,,,200,A,D
20233,05220174,11,0,1,365,D,,A,06,D,,A,,A,,,200,A,D
20233,05220174,12,0,1,365,D,,A,07,D,,A,,A,,,200,A,D
20233,05220194,7,0,1,365,D,,A,06,D,,A,,A,,,1500,A,D
20233,05220294,5,0,1,303,D,,A,07,D,,A,,A,,,250,A,D
20233,05220294,6,0,1,365,D,,A,05,D,,A,,A,,,89,A,D
20233,05220354,7,0,1,345,D,,A,13,D,,A,,A,,,1020,A,D
20233,05220354,8,0,1,365,D,,A,07,D,,A,,A,,,400,A,D
20233,05220474,4,0,1,301,D,,A,13,D,,A,,A,,,1800,A,D
20233,05220634,4,0,1,301,D,,A,13,D,,A,,A,,,192,A,D
20233,05220714,3,0,1,302,D,,A,13,D,,A,,A,,,1200,A,D
20233,05220914,4,0,1,225,D,,A,13,D,,A,,A,,,3000,A,D
20233,05221254,3,0,1,200,D,,A,13,D,,A,,A,,,228,A,D
20233,05221374,4,0,1,365,D,,A,06,D,,A,,A,,,215,A,D
20233,05221474,8,0,1,100,D,2,D,13,D,,A,,A,,,75,A,D
20233,05221884,4,0,1,302,D,,A,13,D,,A,,A,,,4599,A,D
20233,05221934,5,0,1,200,D,,A,05,D,,A,,A,,,350,A,D
20233,05221934,6,0,1,200,D,,A,06,D,,A,,A,,,300,A,D
20233,05221934,7,0,1,200,D,,A,07,D,,A,,A,,,400,A,D
20233,05221934,8,0,1,225,D,,A,06,D,,A,,A,,,80,A,D
20233,05221934,9,0,1,321,D,,A,,A,4,D,,A,1,,40,D,D
20233,05221934,10,0,1,345,D,,A,13,D,,A,,A,,,480,A,D
20233,05221964,5,0,1,200,D,,A,05,D,,A,,A,,,1420,A,D
20233,05221964,6,0,1,200,D,,A,06,D,,A,,A,,,1420,A,D
20233,05221964,7,0,1,200,D,,A,07,D,,A,,A,,,1620,A,D
20233,05222234,8,0,1,200,D,,A,07,D,,A,,A,,,475,A,D
20233,05222234,9,0,1,225,D,,A,06,D,,A,,A,,,20,A,D
20233,05222234,10,0,2,200,D,,A,05,D,,A,,A,,,347,A,D
20233,05222384,4,0,1,303,D,,A,07,D,,A,,A,,,300,A,D
20233,05222434,5,0,1,100,D,2,D,13,D,,A,,A,,,3900,A,D
20233,05222504,8,0,1,200,D,,A,05,D,,A,,A,,,50,A,D
20233,05222594,8,0,1,321,D,,A,,A,5,D,150,D,,,150,A,D
20233,05222594,9,0,1,365,D,,A,07,D,,A,,A,,,150,A,D
20233,05222604,5,0,1,100,D,2,D,13,D,,A,,A,,,300,A,D
20233,05222604,6,0,1,225,D,,A,06,D,,A,,A,,,2000,A,D
20233,05222604,7,0,1,225,D,,A,07,D,,A,,A,,,2000,A,D
20233,05222604,8,0,1,321,D,,A,,A,2,D,,A,2,,40,D,D
20233,05222604,9,0,1,365,D,,A,06,D,,A,,A,,,250,A,D
20233,05222604,10,0,1,365,D,,A,07,D,,A,,A,,,150,A,D
20233,05222604,11,0,1,345,D,,A,07,D,,A,,A,,,180,A,D
20233,05222854,5,0,1,365,D,,A,05,D,,A,,A,,,100,A,D
20233,05223094,3,0,1,200,D,,A,13,D,,A,,A,,,3600,A,D
20233,05223314,4,0,1,200,D,,A,05,D,,A,,A,,,130,A,D
20233,05223314,5,0,1,200,D,,A,06,D,,A,,A,,,568,A,D
20233,05223314,6,0,1,200,D,,A,07,D,,A,,A,,,436,A,D
20233,05223314,7,0,1,365,D,,A,07,D,,A,,A,,,30,A,D
20233,05223504,4,0,1,303,D,,A,05,D,,A,,A,,,211,A,D
20233,05223784,6,0,1,200,D,,A,05,D,,A,,A,,1,200,A,D
20233,05223784,7,0,1,225,D,,A,06,D,,A,,A,,,100,A,D
20233,05224134,4,0,2,303,D,,A,05,D,,A,,A,,,5000,A,D
20233,05224134,5,0,2,365,D,,A,05,D,,A,,A,,,1100,A,D
20233,05224334,3,0,1,200,D,,A,13,D,,A,,A,,,5400,A,D
20233,05224344,4,0,1,200,D,,A,13,D,,A,,A,,2,405,A,D
20233,05224644,25,0,1,321,D,,A,,A,4,D,,A,1,,90,D,D
20233,05224644,26,0,1,321,D,,A,,A,4,D,,A,1,,90,D,D
20233,05224644,27,0,1,301,D,,A,13,D,,A,,A,,,75,A,D
20233,05224644,28,0,1,365,D,,A,07,D,,A,,A,,,30,A,D
20233,05224744,10,0,2,303,D,,A,05,D,,A,,A,,,738,A,D
20233,05224934,4,0,1,303,D,,A,06,D,,A,,A,,,1450,A,D
20233,05225064,8,0,1,321,D,,A,,A,5,D,1000,D,,1,1000,A,D
20233,05225064,9,0,1,345,D,,A,13,D,,A,,A,,,210,A,D
20233,05225064,10,0,1,365,D,,A,08,D,,A,,A,,,200,A,D
20233,05225064,11,0,2,345,D,,A,06,D,,A,,A,,,169,A,D
20233,05225064,12,0,2,365,D,,A,06,D,,A,,A,,,115,A,D
