QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CLOTHYD,CLOTHYD_,CLSVGFTC,CLSV_FTC,CLOTHMOD,CLOT_MOD,CLSRVCX,CLSRVCX_,CLOTHD1,CLOTHD1_,CLOTHD2,CLOTHD2_,CLOTHD3,CLOTHD3_,CLOTHD4,CLOTHD4_,CLOTHD5,CLOTHD5_,CLOTHD6,CLOTHD6_,CLOTHD7,CLOTHD7_,CLOTHD8,CLOTHD8_,CLOTHD9,CLOTHD9_,CLDPURCH
20232,05091814,3,0,1,380,D,1,D,03,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05091814,4,0,1,380,D,1,D,02,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05091844,3,0,1,460,D,1,D,03,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05092234,2,0,1,370,D,1,D,01,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05092264,5,0,1,370,D,1,D,01,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05092264,6,0,1,370,D,1,D,02,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05092264,7,0,1,370,D,1,D,03,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05092404,3,0,1,470,D,1,D,03,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05092804,1,0,1,380,D,1,D,03,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05093064,2,0,1,370,D,1,D,03,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05093114,3,0,1,460,D,1,D,01,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05093114,4,0,1,470,D,1,D,03,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05093204,6,0,1,380,D,1,D,03,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20232,05093704,1,0,1,470,D,1,D,03,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05093884,10,0,1,480,D,1,D,01,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05094134,4,0,1,470,D,1,D,03,D,165,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05094904,2,0,1,480,D,1,D,01,D,199,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05095144,2,0,1,490,D,1,D,01,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05095324,1,0,1,120,D,1,D,01,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05095634,1,0,1,460,D,1,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05096174,5,0,1,380,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05096274,1,0,1,470,D,1,D,01,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05096274,2,0,2,370,D,1,D,01,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05096564,1,0,1,380,D,1,D,03,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05096574,1,0,1,380,D,1,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05096574,2,0,1,460,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05096724,1,0,1,460,D,1,D,02,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05096944,1,0,1,480,D,1,D,03,D,265,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05097274,1,0,1,380,D,1,D,02,D,430,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05097274,2,0,1,470,D,1,D,03,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05097694,2,0,2,370,D,1,D,01,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05097794,1,0,1,480,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05097794,2,0,2,480,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05097934,4,0,1,380,D,1,D,02,D,3500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05098524,2,0,1,450,D,1,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05098524,3,0,1,450,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05098524,4,0,1,450,D,1,D,03,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05099614,1,0,1,370,D,1,D,01,D,243,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05099874,3,0,1,370,D,1,D,03,D,72,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05099874,4,0,1,370,D,1,D,01,D,145,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05100054,2,0,1,380,D,1,D,03,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05101504,4,0,1,380,D,1,D,02,D,73,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05101664,2,0,1,380,D,2,D,02,D,73,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05101894,1,0,1,380,D,1,D,01,D,4000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05102564,7,0,1,370,D,1,D,04,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05102564,8,0,2,380,D,1,D,03,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05103224,1,0,2,470,D,2,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05103564,1,0,1,380,D,1,D,05,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20232,05103574,1,0,1,450,D,1,D,04,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05103914,1,0,1,460,D,1,D,04,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05104044,3,0,1,450,D,1,D,05,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05104044,4,0,2,120,D,1,D,03,D,231,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05104134,1,0,1,450,D,1,D,05,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05104534,1,0,1,380,D,1,D,05,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05104774,3,0,1,370,D,1,D,04,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05105084,2,0,1,380,D,1,D,05,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05105804,7,0,1,470,D,1,D,05,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05105944,4,0,1,380,D,1,D,05,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05106314,1,0,1,380,D,1,D,05,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05107454,4,0,1,380,D,1,D,05,D,141,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05107464,5,0,1,120,D,1,D,03,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20232,05107924,3,0,1,120,D,1,D,05,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05107924,4,0,1,450,D,1,D,05,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05108264,5,0,1,450,D,1,D,04,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05108264,6,0,2,450,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05108294,6,0,1,380,D,1,D,05,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05108334,1,0,1,380,D,2,D,03,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05108664,2,0,1,450,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05109114,4,0,1,380,D,2,D,05,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05109374,3,0,1,470,D,1,D,05,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05109484,2,0,1,370,D,1,D,05,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05109634,2,0,1,120,D,1,D,04,D,1284,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05109734,5,0,1,380,D,1,D,03,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05110674,5,0,1,460,D,1,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20232,05110734,2,0,1,120,D,1,D,05,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05111924,5,0,1,380,D,2,D,04,D,91,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05111924,6,0,2,380,D,2,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05112194,5,0,1,380,D,1,D,04,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05112374,3,0,1,380,D,1,D,04,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05112834,3,0,1,370,D,1,D,03,D,285,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05113134,1,0,1,450,D,1,D,03,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05114164,1,0,1,470,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05114254,3,0,1,370,D,1,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05114344,1,0,1,120,D,1,D,03,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05115664,2,0,2,380,D,1,D,02,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20232,05116034,1,0,1,380,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05116304,3,0,1,380,D,1,D,04,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05116434,1,0,1,460,D,1,D,02,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05116674,5,0,1,490,D,1,D,02,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05116674,6,0,1,490,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05116674,7,0,1,490,D,1,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05116804,2,0,1,480,D,2,D,04,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05117204,5,0,1,380,D,1,D,04,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05117984,3,0,1,450,D,1,D,04,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05118274,1,0,1,120,D,1,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05118394,5,0,1,380,D,1,D,02,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05118394,6,0,1,380,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05118884,4,0,1,120,D,1,D,02,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05119064,4,0,1,380,D,1,D,04,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20232,05119114,2,0,1,460,D,1,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05119634,1,0,1,450,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05120044,3,0,1,120,D,1,D,04,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05120214,10,0,1,370,D,1,D,04,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05120454,2,0,1,380,D,1,D,03,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05120994,8,0,1,380,D,1,D,02,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05120994,9,0,1,380,D,1,D,03,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05120994,10,0,1,380,D,1,D,04,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05121994,3,0,1,120,D,1,D,03,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05122454,1,0,1,380,D,1,D,03,D,163,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05122474,1,0,1,380,D,2,D,04,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05122734,2,0,1,380,D,2,D,02,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05122774,2,0,1,120,D,1,D,03,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05122774,3,0,1,380,D,1,D,02,D,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05122774,4,0,1,470,D,1,D,04,D,20,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05123294,1,0,1,460,D,1,D,04,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05123804,2,0,1,370,D,1,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05123804,3,0,1,380,D,1,D,04,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05123804,4,0,2,370,D,2,D,02,D,346,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05124014,1,0,1,380,D,1,D,04,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05124624,1,0,2,470,D,1,D,02,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05124794,2,0,1,380,D,1,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05124794,3,0,1,450,D,1,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05124864,1,0,1,380,D,1,D,02,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05124934,1,0,1,120,D,1,D,02,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05201813,1,0,1,380,D,1,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05201953,2,0,1,380,D,1,D,02,D,330,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05202023,2,0,1,380,D,1,D,01,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05202353,2,0,1,380,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05202443,2,0,1,380,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05203383,2,0,1,470,D,1,D,01,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05203663,2,0,1,380,D,1,D,03,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05204613,3,0,1,370,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05204613,4,0,1,380,D,1,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05204783,6,0,1,470,D,1,D,03,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05205283,2,0,2,450,D,1,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05205513,4,0,1,380,D,1,D,02,D,187,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05206003,1,0,1,470,D,1,D,02,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05206073,1,0,1,480,D,1,D,02,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05206293,2,0,1,380,D,1,D,03,D,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05206663,2,0,1,370,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05206843,1,0,1,490,D,1,D,01,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05206843,2,0,1,490,D,1,D,02,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05208023,5,0,1,370,D,1,D,01,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05208573,1,0,1,120,D,1,D,02,D,112,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05208723,2,0,1,380,D,1,D,03,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05209373,2,0,1,450,D,1,D,01,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05209383,4,0,1,380,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05209383,5,0,1,380,D,1,D,03,D,44,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05209383,6,0,1,450,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05209393,1,0,1,450,D,1,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05209613,2,0,1,450,D,1,D,03,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05210383,2,0,2,370,D,1,D,01,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05210623,2,0,1,460,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05210783,1,0,1,370,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05211203,1,0,1,120,D,1,D,03,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05211203,2,0,1,490,D,1,D,01,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05212003,1,0,1,450,D,1,D,01,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05212863,2,0,1,370,D,1,D,03,D,158,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05213163,1,0,1,450,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05213343,1,0,1,120,D,1,D,04,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05213363,2,0,2,450,D,1,D,02,D,267,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05213393,3,0,1,370,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05213393,4,0,1,380,D,1,D,04,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05213483,1,0,1,450,D,1,D,02,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05213733,1,0,1,380,D,1,D,04,D,168,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05214513,2,0,1,120,D,1,D,04,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05214713,4,0,1,380,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05215023,1,0,1,380,D,1,D,04,D,26,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05215183,6,0,1,470,D,1,D,02,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05215463,2,0,1,120,D,1,D,03,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20232,05215963,3,0,1,380,D,1,D,04,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05216013,5,0,1,380,D,1,D,02,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05216013,6,0,1,370,D,1,D,02,D,47,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05216013,7,0,1,370,D,1,D,03,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05217403,4,0,1,460,D,1,D,04,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05217633,5,0,1,380,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05217953,1,0,1,470,D,1,D,02,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05217953,2,0,2,470,D,1,D,02,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05219223,1,0,1,490,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05219223,2,0,1,490,D,1,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05219223,3,0,2,490,D,1,D,02,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05219363,3,0,1,460,D,1,D,02,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05220423,2,0,1,480,D,1,D,02,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05220423,3,0,1,380,D,2,D,04,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05220533,4,0,1,370,D,1,D,04,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05220683,3,0,1,460,D,1,D,03,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05220923,1,0,1,120,D,1,D,02,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05220923,2,0,1,480,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05221213,3,0,1,460,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05221213,4,0,1,450,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05221403,1,0,1,380,D,1,D,04,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05221403,2,0,1,470,D,1,D,04,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05221973,1,0,1,380,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05222233,2,0,2,470,D,1,D,02,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05222583,1,0,1,460,D,1,D,02,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05222583,2,0,1,460,D,1,D,03,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05222583,3,0,1,460,D,1,D,04,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05222853,2,0,1,460,D,1,D,04,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05223313,4,0,1,380,D,1,D,03,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05223313,5,0,1,380,D,1,D,04,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05223393,1,0,1,450,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05223433,1,0,1,120,D,1,D,03,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05223433,2,0,1,370,D,1,D,03,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05223633,2,0,1,380,D,1,D,04,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05223833,1,0,1,460,D,1,D,04,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05224643,25,0,1,120,D,1,D,04,D,820,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05224643,26,0,1,470,D,1,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05224643,27,0,1,380,D,1,D,03,D,275,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05224643,28,0,1,380,D,1,D,03,D,325,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05224643,29,0,1,380,D,1,D,03,D,325,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05224643,30,0,1,380,D,1,D,03,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05224743,1,0,1,380,D,1,D,04,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05224743,2,0,1,380,D,1,D,04,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05224933,2,0,1,370,D,1,D,04,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05225063,2,0,2,120,D,1,D,03,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05226053,4,0,1,120,D,1,D,04,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05226053,5,0,2,480,D,1,D,03,D,226,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05226393,5,0,1,460,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05226393,6,0,2,380,D,1,D,03,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05226463,2,0,1,380,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05226523,5,0,1,370,D,1,D,04,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05226823,3,0,1,120,D,2,D,03,D,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05226823,4,0,1,380,D,1,D,03,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05226823,5,0,1,380,D,1,D,04,D,207,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05226823,6,0,1,380,D,1,D,05,D,207,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05226823,7,0,1,450,D,1,D,03,D,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05226823,8,0,1,490,D,1,D,03,D,79,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05226833,1,0,1,370,D,1,D,05,D,395,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05226903,1,0,1,450,D,1,D,04,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05226953,1,0,2,450,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05227173,1,0,1,450,D,1,D,05,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05227283,3,0,2,450,D,1,D,03,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20232,05227433,1,0,1,120,D,1,D,04,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05227543,3,0,1,380,D,1,D,03,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05227673,3,0,1,450,D,1,D,04,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05227673,4,0,1,450,D,1,D,05,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05227953,4,0,1,470,D,1,D,05,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05228023,2,0,1,470,D,1,D,04,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05228183,1,0,1,470,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20232,05228213,14,0,1,380,D,1,D,05,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
