QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOB,PROP0NOB,OWNYB,OWNYB_,OBSNSZB,OBSNSZB_,PROPTYPE,PROP_YPE,ACQUIRMO,ACQU_RMO,ACQUIRYR,ACQU_RYR,OWN_PURX,OWN__URX,OWNDPMTX,OWND_MTX,CLOSECST,CLOS_CST,QADPTAX,QADPTAX_,TIMESHAR,TIME_HAR,SHARWKS,SHARWKS_,SHARED1,SHARED1_,SHARPER1,SHAR_ER1,SHARED2,SHARED2_,SHARPER2,SHAR_ER2,GIFTPROP,GIFT_ROP,BSNEXP2,BSNEXP2_,DEEDED,DEEDED_
20233,05219944,32,0,5,01,D,100,D,,A,3,D,,B,1991,D,,A,,A,,A,3800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05219954,29,0,5,01,D,100,D,,A,3,D,,B,2012,D,,A,,A,,A,5000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05219994,9,0,1,01,D,100,D,,A,3,D,07,D,2023,D,985000,D,385000,D,11162,F,10000,F,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20233,05220044,18,0,5,01,D,100,D,,A,3,D,,B,2003,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220044,19,0,5,02,D,400,D,,A,3,D,,B,1964,D,,A,,A,,A,30,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20233,05220044,20,0,5,03,D,400,D,,A,3,D,,B,1964,D,,A,,A,,A,10,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20233,05220134,15,0,5,01,D,100,D,,A,3,D,,B,1958,D,,A,,A,,A,2200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220154,15,0,5,01,D,100,D,,A,3,D,,B,2020,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220174,33,0,5,01,D,100,D,,A,3,D,,B,1997,D,,A,,A,,A,3200,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220174,34,0,5,02,D,300,D,,A,3,D,,B,2019,D,,A,,A,,A,850,F,1,D,,C,2,D,,A,,A,,A,,A,,A,,C
20233,05220194,22,0,1,01,D,100,D,,A,3,D,04,D,2023,D,,A,,A,,A,5500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220194,23,0,1,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05220244,19,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,12000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220294,20,0,1,01,D,100,D,,A,3,D,01,D,2023,D,,A,,A,,A,3400,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220314,28,0,5,01,D,100,D,,A,1,D,,B,1992,D,,A,,A,,A,5000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220354,27,0,5,01,D,100,D,,A,3,D,03,D,2021,D,,A,,A,,A,18329,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220394,13,0,5,01,D,100,D,,A,3,D,,B,2021,D,,A,,A,,A,8000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220414,23,0,5,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220424,19,0,5,01,D,100,D,,A,3,D,,B,2002,D,,A,,A,,A,4600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220424,20,0,5,02,D,300,D,,A,3,D,,B,2020,D,,A,,A,,A,1900,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20233,05220464,14,0,5,01,D,100,D,,A,3,D,,B,2012,D,,A,,A,,A,4500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220474,12,0,1,01,D,100,D,,A,3,D,06,D,2022,D,,A,,A,,A,3500,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220494,13,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,820,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220504,17,0,5,01,D,100,D,,A,3,D,,B,1997,D,,A,,A,,A,3600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220534,21,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,4400,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220554,31,0,5,01,D,100,D,,A,3,D,,B,1991,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220554,32,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05220634,20,0,5,01,D,100,D,,A,3,D,,B,2021,D,,A,,A,,A,3500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220664,9,0,5,01,D,100,D,,A,3,D,,B,1979,D,,A,,A,,A,2800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220684,21,0,5,01,D,100,D,,A,3,D,,B,1989,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220714,11,0,5,01,D,100,D,,A,3,D,,B,2003,D,,A,,A,,A,720,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220734,15,0,5,01,D,100,D,,A,3,D,,B,1976,D,,A,,A,,A,1000,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220884,15,0,5,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,2400,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220914,17,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,6500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220924,30,0,5,01,D,100,D,,A,3,D,,B,2007,D,,A,,A,,A,1400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05220984,11,0,5,01,D,100,D,,A,3,D,,B,2002,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05221044,17,0,5,01,D,100,D,,A,3,D,,B,2012,D,,A,,A,,A,5200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05221154,19,0,5,01,D,100,D,,A,1,D,,B,2013,D,,A,,A,,A,2300,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05221184,21,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,250,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05221224,16,0,5,01,D,100,D,,A,3,D,,B,1979,D,,A,,A,,A,800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05221284,25,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,2600,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05221334,20,0,5,01,D,100,D,,A,3,D,,B,2004,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05221354,15,0,5,01,D,100,D,,A,3,D,,B,2009,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05221374,21,0,5,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,800,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05221384,10,0,5,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,5600,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05221474,30,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,1500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05221504,16,0,5,01,D,100,D,,A,3,D,08,D,2022,D,,C,,C,,C,4000,F,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20233,05221514,31,0,5,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20233,05221544,13,0,1,01,D,100,D,,A,3,D,07,F,1991,D,,A,,A,,A,5000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05221544,14,0,1,02,D,300,D,,A,1,D,07,F,1991,D,,A,,A,,A,800,F,1,D,1,D,2,D,,A,,A,,A,,A,,A,1,D
20233,05221614,18,0,5,01,D,100,D,,A,1,D,09,D,2021,D,,A,,A,,A,1000,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05221684,9,0,5,01,D,100,D,,A,3,D,,B,2006,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05221794,19,0,5,01,D,100,D,,A,3,D,,B,1988,D,,A,,A,,A,260,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05221834,8,0,5,01,D,100,D,,A,3,D,,B,1995,D,,A,,A,,A,290,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05221884,21,0,5,01,D,100,D,,A,3,D,,B,2021,D,,A,,A,,A,3200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05221934,27,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,5000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05221974,28,0,5,01,D,100,D,,A,3,D,,B,2006,D,,A,,A,,A,3000,D,,A,,A,,A,,A,1,D,1,D,,A,2,D,,A
20233,05221974,29,0,5,02,D,300,D,,A,3,D,,B,2019,D,,A,,A,,A,3000,D,2,D,,A,,A,,A,1,D,1,D,,A,,A,,A
20233,05222004,24,0,5,01,D,100,D,,A,3,D,,B,2020,D,,A,,A,,A,6500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05222074,19,0,5,01,D,100,D,,A,3,D,,B,1985,D,,A,,A,,A,650,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05222074,20,0,5,02,D,400,D,,A,3,D,,B,2019,D,,A,,A,,A,870,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20233,05222094,24,0,5,01,D,100,D,,A,3,D,,B,1991,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05222094,25,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05222104,14,0,5,01,D,100,D,,A,3,D,,B,2020,D,,A,,A,,A,3900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05222234,43,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,11000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05222324,25,0,5,01,D,100,D,,A,3,D,,B,1995,D,,A,,A,,A,3100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05222334,25,0,5,01,D,100,D,,A,3,D,,B,1987,D,,A,,A,,A,1900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05222414,26,0,5,01,D,100,D,,A,3,D,,B,1991,D,,A,,A,,A,4600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05222434,21,0,5,01,D,100,D,,A,3,D,,B,2007,D,,A,,A,,A,2400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05222504,26,0,5,01,D,100,D,,A,3,D,,B,2021,D,,A,,A,,A,1600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05222524,20,0,5,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,1000,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05222544,16,0,5,01,D,100,D,,A,3,D,,B,1977,D,,A,,A,,A,1300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05222564,9,0,1,01,D,100,D,,A,3,D,,B,2005,D,,A,,A,,A,1300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05222594,23,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,1500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05222604,30,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05222674,17,0,5,01,D,100,D,,A,3,D,,B,1981,D,,A,,A,,A,2800,D,,A,,A,,A,,A,1,D,1,D,,A,2,D,,A
20233,05222684,21,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,1100,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05222684,22,0,5,02,D,400,D,,A,3,D,,B,2013,D,,A,,A,,A,5400,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20233,05222694,12,0,5,01,D,100,D,,A,3,D,,B,1990,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,1,D,,A
20233,05222804,10,0,1,01,D,100,D,,A,3,D,06,F,2006,D,,A,,A,,A,1100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05222874,10,0,5,01,D,100,D,,A,3,D,10,D,2022,D,43000,D,0,D,0,D,2500,D,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20233,05222884,23,0,5,01,D,100,D,,A,3,D,12,D,2021,D,,A,,A,,A,9600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05222954,21,0,5,01,D,100,D,,A,3,D,,B,2021,D,,A,,A,,A,10000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05223044,32,0,5,01,D,100,D,,A,3,D,,B,2004,D,,A,,A,,A,4500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05223074,11,0,1,01,D,300,D,,A,3,D,11,D,2022,D,,A,,A,,A,1000,F,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20233,05223094,21,0,5,01,D,100,D,,A,3,D,,B,2020,D,,A,,A,,A,6600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05223264,10,0,5,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,1200,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05223284,5,0,5,01,D,100,D,,A,3,D,,B,2022,D,,A,,A,,A,300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05223304,17,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,3500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05223304,18,0,5,02,D,400,D,,A,3,D,,B,2020,D,,A,,A,,A,4500,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20233,05223314,30,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,2200,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05223344,16,0,5,01,D,100,D,,A,3,D,,B,2004,D,,A,,A,,A,4200,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05223384,21,0,5,01,D,100,D,,A,3,D,,B,1997,D,,A,,A,,A,6100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05223414,16,0,5,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05223484,27,0,5,01,D,100,D,,A,3,D,,B,1997,D,,A,,A,,A,18329,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05223484,28,0,5,02,D,300,D,,A,3,D,,B,1995,D,,A,,A,,A,6000,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20233,05223484,29,0,5,03,D,400,D,,A,3,D,,B,2010,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20233,05223634,41,0,5,01,D,100,D,,A,3,D,,B,1993,D,,A,,A,,A,6100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05223634,42,0,5,02,D,300,D,,A,3,D,,B,2001,D,,A,,A,,A,2200,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20233,05223644,17,0,5,01,D,100,D,,A,3,D,02,D,2023,D,575000,D,22500,D,3500,D,11000,D,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20233,05223694,14,0,5,01,D,100,D,,A,3,D,,B,1976,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05223774,15,0,5,01,D,100,D,,A,3,D,,B,1997,D,,A,,A,,A,3400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05223784,26,0,5,01,D,100,D,,A,3,D,08,D,2022,D,425000,D,130000,D,3000,D,4000,D,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20233,05223914,14,0,5,01,D,100,D,,A,3,D,,B,2019,D,,A,,A,,A,7000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05223914,15,0,5,02,D,200,D,,A,3,D,,B,1998,D,,A,,A,,A,6500,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20233,05223964,17,0,5,01,D,100,D,,A,3,D,,B,2005,D,,A,,A,,A,18329,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05223964,18,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05223964,19,0,5,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05224084,14,0,5,01,D,100,D,,A,3,D,,B,2020,D,,A,,A,,A,18329,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05224104,18,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05224134,20,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,8000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05224134,21,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05224134,22,0,5,03,D,400,D,,A,3,D,,B,2014,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20233,05224334,9,0,1,01,D,100,D,,A,3,D,07,D,2023,D,500000,D,25000,D,15000,D,5000,F,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20233,05224334,10,0,1,02,D,200,D,,A,3,D,,B,2019,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20233,05224344,20,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,4000,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05224364,6,0,5,01,D,100,D,,A,3,D,09,D,2021,D,,A,,A,,A,1400,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05224424,18,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,8700,D,,A,,A,,A,,A,1,D,0,D,,A,2,D,,A
20233,05224544,6,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05224714,22,0,5,01,D,100,D,,A,3,D,,B,2012,D,,A,,A,,A,7800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05224714,23,0,5,02,D,300,D,,A,3,D,,B,2018,D,,A,,A,,A,4500,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20233,05224714,24,0,5,03,D,400,D,,A,3,D,,B,1995,D,,A,,A,,A,180,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20233,05224884,23,0,5,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,4600,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05224884,24,0,5,02,D,400,D,,A,3,D,,B,,C,,A,,A,,A,150,F,,A,,A,,A,,A,1,D,1,D,,A,,A,,A
20233,05224894,13,0,1,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,8000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05224934,16,0,5,01,D,100,D,,A,3,D,,B,1993,D,,A,,A,,A,12000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05224934,17,0,5,02,D,400,D,,A,3,D,,B,2021,D,,A,,A,,A,500,D,,A,,A,,A,,A,1,D,0,D,,A,,A,,A
20233,05224974,8,0,5,01,D,100,D,,A,3,D,,B,2020,D,,A,,A,,A,40,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05224984,30,0,5,01,D,100,D,,A,3,D,,B,1960,D,,A,,A,,A,1200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05224984,31,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05225004,33,0,5,01,D,100,D,,A,3,D,,B,2002,D,,A,,A,,A,1600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05225014,16,0,5,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,11000,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05225064,49,0,5,01,D,100,D,,A,3,D,,B,2004,D,,A,,A,,A,6500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05225074,7,0,1,01,D,100,D,,A,3,D,,B,1961,D,,A,,A,,A,6200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05225134,44,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,9700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05225194,34,0,5,01,D,100,D,,A,3,D,,B,2008,D,,A,,A,,A,8000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05225204,32,0,5,01,D,100,D,,A,3,D,,B,2002,D,,A,,A,,A,600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05225234,9,0,1,01,D,100,D,,A,1,D,,B,1996,D,,A,,A,,A,2300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05225234,10,0,1,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05225234,11,0,1,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05225234,12,0,1,04,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05225234,13,0,1,05,D,600,D,,A,,A,06,F,2023,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05225234,14,0,1,06,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05225234,15,0,1,07,D,600,D,,A,,A,06,F,2023,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05225234,16,0,1,08,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05225264,22,0,5,01,D,100,D,,A,3,D,,B,1985,D,,A,,A,,A,1600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05225284,11,0,5,01,D,100,D,,A,3,D,,B,2020,D,,A,,A,,A,4100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05225334,15,0,5,01,D,100,D,,A,3,D,,B,2005,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05225334,16,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05225334,17,0,5,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05225364,16,0,5,01,D,100,D,,A,3,D,,B,2019,D,,A,,A,,A,600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05225494,19,0,5,01,D,100,D,,A,2,D,,B,2010,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05225534,33,0,5,01,D,100,D,,A,3,D,,B,2019,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05225584,18,0,5,01,D,100,D,,A,3,D,,B,2008,D,,A,,A,,A,5100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05225674,15,0,5,01,D,100,D,,A,3,D,,B,1997,D,,A,,A,,A,3600,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05225694,11,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,1200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05225744,32,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,2700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05225744,33,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05225744,34,0,5,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05225744,35,0,5,04,D,300,D,,A,3,D,,B,2015,D,,A,,A,,A,850,D,1,D,5,D,1,D,,C,,A,,A,,A,,A,1,D
20233,05225754,13,0,5,01,D,100,D,,A,3,D,,B,2003,D,,A,,A,,A,4200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05225764,21,0,5,01,D,100,D,,A,3,D,,B,1987,D,,A,,A,,A,3100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05225804,15,0,5,01,D,100,D,,A,1,D,,B,2020,D,,A,,A,,A,1200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05225934,15,0,5,01,D,100,D,,A,1,D,,B,2018,D,,A,,A,,A,1000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05226014,17,0,5,01,D,100,D,,A,3,D,,B,1986,D,,A,,A,,A,1300,D,,A,,A,,A,,A,2,D,,A,,A,1,D,,A
20233,05226014,18,0,5,02,D,300,D,,A,3,D,,B,2006,D,,A,,A,,A,1900,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20233,05226034,8,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,630,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05226044,19,0,5,01,D,100,D,,A,3,D,,B,1986,D,,A,,A,,A,1300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05226054,19,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,1600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05226064,22,0,5,01,D,100,D,,A,1,D,,B,2019,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05226114,38,0,1,01,D,100,D,,A,3,D,06,D,2023,D,1180000,D,54000,D,11162,F,18329,T,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20233,05226114,39,0,1,02,D,200,D,,A,3,D,,B,2016,D,,A,,A,,A,7000,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20233,05226154,13,0,5,01,D,100,D,,A,3,D,,B,2020,D,,A,,A,,A,9000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20233,05226254,22,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,6500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
