QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,WHATPART,WHAT_ART,TRIPIDBC,TRIP_DBC,NUMSAME,NUMSAME_,EOTRIPMO,EOTR_PMO,NUMNIGHT,NUMN_GHT,FOODDEAL,FOOD_EAL,LODGDEAL,LODG_EAL,TRANDEAL,TRAN_EAL,ELSEDEAL,ELSE_EAL,CMLOCALY,CMLO_ALY,CMPLANEY,CMPL_NEY,CMTRAINY,CMTR_INY,CMBUSY,CMBUSY_,CMSHIPY,CMSHIPY_,RTCARY,RTCARY_,RTMOPEDY,RTMO_EDY,RTBOATY,RTBOATY_,RTCAMPY,RTCAMPY_,RTOTHERY,RTOT_ERY,PVCARY,PVCARY_,PVELSEY,PVELSEY_,PVTRANSY,PVTR_NSY,CMLOCALX,CMLO_ALX,CMPLANEX,CMPL_NEX,CMTRAINX,CMTR_INX,CMBUSX,CMBUSX_,CMSHIPX,CMSHIPX_,RTCARX,RTCARX_,RTMOPEDX,RTMO_EDX,RTBOATX,RTBOATX_,RTCAMPX,RTCAMPX_,RTOTHERX,RTOT_ERX,GASOILX,GASOILX_,TRPTOLLX,TRPT_LLX,PARKINGX,PARK_NGX,LDGCOSTX,LDGC_STX,TRPALCHX,TRPA_CHX,TRPALCGX,TRPA_CGX,TRPSPRTX,TRPS_RTX,TRPETRTX,TRPE_RTX,TRPGFTCX,TRPG_TCX,QTRFLAX,QTRFLAX_,QTRGLAX,QTRGLAX_
20232,05285382,20,0,1,2,D,3,D,2,D,04,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,0,D,,A,,A,,A,0,D,315,D,,A,,A
20232,05285472,17,0,1,1,D,1,D,1,D,04,D,7,D,1,D,1,D,1,D,2,D,,A,02,D,,A,,A,05,D,,A,,A,,A,,A,,A,13,D,,A,,A,83,G,968,G,32,G,5,G,0,D,,A,,A,,A,,A,,A,,A,,A,,A,690,G,65,G,,A,,A,75,D,,A,147,G,,A
20232,05285502,35,0,1,1,D,1,D,1,D,03,D,12,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,102,D,930,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,969,D,,A,,A,,A,,A,,A,940,D,,A
20232,05285622,56,0,2,1,D,1,D,1,D,03,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,885,D,100,D,50,D,,A,300,D,,A,500,D,150,D
20232,05285722,47,0,1,1,D,1,D,1,D,05,D,19,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,560,D,,A,,A,,A,1122,D,,A,,A,,A,,A,,A,,A,,A,,A,220,D,,A,,A,20,D,,A,580,D,300,D
20232,05285772,31,0,1,1,D,1,D,3,D,04,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,30,D,,A,,A,,A,,A,70,D,50,D
20232,05285952,24,0,1,2,D,1,D,1,D,05,D,4,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05285952,25,0,1,1,D,2,D,1,D,04,D,4,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,630,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,270,D,,A,,A,,A,,A,,A,,A,,A
20232,05286042,71,0,1,1,D,1,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05286042,72,0,1,1,D,2,D,1,D,04,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05286042,73,0,1,1,D,3,D,1,D,05,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,350,D,,A,,A,1000,D,,A,,A,,A,200,D,,A,150,D,100,D
20232,05286063,18,0,1,1,D,1,D,1,D,05,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,500,D,200,D,100,D,,A,,A,,A,300,D,100,D
20232,05286162,25,0,2,1,D,1,D,1,D,03,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,15,D,,A,,A,,A,,A,45,D,,A
20232,05286192,52,0,1,1,D,1,D,1,D,04,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,900,D,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,2000,D,,A,,A,500,D,300,D,300,D,500,D,500,D
20232,05286511,16,0,1,1,D,1,D,1,D,03,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05286511,17,0,1,2,D,2,D,1,D,01,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05286511,18,0,1,2,D,3,D,2,D,02,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05286511,19,0,1,1,D,4,D,1,D,03,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,97,F,,A,,A,700,D,100,D,,A,,A,150,D,,A,100,D,20,F
20232,05286701,23,0,1,1,D,1,D,1,D,03,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,375,D,,A
20232,05286731,31,0,1,1,D,1,D,1,D,03,D,8,D,1,D,1,D,1,D,2,D,,A,02,D,03,D,04,D,,A,,A,,A,,A,,A,,A,13,D,,A,,A,337,G,2370,G,255,G,149,G,81,G,,A,,A,,A,,A,,A,,A,,A,80,D,2064,G,247,G,,A,,A,,A,,A,727,G,,A
20232,05286871,36,0,1,1,D,1,D,1,D,03,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,13,D,16,D,,A,,A,400,D,,A,,A,,A,0,D,,A,,A,,A,,A,60,D,,A,,A,,A,50,D,,A,,A,,A,,A,300,D,250,D
20232,05286871,37,0,1,1,D,2,D,1,D,01,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,13,D,16,D,,A,,A,400,D,,A,,A,,A,0,D,,A,,A,,A,,A,60,D,,A,,A,,A,50,D,,A,,A,,A,,A,300,D,250,D
20232,05286871,38,0,1,1,D,3,D,1,D,02,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,13,D,16,D,,A,,A,400,D,,A,,A,,A,0,D,,A,,A,,A,,A,60,D,,A,,A,,A,50,D,,A,,A,,A,,A,300,D,250,D
20232,05287051,27,0,1,1,D,1,D,1,D,01,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,,A,,A,,A,,A,175,D,,A
20232,05287161,20,0,1,1,D,2,D,2,D,03,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,16,D,,A,,A,700,D,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,52,D,,A,,A,,A,,A,,A,,A,,A,,A
20232,05287161,21,0,1,1,D,3,D,2,D,02,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,16,D,,A,,A,700,D,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,52,D,,A,,A,,A,,A,,A,,A,,A,,A
20232,05287161,22,0,1,1,D,4,D,2,D,01,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,16,D,,A,,A,700,D,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,48,D,,A,,A,,A,,A,,A,,A,,A,,A
20232,05287421,13,0,1,1,D,1,D,2,D,03,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,400,D,,A,,A,,A,,A,,A,,A,10,D
20232,05287521,27,0,1,1,D,1,D,1,D,02,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,,A,,A,,A,25,D,10,D,,A,,A,,A,75,D,15,D
20232,05287611,20,0,1,1,D,1,D,1,D,03,D,9,D,1,D,1,D,1,D,1,D,01,D,02,D,,A,,A,05,D,,A,,A,,A,,A,,A,13,D,,A,,A,61,G,780,G,34,G,111,G,43,G,,A,,A,,A,,A,,A,,A,,A,,A,625,G,90,G,,A,71,G,147,G,,A,263,G,,A
20232,05287904,34,0,1,1,D,1,D,1,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,70,D,,A,,A,180,D,,A,,A,,A,,A,,A,150,D,,A
20232,05287904,35,0,1,1,D,2,D,1,D,03,D,18,D,,A,,A,,A,,A,01,D,02,D,03,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,2000,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,500,D,,A
20232,05288001,18,0,1,2,D,1,D,1,D,03,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,30,D,,A,,A,,A,,A,170,D,,A
20232,05288111,20,0,1,1,D,1,D,1,D,01,D,20,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,50,D,3600,D,,A,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,,A,20,D,,A,,A,,A,500,D,580,D,350,D
20232,05288234,22,0,1,1,D,1,D,1,D,01,D,7,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,150,D
20232,05288261,26,0,1,2,D,4,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,,A,,A,300,D,,A,,A,,A,,A,,A,200,D,,A
20232,05288261,27,0,1,1,D,5,D,1,D,02,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,20,D,50,D,50,D
20232,05288471,16,0,1,1,D,1,D,1,D,02,D,3,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,70,D,360,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05288521,24,0,1,1,D,1,D,1,D,01,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,800,D,6,D,150,D,2500,D,200,D,,A,,A,3500,D,,A,1300,D,500,D
20232,05288871,25,0,1,1,D,1,D,1,D,01,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,150,D,,A,,A,,A,,A,100,D,40,D,,A
20232,05288881,23,0,1,1,D,1,D,1,D,03,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,360,D,,A,,A,800,D,,A,,A,,A,80,D,,A,800,D,,A
20232,05288911,47,0,1,1,D,1,D,1,D,01,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,7643,T,,A,,A,,A,1,D,,A,1000,D,,A
20232,05289031,21,0,1,1,D,1,D,1,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,325,D,,A,,A,,A,,A,100,D,400,D,,A
20232,05289041,26,0,1,1,D,2,D,1,D,03,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,20,D,,A,,A,,A,,A,,A,,A,,A,400,D,300,D
20232,05289111,24,0,1,1,D,1,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,50,D,,A,,A,,A,10,D,,A,100,D,100,D
20232,05289111,25,0,1,1,D,2,D,1,D,03,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,25,D,,A,,A,,A,,A,,A,50,D,100,D
20232,05289121,21,0,1,1,D,1,D,1,D,01,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,500,D,,A,,A,3500,D,250,D,50,D,,A,300,D,,A,1250,D,150,D
20232,05289151,41,0,1,1,D,1,D,1,D,03,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,,A,,A,45,D,,A,,A,1000,D,90,D,,A,,A,,A,,A,810,D,,A
20232,05289201,31,0,1,1,D,1,D,1,D,02,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,500,D,,A,,A,150,D,,A,,A,200,D,50,D
20232,05289201,32,0,1,1,D,2,D,1,D,01,D,3,D,2,D,1,D,1,D,2,D,,A,,A,,A,04,D,,A,,A,,A,,A,,A,,A,13,D,,A,,A,14,G,227,G,,A,15,G,,A,,A,,A,,A,,A,,A,150,D,10,D,,A,794,G,,A,,A,125,D,,A,,A,400,D,,A
20232,05289211,23,0,1,1,D,1,D,1,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,376,D,,A,,A,300,D,,A,,A,,A,,A,,A,,A,20,D
20232,05289591,62,0,1,1,D,1,D,1,D,03,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,48,D,,A,,A,,A,10,D,,A,,A,,A,,A,30,D,,A
20232,05289591,63,0,1,1,D,2,D,1,D,03,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,08,D,,A,,A,,A,13,D,,A,,A,,A,347,D,,A,,A,,A,,A,0,D,,A,,A,,A,70,D,,A,,A,,A,,A,,A,1100,D,,A,700,D,,A,,A
20232,05289591,64,0,1,2,D,3,D,1,D,01,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,16,D,,A,,A,347,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,42,D,100,D,,A,,A,,A,,A,,A,80,D,,A
20232,05289591,65,0,1,1,D,5,D,1,D,01,D,2,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,13,D,,A,,A,,A,700,D,,A,,A,,A,0,D,,A,,A,,A,,A,11,D,,A,42,D,528,D,40,D,,A,,A,,A,,A,560,D,38,D
20232,05289631,20,0,1,2,D,1,D,1,D,03,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,100,D,,A,,A,,A,,A,600,D,,A
20232,05289691,24,0,1,1,D,1,D,1,D,03,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1800,D,50,F,,A,,A,,A,,A,200,F,,A
20232,05289741,25,0,1,1,D,1,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,40,D,800,D,,A,,A,,A,120,D,,A,500,D,,A
20232,05290091,16,0,1,1,D,1,D,1,D,03,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,850,D,250,D,,A,,A,,A,,A,750,D,,A
20232,05290091,17,0,1,1,D,2,D,1,D,02,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A
20232,05290091,18,0,1,2,D,3,D,1,D,01,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,400,D,,A
20232,05290171,38,0,1,1,D,1,D,1,D,02,D,2,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1600,D,100,D,,A,,A,,A,,A,300,D,,A
20232,05290241,37,0,1,1,D,1,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,500,D,300,F,,A,350,D,,A,500,D,350,F,,A
20232,05290241,38,0,1,1,D,3,D,1,D,01,D,14,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,368,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,F,,A,20,D,,A,,A,210,F,150,D
20232,05290251,36,0,1,1,D,1,D,1,D,03,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,110,D,,A,,A,,A,,A,,A,50,D,,A
20232,05290301,14,0,1,1,D,1,D,1,D,03,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05290301,15,0,1,1,D,2,D,1,D,02,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05290301,16,0,1,1,D,3,D,1,D,01,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05290321,14,0,1,1,D,1,D,4,D,03,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A
20232,05290361,25,0,1,1,D,1,D,1,D,02,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,16,D,,A,,A,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,48,D,,A,50,D,,A,,A,,A,,A,150,D,,A
20232,05290411,57,0,1,1,D,1,D,1,D,02,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,100,D,,A
20232,05290411,58,0,1,1,D,2,D,1,D,02,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,13,D,,A,,A,,A,750,D,,A,,A,,A,,A,,A,,A,,A,,A,70,D,,A,,A,,A,100,D,30,D,,A,,A,,A,400,D,0,D
20232,05290421,36,0,1,1,D,1,D,1,D,03,D,8,D,,A,,A,,A,,A,01,D,,A,03,D,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,205,G,1432,G,125,G,38,G,92,G,,A,,A,,A,,A,,A,118,G,19,G,,A,681,G,107,G,81,G,303,G,291,G,,A,337,G,171,G
20232,05290741,30,0,1,2,D,2,D,1,D,03,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05290741,31,0,1,2,D,3,D,1,D,03,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05290741,32,0,1,2,D,4,D,1,D,02,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05290751,17,0,1,1,D,1,D,1,D,02,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20232,05290761,27,0,1,1,D,1,D,1,D,03,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05290761,28,0,1,1,D,2,D,1,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,50,D,100,D,,A
20232,05290761,29,0,1,1,D,3,D,1,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,,A,,A,,A,,A,120,D,150,D,100,D,50,D
20232,05290821,40,0,1,1,D,1,D,1,D,01,D,6,D,2,D,1,D,1,D,1,D,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,124,G,1587,G,69,G,227,G,87,G,,A,,A,,A,,A,,A,,A,,A,,A,969,G,,A,,A,146,G,291,G,,A,300,D,,A
20232,05290921,34,0,1,1,D,1,D,2,D,03,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,112,D,,A,,A,,A,,A,,A,,A,,A,150,D,100,D,200,D
20232,05290921,35,0,1,1,D,2,D,2,D,02,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,112,D,,A,,A,,A,,A,,A,,A,,A,150,D,100,D,200,D
20232,05290921,36,0,1,1,D,3,D,2,D,01,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,112,D,,A,,A,,A,,A,,A,,A,32,D,150,D,100,D,200,D
20232,05291001,35,0,1,1,D,1,D,1,D,02,D,7,D,,A,,A,,A,,A,,A,02,D,,A,04,D,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,300,D,,A,0,D,,A,,A,,A,,A,,A,,A,35,D,,A,80,D,200,D,100,D,,A,,A,100,D,,A,300,D,75,D
20232,05291071,37,0,1,1,D,2,D,1,D,01,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1200,D,,A,,A,,A,,A,,A,750,D,,A
