QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,WHATPART,WHAT_ART,TRIPIDBC,TRIP_DBC,NUMSAME,NUMSAME_,EOTRIPMO,EOTR_PMO,NUMNIGHT,NUMN_GHT,FOODDEAL,FOOD_EAL,LODGDEAL,LODG_EAL,TRANDEAL,TRAN_EAL,ELSEDEAL,ELSE_EAL,CMLOCALY,CMLO_ALY,CMPLANEY,CMPL_NEY,CMTRAINY,CMTR_INY,CMBUSY,CMBUSY_,CMSHIPY,CMSHIPY_,RTCARY,RTCARY_,RTMOPEDY,RTMO_EDY,RTBOATY,RTBOATY_,RTCAMPY,RTCAMPY_,RTOTHERY,RTOT_ERY,PVCARY,PVCARY_,PVELSEY,PVELSEY_,PVTRANSY,PVTR_NSY,CMLOCALX,CMLO_ALX,CMPLANEX,CMPL_NEX,CMTRAINX,CMTR_INX,CMBUSX,CMBUSX_,CMSHIPX,CMSHIPX_,RTCARX,RTCARX_,RTMOPEDX,RTMO_EDX,RTBOATX,RTBOATX_,RTCAMPX,RTCAMPX_,RTOTHERX,RTOT_ERX,GASOILX,GASOILX_,TRPTOLLX,TRPT_LLX,PARKINGX,PARK_NGX,LDGCOSTX,LDGC_STX,TRPALCHX,TRPA_CHX,TRPALCGX,TRPA_CGX,TRPSPRTX,TRPS_RTX,TRPETRTX,TRPE_RTX,TRPGFTCX,TRPG_TCX,QTRFLAX,QTRFLAX_,QTRGLAX,QTRGLAX_
20234,05254524,30,0,2,1,D,1,D,1,D,07,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,130,D,,A,,A,,A,,A,,A,,A,500,D
20234,05254554,15,0,2,1,D,1,D,1,D,07,D,9,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,900,D,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,0,D,100,D,,A,,A,100,D,,A,400,D,,A
20234,05254704,45,0,1,1,D,1,D,1,D,08,D,9,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,13,D,,A,,A,,A,3500,D,,A,,A,,A,180,D,,A,,A,,A,,A,150,D,25,D,,A,1500,D,,A,,A,,A,,A,,A,1200,D,500,D
20234,05254744,42,0,1,1,D,1,D,1,D,07,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,160,D,,A,,A,,A,,A,,A,,A,40,D,,A,250,D,240,D
20234,05254744,43,0,1,1,D,2,D,1,D,08,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D
20234,05254884,34,0,1,1,D,1,D,1,D,09,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A
20234,05254914,46,0,2,1,D,1,D,1,D,07,D,10,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,12,D,,A,,A,,A,,A,1100,D,,A,,A,,A,,A,,A,,A,,A,650,D,150,D,,A,,A,,A,40,F,80,F,,A,,A,4,F,80,F,70,F
20234,05254914,47,0,1,1,D,2,D,1,D,07,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,180,F,300,F
20234,05254914,48,0,1,1,D,3,D,1,D,08,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,499,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,568,F,5,F,,A,,A,,A,4,F,295,F,,A
20234,05254984,16,0,1,1,D,1,D,1,D,09,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20234,05255234,20,0,1,1,D,1,D,2,D,09,D,4,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,131,D,770,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1000,D,,A,,A,,A,,A,,A,80,D,200,D
20234,05255364,20,0,1,2,D,1,D,1,D,09,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,15,D
20234,05255554,56,0,1,1,D,1,D,1,D,08,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,0,D,30,D,,A,,A,,A,150,D,0,D
20234,05255634,30,0,1,1,D,2,D,1,D,07,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A,40,D,,A,40,D,,A,,A,,A,,A,110,D,,A
20234,05255884,27,0,2,1,D,1,D,1,D,07,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,760,D,,A,,A,,A,,A,,A,120,D,25,D
20234,05256034,43,0,1,2,D,1,D,1,D,09,D,4,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,110,D,,A,,A,515,D,,A,,A,,A,,A,258,D,,A,70,D
20234,05256034,44,0,1,1,D,2,D,1,D,08,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,92,D,,A,,A,,A,,A,,A,,A,,A,,A,60,D,40,D
20234,05256034,45,0,1,1,D,3,D,1,D,07,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,127,D,,A,,A,190,D,20,D,,A,,A,,A,100,D,80,D,100,D
20234,05256074,24,0,2,1,D,1,D,1,D,07,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,500,D,,A,,A,,A,,A,,A,150,D,200,D
20234,05256124,30,0,1,2,D,1,D,1,D,08,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,45,D,70,D,,A
20234,05256124,31,0,1,2,D,2,D,1,D,09,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20234,05256134,10,0,1,1,D,1,D,1,D,08,D,14,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,,A
20234,05256184,31,0,1,1,D,1,D,1,D,07,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,28,G,195,G,15,G,2,G,51,G,,A,,A,,A,,A,,A,35,G,5,G,80,D,169,G,,A,,A,,A,118,D,387,D,366,D,,A
20234,05256224,33,0,1,1,D,1,D,1,D,08,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,05,D,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,370,D,1000,D,,A,,A,,A,,A,800,D,,A,,A,3000,D,,A,,A,,A,,A,,A,1000,D,40,D
20234,05256224,34,0,1,1,D,2,D,1,D,07,D,11,D,1,D,1,D,1,D,2,D,,A,02,D,03,D,04,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,219,G,1410,G,59,G,167,G,6853,G,,A,,A,,A,,A,,A,,A,,A,,A,2753,G,103,G,60,D,,A,200,D,,A,236,G,140,D
20234,05256304,30,0,2,1,D,1,D,1,D,07,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A
20234,05256374,37,0,2,1,D,1,D,2,D,07,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,120,D,,A,,A,,A,,A,,A,50,D,,A
20234,05256374,38,0,1,1,D,2,D,1,D,09,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,170,D,,A,,A,,A,,A,,A,75,D,,A
20234,05256424,32,0,1,1,D,1,D,1,D,09,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,392,D,,A,,A,,A,70,D,,A,150,D,,A
20234,05256424,33,0,1,1,D,2,D,1,D,08,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,30,D,746,D,0,D,,A,,A,133,D,,A,250,D,,A
20234,05256424,34,0,1,1,D,3,D,1,D,08,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,30,D,175,D,,A,,A,,A,,A,,A,100,D,,A
20234,05256444,18,0,1,1,D,1,D,1,D,09,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,400,D,,A,,A,,A,,A,,A,200,D,,A
20234,05256724,34,0,1,1,D,1,D,1,D,08,D,9,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,800,D,,A,,A,,A,700,D,,A,,A,,A,,A,50,D,18,D,,A,7338,T,10,F,,A,400,D,,A,,A,15,F,350,D
20234,05256874,25,0,1,1,D,1,D,1,D,07,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,12,D,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,100,D,,A,,A,,A,35,D,,A,200,D,30,D
20234,05257044,25,0,1,1,D,1,D,1,D,07,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,45,D,,A
20234,05257044,26,0,1,1,D,2,D,1,D,09,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A
20234,05257044,27,0,1,1,D,3,D,1,D,07,D,3,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,291,D,200,D,,A,,A,,A,,A,200,D,,A
20234,05257044,28,0,1,1,D,4,D,3,D,09,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,170,D,,A,,A,,A,,A,,A,,A,,A,,A,160,D,,A,,A,,A,80,D,,A,,A,,A,50,D,120,D,,A
20234,05257054,33,0,1,1,D,1,D,1,D,08,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,350,D,100,D,,A,,A,300,D,,A,500,D,60,D
20234,05257164,41,0,1,1,D,1,D,1,D,09,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,123,F,10,D,,A,520,D,,A,,A,,A,,A,,A,350,D,50,D
20234,05257194,57,0,2,1,D,1,D,1,D,07,D,30,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,6600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2500,D,350,D
20234,05257194,58,0,1,1,D,2,D,1,D,09,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A,120,D,,A,63,D,,A,,A,50,D,,A,79,D,200,D,400,D,0,D
20234,05257254,51,0,1,1,D,1,D,1,D,09,D,0,D,1,D,2,D,1,D,1,D,,A,,A,,A,04,D,,A,,A,,A,,A,,A,,A,13,D,,A,,A,3,G,28,G,,A,3,G,65,G,,A,,A,,A,,A,,A,,A,,A,,A,,A,10,G,,A,6,G,7,G,,A,11,G,,A
20234,05257394,30,0,2,1,D,1,D,1,D,07,D,8,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,10,D,,A,,A,13,D,,A,,A,,A,700,D,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05257574,49,0,1,1,D,1,D,1,D,08,D,4,D,2,D,1,D,1,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,10,G,42,G,1,G,5,G,204,G,,A,,A,,A,,A,,A,,A,,A,,A,28,G,,A,,A,2,G,8,G,,A,100,D,,A
20234,05257624,63,0,1,1,D,1,D,1,D,09,D,7,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,200,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,52,D,,A,,A,,A,,A,,A,,A,,A,150,D,190,D,300,D
20234,05258004,35,0,1,1,D,1,D,1,D,07,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,85,D,,A,,A,,A,,A,,A,,A,,A,105,D,,A,315,D
20234,05258004,36,0,1,1,D,4,D,1,D,08,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,32,D,65,D,,A
20234,05258094,32,0,2,1,D,1,D,1,D,07,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,600,D,,A,,A,104,D,20,D,64,D,,A,,A,,A,180,D,436,D
20234,05258394,29,0,1,1,D,2,D,1,D,07,D,4,D,,A,,A,,A,,A,01,D,02,D,03,D,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,0,D,5,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,30,D
20234,05258664,50,0,1,1,D,1,D,1,D,08,D,14,D,1,D,1,D,2,D,2,D,01,D,02,D,,A,,A,05,D,,A,,A,,A,,A,,A,,A,,A,,A,120,D,1000,D,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,7338,W,303,G,,A,,A,,A,,A,961,G,,A
20234,05258924,38,0,1,1,D,1,D,1,D,09,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,500,D,,A,,A,3000,D,200,D,,A,,A,200,D,,A,1800,D,50,D
20234,05258924,39,0,1,1,D,2,D,1,D,08,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,500,D,50,D,,A,,A,,A,,A,950,D,40,D
20234,05259194,53,0,1,1,D,1,D,1,D,09,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A,,A,500,D,,A,300,D,,A
20234,05259304,42,0,1,1,D,2,D,1,D,08,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,55,D,,A,35,D,512,D,12,D,,A,,A,,A,,A,128,D,,A
20234,05259304,43,0,1,1,D,3,D,1,D,09,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,16,D,,A,,A,896,D,,A,,A,,A,,A,,A,,A,,A,,A,106,D,,A,75,D,,A,30,D,,A,,A,191,D,,A,353,D,,A
20234,05259334,33,0,1,1,D,1,D,1,D,09,D,12,D,1,D,1,D,1,D,2,D,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,13,D,,A,,A,909,G,6382,G,715,G,229,G,13333,G,0,D,,A,,A,,A,,A,200,D,,A,,A,7338,W,734,G,,A,,A,,A,,A,2006,G,,A
20234,05259354,42,0,1,1,D,1,D,1,D,09,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,200,D,,A,,A,,A,,A,,A,150,D,,A
20234,05259354,43,0,1,1,D,2,D,1,D,08,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,,A,,A,200,D,,A,,A,,A,100,D,,A,200,D,,A
20234,05259354,44,0,1,1,D,3,D,1,D,08,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,250,D,,A,,A,,A,30,D,,A,300,D,,A
20234,05259354,45,0,1,1,D,4,D,1,D,07,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,450,D,,A,,A,100,D,,A,,A,300,D,,A
20234,05259354,46,0,1,1,D,5,D,1,D,07,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,,A,300,D,,A
20234,05259354,47,0,1,1,D,6,D,1,D,07,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,300,D,,A,,A,200,D,,A,,A,100,D,,A
20234,05259364,39,0,1,1,D,1,D,1,D,07,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,13,D,,A,,A,,A,970,D,,A,,A,,A,830,D,,A,,A,,A,,A,50,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,130,D
20234,05259384,33,0,1,1,D,1,D,1,D,07,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,350,D,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20234,05259394,26,0,2,1,D,1,D,4,D,07,D,21,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,4000,D,,A,,A,,A,3000,D,,A,,A,,A,,A,1500,D,100,D,,A,1400,D,100,D,,A,,A,,A,1500,D,1900,D,400,D
20234,05259394,27,0,1,1,D,2,D,2,D,07,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,12,D,13,D,,A,,A,,A,2000,D,,A,,A,,A,,A,,A,,A,,A,2700,D,400,D,,A,,A,4000,D,,A,,A,,A,,A,,A,1000,D,,A
20234,05259424,47,0,2,2,D,1,D,1,D,07,D,3,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,20,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,50,D,50,D,160,D,,A
20234,05259424,48,0,1,1,D,2,D,1,D,07,D,2,D,,A,,A,,A,,A,01,D,,A,,A,,A,05,D,,A,,A,,A,,A,,A,13,D,,A,,A,15,D,,A,,A,,A,12,D,,A,,A,,A,,A,,A,,A,,A,8,D,120,D,15,D,,A,,A,33,D,,A,35,D,10,D
20234,05259554,31,0,1,1,D,1,D,1,D,08,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,10,D,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2500,D,,A,,A,100,D,40,D,,A,,A,,A,,A,,A,,A,1250,D,,A,,A
20234,05259644,20,0,1,1,D,1,D,1,D,08,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,100,D,50,D,,A,,A,,A,,A,100,D,,A
20234,05259714,37,0,1,1,D,1,D,1,D,09,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,800,D,,A,,A,337,D,,A,,A,,A,,A,,A,600,D,80,D
20234,05259714,38,0,1,1,D,2,D,1,D,08,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,12,D,13,D,,A,,A,,A,2400,D,,A,,A,,A,,A,,A,,A,,A,340,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,550,D,,A
20234,05259744,41,0,2,1,D,1,D,1,D,07,D,24,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,380,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,22,F,2300,D,300,D
20234,05259774,46,0,1,1,D,1,D,1,D,09,D,12,D,,A,,A,,A,,A,01,D,02,D,,A,04,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,D,535,D,,A,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,560,D,,A,,A,,A,40,D,,A,300,D,,A
20234,05259794,54,0,1,1,D,1,D,1,D,09,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,16,D,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,60,D,420,D,300,D,200,D,,A,,A,,A,700,D,200,D
20234,05259854,21,0,1,1,D,1,D,1,D,08,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05260194,45,0,1,1,D,1,D,1,D,08,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,160,D,,A,50,D,160,D,60,D,,A,,A,,A,,A,120,D,40,D
20234,05260284,19,0,1,1,D,1,D,1,D,09,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,70,D,,A,,A,,A,,A,100,D,,A,150,D,,A
20234,05260324,27,0,2,1,D,1,D,1,D,07,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,450,D,,A,,A,,A,30,D,225,D,,A,30,D
20234,05260364,48,0,1,1,D,1,D,1,D,08,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,4,D,10,D,400,D,,A,,A,,A,,A,,A,260,D,,A
20234,05260374,25,0,1,1,D,1,D,1,D,07,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,,A,,A,300,D,,A,,A,,A,35,D,,A,125,D,65,D
20234,05260374,26,0,1,1,D,2,D,1,D,09,D,3,D,2,D,1,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,300,G,,A,,A,,A,,A,,A,200,D,,A
20234,05260784,24,0,1,2,D,1,D,1,D,07,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20234,05260854,23,0,1,1,D,1,D,1,D,08,D,6,D,2,D,1,D,1,D,2,D,01,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,249,G,1579,G,94,G,122,G,,A,,A,,A,,A,,A,,A,,A,,A,,A,1656,G,150,D,,A,,A,200,D,,A,300,D,,A
20234,05260944,25,0,1,1,D,1,D,1,D,09,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D
