QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,NUMYUPD,NUMYUPD_,TOTYUPDX,TOTY_PDX,TOTYUPDY,TOTY_PDY
20233,05278543,47,1,1,,A,22,E,100,D
20233,05278543,47,2,1,,A,10,E,110,D
20233,05278543,47,3,1,,A,17,E,120,D
20233,05278543,47,4,1,,A,52,E,130,D
20233,05278543,47,5,1,,A,1,E,140,D
20233,05278543,47,6,1,,A,40,E,150,D
20233,05278543,47,7,1,,A,103,E,180,D
20233,05278543,47,8,1,,A,5,E,190,D
20233,05280183,24,0,1,2,D,,H,,A
20233,05280183,24,1,1,,A,44,E,100,D
20233,05280183,24,2,1,,A,20,E,110,D
20233,05280183,24,3,1,,A,30,E,120,D
20233,05280183,24,4,1,,A,2,E,140,D
20233,05280183,24,5,1,,A,85,E,150,D
20233,05280183,24,6,1,,A,208,E,180,D
20233,05280183,24,7,1,,A,11,E,190,D
20233,05280263,63,0,1,1,D,,H,,A
20233,05280263,63,1,1,,A,9,E,120,D
20233,05280263,63,2,1,,A,1,E,140,D
20233,05280263,63,3,1,,A,50,E,150,D
20233,05280263,63,4,1,,A,7,E,160,D
20233,05280263,63,5,1,,A,3,E,170,D
20233,05280263,63,6,1,,A,5,E,190,D
20233,05280463,14,0,1,2,D,,H,,A
20233,05280463,14,1,1,,A,181,E,100,D
20233,05280463,14,2,1,,A,82,E,110,D
20233,05280463,14,3,1,,A,120,E,120,D
20233,05280463,14,4,1,,A,420,E,130,D
20233,05280463,14,5,1,,A,9,E,140,D
20233,05280463,14,6,1,,A,320,E,150,D
20233,05280463,14,7,1,,A,824,E,180,D
20233,05280463,14,8,1,,A,44,E,190,D
20233,05281113,27,0,1,1,D,,H,,A
20233,05281113,27,1,1,,A,40,E,100,D
20233,05281113,27,2,1,,A,18,E,110,D
20233,05281113,27,3,1,,A,92,E,130,D
20233,05281783,23,0,1,1,D,,H,,A
20233,05281783,23,1,1,,A,59,E,100,D
20233,05281783,23,2,1,,A,41,E,110,D
20233,05283223,28,0,1,1,D,,H,,A
20233,05283223,28,1,1,,A,20,E,100,D
20233,05283223,28,2,1,,A,3,E,110,D
20233,05283223,28,3,1,,A,16,E,120,D
20233,05283223,28,4,1,,A,1,E,140,D
20233,05283223,28,5,1,,A,64,E,150,D
20233,05283223,28,6,1,,A,3,E,160,D
20233,05283223,28,7,1,,A,1,E,170,D
20233,05283223,28,8,1,,A,48,E,180,D
20233,05283223,28,9,1,,A,15,E,190,D
20233,05283223,28,10,1,,A,9,E,210,D
20233,05283223,28,11,1,,A,20,E,220,D
20233,05284193,57,0,1,1,D,,H,,A
20233,05284193,57,1,1,,A,21,E,100,D
20233,05284193,57,2,1,,A,4,E,110,D
20233,05284403,12,0,1,1,D,,H,,A
20233,05284403,12,1,1,,A,98,E,210,D
20233,05284403,12,2,1,,A,52,E,220,D
20233,05284413,31,0,1,2,D,,H,,A
20233,05284413,31,1,1,,A,118,E,100,D
20233,05284413,31,2,1,,A,34,E,110,D
20233,05284413,31,3,1,,A,37,E,120,D
20233,05284413,31,4,1,,A,311,E,150,D
20233,05285793,20,0,1,1,D,,H,,A
20233,05285793,20,1,1,,A,7,E,100,D
20233,05285793,20,2,1,,A,4,E,110,D
20233,05285793,20,3,1,,A,11,E,120,D
20233,05285793,20,4,1,,A,1,E,140,D
20233,05285793,20,5,1,,A,41,E,150,D
20233,05285793,20,6,1,,A,83,E,180,D
20233,05285793,20,7,1,,A,3,E,190,D
20233,05286512,31,0,1,1,D,,H,,A
20233,05286512,31,1,1,,A,20,E,100,D
20233,05286512,31,2,1,,A,2,E,110,D
20233,05286512,31,3,1,,A,9,E,120,D
20233,05286512,31,4,1,,A,32,E,130,D
20233,05286512,31,5,1,,A,1,E,140,D
20233,05286512,31,6,1,,A,52,E,150,D
20233,05286512,31,7,1,,A,2,E,160,D
20233,05286512,31,8,1,,A,1,E,170,D
20233,05286512,31,9,1,,A,39,E,180,D
20233,05286512,31,10,1,,A,12,E,190,D
20233,05287092,29,0,1,1,D,,H,,A
20233,05287092,29,1,1,,A,180,E,100,D
20233,05287092,29,2,1,,A,31,E,110,D
20233,05287092,29,3,1,,A,99,E,120,D
20233,05287092,29,4,1,,A,337,E,130,D
20233,05287092,29,5,1,,A,10,E,140,D
20233,05287092,29,6,1,,A,550,E,150,D
20233,05287092,29,7,1,,A,26,E,160,D
20233,05287092,29,8,1,,A,13,E,170,D
20233,05287092,29,9,1,,A,412,E,180,D
20233,05287092,29,10,1,,A,132,E,190,D
20233,05287092,29,11,1,,A,83,E,210,D
20233,05287092,29,12,1,,A,177,E,220,D
20233,05287712,41,0,1,2,D,,H,,A
20233,05287712,41,1,1,,A,184,E,100,D
20233,05287712,41,2,1,,A,37,E,110,D
20233,05287712,41,3,1,,A,59,E,120,D
20233,05287712,41,4,1,,A,360,E,130,D
20233,05287712,41,5,1,,A,9,E,140,D
20233,05287712,41,6,1,,A,404,E,150,D
20233,05287712,41,7,1,,A,61,E,160,D
20233,05287712,41,8,1,,A,25,E,170,D
20233,05287712,41,9,1,,A,45,E,190,D
20233,05287712,41,10,1,,A,94,E,210,D
20233,05287712,41,11,1,,A,132,E,220,D
20233,05288882,42,0,1,1,D,,H,,A
20233,05288882,42,1,1,,A,56,E,100,D
20233,05288882,42,2,1,,A,26,E,110,D
20233,05288882,42,3,1,,A,40,E,120,D
20233,05288882,42,4,1,,A,3,E,140,D
20233,05288882,42,5,1,,A,101,E,150,D
20233,05288882,42,6,1,,A,260,E,180,D
20233,05288882,42,7,1,,A,14,E,190,D
20233,05290182,17,0,1,2,D,,H,,A
20233,05290182,17,1,1,,A,22,E,100,D
20233,05290182,17,2,1,,A,15,E,110,D
20233,05290182,17,3,1,,A,32,E,120,D
20233,05290182,17,4,1,,A,7,E,140,D
20233,05290182,17,5,1,,A,92,E,150,D
20233,05290182,17,6,1,,A,1,E,170,D
20233,05290182,17,7,1,,A,17,E,190,D
20233,05290182,17,8,1,,A,30,E,210,D
20233,05290182,17,9,1,,A,13,E,220,D
20233,05290412,81,0,1,1,D,,H,,A
20233,05290412,81,1,1,,A,417,E,210,D
20233,05290412,81,2,1,,A,583,E,220,D
20233,05291182,41,0,1,2,D,,H,,A
20233,05291182,41,1,1,,A,45,E,100,D
20233,05291182,41,2,1,,A,7,E,110,D
20233,05291762,16,0,1,1,D,,H,,A
20233,05291762,16,1,1,,A,375,E,100,D
20233,05291762,16,2,1,,A,175,E,110,D
20233,05292052,14,0,1,1,D,,H,,A
20233,05292052,14,1,1,,A,34,E,100,D
20233,05292052,14,2,1,,A,16,E,110,D
20233,05293522,22,0,1,1,D,,H,,A
20233,05293522,22,1,1,,A,108,E,100,D
20233,05293522,22,2,1,,A,22,E,110,D
20233,05293522,22,3,1,,A,39,E,120,D
20233,05293522,22,4,1,,A,213,E,130,D
20233,05293522,22,5,1,,A,5,E,140,D
20233,05293522,22,6,1,,A,239,E,150,D
20233,05293522,22,7,1,,A,33,E,160,D
20233,05293522,22,8,1,,A,15,E,170,D
20233,05293522,22,9,1,,A,26,E,190,D
20233,05294832,16,0,1,1,D,,H,,A
20233,05294832,16,1,1,,A,10,E,100,D
20233,05294832,16,2,1,,A,5,E,110,D
20233,05294832,16,3,1,,A,11,E,120,D
20233,05294832,16,4,1,,A,30,E,130,D
20233,05294832,16,5,1,,A,2,E,140,D
20233,05294832,16,6,1,,A,59,E,150,D
20233,05294832,16,7,1,,A,118,E,180,D
20233,05294832,16,8,1,,A,4,E,190,D
20233,05294832,16,9,1,,A,11,E,210,D
20233,05294852,45,0,1,1,D,,H,,A
20233,05294852,45,1,1,,A,9,E,100,D
20233,05294852,45,2,1,,A,3,E,110,D
20233,05296452,15,0,1,2,D,,H,,A
20233,05296452,15,1,1,,A,72,E,100,D
20233,05296452,15,2,1,,A,48,E,110,D
20233,05297372,10,0,1,1,D,,H,,A
20233,05297372,10,1,1,,A,286,E,100,D
20233,05297372,10,2,1,,A,133,E,110,D
20233,05297372,10,3,1,,A,681,E,130,D
20233,05345952,27,0,1,1,D,,H,,A
20233,05345952,27,1,1,,A,97,E,100,D
20233,05345952,27,2,1,,A,17,E,110,D
20233,05345952,27,3,1,,A,186,E,130,D
20233,05346942,63,0,1,1,D,,H,,A
20233,05346942,63,1,1,,A,239,E,100,D
20233,05346942,63,2,1,,A,47,E,110,D
20233,05346942,63,3,1,,A,464,E,130,D
20233,05347772,21,0,1,1,D,,H,,A
20233,05347772,21,1,1,,A,40,E,100,D
20233,05347772,21,2,1,,A,6,E,110,D
20233,05347772,21,3,1,,A,20,E,120,D
20233,05347772,21,4,1,,A,2,E,140,D
20233,05347772,21,5,1,,A,113,E,150,D
20233,05347772,21,6,1,,A,5,E,160,D
20233,05347772,21,7,1,,A,2,E,170,D
20233,05347772,21,8,1,,A,85,E,180,D
20233,05347772,21,9,1,,A,27,E,190,D
20233,05348482,20,0,1,1,D,,H,,A
20233,05348482,20,1,1,,A,43,E,100,D
20233,05348482,20,2,1,,A,7,E,110,D
20233,05349272,18,0,1,1,D,,H,,A
20233,05349272,18,1,1,,A,19,E,210,D
20233,05349272,18,2,1,,A,21,E,220,D
20233,05350142,35,0,1,1,D,,H,,A
20233,05350142,35,1,1,,A,21,G,100,D
20233,05350142,35,2,1,,A,9,G,110,D
20233,05350142,35,3,1,,A,19,G,120,D
20233,05350142,35,4,1,,A,50,G,130,D
20233,05350142,35,5,1,,A,1,G,140,D
20233,05350142,35,6,1,,A,38,G,150,D
20233,05350142,35,7,1,,A,99,G,180,D
20233,05350142,35,8,1,,A,5,G,190,D
20233,05350142,35,9,1,,A,4,G,210,D
20233,05350142,35,10,1,,A,4,G,220,D
20233,05350852,7,0,1,1,D,,H,,A
20233,05350852,7,1,1,,A,11,E,100,D
20233,05350852,7,2,1,,A,8,E,110,D
20233,05350852,7,3,1,,A,17,E,120,D
20233,05350852,7,4,1,,A,3,E,140,D
20233,05350852,7,5,1,,A,52,E,150,D
20233,05350852,7,6,1,,A,9,E,190,D
20233,05353152,36,0,1,1,D,,H,,A
20233,05353152,36,1,1,,A,83,E,100,D
20233,05353152,36,2,1,,A,17,E,110,D
20233,05355132,21,0,1,1,D,,H,,A
20233,05355132,21,1,1,,A,52,E,100,D
20233,05355132,21,2,1,,A,28,E,110,D
20233,05358572,36,0,1,2,D,,H,,A
20233,05358572,36,1,1,,A,298,E,100,D
20233,05358572,36,2,1,,A,139,E,110,D
20233,05358572,36,3,1,,A,209,E,120,D
20233,05358572,36,4,1,,A,709,E,130,D
20233,05358572,36,5,1,,A,16,E,140,D
20233,05358572,36,6,1,,A,541,E,150,D
20233,05358572,36,7,1,,A,1390,E,180,D
20233,05358572,36,8,1,,A,74,E,190,D
20233,05358572,36,9,1,,A,57,E,210,D
20233,05358572,36,10,1,,A,67,E,220,D
20233,05358852,21,0,1,1,D,,H,,A
20233,05358852,21,1,1,,A,170,E,100,D
20233,05358852,21,2,1,,A,80,E,110,D
20233,05359212,54,0,1,3,D,,H,,A
20233,05359212,54,1,1,,A,111,E,100,D
20233,05359212,54,2,1,,A,22,E,110,D
20233,05359212,54,3,1,,A,36,E,120,D
20233,05359212,54,4,1,,A,5,E,140,D
20233,05359212,54,5,1,,A,250,E,150,D
20233,05359212,54,6,1,,A,34,E,160,D
20233,05359212,54,7,1,,A,15,E,170,D
20233,05359212,54,8,1,,A,27,E,190,D
20233,05359972,21,0,1,1,D,,H,,A
20233,05359972,21,1,1,,A,53,E,100,D
20233,05359972,21,2,1,,A,25,E,110,D
20233,05359972,21,3,1,,A,39,E,120,D
20233,05359972,21,4,1,,A,3,E,140,D
20233,05359972,21,5,1,,A,96,E,150,D
20233,05359972,21,6,1,,A,249,E,180,D
20233,05359972,21,7,1,,A,13,E,190,D
20233,05359972,21,8,1,,A,10,E,210,D
20233,05359972,21,9,1,,A,12,E,220,D
20233,05361652,28,0,1,1,D,,H,,A
20233,05361652,28,1,1,,A,50,E,100,D
20233,05361652,28,2,1,,A,23,E,110,D
20233,05361652,28,3,1,,A,38,E,120,D
20233,05361652,28,4,1,,A,2,E,140,D
20233,05361652,28,5,1,,A,91,E,150,D
20233,05361652,28,6,1,,A,234,E,180,D
20233,05361652,28,7,1,,A,12,E,190,D
20233,05361942,25,0,1,3,D,,H,,A
20233,05361942,25,1,1,,A,36,E,100,D
20233,05361942,25,2,1,,A,24,E,110,D
20233,05362112,26,0,1,1,D,,H,,A
20233,05362112,26,1,1,,A,5,E,120,D
20233,05362112,26,2,1,,A,18,E,150,D
20233,05362112,26,3,1,,A,36,E,180,D
20233,05362112,26,4,1,,A,1,E,190,D
20233,05363702,29,0,1,1,D,,H,,A
20233,05363702,29,1,1,,A,116,E,100,D
20233,05363702,29,2,1,,A,59,E,110,D
20233,05363702,29,3,1,,A,60,E,120,D
20233,05363702,29,4,1,,A,473,E,130,D
20233,05363702,29,5,1,,A,4,E,140,D
20233,05363702,29,6,1,,A,476,E,150,D
20233,05363702,29,7,1,,A,141,E,160,D
20233,05363702,29,8,1,,A,70,E,170,D
20233,05363702,29,9,1,,A,19,E,190,D
20233,05363702,29,10,1,,A,90,E,210,D
20233,05363702,29,11,1,,A,141,E,220,D
20233,05363932,34,0,1,1,D,,H,,A
20233,05363932,34,1,1,,A,5,E,120,D
20233,05363932,34,2,1,,A,1,E,140,D
20233,05363932,34,3,1,,A,32,E,150,D
20233,05363932,34,4,1,,A,60,E,180,D
20233,05363932,34,5,1,,A,2,E,190,D
20233,05364194,17,0,1,1,D,,H,,A
20233,05364194,17,1,1,,A,30,E,100,D
20233,05364194,17,2,1,,A,10,E,110,D
20233,05365132,40,0,1,1,D,,H,,A
20233,05365132,40,1,1,,A,61,E,100,D
20233,05365132,40,2,1,,A,11,E,110,D
20233,05412733,27,0,1,1,D,,H,,A
20233,05412733,27,1,1,,A,169,E,100,D
20233,05412733,27,2,1,,A,81,E,110,D
20233,05412931,22,0,1,1,D,,H,,A
20233,05412931,22,1,1,,A,311,E,100,D
20233,05412931,22,2,1,,A,62,E,110,D
20233,05412931,22,3,1,,A,100,E,120,D
20233,05412931,22,4,1,,A,609,E,130,D
20233,05412931,22,5,1,,A,15,E,140,D
20233,05412931,22,6,1,,A,688,E,150,D
20233,05412931,22,7,1,,A,96,E,160,D
20233,05412931,22,8,1,,A,43,E,170,D
20233,05412931,22,9,1,,A,76,E,190,D
20233,05414321,22,0,1,1,D,,H,,A
20233,05414321,22,1,1,,A,624,E,100,D
20233,05414321,22,2,1,,A,126,E,110,D
20233,05414521,50,0,1,4,D,,H,,A
20233,05414521,50,1,1,,A,78,E,100,D
20233,05414521,50,2,1,,A,20,E,110,D
20233,05414521,50,3,1,,A,44,E,120,D
20233,05414521,50,4,1,,A,150,E,130,D
20233,05414521,50,5,1,,A,4,E,140,D
20233,05414521,50,6,1,,A,245,E,150,D
20233,05414521,50,7,1,,A,11,E,160,D
20233,05414521,50,8,1,,A,5,E,170,D
20233,05414521,50,9,1,,A,184,E,180,D
20233,05414521,50,10,1,,A,59,E,190,D
20233,05414661,17,0,1,1,D,,H,,A
20233,05414661,17,1,1,,A,33,E,100,D
20233,05414661,17,2,1,,A,20,E,110,D
20233,05414661,17,3,1,,A,42,E,120,D
20233,05414661,17,4,1,,A,9,E,140,D
20233,05414661,17,5,1,,A,122,E,150,D
20233,05414661,17,6,1,,A,1,E,170,D
20233,05414661,17,7,1,,A,23,E,190,D
20233,05416221,41,0,1,2,D,,H,,A
20233,05416221,41,1,1,,A,166,E,100,D
20233,05416221,41,2,1,,A,34,E,110,D
20233,05416361,59,0,1,1,D,,H,,A
20233,05416361,59,1,1,,A,9,E,120,D
20233,05416361,59,2,1,,A,74,E,150,D
20233,05416361,59,3,1,,A,21,E,160,D
20233,05416361,59,4,1,,A,13,E,170,D
20233,05416361,59,5,1,,A,3,E,190,D
20233,05417451,52,0,1,1,D,,H,,A
20233,05417451,52,1,1,,A,22,E,100,D
20233,05417451,52,2,1,,A,12,E,110,D
20233,05417451,52,3,1,,A,26,E,210,D
20233,05418471,20,0,1,2,D,,H,,A
20233,05418471,20,1,1,,A,32,E,100,D
20233,05418471,20,2,1,,A,20,E,110,D
20233,05418471,20,3,1,,A,17,E,120,D
20233,05418471,20,4,1,,A,133,E,130,D
20233,05418471,20,5,1,,A,1,E,140,D
20233,05418471,20,6,1,,A,134,E,150,D
20233,05418471,20,7,1,,A,39,E,160,D
20233,05418471,20,8,1,,A,19,E,170,D
20233,05418471,20,9,1,,A,5,E,190,D
20233,05419391,22,0,1,2,D,,H,,A
20233,05419391,22,1,1,,A,22,E,100,D
20233,05419391,22,2,1,,A,8,E,110,D
20233,05419391,22,3,1,,A,9,E,120,D
20233,05419391,22,4,1,,A,75,E,150,D
20233,05419391,22,5,1,,A,22,E,160,D
20233,05419391,22,6,1,,A,11,E,170,D
20233,05419391,22,7,1,,A,3,E,190,D
20233,05420411,33,0,1,3,D,,H,,A
20233,05420411,33,1,1,,A,176,E,100,D
20233,05420411,33,2,1,,A,31,E,110,D
20233,05420411,33,3,1,,A,104,E,120,D
20233,05420411,33,4,1,,A,339,E,130,D
20233,05420411,33,5,1,,A,10,E,140,D
20233,05420411,33,6,1,,A,553,E,150,D
20233,05420411,33,7,1,,A,26,E,160,D
20233,05420411,33,8,1,,A,13,E,170,D
20233,05420411,33,9,1,,A,415,E,180,D
20233,05420411,33,10,1,,A,133,E,190,D
20233,05421451,14,0,1,2,D,,H,,A
20233,05421451,14,1,1,,A,19,E,100,D
20233,05421451,14,2,1,,A,9,E,110,D
20233,05421461,32,0,1,1,D,,H,,A
20233,05421461,32,1,1,,A,126,E,100,D
20233,05421461,32,2,1,,A,25,E,110,D
20233,05421461,32,3,1,,A,249,E,130,D
20233,05422541,30,0,1,1,D,,H,,A
20233,05422541,30,1,1,,A,11,E,100,D
20233,05422541,30,2,1,,A,2,E,110,D
20233,05422541,30,3,1,,A,3,E,120,D
20233,05422541,30,4,1,,A,24,E,150,D
20233,05422541,30,5,1,,A,3,E,160,D
20233,05422541,30,6,1,,A,1,E,170,D
20233,05422541,30,7,1,,A,6,E,190,D
20233,05423191,36,0,1,1,D,,H,,A
20233,05423191,36,1,1,,A,25,E,100,D
20233,05423191,36,2,1,,A,5,E,110,D
20233,05424081,14,0,1,2,D,,H,,A
20233,05424081,14,1,1,,A,161,E,100,D
20233,05424081,14,2,1,,A,89,E,110,D
20233,05424401,28,0,1,1,D,,H,,A
20233,05424401,28,1,1,,A,233,E,100,D
20233,05424401,28,2,1,,A,47,E,110,D
20233,05424401,28,3,1,,A,75,E,120,D
20233,05424401,28,4,1,,A,456,E,130,D
20233,05424401,28,5,1,,A,11,E,140,D
20233,05424401,28,6,1,,A,513,E,150,D
20233,05424401,28,7,1,,A,72,E,160,D
20233,05424401,28,8,1,,A,32,E,170,D
20233,05424401,28,9,1,,A,61,E,190,D
20233,05425761,32,0,1,1,D,,H,,A
20233,05425761,32,1,1,,A,78,G,210,D
20233,05425761,32,2,1,,A,122,G,220,D
20233,05425891,22,0,1,1,D,,H,,A
20233,05425891,22,1,1,,A,132,E,210,D
20233,05425891,22,2,1,,A,68,E,220,D
20233,05427834,27,0,1,1,D,,H,,A
20233,05427834,27,1,1,,A,372,E,100,D
20233,05427834,27,2,1,,A,205,E,110,D
20233,05427834,27,3,1,,A,423,E,210,D
20233,05429003,28,0,1,1,D,,H,,A
20233,05429003,28,1,1,,A,64,E,210,D
20233,05429003,28,2,1,,A,136,E,220,D
20233,05429151,20,0,1,1,D,,H,,A
20233,05429151,20,1,1,,A,8,E,120,D
20233,05429151,20,2,1,,A,49,E,150,D
20233,05429151,20,3,1,,A,14,E,160,D
20233,05429151,20,4,1,,A,7,E,170,D
20233,05429151,20,5,1,,A,2,E,190,D
20233,05430421,34,0,1,1,D,,H,,A
20233,05430421,34,1,1,,A,39,E,100,D
20233,05430421,34,2,1,,A,19,E,110,D
20233,05430421,34,3,1,,A,92,E,130,D
20233,05430701,57,0,1,2,D,,H,,A
20233,05430701,57,1,1,,A,159,E,100,D
20233,05430701,57,2,1,,A,31,E,110,D
20233,05430701,57,3,1,,A,50,E,120,D
20233,05430701,57,4,1,,A,304,E,130,D
20233,05430701,57,5,1,,A,7,E,140,D
20233,05430701,57,6,1,,A,342,E,150,D
20233,05430701,57,7,1,,A,48,E,160,D
20233,05430701,57,8,1,,A,21,E,170,D
20233,05430701,57,9,1,,A,38,E,190,D
20233,05430961,24,0,1,1,D,,H,,A
20233,05430961,24,1,1,,A,202,E,100,D
20233,05430961,24,2,1,,A,98,E,110,D
20233,05431111,35,0,1,5,D,,H,,A
20233,05431111,35,1,1,,A,52,G,120,D
20233,05431111,35,2,1,,A,5,G,140,D
20233,05431111,35,3,1,,A,264,G,150,D
20233,05431111,35,4,1,,A,12,G,160,D
20233,05431111,35,5,1,,A,6,G,170,D
20233,05431111,35,6,1,,A,198,G,180,D
20233,05431111,35,7,1,,A,63,G,190,D
20233,05431791,24,0,1,1,D,,H,,A
20233,05431791,24,1,1,,A,255,E,100,D
20233,05431791,24,2,1,,A,45,E,110,D
20233,05432231,44,0,1,1,D,,H,,A
20233,05432231,44,1,1,,A,250,E,100,D
20233,05432231,44,2,1,,A,50,E,110,D
20233,05432491,18,0,1,1,D,,H,,A
20233,05432491,18,1,1,,A,53,E,100,D
20233,05432491,18,2,1,,A,8,E,110,D
20233,05432491,18,3,1,,A,27,E,120,D
20233,05432491,18,4,1,,A,2,E,140,D
20233,05432491,18,5,1,,A,151,E,150,D
20233,05432491,18,6,1,,A,7,E,160,D
20233,05432491,18,7,1,,A,3,E,170,D
20233,05432491,18,8,1,,A,113,E,180,D
20233,05432491,18,9,1,,A,36,E,190,D
20233,05432651,35,0,1,1,D,,H,,A
20233,05432651,35,1,1,,A,34,E,100,D
20233,05432651,35,2,1,,A,6,E,110,D
20233,05432931,76,0,1,4,D,,H,,A
20233,05432931,76,1,1,,A,102,E,100,D
20233,05432931,76,2,1,,A,20,E,110,D
20233,05432931,76,3,1,,A,55,E,210,D
20233,05432931,76,4,1,,A,73,E,220,D
20233,05433701,25,0,1,1,D,,H,,A
20233,05433701,25,1,1,,A,83,E,100,D
20233,05433701,25,2,1,,A,17,E,110,D
20233,05433721,49,0,1,1,D,,H,,A
20233,05433721,49,1,1,,A,1442,E,100,D
20233,05433721,49,2,1,,A,290,E,110,D
20233,05433721,49,3,1,,A,464,E,120,D
20233,05433721,49,4,1,,A,3251,U,130,D
20233,05433721,49,5,1,,A,71,E,140,D
20233,05433721,49,6,1,,A,3158,E,150,D
20233,05433721,49,7,1,,A,447,E,160,D
20233,05433721,49,8,1,,A,199,E,170,D
20233,05433721,49,9,1,,A,353,E,190,D
20233,05433721,49,10,1,,A,735,E,210,D
20233,05433721,49,11,1,,A,1030,E,220,D
20233,05435721,34,0,1,1,D,,H,,A
20233,05435721,34,1,1,,A,8,E,100,D
20233,05435721,34,2,1,,A,2,E,110,D
20233,05435721,34,3,1,,A,5,E,120,D
20233,05435721,34,4,1,,A,1,E,140,D
20233,05435721,34,5,1,,A,27,E,150,D
20233,05435721,34,6,1,,A,55,E,180,D
20233,05435721,34,7,1,,A,2,E,190,D
20233,05435893,8,0,1,1,D,,H,,A
20233,05435893,8,1,1,,A,61,E,100,D
20233,05435893,8,2,1,,A,18,E,110,D
20233,05435893,8,3,1,,A,21,E,210,D
20233,05436002,12,0,1,1,D,,H,,A
20233,05436002,12,1,1,,A,45,E,100,D
20233,05436002,12,2,1,,A,29,E,110,D
20233,05436002,12,3,1,,A,50,E,210,D
20233,05436002,12,4,1,,A,26,E,220,D
20233,05436231,26,0,1,1,D,,H,,A
20233,05436231,26,1,1,,A,68,E,100,D
20233,05436231,26,2,1,,A,32,E,110,D
20233,05436351,64,0,1,1,D,,H,,A
20233,05436351,64,1,1,,A,78,E,100,D
20233,05436351,64,2,1,,A,22,E,110,D
20233,05436351,64,3,1,,A,24,E,120,D
20233,05436351,64,4,1,,A,202,E,150,D
20233,05436351,64,5,1,,A,24,E,210,D
20233,05436631,9,0,1,2,D,,H,,A
20233,05436631,9,1,1,,A,943,E,100,D
20233,05436631,9,2,1,,A,457,E,110,D
20233,05436741,43,0,1,5,D,,H,,A
20233,05436741,43,1,1,,A,59,E,120,D
20233,05436741,43,2,1,,A,9,E,140,D
20233,05436741,43,3,1,,A,405,E,150,D
20233,05436741,43,4,1,,A,57,E,160,D
20233,05436741,43,5,1,,A,25,E,170,D
20233,05436741,43,6,1,,A,45,E,190,D
20233,05437833,29,0,1,1,D,,H,,A
20233,05437833,29,1,1,,A,29,E,100,D
20233,05437833,29,2,1,,A,14,E,110,D
20233,05437833,29,3,1,,A,28,E,120,D
20233,05437833,29,4,1,,A,6,E,140,D
20233,05437833,29,5,1,,A,150,E,150,D
20233,05437833,29,6,1,,A,302,E,180,D
20233,05437833,29,7,1,,A,11,E,190,D
20233,05437833,29,8,1,,A,30,E,210,D
20233,05439901,15,0,1,1,D,,H,,A
20233,05439901,15,1,1,,A,340,E,100,D
20233,05439901,15,2,1,,A,60,E,110,D
20233,05440581,19,0,1,1,D,,H,,A
20233,05440581,19,1,1,,A,16,E,100,D
20233,05440581,19,2,1,,A,7,E,110,D
20233,05440581,19,3,1,,A,14,E,120,D
20233,05440581,19,4,1,,A,66,E,130,D
20233,05440581,19,5,1,,A,67,E,150,D
20233,05440581,19,6,1,,A,19,E,160,D
20233,05440581,19,7,1,,A,9,E,170,D
20233,05440581,19,8,1,,A,2,E,190,D
20233,05440681,13,0,1,1,D,,H,,A
20233,05440681,13,1,1,,A,43,E,100,D
20233,05440681,13,2,1,,A,7,E,110,D
20233,05440791,30,0,1,1,D,,H,,A
20233,05440791,30,1,1,,A,123,E,100,D
20233,05440791,30,2,1,,A,26,E,110,D
20233,05440791,30,3,1,,A,63,E,210,D
20233,05440791,30,4,1,,A,88,E,220,D
20233,05441871,31,0,1,1,D,,H,,A
20233,05441871,31,1,1,,A,170,E,100,D
20233,05441871,31,2,1,,A,30,E,110,D
20233,05442001,42,0,1,1,D,,H,,A
20233,05442001,42,1,1,,A,67,E,100,D
20233,05442001,42,2,1,,A,31,E,110,D
20233,05442001,42,3,1,,A,49,E,120,D
20233,05442001,42,4,1,,A,3,E,140,D
20233,05442001,42,5,1,,A,121,E,150,D
20233,05442001,42,6,1,,A,313,E,180,D
20233,05442001,42,7,1,,A,16,E,190,D
20233,05443161,32,0,1,1,D,,H,,A
20233,05443161,32,1,1,,A,59,E,100,D
20233,05443161,32,2,1,,A,11,E,110,D
20233,05443821,38,0,1,1,D,,H,,A
20233,05443821,38,1,1,,A,18,E,100,D
20233,05443821,38,2,1,,A,6,E,110,D
20233,05443821,38,3,1,,A,8,E,210,D
20233,05443821,38,4,1,,A,18,E,220,D
20233,05444421,19,0,1,1,D,,H,,A
20233,05444421,19,1,1,,A,28,E,100,D
20233,05444421,19,2,1,,A,12,E,110,D
20233,05444761,25,0,1,1,D,,H,,A
20233,05444761,25,1,1,,A,24,E,100,D
20233,05444761,25,2,1,,A,16,E,110,D
20233,05445601,27,0,1,1,D,,H,,A
20233,05445601,27,1,1,,A,150,E,130,D
20234,05252034,38,0,1,1,D,,H,,A
20234,05252034,38,1,1,,A,173,E,100,D
20234,05252034,38,2,1,,A,51,E,110,D
20234,05252034,38,3,1,,A,86,E,120,D
20234,05252034,38,4,1,,A,372,E,130,D
20234,05252034,38,5,1,,A,8,E,140,D
20234,05252034,38,6,1,,A,693,E,150,D
20234,05252034,38,7,1,,A,57,E,160,D
20234,05252034,38,8,1,,A,60,E,190,D
20234,05252394,55,0,1,1,D,,H,,A
20234,05252394,55,1,1,,A,70,E,100,D
20234,05252394,55,2,1,,A,15,E,110,D
20234,05255124,51,0,1,1,D,,H,,A
