QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MEDPCARY,MEDP_ARY,MEDPGFTC,MEDP_FTC,MEDPMTMO,MEDP_TMO,MEDPMTX,MEDPMTX_,MEDPCY1,MEDPCY1_,MEDPCY2,MEDPCY2_,MEDPCY3,MEDPCY3_,MEDPCY4,MEDPCY4_,MEDPCY5,MEDPCY5_,MEDPCY6,MEDPCY6_,MEDPCY7,MEDPCY7_,MEDPCY8,MEDPCY8_,MEDPCY9,MEDPCY9_,MEDPPRNT,MEDP_RNT,MEDPNOUT,MEDP_OUT
20232,05280202,20,0,1,330,D,1,D,04,D,76,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280202,21,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280202,22,0,1,620,D,1,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280272,17,0,1,420,D,1,D,05,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280272,18,0,1,410,D,1,D,13,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20232,05280272,19,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280332,19,0,1,200,D,1,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280332,20,0,2,610,D,1,D,03,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280392,32,0,1,120,D,1,D,04,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280392,33,0,1,200,D,1,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280392,34,0,1,410,D,1,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20232,05280392,35,0,1,410,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20232,05280392,36,0,1,420,D,1,D,03,D,340,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280392,37,0,1,510,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280392,38,0,1,620,D,1,D,13,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280392,39,0,2,610,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280522,32,0,1,420,D,1,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280522,33,0,1,420,D,1,D,04,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280522,34,0,1,510,D,1,D,04,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280552,10,0,1,510,D,1,D,05,D,263,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280562,20,0,1,200,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280622,18,0,1,200,D,1,D,04,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280622,19,0,2,130,D,2,D,03,D,,H,120,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280622,19,1,2,120,D,2,D,03,D,225,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280622,19,2,2,110,D,2,D,03,D,75,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280622,20,0,2,620,D,1,D,03,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280642,16,0,1,530,D,1,D,03,D,5000,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280652,10,0,1,620,D,1,D,04,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280662,27,0,1,330,D,1,D,05,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280662,28,0,1,420,D,1,D,13,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280662,29,0,1,620,D,1,D,13,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280662,30,0,1,655,D,1,D,04,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20232,05280662,31,0,2,620,D,1,D,03,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280712,32,0,1,330,D,1,D,03,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280712,33,0,1,420,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280712,34,0,1,510,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280712,35,0,1,620,D,1,D,13,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280742,11,0,1,420,D,1,D,04,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280742,12,0,1,620,D,1,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280742,13,0,2,620,D,1,D,03,D,49,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280802,17,0,1,620,D,1,D,03,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280802,18,0,1,620,D,1,D,05,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280862,27,0,1,410,D,1,D,03,D,132,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20232,05280862,28,0,1,410,D,1,D,04,D,204,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20232,05280862,29,0,1,410,D,1,D,05,D,235,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20232,05280862,30,0,1,330,D,1,D,05,D,124,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280862,31,0,1,420,D,1,D,03,D,390,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280862,32,0,1,420,D,1,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280862,33,0,2,200,D,1,D,03,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280902,9,0,1,620,D,1,D,13,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280922,11,0,1,620,D,1,D,05,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280952,19,0,1,200,D,1,D,04,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05280952,20,0,1,410,D,1,D,13,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20232,05281032,28,0,1,620,D,1,D,05,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281102,9,0,1,530,D,1,D,05,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281102,10,0,1,620,D,1,D,05,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281112,10,0,1,420,D,1,D,05,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281112,11,0,1,620,D,1,D,05,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281132,10,0,1,110,D,1,D,05,D,2194,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281132,11,0,1,620,D,1,D,05,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281132,12,0,2,200,D,1,D,03,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281132,13,0,2,620,D,1,D,03,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281172,13,0,2,200,D,1,D,03,D,329,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281222,23,0,1,420,D,1,D,03,D,2325,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281332,21,0,1,120,D,1,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281332,22,0,1,200,D,1,D,05,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281442,12,0,1,330,D,1,D,04,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281442,13,0,1,200,D,1,D,05,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281442,14,0,1,110,D,1,D,04,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281442,15,0,1,620,D,1,D,03,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281452,24,0,1,330,D,1,D,04,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281452,25,0,1,620,D,1,D,03,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281452,26,0,1,620,D,1,D,05,D,223,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281452,27,0,1,620,D,1,D,05,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281452,28,0,2,620,D,1,D,03,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281473,16,0,1,620,D,1,D,05,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281522,16,0,1,420,D,2,D,13,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281522,17,0,1,120,D,1,D,03,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281562,15,0,1,110,D,1,D,04,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281562,16,0,1,620,D,1,D,13,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281572,17,0,1,420,D,1,D,13,D,442,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281572,18,0,1,420,D,1,D,13,D,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281572,19,0,1,620,D,1,D,13,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281652,19,0,1,410,D,1,D,13,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20232,05281652,20,0,1,110,D,1,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281702,10,0,1,620,D,1,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281782,14,0,1,510,D,1,D,03,D,29,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281792,16,0,1,420,D,1,D,05,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281792,17,0,1,420,D,1,D,05,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281792,18,0,2,420,D,1,D,03,D,242,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281972,11,0,1,900,D,1,D,03,D,,H,900,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281972,11,1,1,200,D,1,D,03,D,227,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281972,11,2,1,420,D,1,D,03,D,63,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281972,11,3,1,620,D,1,D,03,D,40,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281972,12,0,1,900,D,1,D,04,D,,H,900,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281972,12,1,1,330,D,1,D,04,D,186,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281972,12,2,1,420,D,1,D,04,D,57,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281972,12,3,1,620,D,1,D,04,D,35,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281972,12,4,1,635,D,1,D,04,D,55,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20232,05281972,13,0,1,900,D,1,D,05,D,,H,900,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281972,13,1,1,200,D,1,D,05,D,151,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281972,13,2,1,330,D,1,D,05,D,140,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281972,13,3,1,420,D,1,D,05,D,42,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05281982,19,0,1,330,D,1,D,05,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282022,9,0,1,530,D,1,D,04,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282022,10,0,1,900,D,1,D,04,D,,H,620,D,510,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282022,10,1,1,620,D,1,D,04,D,27,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282022,10,2,1,510,D,1,D,04,D,73,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282092,9,0,1,200,D,1,D,05,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282152,15,0,1,200,D,1,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282152,16,0,1,620,D,1,D,13,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282302,21,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282322,11,0,2,420,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282442,8,0,1,110,D,1,D,04,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282492,24,0,1,200,D,1,D,05,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282532,13,0,2,510,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282622,12,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282632,22,0,1,620,D,1,D,13,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282662,16,0,1,200,D,1,D,03,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282662,17,0,1,420,D,1,D,04,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282662,18,0,1,620,D,1,D,13,D,47,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282702,17,0,1,620,D,1,D,13,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282782,8,0,1,620,D,1,D,04,D,210,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282832,19,0,1,110,D,1,D,05,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282832,20,0,1,510,D,1,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282832,21,0,1,620,D,1,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282902,12,0,1,200,D,1,D,04,D,195,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282982,30,0,1,620,D,1,D,05,D,85,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282982,31,0,2,200,D,1,D,03,D,360,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05282982,32,0,2,200,D,1,D,03,D,1845,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283102,14,0,1,110,D,1,D,03,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283102,15,0,1,200,D,1,D,05,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283102,16,0,1,330,D,1,D,04,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283102,17,0,1,620,D,1,D,13,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283142,14,0,1,110,D,1,D,05,D,134,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283142,15,0,1,200,D,1,D,05,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283142,16,0,1,420,D,1,D,04,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283142,17,0,1,620,D,1,D,04,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283232,13,0,1,900,D,1,D,05,D,,H,510,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283232,13,1,1,510,D,1,D,05,D,228,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283232,13,2,1,420,D,1,D,05,D,172,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283232,14,0,1,620,D,1,D,13,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283262,8,0,1,420,D,1,D,13,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283262,9,0,1,620,D,1,D,13,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283282,14,0,1,200,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283292,19,0,1,510,D,1,D,03,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283402,12,0,1,620,D,1,D,13,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283472,14,0,1,110,D,1,D,03,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283492,17,0,1,200,D,1,D,04,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283492,18,0,1,200,D,1,D,05,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283492,19,0,1,620,D,1,D,13,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283572,23,0,1,420,D,1,D,03,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283572,24,0,1,420,D,1,D,05,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283572,25,0,1,510,D,1,D,03,D,263,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283572,26,0,1,620,D,1,D,03,D,132,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283582,12,0,1,330,D,1,D,04,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283582,13,0,1,620,D,1,D,13,D,330,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283622,7,0,1,900,D,1,D,05,D,,H,620,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283622,7,1,1,620,D,1,D,05,D,7,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283622,7,2,1,420,D,1,D,05,D,13,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283652,13,0,1,410,D,1,D,13,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20232,05283652,14,0,2,530,D,1,D,03,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283662,35,0,1,200,D,1,D,04,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283752,13,0,1,620,D,1,D,13,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283782,18,0,1,620,D,1,D,13,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283842,6,0,1,110,D,1,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283912,20,0,1,200,D,1,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283912,21,0,1,410,D,1,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20232,05283912,22,0,1,110,D,1,D,03,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283912,23,0,1,110,D,1,D,04,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283912,24,0,1,110,D,1,D,05,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283912,25,0,1,420,D,1,D,03,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283912,26,0,1,420,D,1,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283912,27,0,1,420,D,1,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283912,28,0,1,510,D,1,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283912,29,0,1,510,D,1,D,04,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283912,30,0,1,620,D,1,D,13,D,660,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05283912,31,0,1,655,D,1,D,03,D,320,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20232,05283912,32,0,1,655,D,1,D,13,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20232,05283952,16,0,1,620,D,1,D,05,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284022,10,0,1,200,D,1,D,05,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284022,11,0,1,620,D,1,D,05,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284042,7,0,1,200,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284062,7,0,1,620,D,1,D,13,D,71,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284062,8,0,2,130,D,1,D,03,D,,H,120,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284062,8,1,2,120,D,1,D,03,D,188,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284062,8,2,2,110,D,1,D,03,D,62,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284062,9,0,2,530,D,1,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284082,19,0,1,330,D,1,D,03,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284082,20,0,1,420,D,1,D,03,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284082,21,0,1,420,D,1,D,05,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284082,22,0,1,510,D,1,D,03,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284082,23,0,1,510,D,1,D,04,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284082,24,0,1,620,D,1,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284082,25,0,1,620,D,1,D,04,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284092,12,0,1,620,D,1,D,13,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284092,13,0,1,530,D,1,D,03,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284092,14,0,1,530,D,1,D,05,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284132,9,0,1,410,D,1,D,04,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20232,05284132,18,0,2,420,D,1,D,03,D,176,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284182,6,0,1,410,D,1,D,04,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20232,05284182,7,0,1,410,D,1,D,04,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20232,05284182,8,0,1,410,D,1,D,05,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20232,05284192,26,0,1,410,D,1,D,13,D,374,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20232,05284192,27,0,1,410,D,1,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20232,05284192,28,0,1,620,D,1,D,13,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284222,25,0,1,410,D,1,D,05,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20232,05284222,26,0,1,200,D,1,D,04,D,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284222,27,0,2,620,D,1,D,03,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284322,7,0,1,130,D,1,D,03,D,,H,110,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284322,7,1,1,110,D,1,D,03,D,50,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284322,7,2,1,120,D,1,D,03,D,150,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284322,8,0,1,510,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284322,9,0,1,620,D,1,D,04,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284342,17,0,1,110,D,1,D,04,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284342,18,0,1,420,D,1,D,05,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284412,20,0,1,410,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20232,05284412,21,0,2,420,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284412,22,0,2,530,D,1,D,03,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05284422,15,0,1,410,D,1,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
