QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MEDPCARY,MEDP_ARY,MEDPGFTC,MEDP_FTC,MEDPMTMO,MEDP_TMO,MEDPMTX,MEDPMTX_,MEDPCY1,MEDPCY1_,MEDPCY2,MEDPCY2_,MEDPCY3,MEDPCY3_,MEDPCY4,MEDPCY4_,MEDPCY5,MEDPCY5_,MEDPCY6,MEDPCY6_,MEDPCY7,MEDPCY7_,MEDPCY8,MEDPCY8_,MEDPCY9,MEDPCY9_,MEDPPRNT,MEDP_RNT,MEDPNOUT,MEDP_OUT
20233,05346452,16,0,1,620,D,1,D,13,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05346512,22,0,1,420,D,1,D,06,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05346612,12,0,1,120,D,1,D,05,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05346712,10,0,2,420,D,1,D,05,D,98,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05346792,16,0,1,200,D,1,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05346792,17,0,1,330,D,1,D,07,D,290,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05346792,18,0,1,620,D,1,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05346822,9,0,1,120,D,1,D,06,D,56,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05346832,17,0,1,410,D,1,D,13,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20233,05346832,18,0,1,620,D,1,D,13,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05346832,19,0,1,655,D,1,D,05,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20233,05346842,14,0,1,510,D,1,D,06,D,82,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05346842,15,0,1,620,D,1,D,07,D,66,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05346842,16,0,1,610,D,1,D,07,D,5200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05346842,17,0,1,635,D,1,D,13,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20233,05346842,18,0,1,635,D,1,D,05,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20233,05346842,19,0,2,420,D,1,D,05,D,162,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05346842,20,0,2,620,D,1,D,05,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05346862,17,0,1,410,D,1,D,07,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20233,05346882,14,0,1,120,D,1,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05346882,15,0,1,410,D,1,D,07,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20233,05346882,16,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05346942,29,0,1,200,D,1,D,06,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05346942,30,0,1,420,D,1,D,13,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05346942,31,0,1,620,D,1,D,13,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05346942,32,0,2,420,D,1,D,05,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05346942,33,0,2,620,D,1,D,05,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05346962,7,0,1,330,D,1,D,06,D,640,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347152,9,0,1,130,D,1,D,06,D,,H,120,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347152,9,1,1,120,D,1,D,06,D,577,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347152,9,2,1,110,D,1,D,06,D,173,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347152,10,0,1,420,D,1,D,05,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347152,11,0,1,510,D,1,D,05,D,290,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347152,12,0,1,620,D,1,D,05,D,81,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347382,13,0,1,620,D,1,D,07,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347382,14,0,1,620,D,1,D,13,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347432,16,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347432,17,0,2,410,D,1,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20233,05347432,18,0,2,620,D,1,D,05,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347462,20,0,1,620,D,1,D,13,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347532,14,0,1,120,D,1,D,06,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347532,15,0,1,200,D,1,D,07,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347612,7,0,1,510,D,1,D,07,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347772,9,0,1,420,D,1,D,06,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347772,10,0,1,420,D,1,D,07,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347772,11,0,1,420,D,1,D,07,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347772,12,0,1,510,D,1,D,06,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347772,13,0,1,510,D,1,D,07,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347782,21,0,1,330,D,1,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347782,22,0,1,120,D,1,D,05,D,260,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347782,23,0,1,620,D,1,D,13,D,375,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347832,22,0,1,200,D,1,D,07,D,218,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347832,23,0,1,410,D,1,D,05,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20233,05347832,24,0,1,410,D,1,D,06,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20233,05347832,25,0,1,410,D,1,D,07,D,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20233,05347832,26,0,1,620,D,1,D,05,D,34,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347832,27,0,1,620,D,1,D,06,D,46,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347832,28,0,1,620,D,1,D,07,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347852,8,0,1,420,D,1,D,06,D,390,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347852,9,0,1,200,D,1,D,06,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347902,11,0,1,200,D,1,D,06,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347922,18,0,1,200,D,1,D,06,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347922,19,0,1,620,D,1,D,06,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05347922,20,0,1,620,D,1,D,07,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348132,12,0,1,620,D,1,D,06,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348152,24,0,1,200,D,1,D,06,D,362,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348152,25,0,1,420,D,1,D,05,D,2325,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348162,18,0,1,620,D,1,D,13,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348212,14,0,1,110,D,1,D,07,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348212,15,0,1,200,D,1,D,07,D,63,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348212,16,0,1,510,D,1,D,07,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348212,17,0,1,635,D,1,D,07,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20233,05348212,18,0,1,620,D,1,D,13,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348222,8,0,1,330,D,1,D,07,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348222,9,0,1,330,D,1,D,06,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348222,10,0,1,330,D,1,D,05,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348242,11,0,1,330,D,1,D,05,D,7545,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348242,12,0,1,620,D,1,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348252,19,0,1,420,D,1,D,07,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348252,20,0,1,410,D,1,D,06,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20233,05348252,21,0,1,620,D,1,D,07,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348252,22,0,1,620,D,1,D,07,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348252,23,0,1,620,D,1,D,06,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348272,15,0,1,620,D,1,D,07,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348272,16,0,2,420,D,1,D,05,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348322,18,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348332,10,0,1,330,D,1,D,06,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348332,11,0,1,200,D,1,D,06,D,38,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348332,12,0,1,330,D,1,D,07,D,642,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348332,13,0,1,620,D,1,D,07,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348412,16,0,2,420,D,1,D,05,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348422,13,0,1,120,D,1,D,07,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348422,14,0,2,620,D,1,D,05,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348442,15,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348452,18,0,1,900,D,1,D,06,D,,H,510,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348452,18,1,1,510,D,1,D,06,D,22,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348452,18,2,1,420,D,1,D,06,D,23,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348452,19,0,1,900,D,1,D,07,D,,H,510,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348452,19,1,1,510,D,1,D,07,D,11,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348452,19,2,1,420,D,1,D,07,D,10,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348452,20,0,1,620,D,1,D,06,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348452,21,0,1,620,D,1,D,07,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348482,10,0,1,110,D,1,D,07,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348492,9,0,1,420,D,1,D,07,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348492,10,0,1,620,D,1,D,13,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348522,12,0,1,420,D,1,D,07,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348542,25,0,1,410,D,1,D,05,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20233,05348542,26,0,1,410,D,1,D,06,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20233,05348542,27,0,1,410,D,1,D,07,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20233,05348542,28,0,1,420,D,1,D,06,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348542,29,0,1,655,D,1,D,05,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20233,05348542,30,0,1,620,D,1,D,13,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348562,15,0,1,420,D,1,D,06,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348562,16,0,1,420,D,1,D,13,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348562,17,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348652,5,0,1,420,D,1,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348682,17,0,1,420,D,1,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348682,18,0,1,420,D,1,D,07,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348682,19,0,1,510,D,1,D,06,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348682,20,0,2,200,D,1,D,05,D,260,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348722,15,0,2,200,D,1,D,05,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348772,34,0,1,110,D,1,D,06,D,181,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348772,35,0,1,120,D,1,D,05,D,362,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348772,36,0,1,420,D,1,D,05,D,200,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348842,6,0,1,420,D,1,D,13,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348962,10,0,1,420,D,1,D,05,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05348992,13,0,1,620,D,1,D,05,D,516,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349032,20,0,1,410,D,1,D,13,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20233,05349032,21,0,2,620,D,1,D,05,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349032,22,0,2,620,D,1,D,05,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349052,8,0,1,420,D,1,D,07,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349082,12,0,1,120,D,1,D,07,D,145,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349082,13,0,1,200,D,1,D,05,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349122,20,0,1,110,D,1,D,07,D,2194,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349122,21,0,1,410,D,1,D,06,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20233,05349122,22,0,2,620,D,1,D,05,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349182,8,0,1,330,D,1,D,06,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349182,9,0,1,620,D,1,F,06,D,83,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349202,16,0,1,410,D,1,D,07,D,185,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20233,05349202,17,0,1,620,D,1,D,07,D,126,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349312,13,0,1,200,D,1,D,05,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349312,14,0,1,200,D,1,D,06,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349312,15,0,1,200,D,1,D,07,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349312,16,0,2,200,D,1,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349452,23,0,1,200,D,1,D,06,D,744,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349452,24,0,1,510,D,1,D,06,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349462,20,0,1,420,D,1,D,07,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349532,13,0,1,110,D,1,D,07,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349532,14,0,1,200,D,1,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349542,12,0,1,620,D,1,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349562,18,0,1,130,D,1,D,06,D,,H,120,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349562,18,1,1,120,D,1,D,06,D,300,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349562,18,2,1,110,D,1,D,06,D,75,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349562,19,0,1,420,D,1,D,05,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349562,20,0,1,420,D,1,D,06,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349562,21,0,1,510,D,1,D,06,D,68,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349562,22,0,1,620,D,1,D,13,D,164,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349612,13,0,1,620,D,1,D,07,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349622,11,0,1,620,D,1,D,07,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349752,7,0,1,200,D,1,D,07,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349782,17,0,1,410,D,1,D,06,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20233,05349782,18,0,1,410,D,1,D,07,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20233,05349782,19,0,1,410,D,1,D,07,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20233,05349782,20,0,1,420,D,1,D,07,D,2325,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349782,21,0,1,510,D,1,D,07,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349782,22,0,1,620,D,1,D,13,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349782,23,0,2,510,D,1,D,05,D,77,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349793,7,0,1,420,D,1,D,07,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349793,8,0,1,620,D,1,D,07,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349882,32,0,1,420,D,1,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349882,33,0,1,420,D,1,D,07,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349882,34,0,1,620,D,1,D,05,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349882,35,0,1,620,D,1,D,07,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349922,13,0,1,420,D,1,D,05,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349932,12,0,1,120,D,1,D,07,D,430,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349932,13,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349942,12,0,1,420,D,1,D,06,D,189,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349942,13,0,1,620,D,1,D,05,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05349992,14,0,1,620,D,1,D,13,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350022,8,0,1,420,D,1,D,05,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350042,18,0,1,330,D,1,D,07,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350042,19,0,1,420,D,1,D,05,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350042,20,0,1,420,D,1,D,06,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350042,21,0,1,420,D,1,D,07,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350042,22,0,1,655,D,1,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20233,05350042,23,0,2,200,D,1,D,05,D,223,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350052,14,0,1,420,D,1,D,13,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350052,15,0,1,620,D,1,D,06,D,80,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350052,16,0,1,620,D,1,D,07,D,80,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350142,23,0,1,200,D,1,D,07,D,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350232,18,0,1,330,D,1,D,06,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350232,19,0,1,420,D,1,D,06,D,2325,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350232,20,0,1,510,D,1,D,06,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350232,21,0,1,620,D,1,D,06,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350272,8,0,1,420,D,1,D,07,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350272,9,0,1,620,D,1,D,05,D,62,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350272,10,0,1,620,D,1,D,06,D,62,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350292,16,0,2,620,D,1,D,05,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350332,9,0,1,120,D,1,D,06,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350332,10,0,1,900,D,1,D,07,D,,H,620,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350332,10,1,1,620,D,1,D,07,D,40,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350332,10,2,1,420,D,1,D,07,D,60,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350462,12,0,1,620,D,1,D,05,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350482,17,0,1,420,D,1,D,07,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350482,18,0,1,420,D,1,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350482,19,0,1,655,D,1,D,07,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20233,05350482,20,0,1,620,D,1,D,07,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350512,18,0,1,120,D,1,D,07,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350562,12,0,2,330,D,1,D,05,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350562,13,0,2,420,D,1,D,05,D,2325,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350562,14,0,2,620,D,1,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350592,20,0,1,200,D,1,D,05,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350612,17,0,1,420,D,1,D,05,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350612,18,0,1,420,D,1,D,06,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350612,19,0,1,420,D,1,D,07,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350612,20,0,1,420,D,1,D,06,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350612,21,0,1,420,D,1,D,07,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350612,22,0,1,620,D,1,D,06,D,67,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350612,23,0,2,200,D,1,D,05,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20233,05350622,6,0,1,620,D,1,D,05,D,210,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
