QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOF,PROP0NOF,OWNYF,OWNYF_,NEWMRRT,NEWMRRT_,ORGMRTX,ORGMRTX_,QMRTTERM,QMRT_ERM,MRTPMTX,MRTPMTX_,PAYPROTX,PAYP_OTX,PAYPROIN,PAYP_OIN,PAYMORIN,PAYM_RIN,PAYOTHER,PAYO_HER,QESCROWX,QESC_OWX,QPRINM1X,QPRI_M1X,QPRINM2X,QPRI_M2X,QPRINM3X,QPRI_M3X,QADINT1X,QADI_T1X,QADINT2X,QADI_T2X,QADINT3X,QADI_T3X,QRFINDAT,QRFI_DAT,FRSTPYMO,FRST_YMO,FRSTPYYR,FRST_YYR,FIXEDRTE,FIXE_RTE,QNEWDATE,QNEW_ATE,QBLNCM1X,QBLN_M1X,QBLNCM2X,QBLN_M2X,QBLNCM3X,QBLN_M3X,LOAN_NOF,LOAN0NOF,VARRTE,VARRTE_,INTONLY,INTONLY_,OTHRTE,OTHRTE_,PAYMT1X,PAYMT1X_,PAYMT2X,PAYMT2X_,PAYMT3X,PAYMT3X_,PAYPRINI,PAYP_INI,PAYINT,PAYINT_,REFI,REFI_
20232,05090634,22,0,5,01,D,100,D,.0296,D,240792,D,30,D,1460,D,3,D,4,D,,A,,A,450,D,440,D,441,D,442,D,570,D,569,D,568,D,,A,02,D,2021,D,1,D,,A,230959,D,230518,D,230077,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05090664,20,0,5,01,D,100,D,.0490,D,110000,D,30,D,900,D,3,D,4,D,5,D,,A,316,D,156,D,156,D,157,D,428,D,428,D,427,D,,A,02,D,2020,D,1,D,,A,104938,D,104783,D,104626,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05090694,14,0,5,01,D,100,D,.0365,D,175535,D,30,D,1001,D,3,D,4,D,5,D,,A,198,D,391,D,392,D,393,D,412,D,411,D,410,D,,A,10,D,2012,D,1,D,,A,135470,D,135079,D,134687,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05090704,12,0,5,01,D,100,D,.0700,D,80000,D,30,D,795,D,3,D,4,D,,A,,A,263,D,387,D,390,D,392,D,145,D,142,D,140,D,,A,07,D,1997,D,1,D,,A,24798,D,24411,D,24021,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05091064,18,0,5,01,D,100,D,.0460,D,195000,D,30,D,1253,D,3,D,4,D,5,D,,A,253,D,259,D,260,D,261,D,741,D,740,D,739,D,,A,06,D,2022,D,1,D,,A,193212,D,192953,D,192692,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05091114,29,0,5,01,D,100,D,.0534,D,135535,D,30,D,1001,D,3,D,4,D,5,D,,A,245,D,159,D,160,D,161,D,597,D,596,D,595,D,,A,04,D,2022,D,1,D,,A,134134,D,133975,D,133816,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05091174,21,0,5,01,D,100,D,.0604,D,135000,D,30,D,1500,D,,B,,B,,B,,B,687,D,323,D,325,D,326,D,490,D,488,D,487,D,,A,05,D,2008,D,1,D,,A,97345,D,97022,D,96697,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05091304,33,0,5,01,D,100,D,.0296,D,340000,F,30,F,2000,F,,B,,B,,B,,B,574,D,609,F,611,F,612,F,817,F,815,F,814,F,,A,10,F,2021,F,1,F,,A,331036,F,330427,F,329816,F,04,D,,A,,A,,A,,A,,A,,A,,C,,A,2,D
20232,05091364,13,0,5,01,D,100,D,.0735,D,61000,D,30,D,684,D,3,D,4,D,,A,,A,264,D,220,D,221,D,,A,200,D,199,D,,A,032023,D,10,D,2001,D,1,D,,A,32644,D,32424,D,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05091464,20,0,5,01,D,100,D,.0296,D,290419,D,15,D,2700,D,3,D,4,D,,A,,A,700,D,1339,D,1342,D,1345,D,661,D,658,D,655,D,,A,08,D,2021,D,1,D,,A,268161,D,266823,D,265481,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05091484,14,0,5,01,D,100,D,.0600,F,16500,F,30,F,250,F,3,F,,A,,A,,A,151,D,89,F,90,F,90,F,10,F,9,F,9,F,,A,10,F,1994,F,1,F,,A,1902,F,1812,F,1722,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05091504,15,0,5,01,D,100,D,.0400,D,116042,D,30,D,815,D,3,D,4,D,5,D,,A,261,D,205,D,206,D,206,D,349,D,348,D,348,D,,A,12,D,2017,D,1,D,,A,104753,D,104548,D,104343,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05091544,24,0,5,01,D,100,D,.0504,D,160000,D,15,D,1269,D,,A,,A,,A,,A,0,D,627,D,629,D,632,D,43,D,41,D,38,D,,A,05,D,2009,D,2,D,,A,19591,D,18405,D,17213,D,01,D,,A,,A,3,D,670,D,670,D,670,D,1,D,2,D,2,D
20232,05091624,19,0,1,01,D,100,D,.0296,D,275000,D,15,D,2135,D,3,D,4,D,,A,,A,241,D,1277,D,1280,D,1283,D,617,D,614,D,611,D,,A,05,D,2021,D,1,D,,A,250108,D,248831,D,247551,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05091684,9,0,5,01,D,100,D,.0534,F,543035,F,30,F,3941,F,3,F,4,F,,A,,A,912,D,646,F,649,F,652,F,2383,F,2380,F,2377,F,,A,01,F,2022,F,1,F,,A,535502,F,534856,F,534208,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05091734,19,0,5,01,D,100,D,.0311,D,901614,T,30,D,3680,D,3,D,4,D,,A,,A,751,D,1237,D,1240,D,1244,D,1692,D,1689,D,1685,D,,A,10,D,2020,D,1,D,,A,807259,T,805793,T,805995,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05091784,11,0,5,01,D,100,D,.0398,D,350000,D,30,D,2500,D,3,D,,A,,A,,A,833,D,746,D,748,D,751,D,921,D,919,D,916,D,,A,04,D,2013,D,1,D,,A,277790,D,277044,D,276296,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05091844,32,0,5,01,D,100,D,.0534,D,261926,D,30,D,1877,D,3,D,4,D,,A,,A,416,D,312,D,313,D,314,D,1149,D,1148,D,1147,D,,A,01,D,2022,D,1,D,,A,258293,D,257981,D,257668,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05091874,41,0,5,01,D,100,D,.0500,D,120000,D,30,D,1200,D,,A,4,D,,A,,A,556,D,255,D,256,D,257,D,389,D,388,D,387,D,,A,08,D,2011,D,1,D,,A,93470,D,93216,D,92960,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05091874,42,0,5,06,D,300,D,.0420,D,280000,D,20,D,1984,D,,B,,B,,B,,B,258,D,751,D,754,D,756,D,975,D,972,D,970,D,,A,11,D,2022,D,1,D,,A,278505,D,277754,D,277000,D,01,D,,A,,A,,A,,A,,A,,A,,C,,A,2,D
20232,05092164,36,0,5,01,D,100,D,.0311,D,384000,D,30,D,2308,D,3,D,4,D,5,D,,A,666,D,692,D,694,D,695,D,950,D,948,D,947,D,,A,11,D,2020,D,1,D,,A,366627,D,365935,D,365241,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05092244,18,0,5,01,D,100,D,.0296,D,901614,T,35,D,4099,D,,A,,A,,A,,A,0,D,1515,D,1519,D,1523,D,2584,D,2580,D,2576,D,,A,09,D,2021,D,1,D,,A,807259,T,805793,T,805995,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05092274,18,0,5,01,D,100,D,.0400,D,460000,D,30,D,2900,D,3,D,4,D,,A,,A,704,D,817,D,820,D,823,D,1379,D,1376,D,1373,D,,A,10,D,2017,D,1,D,,A,413630,D,412813,D,411993,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05092274,19,0,5,02,D,300,D,.0400,D,320000,D,30,D,2300,D,3,D,4,D,,A,,A,772,D,545,D,547,D,548,D,983,D,981,D,980,D,,A,11,D,2018,D,1,D,,A,294945,D,294400,D,293854,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05092324,13,0,1,01,D,100,D,.0428,D,95000,D,30,D,1028,D,3,D,4,D,,A,,A,559,D,211,D,212,D,213,D,258,D,257,D,256,D,,A,09,D,2011,D,1,D,,A,72268,D,72056,D,71844,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05092424,24,0,5,01,D,100,D,.0296,D,280000,D,30,D,1530,D,3,D,4,D,5,D,,A,356,D,512,D,513,D,514,D,662,D,661,D,660,D,,A,02,D,2021,D,1,D,,A,268576,D,268065,D,267552,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05092424,25,0,5,02,D,300,D,.0425,F,520000,F,30,F,3600,F,3,F,4,F,,A,,A,1042,D,864,F,867,F,870,F,1694,F,1691,F,1688,F,,A,08,F,2018,F,1,F,,A,478318,F,477454,F,476587,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05092734,13,0,5,01,D,100,D,.0760,F,60000,F,30,F,870,F,,B,,B,,B,,B,446,D,313,F,315,F,317,F,111,F,109,F,107,F,,A,02,F,1997,F,1,F,,A,17455,F,17142,F,16826,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05092764,17,0,5,01,D,100,D,.0525,D,63000,D,30,D,762,D,3,D,4,D,,A,,A,414,D,181,D,182,D,183,D,167,D,166,D,165,D,,A,07,D,2005,D,1,D,,A,38167,D,37986,D,37804,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05092784,20,0,5,01,D,100,D,.0450,D,97000,D,30,D,635,D,3,D,4,D,,A,,A,144,D,146,D,146,D,147,D,345,D,345,D,344,D,,A,01,D,2020,D,1,D,,A,92105,D,91960,D,91813,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05092804,15,0,5,01,D,100,D,.0397,D,901614,T,30,D,6261,T,3,D,4,D,,A,,A,2320,D,863,D,866,D,869,D,1637,D,1634,D,1631,D,,A,11,D,2019,D,2,D,,A,807259,T,805793,T,805995,T,01,D,1,D,,A,,A,4795,T,4795,T,5360,T,1,D,2,D,2,D
20232,05092964,66,0,5,01,D,100,D,.0311,D,503000,D,30,D,3285,D,3,D,4,D,,A,6,D,1134,D,921,D,923,D,925,D,1230,D,1228,D,1226,D,,A,05,D,2020,D,1,D,,A,474765,D,473845,D,472922,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05093004,23,0,5,01,D,100,D,.0654,F,200000,F,30,F,1900,F,3,F,4,F,,A,,A,631,D,700,F,704,F,708,F,569,F,565,F,561,F,,A,02,F,2002,F,1,F,,A,104334,F,103634,F,102930,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05093204,46,0,5,01,D,100,D,.0311,D,355272,D,30,D,1800,D,3,D,4,D,,A,,A,281,D,645,D,647,D,648,D,586,D,584,D,584,D,,A,08,D,2020,D,1,D,,A,337278,D,336633,D,335987,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05093224,17,0,5,01,D,100,D,.0620,D,221562,D,30,D,1357,D,,A,,A,,A,,A,0,D,218,D,219,D,220,D,1139,D,1138,D,1137,D,,A,08,D,2022,D,1,D,,A,220490,D,220272,D,220053,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05093284,18,0,5,01,D,100,D,.0296,D,901614,V,30,F,3500,F,,B,,B,,B,,B,354,D,1338,F,1341,F,1345,F,1808,F,1805,F,1801,F,,A,12,F,2021,F,1,F,,A,807259,V,805793,V,805995,V,01,D,,A,,A,3,D,,A,,A,,A,,C,,A,2,D
20232,05093364,26,0,5,01,D,100,D,.0534,D,158124,D,30,D,1200,D,3,D,,A,,A,,A,318,D,188,D,189,D,190,D,694,D,693,D,692,D,,A,01,D,2022,D,1,D,,A,155931,D,155743,D,155554,D,01,D,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20232,05093414,23,0,5,01,D,100,D,.0311,D,250000,D,30,D,2700,D,3,D,,A,,A,,A,1631,D,462,D,463,D,465,D,607,D,606,D,604,D,,A,01,D,2020,D,1,D,,A,234133,D,233671,D,233207,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05093534,22,0,1,01,D,100,D,.0743,D,200000,D,30,D,1500,D,3,D,4,D,,A,,A,111,D,875,D,880,D,886,D,514,D,509,D,503,D,,A,04,D,1999,D,1,D,,A,83010,D,82135,D,81255,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05093804,22,0,5,01,D,100,D,.0311,D,350828,F,30,F,2200,F,3,F,4,F,,A,,A,700,D,635,F,637,F,638,F,865,F,863,F,862,F,,A,09,F,2020,F,1,F,,A,333694,F,333059,F,332422,F,01,D,,C,,C,,C,,A,,A,,A,1,D,2,D,2,D
20232,05093824,7,0,1,01,D,100,D,.0398,D,127000,F,30,F,920,F,3,F,4,F,,A,,A,315,D,265,F,266,F,267,F,340,F,339,F,338,F,,A,10,F,2013,F,1,F,,A,102387,F,102122,F,101855,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05093834,23,0,5,01,D,100,D,.0296,D,901614,T,30,D,3820,D,3,D,4,D,,A,,A,200,D,1566,D,1570,D,1574,D,2054,D,2050,D,2046,D,,A,05,D,2021,D,1,D,,A,807259,T,805793,T,805995,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05093884,43,0,1,01,D,100,D,.0534,D,279430,D,20,D,2651,D,3,D,4,D,,A,,A,754,D,683,D,686,D,689,D,1214,D,1211,D,1208,D,,A,03,D,2022,D,1,D,,A,272762,D,272079,D,271393,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05093904,32,0,5,01,D,100,D,.0397,D,225000,D,30,D,1380,D,3,D,4,D,5,D,,A,310,D,369,D,370,D,372,D,701,D,700,D,698,D,,A,11,D,2019,D,1,D,,A,211838,D,211469,D,211098,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05093964,20,0,5,01,D,100,D,.0311,D,240000,D,30,D,1500,D,3,D,4,D,5,D,,A,474,D,442,D,443,D,445,D,584,D,583,D,581,D,,A,02,D,2020,D,1,D,,A,225219,D,224777,D,224333,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05094164,20,0,5,01,D,100,D,.0296,D,298000,D,20,D,2050,D,3,D,4,D,,A,,A,403,D,960,D,963,D,965,D,687,D,684,D,682,D,,A,04,D,2021,D,1,D,,A,278370,D,277409,D,276446,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05094234,18,0,5,01,D,100,D,.0311,D,300070,D,30,D,2271,D,3,D,4,D,,A,,A,988,D,546,D,548,D,549,D,737,D,735,D,734,D,,A,07,D,2020,D,1,D,,A,284327,D,283781,D,283233,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05094264,16,0,5,01,D,100,D,.0311,D,350828,D,30,D,1500,D,,A,,A,,A,,A,0,D,643,D,645,D,647,D,857,D,855,D,853,D,,A,04,D,2020,D,1,D,,A,330502,D,329859,D,329214,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05094314,34,0,5,01,D,100,D,.0650,D,557000,D,30,D,4200,D,,B,,B,,B,,B,679,D,507,D,509,D,512,D,3014,D,3012,D,3009,D,,A,12,D,2022,D,1,D,,A,556496,D,555989,D,555480,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05094374,21,0,5,01,D,100,D,.0890,F,164151,F,30,F,1678,F,3,F,4,F,,A,,A,369,D,99,F,100,F,101,F,1210,F,1209,F,1208,F,,A,02,F,2022,F,1,F,,A,163106,F,163007,F,162906,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05094504,18,0,5,01,D,100,D,.0365,D,88000,D,30,D,553,D,3,D,4,D,,A,,A,150,D,172,D,172,D,173,D,231,D,231,D,230,D,,A,07,D,2016,D,1,D,,A,76107,D,75935,D,75763,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05094674,17,0,5,01,D,100,D,.0365,D,180000,D,23,D,1400,D,3,D,,A,5,D,6,D,435,D,614,D,616,D,618,D,351,D,349,D,347,D,,A,06,D,2012,D,1,D,,A,115398,D,114784,D,114168,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05094734,21,0,5,01,D,100,D,.0400,D,901614,T,30,D,4286,D,3,D,,A,,A,,A,999,D,1248,D,1252,D,1256,D,2039,D,2035,D,2031,D,,A,04,D,2017,D,1,D,,A,807259,T,805793,T,805995,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05094904,27,0,5,01,D,100,D,.0296,D,180000,D,15,D,1400,D,3,D,4,D,,A,,A,160,D,830,D,832,D,834,D,410,D,408,D,406,D,,A,08,D,2021,D,1,D,,A,166198,D,165368,D,164536,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05094914,19,0,5,01,D,100,D,.0296,D,88211,F,30,F,583,F,3,F,4,F,5,F,,A,213,D,158,F,158,F,159,F,212,F,212,F,211,F,,A,11,F,2021,F,1,F,,A,86043,F,85885,F,85727,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05095054,17,0,5,01,D,100,D,.0437,D,63933,D,20,D,551,D,3,D,,A,,A,,A,151,D,210,D,211,D,212,D,190,D,189,D,188,D,,A,10,D,2017,D,1,D,,A,52119,D,51909,D,51698,D,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05095054,18,0,5,01,D,100,D,.0438,D,75000,D,20,D,525,D,3,D,4,D,,A,,A,55,D,247,D,248,D,249,D,223,D,222,D,221,D,,A,10,D,2017,D,1,D,,A,61128,D,60881,D,60633,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05095144,20,0,5,01,D,100,D,.0311,D,152026,D,30,D,650,D,,A,,A,,A,,A,0,D,281,D,282,D,282,D,369,D,368,D,368,D,,A,01,D,2020,D,1,D,,A,142379,D,142098,D,141817,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05095154,53,0,5,01,D,100,D,.0454,F,400000,F,5,F,6261,V,3,F,,A,,A,,A,783,F,2546,V,,A,,A,10,F,,A,,A,,A,04,F,2018,F,2,F,,A,7436,F,0,F,,B,01,D,,A,,A,,A,2576,F,2576,F,2576,F,1,D,2,D,,A
20232,05095224,28,0,5,01,D,100,D,.0397,D,410000,D,30,D,2345,D,,B,,B,,B,,B,395,D,673,D,675,D,677,D,1277,D,1275,D,1273,D,,A,11,D,2019,D,1,D,,A,386007,D,385334,D,384659,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05095244,13,0,5,01,D,100,D,.0296,D,200000,D,30,D,856,D,,B,,B,,B,,B,17,D,365,D,366,D,367,D,474,D,473,D,472,D,,A,03,D,2021,D,1,D,,A,192195,D,191830,D,191464,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05095444,27,0,5,01,D,100,D,.0604,D,128000,D,30,D,850,D,3,D,4,D,,A,,A,79,D,302,D,304,D,305,D,469,D,467,D,466,D,,A,08,D,2008,D,1,D,,A,93164,D,92862,D,92559,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05095564,46,0,5,01,D,100,D,.0365,D,174000,D,30,D,1550,D,,A,4,D,,A,,A,754,D,388,D,389,D,390,D,408,D,407,D,406,D,,A,10,D,2012,D,1,D,,A,134282,D,133894,D,133506,D,01,D,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20232,05095744,26,0,5,01,D,100,D,.0311,D,402000,D,30,D,2500,D,3,D,4,D,5,D,,A,781,D,726,D,728,D,730,D,993,D,991,D,989,D,,A,10,D,2020,D,1,D,,A,383087,D,382361,D,381633,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05095854,19,0,5,01,D,100,D,.0311,D,290000,D,15,D,2627,D,3,D,4,D,,A,,A,609,D,1390,D,1394,D,1397,D,628,D,624,D,621,D,,A,01,D,2020,D,1,D,,A,242279,D,240889,D,239495,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05096024,33,0,5,01,D,100,D,.0534,D,64974,D,10,D,1200,D,3,D,4,D,,A,,A,500,D,433,D,435,D,437,D,267,D,265,D,263,D,,A,01,D,2022,D,1,D,,A,59921,D,59488,D,59053,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05096144,32,0,5,01,D,100,D,.0296,D,171000,F,30,F,1348,F,3,F,,A,,A,,A,631,D,309,F,309,F,310,F,408,F,408,F,407,F,,A,07,F,2021,F,1,F,,A,165574,F,165265,F,164956,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05096344,36,0,5,01,D,100,D,.0478,D,196000,D,30,D,1850,D,3,D,4,D,,A,,A,824,D,310,D,311,D,313,D,716,D,715,D,713,D,042023,D,02,D,2018,D,1,D,,A,179724,D,179414,D,179102,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20232,05096354,34,0,5,01,D,100,D,.0311,D,350000,D,15,D,6261,T,3,D,4,D,,A,,A,3164,D,2546,T,2564,T,2351,T,784,D,779,D,775,D,,A,07,D,2020,D,1,D,,A,302366,D,300714,D,299057,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05096364,16,0,5,01,D,100,D,.0296,D,200000,D,30,D,1117,D,3,D,4,D,,A,,A,278,D,365,D,366,D,367,D,474,D,473,D,472,D,,A,03,D,2021,D,1,D,,A,192195,D,191830,D,191464,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05096424,11,0,5,01,D,100,D,.0534,D,95000,D,15,D,1003,D,3,D,4,D,5,D,,A,235,D,356,D,358,D,359,D,412,D,410,D,409,D,,A,06,D,2022,D,1,D,,A,92551,D,92195,D,91837,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05096564,27,0,5,01,D,100,D,.0413,D,149000,D,30,D,1215,D,3,D,4,D,,A,,A,492,D,272,D,273,D,274,D,451,D,450,D,449,D,,A,10,D,2016,D,1,D,,A,131049,D,130777,D,130504,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05096564,28,0,5,02,D,300,D,.0400,D,64000,D,30,D,306,D,,A,,A,,A,,A,0,D,121,D,122,D,122,D,179,D,178,D,178,D,,A,09,D,2015,D,2,D,,A,54588,D,54464,D,54340,D,01,D,1,D,,A,,A,920,T,920,T,920,T,1,D,2,D,2,D
20232,05096684,26,0,5,01,D,100,D,.0311,D,278324,D,30,D,1500,D,3,D,,A,,A,,A,310,D,500,D,501,D,503,D,690,D,689,D,687,D,,A,12,D,2020,D,1,D,,A,266235,D,265735,D,265234,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05096754,9,0,5,01,D,100,D,.0700,D,80000,D,30,D,750,D,3,D,4,D,,A,,A,218,D,194,D,195,D,196,D,338,D,337,D,336,D,,A,06,D,2007,D,1,D,,A,57966,D,57772,D,57577,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05096764,32,0,1,01,D,100,D,.0534,D,609547,D,30,D,3400,D,,A,,A,,A,,A,0,D,712,D,716,D,719,D,2688,D,2684,D,2681,D,,A,05,D,2022,D,1,D,,A,807259,T,805793,T,805995,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05096764,33,0,1,01,D,100,D,.0500,D,100000,D,30,D,537,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,05,D,2022,D,2,D,,A,99025,D,98900,D,98776,D,02,D,1,D,,A,,A,600,D,600,D,600,D,1,D,2,D,2,D
20232,05096784,12,0,5,01,D,100,D,.0296,D,80000,D,30,D,1003,D,3,D,4,D,,A,,A,667,D,143,D,144,D,144,D,193,D,192,D,192,D,,A,12,D,2021,D,1,D,,A,78170,D,78027,D,77884,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05096804,12,0,5,01,D,100,D,.0650,F,297595,F,30,F,2236,F,3,F,4,F,,A,,A,355,D,269,F,270,F,272,F,1612,F,1611,F,1609,F,,A,01,F,2023,F,1,F,,A,297595,F,297326,F,297055,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05096864,21,0,5,01,D,100,D,.0488,D,120000,D,30,D,894,D,3,D,,A,,A,,A,259,D,236,D,237,D,238,D,399,D,398,D,397,D,,A,04,D,2013,D,1,D,,A,98031,D,97795,D,97558,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05096914,14,0,5,01,D,100,D,.0397,D,223000,D,30,D,1650,D,,B,,B,,B,,B,589,D,370,D,371,D,373,D,691,D,690,D,688,D,,A,08,D,2019,D,1,D,,A,208831,D,208461,D,208090,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05096944,19,0,5,01,D,100,D,.0430,D,73641,D,30,D,625,D,3,D,4,D,5,D,,A,261,D,126,D,127,D,127,D,238,D,237,D,237,D,,A,08,D,2017,D,1,D,,A,66328,D,66201,D,66074,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05097234,15,0,5,01,D,100,D,.0806,F,62000,F,30,F,886,F,3,F,4,F,,A,,A,428,D,253,F,255,F,257,F,205,F,203,F,201,F,,A,07,F,2000,F,1,F,,A,30470,F,30217,F,29962,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05097404,13,0,5,01,D,100,D,.0400,D,120000,D,30,D,726,D,3,D,4,D,,A,,A,153,D,238,D,239,D,240,D,335,D,334,D,333,D,,A,01,D,2015,D,1,D,,A,100465,D,100227,D,99988,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05097424,18,0,5,01,D,100,D,.0296,D,80000,F,15,F,1240,F,3,F,4,F,,A,,A,689,D,365,F,366,F,367,F,186,F,185,F,184,F,,A,12,F,2021,F,1,F,,A,75334,F,74968,F,74602,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05097554,21,0,5,01,D,100,D,.0435,D,257000,D,30,D,1792,D,3,D,4,D,,A,,A,513,D,554,D,556,D,558,D,725,D,723,D,721,D,,A,04,D,2012,D,1,D,,A,199997,D,199443,D,198887,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05097604,14,0,5,01,D,100,D,.0500,D,48000,D,30,D,940,D,3,D,,A,,A,,A,682,D,157,D,157,D,158,D,101,D,101,D,100,D,,A,02,D,2003,D,1,D,,A,24317,D,24160,D,24003,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05097624,30,0,5,01,D,100,D,.0397,D,220000,D,30,D,1375,D,3,D,4,D,5,D,,A,328,D,364,D,365,D,367,D,683,D,682,D,680,D,,A,09,D,2019,D,1,D,,A,206374,D,206010,D,205644,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
