QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOF,PROP0NOF,OWNYF,OWNYF_,NEWMRRT,NEWMRRT_,ORGMRTX,ORGMRTX_,QMRTTERM,QMRT_ERM,MRTPMTX,MRTPMTX_,PAYPROTX,PAYP_OTX,PAYPROIN,PAYP_OIN,PAYMORIN,PAYM_RIN,PAYOTHER,PAYO_HER,QESCROWX,QESC_OWX,QPRINM1X,QPRI_M1X,QPRINM2X,QPRI_M2X,QPRINM3X,QPRI_M3X,QADINT1X,QADI_T1X,QADINT2X,QADI_T2X,QADINT3X,QADI_T3X,QRFINDAT,QRFI_DAT,FRSTPYMO,FRST_YMO,FRSTPYYR,FRST_YYR,FIXEDRTE,FIXE_RTE,QNEWDATE,QNEW_ATE,QBLNCM1X,QBLN_M1X,QBLNCM2X,QBLN_M2X,QBLNCM3X,QBLN_M3X,LOAN_NOF,LOAN0NOF,VARRTE,VARRTE_,INTONLY,INTONLY_,OTHRTE,OTHRTE_,PAYMT1X,PAYMT1X_,PAYMT2X,PAYMT2X_,PAYMT3X,PAYMT3X_,PAYPRINI,PAYP_INI,PAYINT,PAYINT_,REFI,REFI_
20232,05291271,26,0,1,01,D,100,D,.0296,D,310000,D,15,D,2400,D,3,D,4,D,,A,,A,265,D,1436,D,1440,D,1443,D,699,D,695,D,692,D,,A,06,D,2021,D,1,D,,A,283378,D,281941,D,280502,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05291391,15,0,1,01,D,100,D,.0438,D,305000,D,30,D,1828,D,,B,,B,,B,,B,304,D,423,D,424,D,426,D,1101,D,1100,D,1098,D,,A,05,D,2022,D,1,D,,A,301672,D,301249,D,300824,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05291411,19,0,1,01,D,100,D,.0311,D,344250,D,30,D,2266,D,3,D,4,D,,A,,A,794,D,633,D,635,D,636,D,839,D,837,D,836,D,,A,03,D,2020,D,1,D,,A,323669,D,323036,D,322401,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05291431,14,0,1,01,D,100,D,.0397,D,52000,D,20,D,830,D,3,D,4,D,,A,,A,516,D,160,D,161,D,161,D,154,D,153,D,153,D,,A,12,D,2019,D,1,D,,A,46422,D,46262,D,46101,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05291481,9,0,1,01,D,100,D,.0413,D,105000,D,30,D,925,D,3,D,4,D,,A,,A,416,D,215,D,215,D,216,D,294,D,294,D,293,D,,A,12,D,2013,D,1,D,,A,85515,D,85301,D,85085,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05291491,17,0,1,01,D,100,D,.0311,D,450000,D,30,D,2000,D,3,D,4,D,,A,,A,76,D,810,D,813,D,815,D,1114,D,1111,D,1109,D,,A,11,D,2020,D,1,D,,A,429647,D,428836,D,428024,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05291541,22,0,1,01,D,100,D,.0311,D,305000,D,30,D,2243,D,3,D,4,D,,A,,A,939,D,554,D,555,D,556,D,563,D,562,D,561,D,,A,08,D,2020,D,1,D,,A,289554,D,289001,D,288446,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05291691,34,0,1,01,D,100,D,.0296,D,334963,D,30,D,1789,D,3,D,4,D,5,D,,A,384,D,608,D,609,D,611,D,797,D,796,D,794,D,,A,05,D,2021,D,1,D,,A,323113,D,322505,D,321895,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05291741,24,0,1,01,D,100,D,.0743,F,200000,F,30,F,1500,F,3,F,4,F,,A,,A,111,D,875,F,880,F,886,F,514,F,509,F,503,F,,A,04,F,1999,F,1,F,,A,83010,F,82135,F,81255,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05291891,25,0,1,01,D,100,D,.0534,F,323060,F,30,F,2389,F,3,F,4,F,5,F,,A,587,D,384,F,386,F,388,F,1418,F,1416,F,1414,F,,A,01,F,2022,F,1,F,,A,318579,F,318194,F,317808,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05291911,18,0,1,01,D,100,D,.0397,D,110000,D,15,D,1700,D,3,D,,A,,A,,A,888,D,516,D,518,D,520,D,296,D,294,D,292,D,,A,06,D,2019,D,1,D,,A,89331,D,88815,D,88297,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05291921,23,0,1,01,D,100,D,.0534,D,195055,D,30,D,1610,D,3,D,4,D,5,D,,A,522,D,231,D,232,D,233,D,857,D,856,D,855,D,,A,02,D,2022,D,1,D,,A,192580,D,192349,D,192117,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05292111,36,0,1,01,D,100,D,.0534,D,543035,D,30,D,3941,D,3,D,4,D,,A,,A,912,D,646,D,649,D,652,D,2383,D,2380,D,2377,D,,A,01,D,2022,D,1,D,,A,535502,D,534856,D,534208,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05292161,14,0,1,01,D,100,D,.0697,D,164000,D,30,D,1162,D,3,D,4,D,5,D,,A,74,D,607,D,610,D,614,D,481,D,478,D,474,D,,A,06,D,2001,D,1,D,,A,82817,D,82210,D,81599,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05292181,16,0,1,01,D,100,D,.0311,D,50000,D,30,D,427,D,3,D,4,D,5,D,,A,213,D,93,D,93,D,93,D,121,D,121,D,121,D,,A,01,D,2020,D,1,D,,A,46819,D,46726,D,46633,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05292241,22,0,1,01,D,100,D,.0587,D,200000,D,30,D,1800,D,3,D,4,D,5,D,6,D,618,D,562,D,565,D,567,D,620,D,617,D,615,D,,A,09,D,2005,D,1,D,,A,126750,D,126188,D,125623,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05292251,11,0,1,01,D,100,D,.0311,D,350828,F,30,F,1500,F,,A,,A,,A,,A,0,D,643,F,645,F,647,F,857,F,855,F,853,F,,A,04,F,2020,F,1,F,,A,330502,F,329859,F,329214,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05292341,13,0,1,01,D,100,D,.0296,D,239000,D,30,D,1400,D,3,D,4,D,5,D,,A,398,D,426,D,427,D,428,D,576,D,575,D,574,D,,A,12,D,2021,D,1,D,,A,233558,D,233132,D,232705,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05292381,20,0,1,01,D,100,D,.0296,D,360000,D,30,D,2799,D,3,D,,A,5,D,,A,1289,D,658,D,660,D,662,D,852,D,850,D,848,D,,A,02,D,2021,D,1,D,,A,345299,D,344641,D,343981,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05292431,10,0,1,01,D,100,D,.0296,D,315000,D,15,D,2775,D,3,D,,A,,A,,A,606,D,1448,D,1452,D,1455,D,721,D,717,D,714,D,,A,09,D,2021,D,1,D,,A,292311,D,290863,D,289412,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05292541,56,0,1,01,D,100,D,.0534,D,238261,D,30,D,1700,D,3,D,4,D,,A,,A,371,D,281,D,282,D,283,D,1048,D,1047,D,1046,D,,A,03,D,2022,D,1,D,,A,235519,D,235238,D,234956,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05292721,19,0,1,01,D,100,D,.0296,D,135916,D,15,D,1239,D,3,D,,A,,A,6,D,303,D,631,D,633,D,634,D,305,D,303,D,302,D,,A,05,D,2021,D,1,D,,A,123615,D,122984,D,122352,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05292831,10,0,1,01,D,100,D,.0400,D,188515,D,30,D,900,D,,A,,A,,A,,A,0,D,681,D,683,D,685,D,219,D,217,D,215,D,,A,01,D,2000,D,1,D,,A,65843,D,65163,D,64480,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05292841,23,0,1,01,D,100,D,.0296,D,600000,F,30,F,3400,F,3,F,4,F,,A,,A,883,D,1081,F,1084,F,1087,F,1436,F,1433,F,1430,F,,A,08,F,2021,F,1,F,,A,582019,F,580937,F,579853,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05292861,13,0,1,01,D,300,D,.0400,F,149000,F,30,F,1100,F,3,F,4,F,,A,6,F,389,D,263,F,263,F,264,F,448,F,448,F,447,F,,A,12,F,2017,F,1,F,,A,134528,F,134266,F,134002,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05292941,13,0,1,01,D,100,D,.0470,D,400000,D,30,D,2771,D,3,D,4,D,,A,,A,696,D,602,D,604,D,606,D,978,D,976,D,974,D,,A,08,D,2013,D,2,D,,A,327983,D,327193,D,326400,D,01,D,1,D,,A,,A,2880,D,2880,D,2880,D,1,D,2,D,1,D
20232,05292951,29,0,1,01,D,100,D,.0534,D,90000,D,30,D,870,D,3,D,4,D,,A,,A,368,D,104,D,104,D,105,D,398,D,398,D,397,D,,A,08,D,2022,D,1,D,,A,89488,D,89384,D,89280,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05292971,20,0,1,01,D,100,D,.0365,D,145000,D,30,D,1554,D,3,D,4,D,,A,,A,891,D,286,D,287,D,288,D,377,D,376,D,375,D,,A,01,D,2016,D,1,D,,A,123794,D,123507,D,123220,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05293061,23,0,1,01,D,100,D,.0311,D,210000,D,30,D,1471,D,3,D,4,D,,A,,A,573,D,380,D,381,D,382,D,518,D,517,D,516,D,,A,09,D,2020,D,1,D,,A,199741,D,199360,D,198979,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05293071,16,0,1,01,D,100,D,.0500,D,179000,D,30,D,1500,D,3,D,4,D,,A,,A,539,D,616,D,619,D,621,D,345,D,342,D,340,D,,A,12,D,2001,D,1,D,,A,82779,D,82163,D,81544,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05293101,12,0,1,01,D,100,D,.0575,F,457000,F,30,F,3300,F,3,F,,A,,A,,A,633,D,482,F,484,F,486,F,2185,F,2183,F,2181,F,,A,11,F,2022,F,1,F,,A,456043,F,455562,F,455077,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05293111,11,0,1,01,D,100,D,.0620,D,201969,D,30,D,1490,D,3,D,,A,,A,,A,253,D,194,D,195,D,197,D,1043,D,1042,D,1040,D,,A,12,D,2022,D,1,D,,A,201776,D,201581,D,201386,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05293141,21,0,1,01,D,100,D,.0397,D,600000,D,30,D,3921,D,3,D,4,D,,A,,A,1067,D,,A,,A,,A,,A,,A,,A,,A,12,D,2019,D,2,D,,A,565851,D,564869,D,563884,D,01,D,,A,,A,3,D,4795,T,4795,T,5360,T,1,D,2,D,1,D
20232,05293221,14,0,1,01,D,100,D,.0400,D,80000,D,30,D,857,D,3,D,,A,,A,,A,475,D,342,D,344,D,345,D,40,D,38,D,37,D,,A,10,D,1995,D,1,D,,A,11876,D,11534,D,11191,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05293371,14,0,1,01,D,100,D,.0413,D,85000,D,30,D,800,D,3,D,4,D,5,D,,A,388,D,143,D,143,D,144,D,269,D,269,D,268,D,,A,09,D,2018,D,1,D,,A,78210,D,78068,D,77924,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05293411,22,0,1,01,D,100,D,.0425,D,125000,D,30,D,1647,D,3,D,4,D,,A,,A,1032,D,505,D,506,D,508,D,110,D,109,D,107,D,,A,09,D,1997,D,1,D,,A,31145,D,30640,D,30134,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05293631,20,0,1,01,D,100,D,.0438,D,120000,D,30,D,961,D,3,D,4,D,,A,,A,362,D,259,D,260,D,261,D,340,D,339,D,338,D,,A,02,D,2012,D,1,D,,A,93019,D,92759,D,92499,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05293641,17,0,1,01,D,100,D,.0806,F,230367,F,30,F,2240,F,3,F,4,F,,A,,A,540,D,924,F,931,F,937,F,776,F,769,F,763,F,,A,08,F,2000,F,1,F,,A,115462,F,114538,F,113607,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05293691,26,0,1,01,D,100,D,.0296,D,256440,D,15,D,2171,D,3,D,4,D,,A,,A,405,D,1191,D,1194,D,1197,D,575,D,572,D,569,D,,A,05,D,2021,D,1,D,,A,233232,D,232041,D,230848,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05293741,15,0,1,01,D,100,D,.0534,F,357302,F,30,F,2372,F,3,F,4,F,,A,,A,379,D,421,F,423,F,425,F,1572,F,1570,F,1568,F,,A,03,F,2022,F,1,F,,A,353190,F,352769,F,352346,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05293771,14,0,1,01,D,100,D,.0450,D,115000,D,30,D,1200,D,3,D,4,D,,A,,A,617,D,166,D,167,D,167,D,417,D,416,D,416,D,,A,01,D,2021,D,1,D,,A,111197,D,111031,D,110864,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05293891,10,0,1,01,D,100,D,.0735,D,82000,D,12,D,880,D,,B,,B,,B,,B,21,D,470,D,472,D,475,D,389,D,387,D,384,D,,A,04,D,2019,D,1,D,,A,63580,D,63111,D,62638,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05294011,8,0,1,01,D,100,D,.0600,D,180000,D,30,D,1300,D,3,D,4,D,5,D,,A,221,D,259,D,260,D,261,D,820,D,819,D,818,D,,A,11,D,2016,D,1,D,,A,164019,D,163760,D,163500,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05294071,21,0,1,01,D,100,D,.0296,D,500000,D,30,D,3500,D,3,D,,A,5,D,,A,1403,D,905,D,907,D,910,D,1073,D,1071,D,1068,D,,A,06,D,2021,D,1,D,,A,483221,D,482316,D,481409,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05294081,17,0,1,01,D,100,D,.0600,D,189000,D,30,D,1500,D,,B,,B,,B,,B,367,D,200,D,201,D,202,D,933,D,932,D,931,D,,A,01,D,2022,D,1,D,,A,186681,D,186481,D,186281,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05294101,14,0,1,01,D,100,D,.0650,D,593291,D,30,D,3750,D,,A,,A,,A,,A,0,D,566,D,569,D,572,D,3184,D,3181,D,3178,D,,A,03,D,2022,D,1,D,,A,587795,D,587229,D,586660,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05294211,21,0,1,01,D,100,D,.0400,D,92000,D,30,D,1047,D,3,D,4,D,,A,,A,608,D,188,D,188,D,189,D,251,D,251,D,250,D,,A,04,D,2014,D,1,D,,A,75396,D,75208,D,75020,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05294251,20,0,1,01,D,100,D,.0525,F,500000,F,30,F,3777,F,3,F,4,F,,A,,A,1016,D,589,F,591,F,594,F,2172,F,2170,F,2167,F,,A,07,F,2022,F,1,F,,A,496521,F,495932,F,495341,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05294351,9,0,1,01,D,100,D,.0420,D,330000,D,30,D,2400,D,3,D,4,D,5,D,,A,786,D,521,D,522,D,524,D,1093,D,1092,D,1090,D,,A,01,D,2020,D,1,D,,A,312423,D,311902,D,311380,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05294441,22,0,1,01,D,100,D,.0311,D,150000,D,15,D,1271,D,3,D,4,D,,A,,A,227,D,717,D,719,D,721,D,327,D,325,D,323,D,,A,02,D,2020,D,1,D,,A,126026,D,125309,D,124590,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05294501,14,0,1,01,D,100,D,.0500,F,40000,F,30,F,505,F,3,F,4,F,,A,,A,290,D,276,F,277,F,278,F,127,F,126,F,125,F,,A,08,F,2000,F,2,F,,A,16235,F,16088,F,15940,F,01,D,,A,,A,,A,603,F,603,F,603,F,1,D,2,D,2,D
20232,05294691,14,0,1,01,D,100,D,.0296,D,70000,D,30,D,700,D,3,D,4,D,,A,,A,406,D,127,D,127,D,127,D,167,D,167,D,167,D,,A,08,D,2021,D,1,D,,A,67896,D,67770,D,67643,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05294751,21,0,1,01,D,100,D,.0296,D,175757,D,30,D,1104,D,3,D,,A,,A,,A,367,D,321,D,322,D,323,D,416,D,415,D,414,D,,A,02,D,2021,D,1,D,,A,168585,D,168263,D,167941,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05294771,11,0,1,01,D,100,D,.0365,D,55000,D,30,D,400,D,,B,,B,,B,,B,148,D,125,D,125,D,125,D,127,D,127,D,127,D,,A,06,D,2012,D,1,D,,A,41893,D,41768,D,41643,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05294801,25,0,1,01,D,100,D,.0397,D,159000,D,15,D,1550,D,3,D,4,D,5,D,,A,376,D,742,D,744,D,747,D,432,D,430,D,427,D,,A,08,D,2019,D,1,D,,A,130597,D,129855,D,129111,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05294811,35,0,1,01,D,100,D,.0397,D,400000,D,30,D,2000,D,3,D,4,D,,A,,A,97,D,657,D,659,D,662,D,1246,D,1244,D,1241,D,,A,11,D,2019,D,1,D,,A,376569,D,375912,D,375253,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05294851,21,0,1,01,D,100,D,.0311,D,135000,D,30,D,858,D,3,D,4,D,5,D,,A,281,D,244,D,245,D,245,D,333,D,332,D,332,D,,A,09,D,2020,D,1,D,,A,128413,D,128169,D,127924,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05294861,27,0,1,01,D,100,D,.0296,D,370000,D,30,D,2300,D,3,D,4,D,,A,,A,748,D,668,D,670,D,672,D,884,D,882,D,880,D,,A,07,D,2021,D,1,D,,A,358248,D,357579,D,356909,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05295031,10,0,1,01,D,100,D,.0311,D,180000,D,30,D,1200,D,,B,,B,,B,,B,430,D,328,D,329,D,330,D,442,D,441,D,440,D,,A,07,D,2020,D,1,D,,A,170544,D,170216,D,169888,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05295061,9,0,1,01,D,100,D,.1200,F,445000,F,20,F,6261,V,,A,,A,,A,,A,0,D,2546,V,2564,V,2351,V,3070,F,3051,F,3033,F,,A,04,F,2011,F,1,F,,A,306968,F,305138,F,303289,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05295101,28,0,1,01,D,100,D,.0534,D,230014,D,30,D,1901,D,3,D,4,D,5,D,,A,618,D,272,D,274,D,275,D,1011,D,1009,D,1008,D,,A,02,D,2022,D,1,D,,A,227096,D,226823,D,226550,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05295191,30,0,1,01,D,100,D,.0639,F,70897,F,30,F,650,F,3,F,4,F,,A,,A,207,D,211,F,212,F,213,F,232,F,231,F,230,F,,A,09,F,2004,F,1,F,,A,43640,F,43430,F,43218,F,01,D,,C,,C,,C,,A,,A,,A,1,D,2,D,1,D
20232,05295341,9,0,1,01,D,100,D,.0397,D,86000,D,30,D,808,D,3,D,4,D,,A,,A,399,D,143,D,143,D,144,D,266,D,266,D,265,D,,A,07,D,2019,D,1,D,,A,80401,D,80258,D,80114,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05295411,29,0,1,01,D,100,D,.0534,D,161351,D,30,D,1222,D,3,D,4,D,5,D,,A,322,D,189,D,190,D,191,D,711,D,710,D,709,D,,A,04,D,2022,D,1,D,,A,159684,D,159494,D,159304,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05295441,12,0,1,01,D,100,D,.0534,F,609547,F,30,F,3400,F,,A,,A,,A,,A,0,D,712,F,716,F,719,F,2688,F,2684,F,2681,F,,A,05,F,2022,F,1,F,,A,807259,V,805793,V,805995,V,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05295451,12,0,1,01,D,100,D,.0450,D,207032,D,30,D,1497,D,3,D,4,D,5,D,6,D,448,D,305,D,306,D,307,D,744,D,743,D,742,D,,A,07,D,2020,D,1,D,,A,198392,D,198087,D,197781,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05295511,21,0,1,01,D,100,D,.0454,D,110000,D,30,D,942,D,3,D,4,D,,A,,A,382,D,180,D,181,D,182,D,190,D,190,D,189,D,,A,01,D,2018,D,1,D,,A,100332,D,100152,D,99971,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05295531,21,0,1,01,D,100,D,.0688,F,198000,F,20,F,1928,F,3,F,4,F,5,F,6,F,407,D,446,F,449,F,451,F,165,F,162,F,160,F,,A,08,F,2007,F,2,F,,A,71568,F,70458,F,69341,F,01,D,,C,,C,,C,769,F,769,F,677,F,1,D,2,D,,C
20232,05295571,10,0,1,01,D,100,D,.0446,D,100000,D,30,D,765,D,3,D,4,D,,A,,A,261,D,222,D,223,D,224,D,282,D,281,D,280,D,,A,05,D,2011,D,1,D,,A,75754,D,75531,D,75308,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05295621,12,0,1,01,D,100,D,.0296,D,220000,D,30,D,1450,D,3,D,4,D,,A,,A,527,D,399,D,400,D,401,D,419,D,418,D,418,D,,A,06,D,2021,D,1,D,,A,212611,D,212212,D,211813,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05295621,13,0,1,01,D,100,D,.0604,D,220000,D,30,D,1789,D,3,D,4,D,,A,,A,464,D,524,D,527,D,529,D,641,D,638,D,637,D,,A,06,D,2008,D,1,D,,A,159129,D,158605,D,158078,D,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05295631,27,0,1,01,D,100,D,.0311,D,230000,F,30,F,1736,F,,B,,B,,B,,B,753,D,414,F,415,F,416,F,569,F,568,F,567,F,,A,11,F,2020,F,1,F,,A,219607,F,219194,F,218779,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05295771,25,0,1,01,D,100,D,.0534,D,15000,D,5,D,285,D,,A,,A,,A,,A,0,D,223,D,224,D,225,D,62,D,61,D,60,D,,A,08,D,2022,D,1,D,,A,13899,D,13676,D,13452,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05295781,10,0,1,01,D,100,D,.0488,F,105000,F,30,F,556,F,,A,,A,,A,,A,0,D,131,F,132,F,132,F,425,F,424,F,424,F,,A,09,F,2022,F,2,F,,A,104481,F,104350,F,104218,F,01,D,,A,,A,,A,556,F,556,F,556,F,1,D,2,D,2,D
20232,05295831,20,0,1,01,D,100,D,.0450,D,187493,D,30,D,1375,D,3,D,4,D,,A,,A,425,D,268,D,269,D,270,D,682,D,681,D,680,D,,A,03,D,2021,D,1,D,,A,181842,D,181574,D,181305,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05295941,41,0,1,01,D,100,D,.0296,D,400000,D,30,D,2400,D,3,D,4,D,,A,,A,722,D,732,D,733,D,735,D,946,D,945,D,943,D,,A,02,D,2021,D,1,D,,A,383660,D,382929,D,382195,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05295961,6,0,1,01,D,100,D,.0650,F,85000,F,30,F,632,F,,B,,B,,B,,B,95,D,151,F,152,F,153,F,386,F,385,F,384,F,,A,07,F,2012,F,1,F,,A,71212,F,71061,F,70909,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05295971,27,0,1,03,D,300,D,.0781,D,388585,D,30,D,2800,D,,C,,C,,C,,C,0,D,2132,D,2146,D,2160,D,668,D,654,D,640,D,,A,07,D,1996,D,1,D,,A,102606,D,100474,D,98328,D,01,D,,A,,A,,A,,A,,A,,A,,C,,A,2,D
20232,05296011,36,0,1,01,D,100,D,.0625,D,129930,D,30,D,1236,D,3,D,,A,,A,6,D,436,D,319,D,321,D,322,D,322,D,321,D,320,D,,A,10,D,2007,D,1,D,,A,92356,D,92037,D,91717,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05296011,37,0,1,01,D,100,D,.0475,D,42000,D,30,D,350,D,,B,,B,,B,,B,131,D,108,D,108,D,109,D,74,D,74,D,74,D,,A,12,D,2007,D,1,D,,A,28084,D,27976,D,27868,D,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05296061,21,0,1,01,D,100,D,.0365,D,196302,D,30,D,898,D,,A,,A,,A,,A,0,D,439,D,440,D,441,D,459,D,458,D,457,D,,A,09,D,2012,D,1,D,,A,151060,D,150621,D,150181,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05296101,32,0,1,01,D,100,D,.0296,D,250000,F,15,F,2530,F,3,F,4,F,,A,,A,808,D,1158,F,1161,F,1164,F,564,F,561,F,558,F,,A,06,F,2021,F,1,F,,A,228526,F,227368,F,226206,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05296211,15,0,1,01,D,100,D,.0525,D,155000,D,30,D,1086,D,3,D,4,D,5,D,,A,230,D,181,D,182,D,183,D,675,D,674,D,673,D,,A,09,D,2022,D,1,D,,A,154284,D,154103,D,153921,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05296261,27,0,1,01,D,100,D,.0504,D,144640,D,30,D,1000,D,3,D,4,D,,A,,A,220,D,346,D,347,D,349,D,434,D,433,D,431,D,,A,03,D,2009,D,1,D,,A,103352,D,103007,D,102659,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05296331,43,0,1,01,D,100,D,.0311,D,486482,D,30,D,3100,D,3,D,4,D,,A,,A,1020,D,878,D,881,D,883,D,1202,D,1199,D,1197,D,,A,10,D,2020,D,1,D,,A,463602,D,462724,D,461843,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05296411,16,0,1,01,D,100,D,.0296,D,307700,D,15,D,3252,D,3,D,,A,,A,,A,1133,D,1443,D,1446,D,1450,D,676,D,673,D,669,D,,A,01,D,2021,D,1,D,,A,274117,D,272674,D,271228,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20232,05296521,27,0,1,01,D,100,D,.0670,F,135000,F,15,F,1191,F,,A,,A,,A,,A,0,D,734,F,738,F,742,F,457,F,453,F,449,F,,A,04,F,2015,F,1,F,,A,81877,F,81143,F,80405,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20232,05296551,16,0,1,01,D,100,D,.0311,D,300000,D,15,D,2088,D,,A,,A,,A,,A,0,D,1413,D,1416,D,1420,D,675,D,672,D,668,D,,A,08,D,2020,D,1,D,,A,260584,D,259171,D,257755,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
