QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,JGASOXQV,JGAS_XQV,JDIESXQV,JDIE_XQV,JELEXQV,JELEXQV_,JETHXQV,JETHXQV_,QADELEX,QADELEX_,QADETHX,QADETHX_,QELEDDZ,QELEDDZ_,VOPELBPR,VOPELBS,VOPELBS_,VOPELEC,VOPELECX,VOPELEC_,VOPETH,VOPETHX,VOPETHX_,VOPETH_,VOPE_BPR,VOPE_ECX,CHGPURCH
20232,05124794,62,0,1,1350,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20232,05124844,31,0,1,525,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05124864,54,0,1,300,D,150,D,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05124934,34,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05124954,37,0,1,2400,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05124964,14,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05125024,55,0,1,390,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05125034,37,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05125054,25,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05125074,22,0,1,750,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05125114,18,0,1,1050,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05125154,12,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05125214,41,0,1,1800,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05125224,42,0,1,1200,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05125254,37,0,1,120,D,240,D,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05125264,22,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05125284,35,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05125324,36,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05125334,26,0,1,90,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05125394,26,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05125434,17,0,1,135,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201373,23,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201413,34,0,1,210,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20232,05201463,16,0,1,225,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201473,16,0,1,51,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201483,23,0,1,450,D,600,D,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201603,24,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201613,34,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201663,34,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201673,35,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201693,56,0,1,1500,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20232,05201723,25,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201733,16,0,1,270,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201743,27,0,1,480,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201773,26,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201813,43,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201823,10,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201853,14,0,1,720,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201873,47,0,1,1200,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201883,38,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201893,18,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201913,8,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201933,39,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201953,25,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201963,31,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201973,39,0,1,156,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05201993,34,0,1,2400,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05202003,35,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05202023,40,0,1,309,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20232,05202043,27,0,1,3570,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05202303,59,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05202313,27,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05202343,24,0,1,240,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05202353,33,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05202403,37,0,1,240,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20232,05202423,32,0,1,540,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20232,05202443,40,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05202483,26,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05202503,23,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05202543,36,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05202583,18,0,1,525,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05202613,51,0,1,186,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05202623,30,0,1,750,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05202683,30,0,1,150,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05202703,33,0,1,390,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05202733,17,0,1,225,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05202743,30,0,1,255,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05202783,23,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05202803,23,0,1,660,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05202813,53,0,1,720,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05202853,41,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20232,05202883,40,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05202903,36,0,1,240,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20232,05203043,56,0,1,750,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203053,52,0,1,1200,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203073,46,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203143,25,0,1,1800,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203163,34,0,1,750,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203173,27,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203193,12,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203213,50,0,1,225,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203253,18,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203313,13,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203333,37,0,1,960,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203343,31,0,1,1200,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20232,05203353,29,0,1,840,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203373,25,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20232,05203383,48,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203413,34,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203473,28,0,1,1275,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203583,35,0,1,2400,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203643,14,0,1,240,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203653,20,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203663,48,0,1,345,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20232,05203703,32,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203763,31,0,1,660,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203813,51,0,1,1500,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203853,24,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203863,23,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203913,24,0,1,540,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203943,26,0,1,75,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20232,05203973,39,0,1,840,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05203993,21,0,1,180,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204023,21,0,1,120,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204053,26,0,1,390,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204143,16,0,1,1275,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204193,9,0,1,480,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204243,49,0,1,438,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20232,05204273,35,0,1,1200,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204283,27,0,1,150,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204293,52,0,1,1200,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204333,22,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204383,28,0,1,150,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20232,05204393,24,0,1,750,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204403,20,0,1,1080,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204413,42,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20232,05204453,32,0,1,1440,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204513,14,0,1,270,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20232,05204533,29,0,1,150,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204603,24,0,1,375,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204613,63,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204643,31,0,1,600,D,450,D,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204663,54,0,1,150,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204713,30,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204753,21,0,1,105,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204783,62,0,1,,A,,A,330,D,,A,110,D,,A,1,D,,2,D,1,110,D,,,A,A,A,D,1
20232,05204803,12,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204813,28,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204873,13,0,1,240,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204953,36,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204963,14,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204973,23,0,1,1500,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05204983,32,0,1,141,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205003,32,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205043,21,0,1,750,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205063,39,0,1,750,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205123,37,0,1,450,D,600,D,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205153,16,0,1,75,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205183,34,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205203,21,0,1,240,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205253,35,0,1,120,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205263,24,0,1,480,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205283,23,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205343,48,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205363,39,0,1,240,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205413,27,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205503,10,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205513,60,0,1,225,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20232,05205533,20,0,1,30,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205553,27,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205603,50,0,1,1200,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205613,18,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205643,19,0,1,1200,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205673,29,0,1,150,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205683,20,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205693,10,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205733,36,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205743,17,0,1,180,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205753,24,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205763,31,0,1,315,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205773,35,0,1,1200,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205783,52,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205833,36,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205843,41,0,1,150,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205853,26,0,1,1116,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205863,53,0,1,750,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205883,13,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205893,20,0,1,195,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205953,52,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05205963,54,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206003,23,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206013,25,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206033,45,0,1,279,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206063,32,0,1,750,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206073,42,0,1,780,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206143,31,0,1,750,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206233,44,0,1,750,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20232,05206273,27,0,1,516,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206293,25,0,1,135,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206313,19,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206373,33,0,1,1650,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206383,39,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206423,11,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206443,33,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206453,44,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206473,26,0,1,1200,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206483,37,0,1,2100,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206523,26,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206563,27,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206573,19,0,1,240,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206593,21,0,1,750,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206613,47,0,1,480,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206663,35,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206673,20,0,1,90,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206733,28,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206743,25,0,1,360,D,750,D,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20232,05206783,16,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206813,18,0,1,270,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206833,25,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206843,34,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206883,12,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206903,23,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206913,21,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206963,22,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05206993,13,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207013,26,0,1,225,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207023,20,0,1,720,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207033,18,0,1,3000,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207043,16,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207063,24,0,1,750,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207073,24,0,1,1200,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207094,17,0,1,1200,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207123,37,0,1,675,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207133,31,0,1,180,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207163,18,0,1,1200,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207183,55,0,1,390,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207203,23,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207253,33,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20232,05207273,33,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207303,31,0,1,150,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207333,22,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207353,20,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207383,43,0,1,420,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207403,33,0,1,255,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207543,32,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207583,63,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207593,31,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207663,16,0,1,510,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207673,42,0,1,1200,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207713,25,0,1,180,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207723,45,0,1,465,D,600,D,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207793,18,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207823,43,0,1,1200,D,300,D,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207843,14,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207853,31,0,1,480,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207953,31,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207963,37,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05207973,17,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05208003,23,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05208023,46,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05208033,9,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05208043,64,0,1,420,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20232,05208053,15,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05208073,40,0,1,2400,D,1200,D,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05208093,33,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05208103,30,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05208143,22,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20232,05208173,64,0,1,240,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20232,05208233,15,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
