QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,JGASOXQV,JGAS_XQV,JDIESXQV,JDIE_XQV,JELEXQV,JELEXQV_,JETHXQV,JETHXQV_,QADELEX,QADELEX_,QADETHX,QADETHX_,QELEDDZ,QELEDDZ_,VOPELBPR,VOPELBS,VOPELBS_,VOPELEC,VOPELECX,VOPELEC_,VOPETH,VOPETHX,VOPETHX_,VOPETH_,VOPE_BPR,VOPE_ECX,CHGPURCH
20233,05350482,45,0,1,1050,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350512,31,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350552,20,0,1,720,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350562,30,0,1,2400,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350592,50,0,1,660,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350602,25,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350612,50,0,1,2400,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350622,20,0,1,1200,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350652,29,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350682,21,0,1,1050,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350692,52,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350732,29,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350752,46,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350772,54,0,1,1485,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350822,18,0,1,540,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350842,56,0,1,180,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350852,12,0,1,240,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350872,14,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350882,7,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350892,28,0,1,525,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350922,19,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350932,21,0,1,480,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350942,41,0,1,1350,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05350982,32,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351012,53,0,1,720,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351072,68,0,1,615,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20233,05351092,50,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351132,29,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351182,47,0,1,1200,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351242,15,0,1,2250,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351322,26,0,1,225,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351342,14,0,1,420,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351362,16,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351412,42,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20233,05351422,34,0,1,375,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351442,18,0,1,1050,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351453,47,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351472,22,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351592,25,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351602,24,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351642,11,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351652,17,0,1,540,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351662,20,0,1,180,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351682,29,0,1,510,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351692,37,0,1,120,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351712,23,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351764,14,0,1,1500,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351802,33,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351812,18,0,1,1500,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351832,48,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351892,62,0,1,510,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351922,27,0,1,2160,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351932,25,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351962,62,0,1,2700,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351972,24,0,1,180,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05351982,13,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352012,44,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352022,18,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352122,47,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352132,25,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352142,17,0,1,120,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352152,25,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352162,18,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352172,35,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352232,13,0,1,240,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352282,59,0,1,816,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352312,28,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352332,43,0,1,600,D,300,D,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352452,22,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352472,19,0,1,240,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352492,40,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352522,71,0,1,2100,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352552,8,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352582,17,0,1,1197,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352592,43,0,1,780,D,,A,180,D,,A,60,D,,A,1,D,,2,D,1,60,D,,,A,A,A,D,1
20233,05352652,23,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352672,14,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352682,27,0,1,120,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352742,11,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352802,20,0,1,270,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352812,18,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352852,14,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352892,62,0,1,300,D,60,D,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352902,33,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05352932,21,0,1,960,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353012,21,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353032,25,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353072,17,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353152,41,0,1,1050,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353222,37,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353242,44,0,1,279,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353272,42,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353292,26,0,1,480,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353322,38,0,1,450,D,150,D,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353332,57,0,1,300,D,600,D,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353402,20,0,1,432,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353432,29,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353442,49,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353462,41,0,1,1050,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353482,28,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353502,12,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353512,26,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353572,22,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353582,24,0,1,2700,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353592,49,0,1,1920,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353622,21,0,1,750,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353642,41,0,1,180,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,2,,A,D,A,A,
20233,05353662,55,0,1,960,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353692,43,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353722,42,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353732,40,0,1,1800,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353762,18,0,1,225,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353892,38,0,1,1050,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20233,05353912,30,0,1,450,D,450,D,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353942,19,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05353972,18,0,1,375,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354012,36,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,2,,A,D,A,A,
20233,05354032,23,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354042,41,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354132,41,0,1,105,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354152,21,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354192,31,0,1,1200,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354212,30,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354222,27,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354282,29,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354322,44,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354432,25,0,1,2400,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354452,34,0,1,1800,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354462,44,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354472,17,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354492,67,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354512,25,0,1,960,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354532,44,0,1,1050,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354542,22,0,1,120,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354562,28,0,1,105,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354622,33,0,1,990,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354652,17,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354702,37,0,1,111,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354722,22,0,1,225,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354732,20,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354752,40,0,1,675,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354792,34,0,1,750,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354922,23,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354942,20,0,1,240,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05354972,43,0,1,255,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355022,20,0,1,240,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355032,59,0,1,585,D,,A,393,D,,A,131,D,,A,1,D,,2,D,1,131,D,,,A,A,A,D,
20233,05355112,34,0,1,750,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355132,30,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355142,26,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355152,25,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355162,58,0,1,480,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355172,32,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355192,16,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355202,57,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355262,19,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355292,38,0,1,3630,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20233,05355322,47,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20233,05355362,22,0,1,750,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355392,29,0,1,480,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355402,35,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355432,36,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355452,20,0,1,225,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355472,21,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355512,31,0,1,720,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355522,29,0,1,1950,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355532,24,0,1,189,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355542,20,0,1,2100,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355592,28,0,1,240,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355602,53,0,1,408,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355632,63,0,1,1440,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355642,12,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355672,28,0,1,5400,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355742,23,0,1,120,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355772,26,0,1,201,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355782,38,0,1,1200,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355802,18,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355822,24,0,1,1200,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355832,14,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355862,12,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355882,20,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355924,14,0,1,3600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355942,65,0,1,900,D,300,D,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355972,20,0,1,420,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05355992,15,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356032,28,0,1,225,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356082,31,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356092,51,0,1,2100,D,300,D,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356102,9,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356122,39,0,1,1500,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356172,19,0,1,120,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356212,41,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356222,34,0,1,420,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356252,34,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356262,38,0,1,1500,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20233,05356282,26,0,1,180,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356292,35,0,1,1350,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356322,28,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356353,51,0,1,480,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356362,20,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356412,29,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356452,25,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356462,16,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356482,24,0,1,240,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356522,29,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356532,52,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356542,34,0,1,750,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356552,41,0,1,1500,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20233,05356592,15,0,1,360,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356652,16,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356682,19,0,1,,A,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356722,18,0,1,480,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356742,24,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356772,24,0,1,150,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356812,31,0,1,750,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20233,05356822,12,0,1,180,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356912,37,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05356962,26,0,1,180,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357012,21,0,1,150,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357032,46,0,1,195,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357042,41,0,1,1050,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357052,29,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357062,21,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357092,20,0,1,330,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357102,39,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357112,51,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357132,19,0,1,120,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357152,31,0,1,75,D,75,D,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357212,17,0,1,240,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357222,36,0,1,1170,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357232,57,0,1,570,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20233,05357272,24,0,1,720,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357332,36,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357342,18,0,1,120,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357402,25,0,1,180,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357482,57,0,1,555,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357512,24,0,1,900,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357542,29,0,1,450,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357593,21,0,1,840,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357612,67,0,1,600,D,,A,120,D,,A,40,D,,A,1,D,,2,D,1,40,D,,,A,A,A,D,
20233,05357672,31,0,1,1800,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357682,52,0,1,909,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357732,37,0,1,1200,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357782,45,0,1,750,D,,A,,A,,A,,A,,A,1,D,,,A,2,,D,,,A,A,A,A,
20233,05357802,42,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357822,44,0,1,1050,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357872,47,0,1,300,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357912,17,0,1,600,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
20233,05357922,20,0,1,225,D,,A,,A,,A,,A,,A,1,D,,,A,,,A,,,A,A,A,A,
