QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TELBSNZ,TELBSNZ_,TELRESD,TELRESD_,TELCELL,TELCELL_,TINTNET,TINTNET_,TCABLE,TCABLE_,BILPERD,BILPERD_,QADINE1X,QADI_E1X,QADINE2X,QADI_E2X,QADINE3X,QADI_E3X,QADCAB1X,QADC_B1X,QADCAB2X,QADC_B2X,QADCAB3X,QADC_B3X,TELRES1X,TELR_S1X,TELRES2X,TELR_S2X,TELRES3X,TELR_S3X,TELCEL1X,TELC_L1X,TELCEL2X,TELC_L2X,TELCEL3X,TELC_L3X,TELBLPRS,TELB_PRS,TPHONE,TPHONE_,TELPURCH
20234,05365833,37,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,1,D,2
20234,05365833,38,0,1,,A,,A,,A,1,D,2,D,,A,106,D,106,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,2
20234,05365833,39,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,115,D,115,D,115,D,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05365853,27,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,175,D,175,D,175,D,,A,1,D,2
20234,05365853,28,0,1,,A,,A,,A,1,D,2,D,,A,45,D,45,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,3
20234,05365863,40,0,1,0.50,D,,A,,A,1,D,2,D,,A,35,D,35,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,3
20234,05365903,27,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,1,D,1
20234,05365903,28,0,1,,A,,A,,A,1,D,2,D,,A,78,D,78,D,78,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05365933,29,0,1,,A,1,D,,A,1,D,1,D,,A,51,E,51,E,54,E,77,E,76,E,69,E,72,E,73,E,77,E,,A,,A,,A,2,D,1,D,3
20234,05365933,30,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,96,D,96,D,96,D,,A,1,D,2
20234,05365943,13,0,1,,A,1,D,,A,1,D,2,D,,A,25,E,25,E,25,E,,A,,A,,A,15,E,15,E,15,E,,A,,A,,A,2,D,1,D,2
20234,05365963,19,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,1,D,2
20234,05365963,20,0,1,,A,,A,,A,1,D,2,D,,A,108,D,108,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05365973,35,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,130,D,130,D,130,D,,A,1,D,1
20234,05365973,36,0,1,,A,,A,,A,1,D,2,D,,A,62,D,62,D,62,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05365983,13,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,94,D,94,D,94,D,,A,1,D,2
20234,05365983,14,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D,2
20234,05365983,15,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,3
20234,05366043,46,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,20,D,20,D,,A,1,D,1
20234,05366043,47,0,1,,A,,A,,A,1,D,2,D,,A,90,D,90,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,2
20234,05366093,33,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,260,D,260,D,260,D,,A,1,D,1
20234,05366093,34,0,1,,A,,A,,A,1,D,2,D,,A,85,D,85,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05366113,28,0,1,,A,1,D,,A,1,D,1,D,,A,64,E,56,E,60,E,89,E,100,E,95,E,37,E,34,E,35,E,,A,,A,,A,2,D,1,D,3
20234,05366113,29,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,33,D,33,D,33,D,,A,1,D,3
20234,05366133,24,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,45,D,45,D,,A,1,D,2
20234,05366133,25,0,1,,A,,A,,A,1,D,1,D,,A,52,E,53,E,52,E,77,E,76,E,77,E,,A,,A,,A,,A,,A,,A,2,D,2,D,2
20234,05366143,27,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,,A,1,D,
20234,05366143,28,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05366153,21,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,65,D,65,D,65,D,,A,,A,,A,,A,1,D,2
20234,05366153,22,0,1,,A,,A,,A,1,D,2,D,,A,165,D,165,D,165,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,2
20234,05366153,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,135,D,135,D,135,D,,A,1,D,3
20234,05366163,11,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,25,D,25,D,,A,1,D,1
20234,05366213,23,0,1,,A,,A,2,D,1,D,2,D,,A,52,E,54,E,56,E,,A,,A,,A,,A,,A,,A,88,E,92,E,96,E,2,D,1,D,1
20234,05366223,24,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,235,D,235,D,235,D,,A,1,D,1
20234,05366243,14,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D,,A,1,D,2
20234,05366263,31,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,76,D,76,D,76,D,,A,1,D,2
20234,05366263,32,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,15,D,20,D,20,D,,A,,A,,A,,A,1,D,3
20234,05366273,29,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,90,D,90,D,,A,1,D,3
20234,05366273,30,0,1,,A,,A,,A,1,D,2,D,,A,55,D,55,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,3
20234,05366303,22,0,1,,A,,A,,A,1,D,1,D,,A,90,E,85,E,84,E,105,E,110,E,111,E,,A,,A,,A,,A,,A,,A,2,D,2,D,2
20234,05366303,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,350,D,350,D,350,D,,A,1,D,2
20234,05366343,28,0,1,0.75,D,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D,,A,1,D,
20234,05366343,29,0,1,0.75,D,,A,,A,1,D,2,D,,A,15,D,15,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05366343,30,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,160,D,160,D,160,D,,A,,A,,A,,A,,A,,A,,A,2,D,3
20234,05366363,30,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D,2
20234,05366363,31,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05366413,34,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,166,D,166,D,166,D,,A,,A,,A,,A,1,D,1
20234,05366443,41,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,240,D,240,D,240,D,,A,1,D,2
20234,05366443,42,0,1,,A,,A,,A,1,D,2,D,,A,49,D,49,D,49,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,3
20234,05366443,43,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05366453,41,0,1,,A,,A,,A,1,D,2,D,,A,57,D,57,D,57,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,3
20234,05366453,42,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,94,D,94,D,94,D,,A,1,D,1
20234,05366503,26,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D,,A,1,D,3
20234,05366503,27,0,1,,A,,A,,A,1,D,2,D,,A,10,D,10,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,4
20234,05366533,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,110,D,110,D,110,D,,A,1,D,1
20234,05366543,17,0,1,,A,1,D,,A,2,D,1,D,,A,,A,,A,,A,68,E,69,E,57,E,32,E,31,E,43,E,,A,,A,,A,2,D,1,D,3
20234,05366543,18,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,25,D,25,D,,A,1,D,2
20234,05366553,14,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,102,D,60,D,60,D,,A,1,D,2
20234,05366573,33,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,69,D,69,D,69,D,,A,1,D,2
20234,05366573,34,0,1,,A,,A,,A,1,D,2,D,,A,61,D,61,D,61,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,2
20234,05366593,17,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D,,A,1,D,3
20234,05366593,18,0,1,,A,,A,,A,1,D,2,D,,A,98,D,98,D,98,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,3
20234,05366663,17,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,69,D,69,D,69,D,,A,1,D,1
20234,05366663,18,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05366673,24,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,30,D,30,D,,A,1,D,1
20234,05366673,25,0,1,,A,,A,,A,1,D,2,D,,A,95,D,95,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05366713,19,0,1,,A,,A,,A,1,D,2,D,,A,65,D,65,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,2
20234,05366713,20,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,250,D,250,D,,A,1,D,2
20234,05366743,45,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,3
20234,05366743,46,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,49,D,49,D,49,D,,A,,A,,A,,A,1,D,3
20234,05366743,47,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,45,D,45,D,,A,1,D,3
20234,05366773,51,0,1,,A,,A,,A,1,D,1,D,,A,102,E,102,E,102,E,173,E,173,E,173,E,,A,,A,,A,,A,,A,,A,2,D,2,D,3
20234,05366783,32,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,1,D,2
20234,05366783,33,0,1,,A,,A,,A,1,D,2,D,,A,100,D,100,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05366783,34,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,150,D,150,D,150,D,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05366793,7,0,1,,A,,A,2,D,1,D,2,D,,A,24,E,24,E,24,E,,A,,A,,A,,A,,A,,A,31,E,31,E,31,E,2,D,1,D,2
20234,05366793,8,0,1,,A,,A,,A,1,D,2,D,,A,89,D,89,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,3
20234,05366813,33,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,1,D,1
20234,05366813,34,0,1,,A,,A,,A,1,D,2,D,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05366843,20,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D,,A,1,D,4
20234,05366843,21,0,1,,A,,A,,A,1,D,2,D,,A,20,D,20,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20234,05366843,22,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,45,D,45,D,45,D,,A,,A,,A,,A,,A,,A,,A,2,D,4
20234,05366903,44,0,1,,A,1,D,,A,1,D,1,D,,A,20,D,20,D,20,D,86,D,86,D,86,D,45,D,51,D,51,D,,A,,A,,A,1,D,1,D,2
20234,05366903,45,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,90,D,90,D,,A,1,D,2
20234,05411702,16,0,1,,A,,A,2,D,1,D,2,D,,A,11,E,11,E,11,E,,A,,A,,A,,A,,A,,A,20,E,20,E,20,E,1,D,1,D,3
20234,05411712,29,0,1,,A,,A,2,D,1,D,2,D,,A,31,E,31,E,31,E,,A,,A,,A,,A,,A,,A,39,E,39,E,39,E,2,D,1,D,1
20234,05411712,30,0,1,,A,,A,,A,1,D,2,D,,A,55,D,55,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05411722,30,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,30,D,30,D,,A,1,D,1
20234,05411722,31,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05411732,30,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,127,D,127,D,127,D,,A,1,D,1
20234,05411732,31,0,1,,A,,A,,A,1,D,2,D,,A,112,D,112,D,112,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05411762,29,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D,3
20234,05411882,39,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,39,D,39,D,39,D,,A,1,D,2
20234,05411882,40,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,62,D,62,D,62,D,,A,,A,,A,,A,,A,,A,,A,2,D,3
20234,05411882,41,0,1,,A,,A,,A,1,D,2,D,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,3
20234,05411902,37,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,97,D,97,D,97,D,,A,,A,,A,,A,1,D,1
20234,05411902,38,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,204,D,204,D,204,D,,A,1,D,1
20234,05411902,39,0,1,,A,,A,,A,1,D,2,D,,A,107,D,107,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05411902,40,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,162,D,162,D,162,D,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05411912,26,0,1,,A,,A,,A,1,D,1,D,,A,86,E,86,E,86,E,114,E,114,E,114,E,,A,,A,,A,,A,,A,,A,2,D,2,D,1
20234,05411912,27,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,130,D,130,D,130,D,,A,1,D,1
20234,05411962,33,0,1,,A,,A,,A,1,D,2,D,,A,107,D,107,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05411962,34,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,75,D,75,D,75,D,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05411962,35,0,1,,A,,A,2,D,1,D,2,D,,A,213,E,214,E,213,E,,A,,A,,A,,A,,A,,A,366,E,365,E,366,E,2,D,1,D,1
20234,05411982,15,0,1,,A,,A,2,D,1,D,2,D,,A,27,E,27,E,28,E,,A,,A,,A,,A,,A,,A,48,E,48,E,47,E,2,D,1,D,2
20234,05411992,28,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,209,D,209,D,209,D,,A,1,D,2
20234,05411992,29,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,110,D,110,D,110,D,,A,1,D,2
20234,05411992,30,0,1,,A,,A,,A,1,D,2,D,,A,65,D,65,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,2
20234,05412002,19,0,1,,A,,A,2,D,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,78,D,78,D,78,D,1,D,1,D,2
20234,05412022,17,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D,2
20234,05412082,20,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D,1
20234,05412082,21,0,1,,A,,A,,A,1,D,1,D,,A,66,E,66,E,65,E,119,E,119,E,120,E,,A,,A,,A,,A,,A,,A,2,D,2,D,1
20234,05412102,26,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,1,D,1
20234,05412102,27,0,1,,A,,A,,A,1,D,1,D,,A,77,E,70,E,70,E,98,E,105,E,105,E,,A,,A,,A,,A,,A,,A,2,D,2,D,1
20234,05412132,34,0,1,,A,,A,,A,1,D,1,D,,A,150,E,150,E,150,E,244,E,244,E,244,E,,A,,A,,A,,A,,A,,A,1,D,2,D,1
20234,05412132,35,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,294,D,294,D,294,D,,A,1,D,1
20234,05412152,46,0,1,0.50,D,,A,,A,1,D,2,D,,A,40,D,40,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05412162,36,0,1,,A,,A,2,D,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,300,D,300,D,300,D,1,D,1,D,3
20234,05412162,37,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,95,D,95,D,95,D,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05412172,12,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D,2
20234,05412172,13,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05412192,26,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,55,D,55,D,55,D,,A,1,D,2
20234,05412192,27,0,1,,A,,A,,A,1,D,2,D,,A,75,D,75,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,2
20234,05412212,58,0,1,,A,,A,2,D,2,D,1,D,,A,,A,,A,,A,108,E,110,E,109,E,,A,,A,,A,134,E,132,E,133,E,2,D,1,D,3
20234,05412212,59,0,1,,A,,A,,A,1,D,2,D,,A,83,D,83,D,83,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,3
20234,05412232,12,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,3
20234,05412232,13,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,65,D,65,D,65,D,,A,1,D,3
20234,05412252,14,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,55,D,55,D,55,D,,A,1,D,2
20234,05412252,15,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D,,A,1,D,2
20234,05412262,13,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,88,D,88,D,88,D,,A,1,D,2
20234,05412262,14,0,1,,A,,A,,A,1,D,1,D,,A,75,D,75,D,75,D,75,D,75,D,75,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1
20234,05412282,17,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,156,D,156,D,156,D,,A,1,D,2
20234,05412282,18,0,1,,A,,A,,A,1,D,1,D,,A,106,E,105,E,105,E,154,E,155,E,155,E,,A,,A,,A,,A,,A,,A,2,D,2,D,2
20234,05412292,12,0,1,,A,,A,,A,1,D,2,D,,A,100,D,100,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05412302,29,0,1,,A,,A,,A,1,D,1,D,,A,80,E,80,E,81,E,80,E,80,E,79,E,,A,,A,,A,,A,,A,,A,2,D,2,D,3
20234,05412302,30,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D,2
20234,05412342,12,0,1,,A,,A,2,D,1,D,1,D,,A,27,E,28,E,27,E,43,E,43,E,43,E,,A,,A,,A,30,E,29,E,30,E,2,D,1,D,1
20234,05412382,21,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05412382,22,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,552,T,531,T,537,T,,A,1,D,2
20234,05412412,20,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,99,D,99,D,99,D,,A,,A,,A,,A,1,D,3
20234,05412422,40,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D,1
20234,05412422,41,0,1,,A,,A,,A,1,D,1,D,,A,49,E,49,E,49,E,81,E,81,E,81,E,,A,,A,,A,,A,,A,,A,2,D,2,D,1
20234,05412482,20,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D,1
20234,05412482,21,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05412512,38,0,1,,A,,A,,A,1,D,2,D,,A,127,D,127,D,127,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,2
20234,05412532,19,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,75,D,75,D,,A,1,D,2
20234,05412572,30,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,29,D,29,D,29,D,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05412572,31,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,220,D,220,D,220,D,,A,1,D,1
20234,05412572,32,0,1,,A,,A,,A,1,D,2,D,,A,59,D,59,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05412582,35,0,1,,A,,A,2,D,2,D,2,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,79,D,79,D,0,D,,A,1,D,4
20234,05412582,36,0,1,,A,,A,2,D,2,D,2,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,0,D,280,D,,A,1,D,2
20234,05412592,27,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,125,D,125,D,125,D,,A,1,D,1
20234,05412592,28,0,1,,A,,A,,A,1,D,2,D,,A,52,D,52,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05412602,41,0,1,,A,,A,,A,1,D,2,D,,A,79,D,79,D,79,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,3
20234,05412602,42,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,49,D,49,D,49,D,,A,1,D,3
20234,05412602,43,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,55,D,55,D,55,D,,A,1,D,2
20234,05412612,30,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,,A,,A,,A,,A,1,D,1
20234,05412612,31,0,1,,A,,A,,A,1,D,2,D,,A,90,D,90,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05412682,33,0,1,,A,,A,,A,1,D,2,D,,A,29,D,29,D,29,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,2
20234,05412682,34,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,25,D,25,D,,A,1,D,1
20234,05412692,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,220,D,220,D,,A,1,D,2
20234,05412692,22,0,1,,A,,A,,A,1,D,2,D,,A,250,D,250,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20234,05412734,25,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,179,D,179,D,179,D,,A,1,D,2
20234,05412734,26,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,3
20234,05412742,32,0,1,,A,1,D,,A,1,D,2,D,,A,135,E,46,E,70,E,,A,,A,,A,188,E,63,E,83,E,,A,,A,,A,2,D,1,D,2
