QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,LSDNUM,LSDNUM_,LSDCODE,LSDCODE_,MODELYR,MODELYR_,PRCBSNSZ,PRCB_NSZ,NUMPAY,NUMPAY_,PMTMONTH,PMTM_NTH,PAYEXPX,PAYEXPX_,PAYTIME,PAYTIME_,EMPLYEXP,EMPL_EXP,TRADEEXP,TRAD_EXP,DOWNEXP,DOWNEXP_,DNEMPEXP,DNEM_EXP,LSDENDMO,LSDE_DMO,QADPMT1X,QADP_T1X,QADPMT2X,QADP_T2X,QADPMT3X,QADP_T3X,QEXTRA1X,QEXT_A1X,QEXTRA2X,QEXT_A2X,QEXTRA3X,QEXT_A3X,QADDOWNX,QADD_WNX,QADFEEX,QADFEEX_,LSD__AKE,LSDENDYR,LSDE_DYR,PMTYEAR,PMTYEAR_,LSD_MAKE
20233,05219764,30,0,5,01,D,105,D,2020,D,,A,36,D,02,D,1,D,3,D,,A,,A,30000,D,,A,05,D,1,D,,A,,A,,A,,A,,A,30000,D,,A,D,,A,2020,D,LEX
20233,05219764,31,0,1,02,D,105,D,2023,D,,A,36,D,04,D,0,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,,A,2023,D,LEX
20233,05220074,11,0,5,01,D,105,D,2022,D,,A,36,D,11,F,563,D,3,D,,A,,C,,A,,A,,A,563,D,563,D,563,D,,A,,A,,A,,A,,A,D,,A,2022,D,HYU
20233,05220294,15,0,1,01,D,105,D,2021,D,,A,36,D,05,D,500,D,3,D,,A,,A,10000,D,,A,,A,500,D,500,D,500,D,,A,,A,,A,10000,D,,A,D,,A,2021,D,TOY
20233,05220314,20,0,5,01,D,105,D,2020,D,,A,36,D,02,D,350,D,3,D,,A,500,D,,C,,A,07,D,350,D,350,D,350,D,,A,,A,,A,,B,495,D,D,,A,2020,D,JEE
20233,05220314,21,0,5,02,D,105,D,2020,D,,A,36,D,12,D,325,D,3,D,,A,,A,,C,,A,,A,325,D,325,D,325,D,,A,,A,,A,,B,,A,D,,A,2020,D,HON
20233,05221974,22,0,5,01,D,105,D,2020,D,,A,36,D,02,D,327,D,3,D,,A,,A,2000,D,,A,,A,327,D,327,D,327,D,,A,,A,,A,2000,D,,A,D,,A,2021,D,TOY
20233,05222164,10,0,5,01,D,105,D,2022,D,,A,36,D,09,D,399,D,3,D,,A,,C,2000,D,,A,,A,399,D,399,D,399,D,,A,,A,,A,2000,D,,A,D,,A,2022,D,MAZ
20233,05225534,18,0,5,02,D,105,D,2022,D,,A,12,D,12,D,405,D,3,D,,A,,A,,A,,A,,A,405,D,405,D,405,D,,A,,A,,A,,A,,A,D,,A,2022,D,MRB
20233,05226544,16,0,5,01,D,105,D,2021,D,,A,36,D,02,D,301,D,3,D,,A,,A,2500,D,,A,,A,301,D,301,D,301,D,,A,,A,,A,2500,D,,A,D,,A,2022,D,HON
20233,05226954,12,0,5,01,D,105,D,2019,D,,A,,C,03,F,,C,,C,,A,,A,,A,,A,,A,380,F,380,F,380,F,,A,,A,,A,,A,,A,D,,A,2023,F,KIA
20233,05227674,18,0,1,01,D,105,D,2023,D,,A,60,D,08,D,596,D,3,D,,A,,A,,A,,A,,A,,A,,A,596,D,,A,,A,,A,,A,,A,D,,A,2023,D,TOY
20233,05228734,23,0,1,02,D,105,D,2023,D,,A,,C,09,D,437,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,,A,2023,D,JEE
20233,05229084,13,0,5,01,D,105,D,2023,D,,A,36,D,12,D,360,D,3,D,,A,,A,3000,D,,A,,A,360,D,360,D,360,D,12,D,12,D,12,D,3000,D,,A,D,,A,2022,D,SUB
20233,05229084,14,0,1,02,D,105,D,2023,D,,A,36,D,11,D,366,D,3,D,,A,,A,3000,D,,A,,A,366,D,366,D,366,D,,A,,A,,A,3000,D,,A,D,,A,2022,D,SUB
20233,05229334,18,0,1,01,D,105,D,2024,D,,A,36,D,08,D,330,D,3,D,,A,15000,D,500,D,,A,,A,,A,,A,330,D,,A,,A,,A,500,D,,A,D,,A,2023,D,SUB
20233,05229424,18,0,5,01,D,105,D,2021,D,,A,36,D,09,D,380,D,3,D,,A,,A,,A,,A,,A,380,D,380,D,380,D,,A,,A,,A,,A,,A,D,,A,2021,D,JEE
20233,05229504,24,0,5,02,D,105,D,2022,D,,A,36,D,04,D,530,D,3,D,,A,,A,,A,,A,,A,530,D,530,D,530,D,,A,,A,,A,,A,,A,D,,A,2023,D,JEE
20233,05229524,18,0,5,01,D,105,D,2019,D,,A,36,D,05,D,450,D,3,D,,A,,A,,A,,A,,A,450,D,450,D,450,D,,A,,A,,A,,A,,A,D,,A,2019,D,LIN
20233,05229674,28,0,5,01,D,105,D,2023,D,,A,36,D,02,D,266,D,3,D,,A,14000,D,2000,D,,A,,A,266,D,266,D,266,D,,A,,A,,A,2000,D,,A,D,,A,2023,D,TOY
20233,05230364,18,0,5,01,D,105,D,2018,D,,A,60,D,03,D,670,D,3,D,,A,,A,1300,D,,A,,A,670,D,670,D,670,D,,A,,A,,A,1300,D,,A,D,,A,2023,D,KIA
20233,05230814,19,0,5,02,D,105,D,2023,D,,A,36,D,11,D,499,D,3,D,,A,6000,D,6000,D,,A,,A,499,D,499,D,499,D,,A,,A,,A,6000,D,,A,D,,A,2022,D,SUB
20233,05231014,24,0,5,01,D,105,D,2020,D,,A,60,D,12,D,280,D,3,D,,A,1000,D,2000,D,,A,,A,280,D,280,D,280,D,,A,,A,,A,2000,D,,A,D,,A,2019,D,NIS
20233,05233424,14,0,5,01,D,105,D,2021,D,,A,36,D,03,D,410,D,3,D,,A,,A,,A,,A,,A,410,D,410,D,410,D,,A,,A,,A,,A,,A,D,,A,2021,D,CHE
20233,05233894,15,0,5,01,D,105,D,2020,D,,A,36,D,09,D,450,D,3,D,,A,,A,,C,,A,08,D,450,D,450,D,450,D,,A,,A,,A,,B,,A,D,,A,2021,D,ACU
20233,05234274,32,0,1,01,D,105,D,2024,D,,A,36,D,06,D,1100,D,3,D,,A,,A,3000,D,,A,,A,1100,D,1100,D,1100,D,,A,,A,,A,3000,D,,A,D,,A,2023,D,VOV
20233,05234674,19,0,5,01,D,105,D,2022,D,,A,36,D,02,D,320,D,3,D,,A,,A,,A,,A,,A,320,D,320,D,320,D,,A,,A,,A,,A,,A,D,,A,2023,D,JEE
20233,05236544,9,0,5,01,D,105,D,2020,D,,A,48,D,09,D,725,D,3,D,,A,2500,D,2000,D,,A,,A,725,D,725,D,725,D,,A,,A,,A,2000,D,,A,D,,A,2020,D,CAD
20233,05252693,7,0,1,01,D,105,D,2022,D,,A,46,D,03,D,500,D,3,D,,A,,A,3000,D,,A,,A,500,D,500,D,500,D,,A,,A,,A,3000,D,,A,D,,A,2022,D,JEE
20233,05253313,14,0,5,01,D,105,D,2020,D,,A,48,D,03,D,900,D,3,D,,A,,A,,A,,A,,A,900,D,900,D,900,D,,A,,A,,A,,A,,A,D,,A,2020,D,MRB
20233,05253323,11,0,5,01,D,105,D,2020,D,,A,,C,01,D,,C,7,D,,A,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,,A,2020,D,CHE
20233,05253813,12,0,5,01,D,105,D,2020,D,,A,36,D,02,D,290,D,3,D,,A,,C,,A,,A,,A,290,D,290,D,290,D,,A,,A,,A,,A,,A,D,,A,2020,D,HYU
20233,05254273,14,0,5,01,D,105,D,2021,D,.50,D,48,D,04,D,816,D,3,D,,A,,A,5000,D,,A,,A,816,D,816,D,816,D,,A,,A,,A,5000,D,,A,D,,A,2020,D,FOR
20233,05254703,19,0,5,01,D,105,D,2020,D,,A,36,D,03,D,440,D,3,D,,A,,A,,A,,A,,A,440,D,440,D,440,D,,A,,A,,A,,A,,A,D,,A,2021,D,HON
20233,05255933,10,0,1,01,D,105,D,2022,D,,A,,C,04,F,700,D,3,D,,A,,C,,A,,A,,A,700,D,700,D,700,D,,A,,A,,A,,A,,A,D,,A,2022,D,HYU
20233,05258043,12,0,5,01,D,105,D,2022,D,,A,36,D,08,D,500,D,3,D,,A,,A,5000,D,,A,,A,500,D,500,D,500,D,,A,,A,,A,5000,D,,A,D,,A,2022,D,CHE
20233,05258053,15,0,5,01,D,105,D,2021,D,,A,36,D,01,D,248,D,3,D,,A,,C,3000,D,,A,,A,248,D,248,D,248,D,,A,,A,,A,3000,D,,A,D,,A,2022,D,NIS
20233,05259983,14,0,5,01,D,105,D,2023,D,,A,36,D,03,D,560,D,3,D,,A,,A,2500,D,,A,,A,560,D,560,D,560,D,,A,,A,,A,2500,D,,A,D,,A,2023,D,AUD
20233,05261533,13,0,5,01,D,105,D,2021,D,,A,36,D,12,D,834,D,3,D,,A,,A,,A,,A,06,D,834,D,834,D,834,D,,A,,A,,A,,A,,A,D,,A,2021,D,GMC
20233,05261533,14,0,1,02,D,105,D,2023,D,,A,36,D,06,D,508,D,3,D,,A,,A,1749,D,,A,,A,,A,,A,508,D,,A,,A,,A,1749,D,,A,D,,A,2023,D,GMC
20233,05261953,14,0,5,01,D,105,D,2019,D,,A,36,D,08,D,375,D,3,D,,A,,A,,A,,A,,A,375,D,375,D,375,D,,A,,A,,A,,A,,A,D,,A,2019,D,CHE
20233,05262063,16,0,5,01,D,105,D,2022,D,,A,36,D,09,F,300,D,3,D,,A,,A,2000,D,,A,,A,300,D,300,D,300,D,,A,,A,,A,2000,D,,A,D,,A,2022,D,HON
20233,05262203,12,0,5,01,D,105,D,2020,D,,A,36,D,05,D,568,D,3,D,,A,,C,4000,D,,A,,A,568,D,568,D,568,D,,A,,A,,A,4000,D,,A,D,,A,2019,D,LIN
20233,05262363,14,0,1,01,D,105,D,2019,D,,A,60,D,01,F,446,D,3,D,,A,,A,,A,,A,,A,446,D,446,D,446,D,145,D,145,D,145,D,,A,,A,D,,A,2019,D,TOY
20233,05263443,9,0,5,01,D,105,D,2023,D,,A,48,D,05,D,509,D,3,D,,A,,A,,A,,A,,A,509,D,509,D,509,D,,A,,A,,A,,A,,A,D,,A,2023,D,CHE
20233,05263923,12,0,5,01,D,105,D,2023,D,,A,24,D,04,D,535,D,3,D,,A,,C,3000,D,,A,,A,535,D,535,D,535,D,,A,,A,,A,3000,D,,A,D,,A,2023,D,CAD
20233,05263983,25,0,5,01,D,105,D,2021,D,,A,36,D,05,D,330,D,3,D,,A,,A,,A,,A,,A,330,D,330,D,330,D,,A,,A,,A,,A,,A,D,,A,2021,D,HYU
20233,05263983,26,0,5,02,D,105,D,2021,D,,A,36,D,11,D,209,D,3,D,,A,500,D,3000,D,,A,,A,209,D,209,D,209,D,,A,,A,,A,3000,D,,A,D,,A,2021,D,KIA
20233,05264843,19,0,5,01,D,105,D,2020,D,,A,36,D,03,D,325,D,3,D,,A,6000,D,,A,,A,,A,325,D,325,D,325,D,,A,,A,,A,,A,,A,D,,A,2020,D,JEE
20233,05264843,20,0,5,02,D,105,D,2022,D,,A,36,D,11,D,,C,3,D,,A,,A,,A,,A,,A,900,F,900,F,900,F,,A,,A,,A,,A,,A,D,,A,2022,D,CHE
20233,05265283,37,0,5,01,D,105,D,2023,D,,A,36,D,03,D,350,D,3,D,,A,3988,D,1000,D,,A,,A,350,D,350,D,350,D,25,D,25,D,25,D,1000,D,,A,D,,A,2023,D,HYU
20233,05265983,8,0,1,01,D,105,D,2019,D,,A,36,D,08,D,631,D,3,D,,A,,A,5000,D,,A,,A,631,D,631,D,631,D,,A,,A,,A,5000,D,,A,D,,A,2021,D,HON
20233,05267563,26,0,5,01,D,105,D,2020,D,,A,36,D,01,D,440,D,3,D,,A,13000,D,,A,,A,,A,440,D,440,D,440,D,,A,,A,,A,,A,,A,D,,A,2021,D,LIN
20233,05268033,22,0,5,03,D,105,D,2023,D,,A,36,D,04,D,650,D,3,D,,A,3500,D,,A,,A,,A,650,D,650,D,650,D,,A,,A,,A,,A,,A,D,,A,2023,D,HYU
20233,05268603,18,0,5,01,D,105,D,2020,D,,A,,C,08,F,305,D,3,D,,A,,A,,A,,A,05,D,305,D,305,D,305,D,,A,,A,,A,,A,,A,D,,A,2022,F,HON
20233,05268603,19,0,1,02,D,105,D,,C,,A,,C,07,D,314,D,3,D,,A,,A,,A,,A,,A,,A,,A,314,D,,A,,A,,A,,A,,A,A,,A,2023,D,
20233,05270583,23,0,5,01,D,105,D,2023,D,,A,36,D,04,D,400,D,3,D,,A,,A,1400,D,,A,,A,400,D,400,D,400,D,,A,,A,,A,1400,D,,A,D,,A,2023,D,DOD
20233,05271853,14,0,5,01,D,105,D,2022,D,,A,36,D,11,D,451,D,3,D,,A,,A,5000,D,,A,,A,451,D,451,D,451,D,,A,,A,,A,5000,D,,A,D,,A,2022,D,SUB
20233,05274213,10,0,5,01,D,105,D,2021,D,,A,,C,08,F,200,D,3,D,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,,A,,A,,A,,A,D,,A,2020,F,HYU
20233,05274463,10,0,5,01,D,105,D,,C,,A,,C,10,F,,C,,C,,A,,A,,A,,A,,A,571,F,571,F,571,F,,A,,A,,A,,A,,A,D,,A,2021,F,NIS
20233,05274503,12,0,5,01,D,105,D,2020,D,,A,26,D,12,D,531,D,3,D,,A,,A,,A,,A,,A,531,D,531,D,531,D,,A,,A,,A,,A,,A,D,,A,2020,D,LEX
20233,05274723,17,0,5,01,D,105,D,2023,D,.50,D,36,D,10,D,368,D,3,D,,A,1500,D,3500,D,,A,,A,368,D,368,D,368,D,,A,,A,,A,3500,D,,A,D,,A,2022,D,HON
20233,05276213,18,0,5,04,D,105,D,2023,D,,A,36,D,06,D,437,D,3,D,,A,5000,D,,A,,A,,A,437,D,437,D,437,D,,A,,A,,A,,A,,A,D,,A,2023,D,FOR
20233,05276213,19,0,5,05,D,105,D,2023,D,,A,36,D,05,D,504,D,3,D,,A,3000,D,1100,D,,A,,A,504,D,504,D,504,D,,A,,A,,A,1100,D,,A,D,,A,2023,D,FOR
20233,05276213,20,0,5,06,D,105,D,2023,D,,A,36,D,05,D,600,D,3,D,,A,3500,D,1100,D,,A,,A,600,D,600,D,600,D,,A,,A,,A,1100,D,,A,D,,A,2023,D,FOR
20233,05276713,13,0,5,01,D,105,D,2021,D,,A,36,D,10,D,1000,D,3,D,,A,,A,,A,,A,,A,1000,D,1000,D,1000,D,,A,,A,,A,,A,,A,D,,A,2021,D,FOR
20233,05283043,11,0,5,01,D,105,D,2023,D,,A,36,D,05,D,289,D,3,D,,A,,A,,A,,A,,A,289,D,289,D,289,D,,A,,A,,A,,A,,A,D,,A,2023,D,NIS
20233,05284413,17,0,5,01,D,105,D,2020,D,,A,48,D,01,D,324,D,3,D,,A,,A,,A,,A,06,D,324,D,,A,,A,,A,,A,,A,,A,,A,D,,A,2020,D,CHE
20233,05285953,13,0,5,01,D,105,D,2022,D,,A,36,D,10,D,640,D,3,D,,A,13000,D,,A,,A,,A,640,D,640,D,640,D,,A,,A,,A,,A,,A,D,,A,2022,D,JEE
20233,05285953,14,0,5,02,D,105,D,2020,D,,A,36,D,06,D,420,D,3,D,,A,,A,,A,,A,06,D,420,D,,A,,A,,A,,A,,A,,A,,A,D,,A,2020,D,VOV
20233,05285953,15,0,1,03,D,105,D,2023,D,,A,36,D,07,D,605,D,3,D,,A,,A,,A,,A,,A,,A,605,D,605,D,,A,,A,,A,,A,,A,D,,A,2023,D,AUD
20233,05286342,11,0,1,01,D,105,D,2022,D,,A,,C,07,D,823,D,3,D,,A,,A,,A,,A,,A,823,D,823,D,823,D,,A,,A,,A,,A,,A,D,,A,2022,D,FOR
20233,05286692,17,0,5,01,D,105,D,2021,D,,A,36,D,10,D,420,D,3,D,,A,,A,,A,,A,,A,420,D,420,D,420,D,,A,,A,,A,,A,,A,D,,A,2021,D,FOR
20233,05290042,14,0,5,01,D,105,D,2021,D,,A,36,D,04,F,211,D,3,D,,A,,A,,A,,A,,A,211,D,211,D,211,D,,A,,A,,A,,A,,A,D,,A,2021,D,TOY
20233,05290172,15,0,5,01,D,105,D,2022,D,,A,36,D,02,D,551,D,3,D,,A,,A,,A,,A,,A,551,D,551,D,551,D,,A,,A,,A,,A,,A,D,,A,2022,D,BMW
20233,05290192,12,0,5,01,D,105,D,2021,D,,A,48,D,07,F,299,D,3,D,,A,,A,2500,D,,A,,A,299,D,299,D,299,D,,A,,A,,A,2500,D,,A,D,,A,2020,D,HON
20233,05291542,16,0,5,01,D,105,D,2019,D,.50,D,36,D,07,D,450,D,3,D,,A,2000,D,,A,,A,,A,450,D,450,D,450,D,,A,,A,,A,,A,,A,D,,A,2020,D,DOD
20233,05292252,21,0,5,01,D,105,D,2021,D,,A,36,D,12,D,640,D,3,D,,A,4400,D,,A,,A,,A,640,D,640,D,640,D,50,D,50,D,50,D,,A,,A,D,,A,2021,D,MAZ
20233,05292382,9,0,5,01,D,105,D,2019,D,,A,48,D,09,D,450,D,3,D,,A,,A,5000,D,,A,,A,450,D,450,D,450,D,,A,,A,,A,5000,D,,A,D,,A,2019,D,JEE
20233,05292552,15,0,5,01,D,105,D,2021,D,,A,36,D,07,D,569,D,3,D,,A,,A,4000,D,,A,,A,569,D,569,D,569,D,,A,,A,,A,4000,D,,A,D,,A,2021,D,BMW
20233,05292822,14,0,5,01,D,105,D,2021,D,,A,36,D,12,D,304,D,3,D,,A,,A,,A,,A,,A,304,D,304,D,304,D,,A,,A,,A,,A,,A,D,,A,2021,D,CHE
20233,05292902,21,0,1,01,D,105,D,2023,D,,A,36,D,06,D,571,D,3,D,,A,19500,D,,A,,A,,A,,A,,A,571,D,,A,,A,,A,,A,,A,D,,A,2023,D,TOY
20233,05295712,11,0,5,01,D,105,D,2022,D,,A,12,D,04,D,500,D,3,D,,A,,A,,A,,A,04,D,500,D,,A,,A,,A,,A,,A,,A,,A,D,,A,2022,D,JEE
20233,05295712,12,0,1,02,D,105,D,2023,D,,A,12,D,04,D,450,D,3,D,,A,,A,,A,,A,,A,450,D,450,D,450,D,,A,,A,,A,,A,,A,D,,A,2023,D,JEE
20233,05295972,19,0,1,01,D,105,D,2020,D,,A,1,D,04,D,350,D,3,D,,A,,A,,A,,A,,A,350,D,350,D,350,D,,A,,A,,A,,A,,A,D,,A,2023,D,LEX
20233,05296632,20,0,5,01,D,105,D,2022,D,,A,36,D,05,D,689,D,3,D,,A,,A,,A,,A,,A,689,D,689,D,689,D,,A,,A,,A,,A,,A,D,,A,2022,D,MRB
20233,05296632,21,0,5,02,D,105,D,2020,D,,A,36,D,11,D,499,D,3,D,,A,,A,,A,,A,,A,499,D,499,D,499,D,,A,,A,,A,,A,,A,D,,A,2022,D,LEX
20233,05296902,12,0,1,01,D,105,D,2021,D,,A,36,D,12,D,372,D,3,D,,A,,A,,A,,A,,A,372,D,372,D,372,D,,A,,A,,A,,A,,A,D,,A,2021,D,CHE
20233,05296942,21,0,5,01,D,105,D,2022,D,,A,36,D,12,D,0,D,3,D,,A,19000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,,A,2021,D,MIN
20233,05297602,11,0,1,01,D,105,D,2024,D,,A,48,D,08,D,392,D,3,D,,A,7000,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,1000,D,,A,D,,A,2023,D,CHE
20233,05345332,11,0,5,01,D,105,D,2023,D,,A,39,D,01,D,547,D,3,D,,A,14000,D,,A,,A,,A,547,D,547,D,547,D,,A,,A,,A,,A,,A,D,,A,2023,D,CHE
20233,05346512,19,0,5,01,D,105,D,2020,D,,A,36,D,06,D,211,D,3,D,,A,,A,1800,D,,A,06,D,211,D,211,D,,A,,A,,A,,A,1800,D,,A,D,,A,2020,D,CHE
20233,05346512,20,0,1,02,D,105,D,2023,D,,A,24,D,07,D,250,D,3,D,,A,,A,2500,D,,A,,A,,A,,A,250,D,,A,,A,,A,2500,D,,A,D,,A,2023,D,CHE
20233,05346822,7,0,1,01,D,105,D,2019,D,,A,36,D,06,D,582,D,3,D,,A,,A,1000,D,,A,,A,,A,582,D,582,D,,A,,A,,A,1000,D,,A,D,,A,2023,D,NIS
20233,05346822,8,0,1,02,D,105,D,2021,D,,A,,C,09,D,550,D,3,D,,A,,C,,A,,A,,A,550,D,550,D,550,D,,A,,A,,A,,A,,A,D,,A,2020,D,HON
20233,05347592,15,0,5,01,D,105,D,2020,D,,A,36,D,01,D,300,D,3,D,,A,,A,,C,,A,07,D,300,D,300,D,300,D,,A,,A,,A,,B,,A,D,,A,2020,D,HON
20233,05347592,16,0,1,02,D,105,D,2023,D,,A,36,D,08,D,450,D,3,D,,A,,A,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,2500,D,,A,D,,A,2023,D,HON
20233,05347812,6,0,5,01,D,105,D,2019,D,,A,60,D,01,D,580,D,3,D,,A,,A,3000,D,,A,,A,580,D,580,D,580,D,140,D,140,D,140,D,3000,D,,A,D,,A,2023,D,KIA
20233,05348152,22,0,1,01,D,105,D,2023,D,,A,36,D,02,D,880,D,3,D,,A,,A,2000,D,,A,,A,880,D,880,D,880,D,,A,,A,,A,2000,D,,A,D,,A,2023,D,VOK
20233,05348152,23,0,1,02,D,105,D,2022,D,,A,36,D,08,D,1220,D,3,D,,A,,A,2000,D,,A,,A,1220,D,1220,D,1220,D,,A,,A,,A,2000,D,,A,D,,A,2022,D,CHE
20233,05349562,16,0,5,01,D,105,D,2021,D,,A,36,D,12,D,410,D,3,D,,A,1500,D,,A,,A,,A,410,D,410,D,410,D,,A,,A,,A,,A,,A,D,,A,2021,D,TOY
20233,05352012,19,0,5,01,D,105,D,2021,D,,A,48,D,09,D,740,D,3,D,,A,21000,D,3000,D,,A,,A,740,D,740,D,740,D,,A,,A,,A,3000,D,,A,D,,A,2021,D,JEE
20233,05352022,7,0,1,01,D,105,D,2022,D,,A,36,D,10,D,600,D,3,D,,A,,A,,A,,A,,A,600,D,600,D,600,D,,A,,A,,A,,A,,A,D,,A,2022,D,BMW
20233,05353032,11,0,5,01,D,105,D,2021,D,,A,36,D,06,D,406,D,3,D,,A,,A,,A,,A,,A,406,D,406,D,406,D,,A,,A,,A,,A,,A,D,,A,2021,D,RAM
20233,05354622,13,0,5,01,D,105,D,2021,D,,A,36,D,10,D,429,D,3,D,,A,500,D,,A,,A,,A,429,D,429,D,429,D,,A,,A,,A,,A,,A,D,,A,2021,D,TOY
20233,05354942,11,0,5,01,D,105,D,2022,D,,A,36,D,05,D,377,D,3,D,,A,,A,1500,D,,A,,A,377,D,377,D,377,D,,A,,A,,A,1500,D,,A,D,,A,2021,D,SUB
20233,05355112,18,0,5,01,D,105,D,2021,D,,A,36,D,10,D,320,D,3,D,,A,,A,1000,D,,A,,A,320,D,320,D,320,D,,A,,A,,A,1000,D,,A,D,,A,2021,D,FOR
20233,05355632,28,0,5,01,D,105,D,2021,D,,A,36,D,07,D,499,D,3,D,,A,,A,,A,,A,,A,499,D,499,D,499,D,,A,,A,,A,,A,,A,D,,A,2021,D,ACU
20233,05356262,14,0,5,01,D,105,D,2023,D,,A,36,D,03,D,1500,D,3,D,,A,,A,7000,D,,A,,A,1500,D,1500,D,1500,D,,A,,A,,A,7000,D,,A,D,,A,2023,D,BMW
20233,05356532,22,0,5,01,D,105,D,2022,D,,A,36,D,04,D,308,D,3,D,,A,,A,2000,D,,A,,A,308,D,308,D,308,D,,A,,A,,A,2000,D,,A,D,,A,2021,D,MIN
20233,05357112,23,0,5,01,D,105,D,2023,D,,A,36,D,01,D,590,D,3,D,,A,,A,4000,D,,A,,A,590,D,590,D,590,D,,A,,A,,A,4000,D,,A,D,,A,2023,D,BMW
20233,05358412,12,0,5,01,D,105,D,2021,D,,A,36,D,02,D,228,D,3,D,,A,,A,2500,D,,A,,A,228,D,228,D,228,D,,A,,A,,A,2500,D,,A,D,,A,2021,D,HYU
20233,05360232,9,0,1,01,D,105,D,2023,D,,A,39,D,08,D,721,D,3,D,,A,,A,2000,D,,A,,A,,A,,A,721,D,,A,,A,,A,2000,D,,A,D,,A,2023,D,FOR
20233,05360282,10,0,1,01,D,105,D,2022,D,,A,36,D,05,F,229,D,3,D,,A,,A,1000,D,,A,,A,229,D,229,D,229,D,,A,,A,,A,1000,D,,A,D,,A,2022,D,HYU
20233,05360452,15,0,5,01,D,105,D,2019,D,,A,36,D,08,D,170,D,3,D,,A,,A,3000,D,,A,08,D,170,D,170,D,170,D,,A,,A,,A,3000,D,,A,D,,A,2020,D,NIS
20233,05361152,26,0,1,01,D,105,D,2017,D,,A,,C,10,D,,C,,C,,A,,A,,A,,A,07,D,576,F,576,F,,A,,A,,A,,A,,A,,A,D,,C,2017,D,SUB
20233,05362482,7,0,5,01,D,105,D,2023,D,,A,,B,05,D,390,D,3,D,,A,,A,,A,,A,,A,390,D,390,D,390,D,,B,,B,,B,,A,,A,D,,A,2023,D,VOK
20233,05363782,13,0,1,01,D,105,D,2017,D,,A,36,D,03,D,412,D,3,D,,A,11000,D,,A,,A,,A,412,D,412,D,412,D,,A,,A,,A,,A,,A,D,,A,2022,D,KIA
20233,05364562,14,0,5,01,D,105,D,2022,D,,A,36,D,02,D,469,D,3,D,,A,18000,D,1000,D,,A,,A,469,D,469,D,469,D,,A,,A,,A,1000,D,,A,D,,A,2022,D,LEX
20233,05364562,15,0,5,02,D,105,D,2021,D,,A,36,D,06,D,281,D,3,D,,A,,A,,A,,A,,A,281,D,281,D,281,D,,A,,A,,A,,A,,A,D,,A,2021,D,NIS
20233,05365522,7,0,1,01,D,105,D,,C,,A,60,D,09,D,427,D,3,D,,A,,A,500,D,,A,,A,427,D,427,D,427,D,,A,,A,,A,500,D,,A,D,,A,2016,D,TOY
20233,05366442,19,0,5,01,D,105,D,2020,D,,A,,C,08,D,400,D,3,D,,A,,A,,A,,A,08,D,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2020,D,JEE
20233,05366442,20,0,5,02,D,105,D,2021,D,,A,36,D,06,F,359,D,3,D,,A,,A,,A,,A,,A,359,D,359,D,359,D,,A,,A,,A,,A,,A,D,,A,2021,D,JEE
20233,05366772,22,0,5,01,D,105,D,2022,D,,A,36,D,03,D,808,D,3,D,,A,4500,D,,A,,A,,A,808,D,808,D,808,D,,A,,A,,A,,A,,A,D,,A,2022,D,AUD
20233,05366772,23,0,5,02,D,105,D,2020,D,,A,39,D,06,D,450,D,3,D,,A,2000,D,1000,D,,A,07,D,450,D,450,D,,A,,A,,A,,A,1000,D,,A,D,,A,2020,D,ACU
20233,05411901,19,0,1,01,D,105,D,2022,D,,A,60,D,09,D,573,D,3,D,,A,,A,,A,,A,,A,573,D,573,D,573,D,,A,,A,,A,,A,,A,D,,A,2021,D,HYU
20233,05413061,15,0,1,01,D,105,D,2021,D,,A,36,D,10,D,400,D,3,D,,A,,C,1000,D,,A,,A,400,D,400,D,400,D,,A,,A,,A,1000,D,,A,D,,A,2021,D,KIA
20233,05413541,9,0,1,01,D,105,D,2023,D,,A,,B,04,D,,B,3,D,,A,,A,,A,,A,,A,600,F,600,F,600,F,,A,,A,,A,,A,,A,D,,A,2023,D,BMW
20233,05413541,10,0,1,02,D,105,D,2023,D,,A,,B,12,D,,B,3,D,,A,,A,,A,,A,,A,429,F,429,F,429,F,,A,,A,,A,,A,,A,D,,A,2022,D,BMW
20233,05417131,11,0,1,01,D,105,D,2021,D,,A,36,D,07,D,430,D,3,D,,A,,A,6000,D,,A,,A,430,D,430,D,430,D,,A,,A,,A,6000,D,,A,D,,A,2021,D,VOK
20233,05417541,12,0,1,01,D,105,D,2021,D,,A,24,D,12,D,850,D,3,D,,A,,A,,A,,A,,A,850,D,850,D,850,D,,A,,A,,A,,A,,A,D,,A,2021,D,DOD
