QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,LSDNUM,LSDNUM_,LSDCODE,LSDCODE_,MODELYR,MODELYR_,PRCBSNSZ,PRCB_NSZ,NUMPAY,NUMPAY_,PMTMONTH,PMTM_NTH,PAYEXPX,PAYEXPX_,PAYTIME,PAYTIME_,EMPLYEXP,EMPL_EXP,TRADEEXP,TRAD_EXP,DOWNEXP,DOWNEXP_,DNEMPEXP,DNEM_EXP,LSDENDMO,LSDE_DMO,QADPMT1X,QADP_T1X,QADPMT2X,QADP_T2X,QADPMT3X,QADP_T3X,QEXTRA1X,QEXT_A1X,QEXTRA2X,QEXT_A2X,QEXTRA3X,QEXT_A3X,QADDOWNX,QADD_WNX,QADFEEX,QADFEEX_,LSD__AKE,LSDENDYR,LSDE_DYR,PMTYEAR,PMTYEAR_,LSD_MAKE
20232,05263922,10,0,1,01,D,105,D,2023,D,,A,24,D,04,D,535,D,3,D,,A,4500,F,3000,D,,A,,A,,A,,A,535,D,,A,,A,,A,3000,D,,A,D,,A,2023,D,CAD
20232,05263982,22,0,5,01,D,105,D,2021,D,,A,36,D,05,D,330,D,3,D,,A,,A,,A,,A,,A,330,D,330,D,330,D,,A,,A,,A,,A,,A,D,,A,2021,D,HYU
20232,05263982,23,0,5,02,D,105,D,2021,D,,A,36,D,11,D,209,D,3,D,,A,500,D,3000,D,,A,,A,209,D,209,D,209,D,,A,,A,,A,3000,D,,A,D,,A,2021,D,KIA
20232,05264842,23,0,5,01,D,105,D,2020,D,,A,36,D,03,D,325,D,3,D,,A,6000,D,,A,,A,,A,325,D,325,D,325,D,,A,,A,,A,,A,,A,D,,A,2020,D,JEE
20232,05264842,24,0,5,02,D,105,D,2022,D,,A,36,D,11,D,,C,3,D,,A,,A,,A,,A,,A,325,F,325,F,325,F,,A,,A,,A,,A,,A,D,,A,2022,D,CHE
20232,05265282,15,0,1,01,D,105,D,2023,D,,A,36,D,03,D,350,D,3,D,,A,3988,D,1000,D,,A,,A,,A,350,D,350,D,,A,25,D,25,D,1000,D,,A,D,,A,2023,D,HYU
20232,05265282,16,0,1,02,D,105,D,2021,D,,A,,C,05,D,300,D,3,D,,A,5000,D,2000,D,,A,03,D,300,D,300,D,,A,,A,,A,,A,2000,D,25000,D,D,2023,D,2021,D,HON
20232,05266902,7,0,5,01,D,105,D,2021,D,,A,46,D,07,D,480,D,3,D,,A,,A,1000,D,,A,,A,480,D,480,D,480,D,,A,,A,,A,1000,D,,A,D,,A,2021,D,CHE
20232,05267562,17,0,5,01,D,105,D,2020,D,,A,36,D,01,D,440,D,3,D,,A,13000,D,,A,,A,,A,440,D,440,D,440,D,,A,,A,,A,,A,,A,D,,A,2021,D,LIN
20232,05268032,20,0,5,01,D,105,D,2020,D,,A,36,D,07,D,343,D,3,D,,A,,C,3000,D,,A,04,D,343,D,343,D,343,D,,A,,A,,A,3000,D,,A,D,,A,2020,D,HYU
20232,05268032,21,0,5,02,D,105,D,2020,D,,A,36,D,07,D,502,D,3,D,,A,,C,3000,D,,A,04,D,502,D,502,D,502,D,,A,,A,,A,3000,D,,A,D,,A,2020,D,HYU
20232,05268032,22,0,1,03,D,105,D,2023,D,,A,36,D,04,D,650,D,3,D,,A,3500,D,,A,,A,,A,,A,,A,650,D,,A,,A,,A,,A,,A,D,,A,2023,D,HYU
20232,05268282,9,0,1,01,D,105,D,2022,D,,A,48,D,01,D,425,D,3,D,,A,7000,D,,A,,A,,A,425,D,425,D,425,D,,A,,A,,A,,A,,A,D,,A,2022,D,VOK
20232,05268602,12,0,1,01,D,105,D,2020,D,,A,,C,01,F,305,D,3,D,,A,,A,,A,,A,,A,305,D,305,D,305,D,,A,,A,,A,,A,,A,D,,A,2020,D,HON
20232,05270582,12,0,1,01,D,105,D,2023,D,,A,36,D,04,D,400,D,3,D,,A,,A,1400,D,,A,,A,,A,,A,400,D,,A,,A,,A,1400,D,,A,D,,A,2023,D,DOD
20232,05271852,15,0,5,01,D,105,D,2022,D,,A,36,D,11,D,451,D,3,D,,A,,A,5000,D,,A,,A,451,D,451,D,451,D,,A,,A,,A,5000,D,,A,D,,A,2022,D,SUB
20232,05272902,19,0,5,01,D,105,D,2020,D,,A,36,D,03,D,258,D,3,D,,A,,A,,A,,A,03,D,258,D,258,D,,A,,A,,A,,A,,A,,A,D,,A,2020,D,NIS
20232,05274212,23,0,1,01,D,105,D,2021,D,,A,,C,05,F,200,D,3,D,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,,A,,A,,A,,A,D,,A,2021,D,HYU
20232,05274462,11,0,1,01,D,105,D,,C,,A,,C,11,F,,C,,C,,A,,A,,A,,A,,A,325,F,325,F,325,F,,A,,A,,A,,A,,A,D,,A,2022,F,NIS
20232,05274502,10,0,5,01,D,105,D,2020,D,,A,26,D,12,D,531,D,3,D,,A,,A,,A,,A,,A,531,D,531,D,531,D,,A,,A,,A,,A,,A,D,,A,2020,D,LEX
20232,05274722,16,0,5,01,D,105,D,2023,D,.50,D,36,D,10,D,368,D,3,D,,A,1500,D,3500,D,,A,,A,368,D,368,D,368,D,,A,,A,,A,3500,D,,A,D,,A,2022,D,HON
20232,05275982,22,0,1,01,D,105,D,2022,D,,A,36,D,04,D,310,D,3,D,,A,12000,D,2000,D,,A,,A,310,D,310,D,310,D,,A,,A,,A,2000,D,,A,D,,A,2022,D,HYU
20232,05276212,20,0,5,01,D,105,D,2020,D,,A,36,D,07,D,315,D,3,D,,A,,A,,A,,A,05,D,315,D,315,D,315,D,,A,,A,,A,,A,,A,D,,A,2020,D,FOR
20232,05276212,21,0,5,02,D,105,D,2020,D,,A,36,D,06,D,439,D,3,D,,A,,A,,A,,A,05,D,439,D,439,D,439,D,,A,,A,,A,,A,,A,D,,A,2020,D,FOR
20232,05276212,22,0,5,03,D,105,D,2020,D,,A,36,D,01,D,330,D,3,D,,A,,A,,A,,A,05,D,330,D,330,D,330,D,,A,,A,,A,,A,,A,D,,A,2020,D,FOR
20232,05276212,23,0,1,04,D,105,D,2023,D,,A,36,D,06,D,437,D,3,D,,A,5000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,,A,2023,D,FOR
20232,05276212,24,0,1,05,D,105,D,2023,D,,A,36,D,05,D,504,D,3,D,,A,3000,D,1100,D,,A,,A,,A,,A,504,D,,A,,A,,A,1100,D,,A,D,,A,2023,D,FOR
20232,05276212,25,0,1,06,D,105,D,2023,D,,A,36,D,05,D,600,D,3,D,,A,3500,D,1100,D,,A,,A,,A,,A,600,D,,A,,A,,A,1100,D,,A,D,,A,2023,D,FOR
20232,05276672,12,0,5,01,D,105,D,2020,D,,A,36,D,04,D,700,D,3,D,,A,,A,5000,D,,A,,A,700,D,700,D,700,D,,A,,A,,A,5000,D,,A,D,,A,2020,D,VOV
20232,05276712,10,0,5,01,D,105,D,2021,D,,A,36,D,10,D,1000,D,3,D,,A,,A,,A,,A,,A,1000,D,1000,D,1000,D,,A,,A,,A,,A,,A,D,,A,2021,D,FOR
20232,05276942,8,0,1,01,D,105,D,2021,D,,A,36,D,10,D,1200,D,3,D,,A,,A,5000,D,,A,,A,1200,D,1200,D,1200,D,,A,,A,,A,5000,D,,A,D,,A,2020,D,BMW
20232,05276942,9,0,1,02,D,105,D,2021,D,,A,39,D,06,D,500,D,3,D,,A,,A,,A,,A,,A,500,D,500,D,500,D,,A,,A,,A,,A,,A,D,,A,2022,D,MRB
20232,05277362,11,0,5,01,D,105,D,2019,D,,A,60,D,01,D,122,D,3,D,,A,,A,2500,D,,A,,A,122,D,122,D,122,D,,A,,A,,A,2500,D,,A,D,,A,2021,D,NIS
20232,05278342,33,0,1,01,D,105,D,2021,D,,A,24,D,10,D,400,D,3,D,,A,,A,,C,,A,,A,400,D,400,D,400,D,,A,,A,,A,,B,,A,D,,A,2021,D,AUD
20232,05278452,13,0,1,01,D,105,D,2020,D,,A,36,D,09,D,591,D,3,D,591,D,,A,,C,,C,,A,0,D,0,D,0,D,,A,,A,,A,,B,,A,D,,A,2020,D,AUD
20232,05278992,9,0,1,01,D,105,D,2020,D,,A,36,D,09,D,400,D,3,D,,A,,A,,A,,A,,A,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2020,D,TOY
20232,05279602,13,0,1,01,D,105,D,2021,D,,A,36,D,06,D,359,D,3,D,,A,,A,1000,D,,A,,A,359,D,359,D,359,D,,A,,A,,A,1000,D,,A,D,,A,2021,D,FOR
20232,05280212,11,0,5,01,D,105,D,2020,D,,A,12,D,06,D,870,D,3,D,870,D,,A,,A,,A,04,D,0,D,0,D,,A,,A,,A,,A,,A,,A,D,,A,2022,D,HON
20232,05283042,9,0,1,01,D,105,D,2023,D,,A,36,D,05,D,289,D,3,D,,A,,A,,A,,A,,A,,A,,A,289,D,,A,,A,,A,,A,,A,D,,A,2023,D,NIS
20232,05283312,11,0,5,01,D,105,D,2022,D,,A,,C,12,F,,C,3,D,,A,,A,,A,,A,,A,500,F,500,F,500,F,,A,,A,,A,,A,,A,A,,A,2022,D,
20232,05284022,8,0,5,01,D,105,D,2018,D,,A,60,D,01,D,340,D,3,D,,A,2500,D,2500,D,,A,,A,340,D,340,D,340,D,,A,,A,,A,2500,D,,A,D,,A,2023,D,JEE
20232,05284412,18,0,5,01,D,105,D,2020,D,,A,48,D,01,D,324,D,3,D,,A,,A,,A,,A,,A,324,D,324,D,324,D,,A,,A,,A,,A,,A,D,,A,2020,D,CHE
20232,05284592,7,0,1,01,D,105,D,2022,D,,A,48,D,08,D,401,D,3,D,,A,,A,,A,,A,,A,401,D,401,D,401,D,,A,,A,,A,,A,,A,D,,A,2022,D,JEE
20232,05284592,8,0,1,02,D,105,D,2020,D,,A,32,D,11,D,388,D,3,D,,A,,A,,A,,A,,A,388,D,388,D,388,D,,A,,A,,A,,A,,A,D,,A,2020,D,DOD
20232,05285952,14,0,5,01,D,105,D,2022,D,,A,36,D,10,D,640,D,3,D,,A,13000,D,,A,,A,,A,640,D,640,D,640,D,,A,,A,,A,,A,,A,D,,A,2022,D,JEE
20232,05285952,15,0,5,02,D,105,D,2020,D,,A,36,D,06,D,420,D,3,D,,A,,A,,A,,A,,A,420,D,420,D,420,D,,A,,A,,A,,A,,A,D,,A,2020,D,VOV
20232,05286691,14,0,1,01,D,105,D,2021,D,,A,36,D,10,D,420,D,3,D,,A,,A,,A,,A,,A,420,D,420,D,420,D,,A,,A,,A,,A,,A,D,,A,2021,D,FOR
20232,05286831,6,0,1,01,D,105,D,2018,D,,A,60,D,10,D,232,D,3,D,,A,,A,2000,D,,A,02,D,232,D,232,D,,A,,A,,A,,A,2000,D,,A,D,2023,D,2022,D,VOK
20232,05290041,12,0,1,01,D,105,D,2021,D,,A,36,D,01,F,211,D,3,D,,A,,A,,A,,A,,A,211,D,211,D,211,D,,A,,A,,A,,A,,A,D,,A,2021,D,TOY
20232,05290171,16,0,1,01,D,105,D,2022,D,,A,36,D,02,D,551,D,3,D,,A,,A,,A,,A,,A,551,D,551,D,551,D,,A,,A,,A,,A,,A,D,,A,2022,D,BMW
20232,05290191,12,0,1,01,D,105,D,2021,D,,A,48,D,10,F,299,D,3,D,,A,,A,2500,D,,A,,A,299,D,299,D,299,D,,A,,A,,A,2500,D,,A,D,,A,2020,D,HON
20232,05290761,13,0,1,01,D,105,D,2021,D,,A,36,D,11,D,562,D,3,D,,A,,C,2000,D,,A,,A,562,D,562,D,562,D,,A,,A,,A,2000,D,,A,D,,A,2022,D,CHE
20232,05291541,14,0,1,01,D,105,D,2019,D,.50,D,36,D,07,D,450,D,3,D,,A,2000,D,,A,,A,,A,450,D,450,D,450,D,,A,,A,,A,,A,,A,D,,A,2020,D,DOD
20232,05291571,7,0,1,01,D,105,D,2021,D,,A,36,D,11,D,250,D,3,D,,A,,A,,A,,A,,A,250,D,250,D,250,D,,A,,A,,A,,A,,A,D,,A,2021,D,TOY
20232,05292251,8,0,1,01,D,105,D,2021,D,,A,36,D,12,D,640,D,3,D,,A,4400,D,,A,,A,,A,640,D,640,D,640,D,50,D,50,D,50,D,,A,,A,D,,A,2021,D,MAZ
20232,05292381,12,0,1,01,D,105,D,2019,D,,A,48,D,09,D,450,D,3,D,,A,,A,5000,D,,A,,A,450,D,450,D,450,D,,A,,A,,A,5000,D,,A,D,,A,2019,D,JEE
20232,05292551,14,0,1,01,D,105,D,2021,D,,A,36,D,07,D,569,D,3,D,,A,,A,4000,D,,A,,A,569,D,569,D,569,D,,A,,A,,A,4000,D,,A,D,,A,2021,D,BMW
20232,05292821,10,0,1,01,D,105,D,2021,D,,A,36,D,12,D,304,D,3,D,,A,,A,,A,,A,,A,304,D,304,D,304,D,,A,,A,,A,,A,,A,D,,A,2021,D,CHE
20232,05293141,14,0,1,01,D,105,D,2020,D,,A,48,D,05,D,662,D,3,D,,A,,C,1500,D,,A,,A,662,D,662,D,662,D,,A,,A,,A,1500,D,,A,D,,A,2020,D,MRB
20232,05295171,9,0,1,01,D,105,D,2021,D,,A,36,D,09,D,450,D,3,D,,A,,A,,A,,A,,A,450,D,450,D,450,D,,A,,A,,A,,A,,A,D,,A,2021,D,HON
20232,05295711,8,0,1,01,D,105,D,2022,D,,A,12,D,04,D,500,D,3,D,,A,,A,,A,,A,,A,500,D,500,D,500,D,,A,,A,,A,,A,,A,D,,A,2022,D,JEE
20232,05296631,24,0,1,01,D,105,D,2022,D,,A,36,D,05,D,689,D,3,D,,A,,A,,A,,A,,A,689,D,689,D,689,D,,A,,A,,A,,A,,A,D,,A,2022,D,MRB
20232,05296631,25,0,1,02,D,105,D,2020,D,,A,36,D,11,D,499,D,3,D,,A,,A,,A,,A,,A,499,D,499,D,499,D,,A,,A,,A,,A,,A,D,,A,2022,D,LEX
20232,05296941,19,0,1,01,D,105,D,2022,D,,A,36,D,12,D,0,D,3,D,,A,19000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,,A,2021,D,MIN
20232,05297581,15,0,1,01,D,105,D,2019,D,,A,36,D,07,D,480,D,3,D,,A,14000,D,,A,,A,,A,480,D,480,D,480,D,,A,,A,,A,,A,,A,D,,A,2020,D,FOR
20232,05345331,8,0,1,01,D,105,D,2023,D,,A,39,D,01,D,547,D,3,D,,A,14000,D,,A,,A,,A,547,D,547,D,547,D,,C,,C,,C,,A,,A,D,,A,2023,D,CHE
20232,05346511,16,0,1,01,D,105,D,2020,D,,A,36,D,06,D,211,D,3,D,,A,,A,1800,D,,A,,A,211,D,211,D,211,D,,A,,A,,A,1800,D,,A,D,,A,2020,D,CHE
20232,05347591,15,0,1,01,D,105,D,2020,D,,A,36,D,01,D,300,D,3,D,,A,,A,,C,,A,,A,300,D,300,D,300,D,,A,,A,,A,,B,,A,D,,A,2020,D,HON
20232,05347811,9,0,1,01,D,105,D,2019,D,,A,60,D,01,D,580,D,3,D,,A,,A,3000,D,,A,,A,580,D,580,D,580,D,140,D,140,D,140,D,3000,D,,A,D,,A,2023,D,KIA
20232,05349561,12,0,1,01,D,105,D,2021,D,,A,36,D,12,D,410,D,3,D,,A,1500,D,,A,,A,,A,410,D,410,D,410,D,,A,,A,,A,,A,,A,D,,A,2021,D,TOY
20232,05350071,15,0,1,01,D,105,D,2020,D,,A,36,D,03,D,210,D,3,D,,A,,A,5000,D,,A,04,D,210,D,210,D,210,D,,A,,A,,A,5000,D,,A,D,2023,D,2020,D,HON
20232,05351161,21,0,1,01,D,105,D,2021,D,,A,36,D,04,D,330,D,3,D,,A,,A,2000,D,,A,,A,330,D,330,D,330,D,,A,,A,,A,2000,D,,A,D,,A,2021,D,TOY
20232,05352011,11,0,1,01,D,105,D,2021,D,,A,48,D,09,D,740,D,3,D,,A,21000,D,3000,D,,A,,A,740,D,740,D,740,D,,A,,A,,A,3000,D,,A,D,,A,2021,D,JEE
20232,05352501,15,0,1,01,D,105,D,2019,D,,A,60,D,04,D,450,D,3,D,,A,,A,7000,D,,A,,A,450,D,450,D,450,D,,A,,A,,A,7000,D,,A,D,,A,2021,D,LEX
20232,05353031,9,0,1,01,D,105,D,2021,D,,A,36,D,06,D,406,D,3,D,,A,,A,,A,,A,,A,406,D,406,D,406,D,,A,,A,,A,,A,,A,D,,A,2021,D,RAM
20232,05354621,10,0,1,01,D,105,D,2021,D,,A,36,D,10,D,429,D,3,D,,A,500,D,,A,,A,,A,429,D,429,D,429,D,,A,,A,,A,,A,,A,D,,A,2021,D,TOY
20232,05354941,8,0,1,01,D,105,D,2022,D,,A,36,D,05,D,377,D,3,D,,A,,A,1500,D,,A,,A,377,D,377,D,377,D,,A,,A,,A,1500,D,,A,D,,A,2021,D,SUB
20232,05355111,13,0,1,01,D,105,D,2021,D,,A,36,D,10,D,320,D,3,D,,A,,A,1000,D,,A,,A,320,D,320,D,320,D,,A,,A,,A,1000,D,,A,D,,A,2021,D,FOR
20232,05355631,19,0,1,01,D,105,D,2021,D,,A,36,D,07,D,499,D,3,D,,A,,A,,A,,A,,A,499,D,499,D,499,D,,A,,A,,A,,A,,A,D,,A,2021,D,ACU
20232,05356261,12,0,1,01,D,105,D,2023,D,,A,36,D,03,D,1500,D,3,D,,A,,A,7000,D,,A,,A,1500,D,1500,D,1500,D,,A,,A,,A,7000,D,,A,D,,A,2023,D,BMW
20232,05356531,15,0,1,01,D,105,D,2022,D,,A,36,D,04,D,308,D,3,D,,A,,A,2000,D,,A,,A,308,D,308,D,308,D,,A,,A,,A,2000,D,,A,D,,A,2021,D,MIN
20232,05357111,16,0,1,01,D,105,D,2023,D,,A,36,D,01,D,590,D,3,D,,A,,A,4000,D,,A,,A,590,D,590,D,590,D,,A,,A,,A,4000,D,,A,D,,A,2023,D,BMW
20232,05357831,8,0,1,01,D,105,D,2021,D,,A,36,D,11,D,611,D,3,D,,A,,A,1500,D,,A,,A,611,D,611,D,611,D,20,D,20,D,20,D,1500,D,,A,D,,A,2021,D,JEE
20232,05357841,7,0,1,01,D,105,D,2023,D,,A,36,D,05,D,600,D,3,D,,A,,A,,A,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A,D,,A,2023,D,ACU
20232,05358171,11,0,1,01,D,105,D,2020,D,,A,48,D,07,D,528,D,3,D,,A,,A,5000,D,,A,,A,528,D,528,D,528,D,,A,,A,,A,5000,D,,A,D,,A,2020,D,TOY
20232,05358171,12,0,1,02,D,105,D,2021,D,,A,36,D,09,D,325,D,3,D,,A,5000,D,6463,D,,A,,A,325,D,325,D,325,D,,A,,A,,A,6463,D,,A,D,,A,2021,D,BMW
20232,05358411,11,0,1,01,D,105,D,2021,D,,A,36,D,02,D,228,D,3,D,,A,,A,2500,D,,A,,A,228,D,228,D,228,D,,A,,A,,A,2500,D,,A,D,,A,2021,D,HYU
20232,05359731,15,0,1,01,D,105,D,2020,D,,A,36,D,03,D,,C,3,D,,A,,C,,A,,A,,A,299,F,299,F,299,F,,A,,A,,A,,A,,A,D,,A,2020,D,HON
20232,05360451,10,0,1,01,D,105,D,2019,D,,A,36,D,08,D,170,D,3,D,,A,,A,3000,D,,A,,A,170,D,170,D,170,D,,A,,A,,A,3000,D,,A,D,,A,2020,D,NIS
20232,05360801,15,0,1,01,D,105,D,2021,D,,A,36,D,12,D,412,D,3,D,,A,,A,,A,,A,,A,412,D,412,D,412,D,,A,,A,,A,,A,,A,D,,A,2020,D,ACU
20232,05361471,19,0,1,01,D,105,D,2020,D,,A,36,D,10,D,160,D,3,D,,A,,A,10000,D,,A,,A,160,D,160,D,160,D,,A,,A,,A,10000,D,,A,D,,A,2020,D,NIS
20232,05362481,8,0,1,01,D,105,D,2023,D,,A,6,D,05,D,390,D,3,D,,A,,A,,A,,A,,A,,A,,A,390,D,,A,,A,,A,,A,,A,D,,A,2023,D,VOK
20232,05364561,12,0,1,01,D,105,D,2022,D,,A,36,D,02,D,469,D,3,D,,A,18000,D,1000,D,,A,,A,469,D,469,D,469,D,,A,,A,,A,1000,D,,A,D,,A,2022,D,LEX
20232,05364561,13,0,1,02,D,105,D,2021,D,,A,36,D,06,D,281,D,3,D,,A,,A,,A,,A,,A,281,D,281,D,281,D,,A,,A,,A,,A,,A,D,,A,2021,D,NIS
20232,05364601,17,0,1,01,D,105,D,2019,D,,A,,C,12,F,,C,3,D,,A,,A,,C,,A,,A,211,F,211,F,211,F,,A,,A,,A,,B,,A,D,,A,2019,D,NIS
20232,05364621,11,0,1,01,D,105,D,2021,D,,A,36,D,07,D,210,D,3,D,,A,,A,4000,D,,A,,A,210,D,210,D,210,D,,A,,A,,A,4000,D,,A,D,,A,2021,D,HYU
20232,05366441,13,0,1,01,D,105,D,2020,D,,A,,C,08,D,400,D,3,D,,A,,A,,A,,A,,A,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2020,D,JEE
20232,05366441,14,0,1,02,D,105,D,2021,D,,A,36,D,08,F,359,D,3,D,,A,,A,,A,,A,,A,359,D,359,D,359,D,,A,,A,,A,,A,,A,D,,A,2021,D,JEE
20232,05366771,19,0,1,01,D,105,D,2022,D,,A,36,D,03,D,808,D,3,D,,A,4500,D,,A,,A,,A,808,D,808,D,808,D,,A,,A,,A,,A,,A,D,,A,2022,D,AUD
20232,05366771,20,0,1,02,D,105,D,2020,D,,A,39,D,06,D,450,D,3,D,,A,2000,D,1000,D,,A,,A,450,D,450,D,450,D,,A,,A,,A,1000,D,,A,D,,A,2020,D,ACU
20233,05202224,13,0,5,01,D,105,D,2019,D,,A,60,D,09,D,243,D,3,D,,A,,A,,A,,A,04,D,243,D,,A,,A,,A,,A,,A,,A,,A,D,,A,2019,D,KIA
20233,05202284,7,0,5,01,D,105,D,,C,,A,,C,05,F,,C,8,D,,A,,A,,A,,A,04,F,1000,F,1000,F,1000,F,,A,,A,,A,,A,,A,A,,A,2019,F,
20233,05203424,7,0,1,01,D,105,D,2023,D,,A,36,D,01,D,850,D,3,D,,A,,A,5000,D,,A,,A,850,D,850,D,850,D,160,D,160,D,160,D,5000,D,,A,D,,A,2023,D,BMW
20233,05203494,12,0,1,01,D,105,D,2021,D,,A,36,D,12,D,372,D,3,D,,A,,A,,A,,A,,A,372,D,372,D,372,D,,A,,A,,A,,A,,A,D,,A,2021,D,CHE
20233,05203664,22,0,5,01,D,105,D,2019,D,,A,36,D,05,D,430,D,3,D,,A,,A,10000,D,,A,,A,430,D,430,D,430,D,,A,,A,,A,10000,D,,A,D,,A,2019,D,CAD
20233,05204664,16,0,5,01,D,105,D,2019,D,,A,,C,12,D,576,D,3,D,,A,,A,,A,,A,05,D,576,D,576,D,,A,,A,,A,,A,,A,,A,D,,A,2019,D,CHE
20233,05204664,17,0,1,02,D,105,D,2023,D,,A,36,D,05,D,547,D,3,D,,A,,A,,A,,A,,A,,A,547,D,547,D,,A,,A,,A,,A,,A,D,,A,2023,D,CHE
20233,05204714,22,0,5,01,D,105,D,2021,D,,A,36,D,02,D,278,D,3,D,,A,1000,D,,A,,A,,A,278,D,278,D,278,D,,A,,A,,A,,A,,A,D,,A,2021,D,JEE
20233,05205514,26,0,5,01,D,105,D,2022,D,,A,36,D,03,D,,C,3,D,,A,,A,,A,,A,,A,412,F,412,F,412,F,,A,,A,,A,,A,,A,D,,A,2022,D,SUB
20233,05205724,10,0,1,01,D,105,D,2018,D,,A,12,D,09,D,1000,D,3,D,,A,,A,,A,,A,06,F,1000,D,1000,D,1000,D,,A,,A,,A,,A,,A,D,2023,D,2018,D,CHR
20233,05207354,9,0,1,01,D,105,D,2021,D,,A,36,D,,C,,C,3,D,,A,,A,,A,,A,,A,350,F,350,F,350,F,,A,,A,,A,,A,,A,D,,A,,C,TOY
20233,05207844,9,0,5,01,D,105,D,2021,D,,A,36,D,07,D,490,D,3,D,,A,,A,1000,D,,A,,A,490,D,490,D,490,D,,A,,A,,A,1000,D,,A,D,,A,2021,D,HON
20233,05210634,21,0,5,01,D,105,D,2021,D,,A,36,D,03,D,437,D,3,D,,A,,A,,A,,A,,A,437,D,437,D,437,D,,A,,A,,A,,A,,A,D,,A,2021,D,TOY
20233,05211344,11,0,5,01,D,105,D,2021,D,,A,25,D,02,D,378,D,3,D,,A,,A,,A,,A,,A,378,D,378,D,378,D,,A,,A,,A,,A,,A,D,,A,2021,D,TOY
20233,05211514,21,0,5,01,D,105,D,2021,D,.90,D,36,D,12,D,288,D,3,D,,A,,A,10000,D,,A,,A,288,D,288,D,288,D,,A,,A,,A,10000,D,,A,D,,A,2021,D,HON
20233,05211714,16,0,5,01,D,105,D,2019,D,,A,36,D,11,D,680,D,3,D,600,D,,A,2000,D,,A,04,D,80,D,,A,,A,,A,,A,,A,2000,D,,A,D,,A,2020,D,VOV
20233,05211714,17,0,5,02,D,105,D,2020,D,,A,36,D,07,D,220,D,3,D,,A,,A,2000,D,,A,,A,220,D,220,D,220,D,,A,,A,,A,2000,D,,A,D,,A,2021,D,MAZ
20233,05211714,18,0,5,03,D,105,D,2020,D,,A,36,D,12,D,680,D,3,D,600,D,,A,3000,D,,A,06,D,80,D,80,D,80,D,,A,,A,,A,3000,D,,A,D,,A,2021,D,VOV
20233,05211714,19,0,1,04,D,105,D,2023,D,,A,48,D,07,D,600,D,3,D,600,D,,A,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,2000,D,,A,D,,A,2023,D,VOV
20233,05213164,15,0,5,01,D,105,D,2020,D,,A,36,D,08,D,471,D,3,D,,A,,A,,A,,A,,A,471,D,471,D,471,D,,A,,A,,A,,A,,A,D,,A,2020,D,CHE
20233,05213184,6,0,1,01,D,105,D,2023,D,,A,36,D,06,D,449,D,3,D,,A,2000,F,,A,,A,,A,,A,449,D,449,D,,A,,A,,A,,A,,A,D,,A,2023,D,NIS
20233,05213654,14,0,5,01,D,105,D,2022,D,,A,60,D,08,D,200,D,3,D,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,,A,,A,,A,,A,D,,A,2022,D,HON
20233,05214354,15,0,5,01,D,105,D,2022,D,,A,36,D,06,D,389,D,3,D,,A,,A,,A,,A,,A,389,D,389,D,389,D,,A,,A,,A,,A,,A,D,,A,2022,D,JEE
20233,05214354,16,0,5,02,D,105,D,2021,D,,A,36,D,03,D,550,D,3,D,,A,,A,,A,,A,,A,550,D,550,D,550,D,,A,,A,,A,,A,,A,D,,A,2021,D,FOR
20233,05214944,14,0,5,01,D,105,D,2022,D,,A,36,D,08,D,120,D,3,D,,A,,A,,A,,A,,A,120,D,120,D,120,D,,A,,A,,A,,A,,A,D,,A,2022,D,NIS
20233,05215404,7,0,5,01,D,105,D,2022,D,,A,36,D,01,F,355,D,3,D,,A,,C,,A,,A,,A,355,D,355,D,355,D,,A,,A,,A,,A,,A,D,,A,2022,D,TOY
20233,05218334,10,0,5,01,D,105,D,2022,D,,A,36,D,05,D,700,D,3,D,,A,,A,,A,,A,,A,700,D,700,D,700,D,,A,,A,,A,,A,,A,D,,A,2022,D,AUD
20233,05218444,15,0,5,01,D,105,D,2018,D,,A,39,D,06,F,320,D,3,D,,A,,A,,A,,A,06,D,320,D,320,D,320,D,,A,,A,,A,,A,,A,D,,A,2018,D,MAZ
20233,05219154,12,0,5,01,D,105,D,2020,D,,A,36,D,10,D,450,D,3,D,,A,,A,,A,,A,05,D,450,D,,A,,A,,A,,A,,A,,A,,A,D,,A,2020,D,CHR
20233,05219194,19,0,5,02,D,105,D,2023,D,,A,36,D,06,D,475,D,3,D,,A,,A,,A,,A,,A,,A,475,D,475,D,,A,,A,,A,,A,,A,D,,A,2023,D,FOR
20233,05219354,31,0,5,01,D,105,D,2021,D,,A,36,D,04,D,270,D,3,D,,A,,C,,A,,A,,A,270,D,270,D,270,D,,A,,A,,A,,A,,A,D,,A,2021,D,JEE
